candidate_index,sample_index,sample_id,k,ratio,large_scan,min_target_separation_deg,selected_config,prior_combined_active_rl_db,refined_combined_active_rl_db,refined_combined_total_rl_db,refined_task_significant_active_rl_db,refined_task_strict_active_rl_db,dense_nearest_bound_ratio_max,dense_local_bound_ratio_max,combined_target_error_max,baseline_psll_db,refined_psll_db,baseline_nearest_iso_db,refined_nearest_iso_db,baseline_local_iso_db,refined_local_iso_db,baseline_weakest_target_gain_db,refined_weakest_target_gain_db,refined_target_spread_db,refined_pointing_error_deg,equal_weakest_gain_power_ratio,gate15,strict_gate20,mainlobe_gate,combined_active_gate,robust_active_RL_gate,strict_engineering_gate,unique_local_points_min,unique_local_points_mean,unique_local_points_max,dense_task_region_point_uses
60,60,tv060_s060_k6_r0.7,6,0.699999988079071,1,20.716144561767578,dense_equal20,10.272187752319494,10.031649475237444,10.966678804932219,10.026488521301008,10.026488521301008,1.37937244894302,0.9783368120265675,1.1650519486220098e-10,-6.414911273326226,-5.5255279541015625,23.456689906787076,25.163070678710938,15.954609153942215,22.852920532226562,76.3676823997439,78.10810852050781,0.10918426513671875,0.9352186527245646,0.6698188849484792,1,1,1,1,1,1,45,195.5,807,5835
61,61,tv061_s061_k6_r0.7,6,0.699999988079071,1,12.227208137512207,dense_preserve30,10.134808790599742,10.13480879841359,11.684908669183226,10.021653094992146,10.021653094992146,1.0039780642959195,2.1873523920143003,0.07622320648768767,-2.5612286779457776,-2.8366851806640625,22.60273440623886,26.336708068847656,17.642191767642686,15.77154541015625,75.70546257465115,75.81989288330078,2.9258499145507812,3.418172525808353,0.9739955420621361,1,0,0,1,1,0,50,158.33333333333334,679,4720
62,62,tv062_s062_k6_r0.7,6,0.699999988079071,1,20.797767639160156,dense_preserve30,10.223512307653436,10.194585136840644,11.608135072214543,10.009047400307544,10.009047400307544,0.8011334005021101,0.797738350884114,2.291126602746244e-12,-3.260211386889125,-2.937164306640625,24.846560479313666,27.66211700439453,17.466045191942726,22.491718292236328,75.78310083706924,75.72699737548828,3.609405517578125,1.9578795908791025,1.0130021011299282,1,1,0,1,1,0,42,98.5,255,2925
63,63,tv063_s063_k6_r0.8,6,0.800000011920929,1,24.461172103881836,dense_preserve30,10.236992634259147,10.233053227282529,12.561516100789074,10.007142482739699,10.007142482739699,0.8094192385843259,0.8025335158006474,2.992540111200403e-12,-5.39994784370991,-4.95477294921875,23.422720232045748,27.22134780883789,18.216973365787965,22.18791961669922,76.6754930688619,76.6655044555664,3.3043289184570312,0.9461882109125506,1.002302610151668,1,1,0,1,1,0,48,90.66666666666667,237,2690
64,64,tv064_s064_k6_r0.8,6,0.800000011920929,1,12.309439659118652,dense_equal20,10.241592268528741,10.094344659620782,12.689899816964248,10.009183025450524,10.009183025450524,1.0127031112480225,0.7929599203442417,5.5144031144010694e-11,-3.7440960095174347,-2.480987548828125,23.474582487962323,27.50472640991211,17.133352523496754,23.035110473632812,76.70487251929288,76.84709930419922,1.0789947509765625,3.135581831026839,0.9677815124363571,1,1,0,1,1,0,44,56.166666666666664,75,1655
65,65,tv065_s065_k6_r0.8,6,0.800000011920929,1,13.17031192779541,dense_preserve30,10.240970423521249,10.304636809684698,11.675453936851387,10.008185110003465,10.008185110003465,0.801344970349906,0.7961771665759212,1.9937715011951713e-12,-4.026932171449616,-3.49163818359375,24.760397912313906,27.522308349609375,14.046927470150877,22.766040802001953,76.64144000917675,76.69894409179688,2.9103469848632812,3.692111113736753,0.9868464694905189,1,1,0,1,1,0,47,216.5,802,6465
66,66,tv066_s066_k6_r0.9,6,0.8999999761581421,1,13.747703552246094,dense_equal20,10.121715587228612,10.407765203092032,12.79998249449499,10.047016722908317,10.047016722908317,0.7185146378223457,0.7157044251465355,4.5722174982001655e-12,-8.628462811826935,-7.693016052246094,26.54231899665544,29.99420928955078,14.171391398248943,23.76397705078125,78.9778806548031,78.99276733398438,0.3370361328125,1.2362831554207767,0.996578083589956,1,1,1,1,1,1,53,126.5,337,3765
67,67,tv067_s067_k6_r0.9,6,0.8999999761581421,1,16.97910499572754,dense_preserve30,10.16693193750786,10.035056569867802,11.967659457045436,10.015570098340259,10.015570098340259,0.8565925295283427,0.8169868439841548,9.074762814014986e-12,-2.440349290169337,-1.9158935546875,25.15802847661284,27.122020721435547,17.390803349060803,22.82427215576172,77.00680405078923,76.9910659790039,3.2447128295898438,2.9917055133508477,1.0036303989407642,1,1,0,1,1,0,44,103.33333333333333,206,3070
68,68,tv068_s068_k6_r0.9,6,0.8999999761581421,1,10.474303245544434,dense_preserve30,10.279862679126143,10.279862698842797,11.174669553869485,10.039702843553266,10.039702843553266,0.9973395487066861,4.771444923271205,0.06159798446024715,-4.435240265914729,-4.146522521972656,22.16771351948597,26.0032958984375,8.89679265136921,8.576301574707031,76.87008611178369,76.335205078125,4.566810607910156,2.2818364630183376,1.1310664055932578,0,0,0,1,1,0,45,214.66666666666666,469,6410
69,69,tv069_s069_k6_r1.0,6,1.0,1,10.33251953125,dense_preserve30,10.01649732553119,9.282270724768939,12.566274767333825,8.63812776991745,1.8715892359959698,0.7964707323215257,1.0228367632618443,5.857995080158983e-12,-6.09065099582331,-2.7513809204101562,24.771761292177786,29.83898162841797,7.94907879539663,22.501808166503906,77.73302187183707,77.28264617919922,4.7549285888671875,2.701870186596661,1.1092707701626037,1,1,0,0,0,0,50,231.16666666666666,809,6905
70,70,tv070_s070_k6_r1.0,6,1.0,1,11.964655876159668,dense_preserve30,10.194974178445136,8.908115094069867,13.423773433679678,9.33923613171955,9.33923613171955,1.0143546168549833,0.903144259293518,5.980744188886116e-11,-2.0523113485785416,-2.7569198608398438,20.650535982238992,27.33184051513672,13.873218918315416,23.28540802001953,77.13429333505823,77.15907287597656,2.6230697631835938,2.5031886875774116,0.9943105464400569,1,1,0,0,0,0,46,70.33333333333333,114,2080
71,71,tv071_s071_k6_r1.0,6,1.0,1,19.30621910095215,dense_preserve30,10.104165558242581,9.934568992663745,13.396995026674237,9.523713182672681,9.523713182672681,0.7990985835363652,0.7960571552201581,2.9117971063296084e-12,-3.843599110967048,-4.209190368652344,25.53257896258996,29.217361450195312,18.57212662448339,24.930004119873047,77.38358827845475,77.67369842529297,3.4521331787109375,2.763125930763282,0.9353819504588567,1,1,0,0,0,0,47,187.5,796,5595
72,72,tv072_s072_k6_r0.5,6,0.5,0,7.932348728179932,dense_preserve30,10.10189991932693,10.101899709550157,12.229918706924753,10.03266342865896,10.03266342865896,0.9947335265001332,6.601666115265451,0.06771849938687205,1.3904170145058856,5.5560150146484375,29.381302501339817,25.525291442871094,4.21192967707961,9.303550720214844,76.4128824426503,74.63159942626953,6.227783203125,3.453986902855923,1.5070522219929734,0,0,0,1,1,0,58,101.33333333333333,201,3010
73,72,tv073_s072_k6_r0.6,6,0.6000000238418579,0,7.932348728179932,dense_preserve30,10.01980408633727,10.019804527780277,12.287506976863396,10.007513663119935,10.007513663119935,1.0005375546263926,6.548010941701661,0.08288712404369696,-0.1534898701850551,5.228538513183594,31.15264511893234,25.730335235595703,3.848039862420194,9.52166748046875,77.29840198840782,75.11711120605469,6.220619201660156,3.453986902855923,1.6524528567469563,0,0,0,1,1,0,58,101.33333333333333,201,3010
74,72,tv074_s072_k6_r0.7,6,0.699999988079071,0,7.932348728179932,dense_preserve30,10.018069163699227,10.01806886963956,12.527138395892196,10.018960134290001,10.018960134290001,0.9996684567762552,6.177438713088098,0.09136561649421895,-1.2750530105621607,5.063117980957031,29.472004249536383,25.854206085205078,3.640058513158749,10.181976318359375,77.89516703848727,75.46131896972656,6.107513427734375,3.453986902855923,1.7513978283845972,0,0,0,1,1,0,58,101.33333333333333,201,3010
75,72,tv075_s072_k6_r0.8,6,0.800000011920929,0,7.932348728179932,dense_preserve30,10.008939298369208,10.008939155666623,12.92177878360465,9.484353666522209,9.484353666522209,0.9718360216655977,5.844218751760281,0.12039874200421577,-2.7010895184265706,4.3894805908203125,29.270633523526094,26.036998748779297,3.566304205483945,10.839973449707031,78.80149220815737,76.19850158691406,5.8751983642578125,3.4270878226121595,1.8209543652599074,0,0,0,1,0,0,58,101.33333333333333,201,3010
76,72,tv076_s072_k6_r0.9,6,0.8999999761581421,0,7.932348728179932,dense_equal20,10.047927336798816,10.035466424387966,12.59030250928734,9.375783369704756,-2.558567908624508,0.7771452741469078,1.303969377109972,1.2635113777181859e-11,-6.302006850203597,-0.07779693603515625,29.081548442370966,28.050064086914062,3.5804003180904402,22.791534423828125,79.53990329469364,76.62533569335938,5.6565399169921875,3.4270878226121595,1.956395972661826,1,1,0,1,0,0,58,101.33333333333333,201,3010
77,72,tv077_s072_k6_r1.0,6,1.0,0,7.932348728179932,dense_preserve30,10.088703503213596,10.0887047466109,13.177682746007465,9.430821904939103,9.430821904939103,0.9754438594870408,4.268010188465248,0.08712321825673475,-8.935873352724073,0.7596893310546875,29.40447085488301,26.509132385253906,3.676796320753951,13.831535339355469,80.24991789777316,76.9484634399414,6.2277984619140625,3.4270878226121595,2.1386782156777318,0,0,0,1,0,0,58,101.33333333333333,201,3010
78,73,tv078_s073_k6_r0.5,6,0.5,0,9.35646915435791,dense_preserve30,10.33232464950938,10.332324996317755,12.619215273294957,10.012298418833625,-16.906596476585758,1.002838617603111,9.679279646954106,0.0910739553911454,1.2474977719395923,1.7072601318359375,32.77179674694402,25.55352020263672,6.131978907713133,5.519004821777344,76.86659105775936,75.9849853515625,3.2426300048828125,2.6560172291730035,1.2250690572814296,0,0,0,1,1,0,58,134.33333333333334,307,4000
79,73,tv079_s073_k6_r0.6,6,0.6000000238418579,0,9.35646915435791,dense_equal20,10.109467108293277,10.062336946180178,12.185361160999452,9.286641786736327,-16.733688943195986,0.9249792504308513,0.822139493270769,6.320831593216767e-11,0.47896856855594194,3.5987701416015625,33.44438397220479,25.82180404663086,7.018385896709532,23.64110565185547,77.43115622741858,75.46353149414062,3.6701889038085938,3.076876315557972,1.5731222486662104,0,0,0,1,0,0,58,134.33333333333334,307,4000
80,73,tv080_s073_k6_r0.7,6,0.699999988079071,0,9.35646915435791,dense_equal20,10.236992954646482,9.84683448311921,12.91848501750492,9.39395266321258,-19.083839416501764,0.8481932158938981,0.8098170918323436,3.878568172584257e-11,-0.06862804125988475,2.859832763671875,37.14919981179941,26.798606872558594,6.48095288899043,24.039581298828125,78.21115096125587,76.62181091308594,3.83026123046875,3.076876315557972,1.4418962250112328,0,0,0,0,0,0,58,134.33333333333334,307,4000
81,73,tv081_s073_k6_r0.8,6,0.800000011920929,0,9.35646915435791,dense_equal20,10.228021669264354,10.127005577030257,12.79205526169722,9.82218763882642,-1.8790839737773626,0.8515296498750753,0.7989008887946892,4.1728321153118874e-11,-1.7680250681150653,2.0977249145507812,35.512666159109806,26.648681640625,6.0753395133242805,24.092113494873047,78.8718846374313,77.14311981201172,3.806396484375,3.076876315557972,1.488937549565173,0,0,0,1,0,0,58,134.33333333333334,307,4000
82,73,tv082_s073_k6_r0.9,6,0.8999999761581421,0,9.35646915435791,dense_equal20,10.052299832125533,10.150263839367259,12.926551742342308,9.845167297459106,-6.270193306996364,0.8421817801473251,0.7669232279833392,3.867409602532383e-11,-3.6998289078126163,0.8753662109375,34.58728446855861,26.78668975830078,5.959184192235043,23.868858337402344,79.388331593711,77.75514221191406,3.958709716796875,3.076876315557972,1.4565283365396948,0,0,0,1,0,0,58,134.33333333333334,307,4000
83,73,tv083_s073_k6_r1.0,6,1.0,0,9.35646915435791,dense_equal20,10.194097427149849,9.838621647816446,13.417113746671363,9.327527786987064,-10.857047664574498,0.8578676184635297,0.8135646930376659,4.3476465480919257e-11,-7.962711833569287,-1.4726486206054688,35.35546306221806,26.637630462646484,6.093327319073609,24.19147491455078,80.20546827722553,78.7754135131836,3.9610977172851562,3.076876315557972,1.3899701584690045,1,1,0,0,0,0,58,134.33333333333334,307,4000
84,74,tv084_s074_k6_r0.5,6,0.5,1,9.55578899383545,dense_preserve30,10.428042681132938,9.550842834287455,11.091692692692291,8.914925889241674,1.5575269487061538,0.8542943810379707,1.0499569565147615,1.2271107796063221e-11,5.972039836061256,5.6419677734375,30.254477196627647,28.39886474609375,4.645030267738463,22.71813201904297,72.68265270982637,71.0519790649414,5.864601135253906,3.4038887374521893,1.4556848579405748,0,0,0,0,0,0,42,140.16666666666666,328,4175
85,74,tv085_s074_k6_r0.6,6,0.6000000238418579,1,9.55578899383545,dense_preserve30,10.020898774001342,8.747662307434224,12.003333843187162,8.78148782663154,4.23853619114875,0.9331036467970658,0.9465146055701515,1.0865274344100093e-11,5.327003147183802,5.241737365722656,32.03768521427705,27.699634552001953,5.9498702148809315,22.84588623046875,73.20663902828099,72.22052764892578,5.9468994140625,4.402158364967071,1.2549058328883753,0,0,0,0,0,0,42,140.16666666666666,328,4175
86,74,tv086_s074_k6_r0.7,6,0.699999988079071,1,9.55578899383545,dense_preserve30,10.058771616415545,10.100695298766428,12.303829194882177,8.91254897218213,-5.799746600303085,0.8111820460277609,0.8413238967368842,2.316426670638759e-12,4.154814063484764,5.044914245605469,34.4032853120825,28.61927032470703,7.154321515238152,23.44717025756836,73.62732068738458,72.94371795654297,5.6551513671875,4.402158364967071,1.1704699627893993,0,0,0,1,0,0,42,140.16666666666666,328,4175
87,74,tv087_s074_k6_r0.8,6,0.800000011920929,1,9.55578899383545,dense_preserve30,10.13838714346851,9.697626822959888,12.009561366519609,9.004933244141268,4.929608130743721,0.7998734560174137,0.8702816493890329,1.7052192873701477e-11,3.904379471971737,4.599159240722656,35.00179158702632,29.18545150756836,7.692504396603738,23.497459411621094,74.38389208059999,74.2094497680664,5.368812561035156,4.402158364967071,1.0409844238520296,0,0,0,0,0,0,42,140.16666666666666,328,4175
88,74,tv088_s074_k6_r0.9,6,0.8999999761581421,1,9.55578899383545,dense_preserve30,9.912050504117676,9.539224137440577,12.188964875806125,8.658807137868841,0.3775286902904549,0.7956305265202861,0.8887653452137307,1.859081511837374e-11,2.519185620251875,2.7667617797851562,35.210811453830935,28.483428955078125,7.294226383735705,23.413475036621094,75.10266346516933,74.93070983886719,5.527580261230469,4.402158364967071,1.0403880677921948,0,0,0,0,0,0,42,140.16666666666666,328,4175
89,74,tv089_s074_k6_r1.0,6,1.0,1,9.55578899383545,dense_preserve30,8.708146037246356,9.305226354064471,12.30225539497241,8.209126064395734,-4.280742929516933,0.7887603736332294,0.8448572606971364,1.7605618996415938e-11,-1.6506303157208038,0.41410064697265625,36.298659730443454,28.48992156982422,7.141865836910739,23.411643981933594,76.00937126474332,76.03751373291016,5.201988220214844,4.402158364967071,0.9935409074318804,0,0,0,0,0,0,42,140.16666666666666,328,4175
90,75,tv090_s075_k6_r0.5,6,0.5,1,5.827727317810059,dense_preserve30,9.88100551486715,9.881006130620133,11.22981048488938,9.374852055396069,4.316659485957855,9.453377932416304,11.096491629454015,0.5881238727486411,2.1110792996527863,12.606376647949219,11.42765253344399,6.185817718505859,1.170371771255418,1.17919921875,73.00189692380977,64.8896484375,6.049568176269531,4.910383300107722,6.47477749652446,0,0,0,0,0,0,44,131.16666666666666,438,3905
91,75,tv091_s075_k6_r0.6,6,0.6000000238418579,1,5.827727317810059,dense_preserve30,9.66546102310353,9.665461262431277,11.35791715313616,9.072194985038728,-5.78350605691484,9.49377835902765,10.943932863759567,0.5246419640405778,0.14919052797108634,10.5767822265625,11.404580912673424,5.934196472167969,1.2634573060357042,1.1705780029296875,74.46983088544036,66.5254135131836,5.689567565917969,2.5099929705954445,6.229335721725156,0,0,0,0,0,0,44,131.16666666666666,438,3905
92,75,tv092_s075_k6_r0.7,6,0.699999988079071,1,5.827727317810059,dense_preserve30,8.574269816346877,9.16026264456918,11.67972128485879,8.660167020196234,-5.226376719546653,8.00478853786973,8.761681427522701,4.72972254592736e-10,-0.060124502306507566,9.743705749511719,11.357160161605435,6.7393035888671875,1.4511749797341196,2.1267013549804688,75.29629747895447,68.74150848388672,5.3109130859375,4.605953118127324,4.5235448384786325,0,0,0,0,0,0,44,131.16666666666666,438,3905
93,75,tv093_s075_k6_r0.8,6,0.800000011920929,1,5.827727317810059,dense_equal20,8.864243492555353,9.088359935637904,12.155218352907482,8.83878461792724,-11.478042739133812,8.380845645585115,8.670576686937057,4.749083024709954e-10,-0.39967243952727927,11.122817993164062,11.368723854090646,6.1171722412109375,1.6722967490763523,2.3058547973632812,75.78807049957264,67.93395233154297,4.0716552734375,4.605953118127324,6.101151606011907,0,0,0,0,0,0,44,131.16666666666666,438,3905
94,75,tv094_s075_k6_r0.9,6,0.8999999761581421,1,5.827727317810059,dense_equal20,9.324848877594597,9.193551616772774,12.250584498049468,9.039401074434082,-5.80986179451633,8.37101808875591,8.650527441415104,4.778502928030477e-10,-1.618570923165393,10.829063415527344,11.327152139514482,6.423194885253906,1.9418408053600018,2.4695205688476562,76.46614111120343,69.14702606201172,4.059028625488281,4.710609803839057,5.394006990090116,0,0,0,0,0,0,44,131.16666666666666,438,3905
95,75,tv095_s075_k6_r1.0,6,1.0,1,5.827727317810059,dense_equal20,9.043833053907655,9.26787920328509,13.265465938450973,8.992585618584467,-5.774251798525933,8.945571733100556,8.84408487234525,5.368473709275432e-10,-2.0160017058172457,12.880302429199219,11.306572063883607,5.5623626708984375,2.272513790373779,2.0370101928710938,77.39124743798443,69.22216033935547,4.499298095703125,4.605953118127324,6.560073568918691,0,0,0,0,0,0,44,131.16666666666666,438,3905
