candidate_index,sample_index,k,ratio,config,best_cycle,combined_worst_active_rl_db,combined_total_rl_db,combined_active_gate,combined_dynamic_range_db,all_tasks_significant_worst_active_rl_db,all_tasks_significant_worst_total_rl_db,all_tasks_significant_gate,all_tasks_strict_worst_active_rl_db,all_tasks_strict_gate,task_target_error_max,dense_nearest_bound_ratio_max,dense_local_bound_ratio_max,combined_target_error_max,dense_constraint_pass,pattern_psll_db,pattern_weakest_target_gain_db,pattern_target_spread_db,pattern_nearest_iso_db,pattern_local_iso_db,pattern_pointing_error_deg,gate15,strict_gate20,mainlobe_gate,robust_active_RL_gate,strict_engineering_gate
39,39,4,0.6000000238418579,dense_equal20,27,10.01654025868177,10.944394120470909,1,19.109133943643968,10.04565444977366,10.002835030003993,1,10.04565444977366,1,0.0003768299564006412,0.7121973368669852,0.7099121809235761,1.6298092014480884e-12,1,-9.437660217285156,80.09257507324219,0.10880279541015625,28.79491424560547,23.133731842041016,0.8796393222310983,1,1,1,1,1
40,40,4,0.6000000238418579,dense_preserve30,0,10.194650943088195,11.00689337043354,1,20.06390218455577,10.050148315901652,10.049847249156691,1,10.050148315901652,1,1.2487097054216993e-08,1.0027240513763864,2.2496542746869728,0.035465306501384686,0,-2.7686309814453125,77.66383361816406,2.263671875,27.00052261352539,15.534614562988281,2.992590094908055,1,0,0,1,0
40,40,4,0.6000000238418579,dense_equal20,0,10.194650943088195,11.00689337043354,1,20.06390218455577,10.050148315901652,10.049847249156691,1,10.050148315901652,1,1.2487097054216993e-08,1.0027240513763864,2.2496542746869728,0.47398598775922535,0,-2.7686309814453125,77.66383361816406,2.263671875,27.00052261352539,15.534614562988281,2.992590094908055,1,0,0,1,0
41,41,4,0.6000000238418579,dense_preserve30,0,10.128039707473121,11.69445130142045,1,17.266068505991893,10.034330564907194,10.200415403589641,1,10.034330564907194,1,7.044356936305316e-09,1.0000857885739323,1.3936228788809388,0.04355634366897687,0,-4.3640594482421875,77.45124053955078,2.88116455078125,26.56047821044922,18.398094177246094,1.8596673313743595,1,0,0,1,0
41,41,4,0.6000000238418579,dense_equal20,35,10.039722874239118,11.538489234129566,1,19.73946222167992,10.119521335217904,10.074446039412388,1,10.119521335217904,1,0.054138195208967455,2.4772257434869323,1.456259230282244,2.434848279136458e-10,0,-4.424629211425781,78.7126235961914,0.1775360107421875,19.660354614257812,19.475494384765625,0.9504306848392212,0,0,1,1,0
42,42,4,0.699999988079071,dense_preserve30,8,10.116212669958678,11.389971605739147,1,16.779161645690476,10.024549753387536,10.29693107198913,1,10.024549753387536,1,0.004120505356312831,0.8985452771971395,0.8297446321937336,1.3035401705473617e-11,1,-7.3621826171875,78.54948425292969,2.4954986572265625,28.098251342773438,22.657470703125,1.4114732699568016,1,1,1,1,1
42,42,4,0.699999988079071,dense_equal20,33,10.121545761446395,11.652892164369286,1,19.284074195524397,10.05305482725852,10.32858515230453,1,10.05305482725852,1,0.03592006923373313,1.8003155424496564,1.1607043437655415,1.4844203471484866e-10,0,-7.4360198974609375,79.47073364257812,0.0302581787109375,22.085105895996094,21.65618133544922,1.4114732699568016,0,0,1,1,0
43,43,4,0.699999988079071,dense_preserve30,18,10.224717430141517,11.242725849124188,1,12.703989006837077,10.045006001579615,10.053964534142718,1,10.045006001579615,1,0.006786406813789478,0.9530708489184877,0.8504131714094887,1.904314597776066e-11,1,-3.9650497436523438,77.3482437133789,3.8905410766601562,25.983928680419922,22.237377166748047,2.0030697772704658,1,1,0,1,0
43,43,4,0.699999988079071,dense_equal20,31,10.127452033681372,11.11950140192169,1,14.921214446997226,10.027045057926959,10.039921501133485,1,10.027045057926959,1,0.05865186977318396,2.0991577244434203,1.508528561665195,2.347646205177529e-10,0,-3.9005355834960938,79.0056381225586,0.33199310302734375,18.842132568359375,18.066810607910156,2.0030697772704658,0,0,0,1,0
44,44,4,0.699999988079071,dense_preserve30,8,10.119016654022708,11.2858826850956,1,17.1114914752182,10.028252779241647,10.009128930123053,1,5.211090576972292,0,0.0024362363030065153,0.84484131364921,0.8137989743125251,7.472562223775294e-12,1,-3.8423233032226562,75.8623046875,3.82745361328125,27.197296142578125,22.686058044433594,2.00176867397502,1,1,0,1,0
44,44,4,0.699999988079071,dense_equal20,0,10.165133958238545,11.265232289411994,1,16.132471315818297,10.152429281791344,10.04352268753086,1,7.009803208931259,0,1.6463873601719173e-08,0.9955198583901183,2.080377661498453,0.7413301837751967,0,-3.7693557739257812,75.78254699707031,4.0577239990234375,26.123779296875,15.223312377929688,2.00176867397502,1,0,0,1,0
45,45,4,0.800000011920929,dense_preserve30,11,10.139429718061418,11.968599741550781,1,15.551112122642323,10.053542777259574,10.257461698967214,1,10.053542777259574,1,0.003185189592317424,0.8577212078414571,0.8206796300992814,9.963031200547245e-12,1,-6.4200286865234375,79.07560729980469,2.6510696411132812,27.58385467529297,22.366092681884766,1.2409181692031352,1,1,1,1,1
45,45,4,0.800000011920929,dense_equal20,13,10.111801772202348,12.072100234294691,1,20.013869042835925,10.061805878311493,10.149968774069587,1,10.061805878311493,1,0.03838035681605583,1.9837367012132507,1.2561246903980456,1.4687995462157192e-10,0,-6.170013427734375,80.21964263916016,0.10123443603515625,22.021602630615234,20.674224853515625,1.2409181692031352,0,0,1,1,0
46,46,4,0.800000011920929,dense_preserve30,8,10.047957826895432,12.408873874354779,1,15.050068944922026,10.049443200840255,10.282466362737239,1,10.049443200840255,1,0.0012293892281676213,0.8380077871867487,0.8440292093366494,6.500199686457002e-12,1,-5.2727508544921875,77.90213775634766,3.2984695434570312,28.033523559570312,22.371597290039062,1.3917167365726981,1,1,0,1,0
46,46,4,0.800000011920929,dense_equal20,26,10.016955718919778,12.490344764378289,1,16.60391170787259,10.018126544850999,10.288875726566882,1,10.018126544850999,1,0.05141488896411985,2.0144533868711476,1.1889721044354638,2.1492236053888585e-10,0,-5.220977783203125,78.99847412109375,0.561187744140625,19.861587524414062,19.43732452392578,1.3917167365726981,0,0,1,1,0
47,47,4,0.800000011920929,dense_preserve30,6,10.301453889319527,13.3946209467803,1,14.683101813025115,10.063010874966913,10.30009472437671,1,10.063010874966913,1,0.0024761238662942787,0.8772198903996238,0.8161417606432617,8.633613114132652e-12,1,-4.091522216796875,78.44908905029297,1.6413040161132812,27.125385284423828,22.407085418701172,2.8268360708288816,1,1,0,1,0
47,47,4,0.800000011920929,dense_equal20,34,10.245378124724642,12.731762542782413,1,16.22672920092775,10.05849443596782,10.27216386854999,1,10.05849443596782,1,0.02852096615013228,1.4694449798489373,1.083090836937981,1.1845550647875337e-10,0,-3.2354812622070312,78.84700775146484,0.8896331787109375,23.011310577392578,20.858272552490234,2.8268360708288816,0,0,0,1,0
48,48,4,0.8999999761581421,dense_preserve30,28,10.127913887320219,12.345024683594122,1,22.261131740755843,10.062411106365152,11.201002526709118,1,10.062411106365152,1,0.012515986321607256,1.0937669962664887,0.8649185102256702,4.2382370920247024e-11,0,-9.424568176269531,80.79918670654297,1.59033203125,26.323566436767578,21.851234436035156,1.1703168677400844,1,1,1,1,1
48,48,4,0.8999999761581421,dense_equal20,15,10.435714785787022,12.360737762135344,1,19.957250740838585,10.0328399334499,11.074149295105682,1,10.0328399334499,1,0.0002115082437126242,0.7121399649253315,0.7091476013423595,8.27370908649261e-13,1,-9.633438110351562,81.51679992675781,0.0618133544921875,28.54845428466797,23.40192413330078,1.1703168677400844,1,1,1,1,1
49,49,4,0.8999999761581421,dense_preserve30,2,10.195886930427784,13.929697348921993,1,12.945172321631222,10.087095890741203,11.825859696629824,1,10.087095890741203,1,0.006845286834512799,0.9575157731674375,0.8620517458387945,1.9017233500371632e-11,1,-6.1484527587890625,79.37244415283203,1.9918136596679688,26.481456756591797,22.361480712890625,1.3188517201753525,1,1,1,1,1
49,49,4,0.8999999761581421,dense_equal20,33,10.07571057773908,13.747419843775187,1,13.437633569765516,10.070046715862851,11.769087308795205,1,10.070046715862851,1,0.009106782943356036,0.9360817410140364,0.8049283933037494,3.1774063111764835e-11,1,-6.189659118652344,79.78682708740234,0.10167694091796875,26.092552185058594,22.892845153808594,1.3188517201753525,1,1,1,1,1
50,50,4,0.8999999761581421,dense_preserve30,11,10.062532234564298,12.410042045376455,1,17.361542951922136,10.032136630770347,10.054273973596997,1,10.032136630770347,1,3.9188663368032514e-05,0.7882768125444671,0.7948387324466729,1.6668505472221767e-13,1,-3.870880126953125,78.18850708007812,2.92572021484375,29.731643676757812,23.34387969970703,2.904077063761827,1,1,0,1,0
50,50,4,0.8999999761581421,dense_equal20,32,10.22424792225447,11.936938965694068,1,20.12216496530246,10.029071367815792,10.087250895504962,1,7.669678475923748,0,0.07796338433200484,3.154910241004666,1.7917152359682604,3.3684167927361066e-10,0,-2.7181167602539062,78.66107940673828,1.0212326049804688,17.227996826171875,17.318328857421875,2.904077063761827,0,0,0,1,0
51,51,4,1.0,dense_preserve30,1,9.04600407994542,12.235846796057931,0,19.381804356723308,8.990809057126354,11.298745452626914,0,8.990809057126354,0,0.009236626948442765,0.8778229781781482,0.8786620867635515,4.476874502765065e-11,1,-12.320510864257812,82.10208892822266,0.506011962890625,26.39474105834961,23.0731201171875,0.7467348602670818,1,1,1,0,0
51,51,4,1.0,dense_equal20,12,10.175200209615504,12.263115221619877,1,19.882359903435137,10.024877893532517,11.2969375528316,1,10.024877893532517,1,0.010288578176971255,0.9175772692796141,0.8153837038687511,4.673311811898299e-11,1,-13.065155029296875,82.33126831054688,0.01485443115234375,26.189865112304688,23.806007385253906,0.7467348602670818,1,1,1,1,1
52,52,4,1.0,dense_preserve30,0,10.178721293758093,14.003529413384168,1,14.376868548327222,9.671973406215642,11.23212075923443,0,9.671973406215642,0,5.131772144172192e-09,0.9999996519950984,1.3154070313502364,0.07340601389472957,0,-6.145263671875,80.0868148803711,2.3082656860351562,26.49142837524414,20.489822387695312,2.1312306992707266,1,1,0,0,0
52,52,4,1.0,dense_equal20,12,10.138352660473702,14.212591777732015,1,15.526151170653913,10.002107794077336,11.227289550893193,1,10.002107794077336,1,0.06352780440082101,2.7232940621566546,1.6140619175579212,2.9038201176738025e-10,0,-6.4168548583984375,80.55426025390625,0.3341064453125,19.0518798828125,18.328475952148438,2.1312306992707266,0,0,0,1,0
53,53,4,1.0,dense_preserve30,23,10.038036133133087,13.301883968901457,1,14.538321057451215,9.560784175748495,11.054350147906888,0,9.560784175748495,0,0.006260212514325067,1.0214537255890082,0.8688685126969411,1.905388978752195e-11,1,-3.2548980712890625,79.48060607910156,2.4432296752929688,27.63953399658203,24.174030303955078,2.8423492746787966,1,1,0,0,0
53,53,4,1.0,dense_equal20,24,9.950014044401742,13.273016871528817,0,16.359739746009076,9.72967930967844,11.063963494635296,0,9.72967930967844,0,0.07516533280145272,3.4342988684422338,1.9918679115906874,3.2688456006331825e-10,0,-2.5804061889648438,79.86096954345703,0.9900970458984375,17.134422302246094,17.593345642089844,2.8423492746787966,0,0,0,0,0
54,54,6,0.5,dense_preserve30,15,10.41624580757061,11.319533482481098,1,20.265437144420453,10.031436578465021,10.01173749044459,1,10.031436578465021,1,0.001426667221226792,0.8278648127576776,0.806831063510696,6.52900561430172e-12,1,-2.8405075073242188,73.99967193603516,3.7999496459960938,27.38541030883789,22.24361801147461,2.5594857694099975,1,1,0,1,0
54,54,6,0.5,dense_equal20,31,10.239781929955502,11.223185681111067,1,20.370502501309062,10.02353337606695,10.00688413906304,1,-3.6295558165437667,0,0.03827214022912689,2.011965151978889,1.2473489516300837,2.555021420930787e-10,0,-3.6910324096679688,75.49390411376953,0.4048004150390625,21.629878997802734,20.982830047607422,1.5629606437590298,0,0,0,1,0
55,55,6,0.5,dense_preserve30,10,10.177869800826604,11.703031067253331,1,16.612937227016573,10.03010974322158,10.001388919290932,1,10.03010974322158,1,0.0013590824133360355,0.8333617310212064,0.8155252067175567,1.1750090721023025e-11,1,-0.7872390747070312,74.96089172363281,3.116943359375,27.440597534179688,22.413532257080078,4.031996014416079,1,1,0,1,0
55,55,6,0.5,dense_equal20,0,10.402774644037638,11.807371210746487,1,14.632461609085102,10.018652504956433,10.017285795222994,1,10.018652504956433,1,1.0534824996623462e-08,1.000002194618667,2.444481961561513,0.6081100462683284,0,-0.6715011596679688,75.02790069580078,3.1569976806640625,25.298038482666016,15.031745910644531,4.031996014416079,1,0,0,1,0
56,56,6,0.5,dense_preserve30,20,10.344679569853161,11.098383965864556,1,19.232782254078405,10.002402562151023,10.002060592681373,1,10.002402562151023,1,0.0003328663828149059,0.7992373121063502,0.8176393761117245,2.155518805052647e-12,1,-0.743743896484375,71.87393188476562,5.234222412109375,27.868545532226562,22.100727081298828,1.307392883786249,1,1,0,1,0
56,56,6,0.5,dense_equal20,0,10.191405847285921,11.160611397697817,1,20.006522507519318,10.022736902738503,10.006501908948643,1,10.022736902738503,1,9.613133479963423e-09,0.9990068179401917,4.496648039263859,0.9076427249235102,0,-1.63714599609375,72.56890106201172,4.7716064453125,25.09362030029297,10.242385864257812,1.8691117143513132,0,0,0,1,0
57,57,6,0.6000000238418579,dense_preserve30,11,10.170602597500977,11.41928710657539,1,17.371975053541377,10.021153380594075,10.02126344458015,1,10.021153380594075,1,0.001417157475492843,0.8243878794165075,0.8065304941064035,6.8595494833082484e-12,1,-4.295082092285156,75.33078002929688,3.643218994140625,26.82114028930664,22.25808334350586,0.8814230690208881,1,1,0,1,0
57,57,6,0.6000000238418579,dense_equal20,0,10.37259090754297,11.453695510991002,1,15.643729534766909,10.037734349179473,10.069008191035117,1,10.037734349179473,1,7.804752267698195e-09,1.000013676696738,3.5519690493357663,0.5320947198907909,0,-5.325904846191406,75.74362182617188,3.638336181640625,25.82311248779297,11.663246154785156,1.1415191353078666,0,0,0,1,0
58,58,6,0.6000000238418579,dense_preserve30,13,10.223683197552347,10.889812614206573,1,15.314588632009698,10.010900623164074,10.01016708360128,1,10.010900623164074,1,0.00806899835286578,0.9870512947297719,0.862085785315502,3.778104189813273e-11,1,-3.3872528076171875,74.91148376464844,3.7107315063476562,26.3765869140625,21.9871826171875,0.8738429095860547,1,1,0,1,0
58,58,6,0.6000000238418579,dense_equal20,0,10.565353934032615,11.045603224745456,1,14.094627354421903,10.014066160900043,10.02045217889648,1,10.014066160900043,1,1.528951849737868e-08,0.9993616548264603,2.2084330900467966,0.47225105203453976,0,-3.5195999145507812,75.58234405517578,3.2960128784179688,25.100242614746094,15.665435791015625,1.57567047658619,1,0,0,1,0
59,59,6,0.6000000238418579,dense_preserve30,28,10.078449257722518,11.10179347880952,1,16.665179756062408,10.018190787064325,10.018991104787862,1,10.018190787064325,1,0.0008474485529433235,0.822268162760263,0.8093977681739819,3.1607880055332914e-12,1,-2.6542129516601562,74.76715850830078,4.279853820800781,27.388015747070312,22.242511749267578,3.9832250370243476,1,1,0,1,0
59,59,6,0.6000000238418579,dense_equal20,0,10.306848077796783,11.051609040814599,1,19.410149943859395,10.013168590451789,10.017890772893223,1,10.013168590451789,1,1.0646838826592461e-08,1.0138108707109053,2.010161452230031,0.816149230738175,0,-2.8503341674804688,74.94302368164062,3.8546066284179688,25.71691131591797,16.7022705078125,3.9832250370243476,1,0,0,1,0
60,60,6,0.699999988079071,dense_preserve30,25,10.18869118087026,10.965888549933938,1,14.852204191450282,10.023490893773845,10.018892329844363,1,10.023490893773845,1,0.006009848202928539,0.9795728679263048,0.8702489418587792,2.4412611897230772e-11,1,-4.456382751464844,76.18194580078125,3.5468521118164062,26.918132781982422,21.948135375976562,0.9352186527245646,1,1,0,1,0
60,60,6,0.699999988079071,dense_equal20,26,10.031649475237444,10.966678804932219,1,16.121679111464438,10.026488521301008,10.040182404289496,1,10.026488521301008,1,0.019162758848898988,1.37937244894302,0.9783368120265675,1.1650519486220098e-10,0,-5.5255279541015625,78.10810852050781,0.10918426513671875,25.163070678710938,22.852920532226562,0.9352186527245646,1,1,1,1,1
61,61,6,0.699999988079071,dense_preserve30,0,10.13480879841359,11.684908669183226,1,18.644808908326667,10.021653094992146,10.040935949830832,1,10.021653094992146,1,1.121003603870414e-08,1.0039780642959195,2.1873523920143003,0.07622320648768767,0,-2.8366851806640625,75.81989288330078,2.9258499145507812,26.336708068847656,15.77154541015625,3.418172525808353,1,0,0,1,0
61,61,6,0.699999988079071,dense_equal20,0,10.13480879841359,11.684908669183226,1,18.644808908326667,10.021653094992146,10.040935949830832,1,10.021653094992146,1,1.121003603870414e-08,1.0039780642959195,2.1873523920143003,0.5214641922697403,0,-2.8366851806640625,75.81989288330078,2.9258499145507812,26.336708068847656,15.77154541015625,3.418172525808353,1,0,0,1,0
62,62,6,0.699999988079071,dense_preserve30,7,10.194585136840644,11.608135072214543,1,14.493621731878639,10.009047400307544,10.112038369899103,1,10.009047400307544,1,0.00034481881510052976,0.8011334005021101,0.797738350884114,2.291126602746244e-12,1,-2.937164306640625,75.72699737548828,3.609405517578125,27.66211700439453,22.491718292236328,1.9578795908791025,1,1,0,1,0
62,62,6,0.699999988079071,dense_equal20,0,10.223512620177297,11.66731160406383,1,16.65397426338139,10.024489163714954,10.072520569298923,1,10.024489163714954,1,1.418801612980063e-08,0.9999551201829354,1.8525650178917326,0.576532119272583,0,-3.2179641723632812,76.43120574951172,2.789520263671875,26.09333038330078,17.611404418945312,2.077243150458262,1,0,0,1,0
63,63,6,0.800000011920929,dense_preserve30,13,10.233053227282529,12.561516100789074,1,16.30338532023693,10.007142482739699,10.361035861703925,1,10.007142482739699,1,0.0006245985685668878,0.8094192385843259,0.8025335158006474,2.992540111200403e-12,1,-4.95477294921875,76.6655044555664,3.3043289184570312,27.22134780883789,22.18791961669922,0.9461882109125506,1,1,0,1,0
63,63,6,0.800000011920929,dense_equal20,25,10.241681572228302,12.449178036960301,1,17.081968754475547,10.022901513910046,10.2556268963148,1,10.022901513910046,1,0.01778614900609815,1.2089072703427708,0.946009697295798,1.1128978272964295e-10,0,-6.358245849609375,78.35118865966797,0.16867828369140625,24.525779724121094,22.160057067871094,0.9461882109125506,0,0,1,1,0
64,64,6,0.800000011920929,dense_preserve30,14,10.276211197473135,12.86668158222729,1,14.469983852577787,10.021000151294677,10.463797399091542,1,10.021000151294677,1,0.004015729707346007,0.9139040157254431,0.8366289267256654,2.1342022076837552e-11,1,-2.4714508056640625,76.50979614257812,2.12322998046875,26.98813247680664,22.185279846191406,3.04817891770032,1,1,0,1,0
64,64,6,0.800000011920929,dense_equal20,33,10.094344659620782,12.689899816964248,1,16.556138660550634,10.009183025450524,10.451073414441723,1,10.009183025450524,1,0.009399837449013604,1.0127031112480225,0.7929599203442417,5.5144031144010694e-11,1,-2.480987548828125,76.84709930419922,1.0789947509765625,27.50472640991211,23.035110473632812,3.135581831026839,1,1,0,1,0
65,65,6,0.800000011920929,dense_preserve30,14,10.304636809684698,11.675453936851387,1,18.985086138038486,10.008185110003465,10.059338590815974,1,10.008185110003465,1,0.00032288417552245866,0.801344970349906,0.7961771665759212,1.9937715011951713e-12,1,-3.49163818359375,76.69894409179688,2.9103469848632812,27.522308349609375,22.766040802001953,3.692111113736753,1,1,0,1,0
65,65,6,0.800000011920929,dense_equal20,36,10.108240929747296,11.5621908155515,1,20.05287465184342,9.971098153345924,10.047203053427067,0,9.971098153345924,0,0.03569158514414147,1.9671437011775679,1.2371994061460498,2.439331460257457e-10,0,-2.7585906982421875,77.81678771972656,0.87353515625,21.681358337402344,20.71772003173828,2.703860854971738,0,0,0,0,0
66,66,6,0.8999999761581421,dense_preserve30,28,10.052561273343034,12.81488452707916,1,18.65086909454319,10.042456705271084,10.554074307833437,1,10.042456705271084,1,8.202368579707218e-09,0.7943284130965015,0.7943282986081645,3.9765870249845593e-16,1,-7.8464202880859375,78.67325592041016,0.9152984619140625,29.055023193359375,22.60942840576172,1.2362831554207767,1,1,1,1,1
66,66,6,0.8999999761581421,dense_equal20,9,10.407765203092032,12.79998249449499,1,20.050562547960382,10.047016722908317,10.498633943482641,1,10.047016722908317,1,0.0006455135613052347,0.7185146378223457,0.7157044251465355,4.5722174982001655e-12,1,-7.693016052246094,78.99276733398438,0.3370361328125,29.99420928955078,23.76397705078125,1.2362831554207767,1,1,1,1,1
67,67,6,0.8999999761581421,dense_preserve30,20,10.035056569867802,11.967659457045436,1,19.214876157056374,10.015570098340259,10.030174110814192,1,10.015570098340259,1,0.0020520900030680097,0.8565925295283427,0.8169868439841548,9.074762814014986e-12,1,-1.9158935546875,76.9910659790039,3.2447128295898438,27.122020721435547,22.82427215576172,2.9917055133508477,1,1,0,1,0
67,67,6,0.8999999761581421,dense_equal20,0,10.166932289845851,11.96253723697036,1,18.016493862583065,10.006116583580475,10.088278796639045,1,10.006116583580475,1,1.1520438629678791e-08,1.0000109933326438,1.9160128403997332,0.5766541685025788,0,-2.22613525390625,76.9585952758789,3.449462890625,25.2147216796875,16.661582946777344,2.9917055133508477,1,0,0,1,0
68,68,6,0.8999999761581421,dense_preserve30,0,10.279862698842797,11.174669553869485,1,18.787733001740776,10.039702843553266,10.208321818267391,1,10.039702843553266,1,1.2040409218993837e-08,0.9973395487066861,4.771444923271205,0.06159798446024715,0,-4.146522521972656,76.335205078125,4.566810607910156,26.0032958984375,8.576301574707031,2.2818364630183376,0,0,0,1,0
68,68,6,0.8999999761581421,dense_equal20,0,10.279862698842797,11.174669553869485,1,18.787733001740776,10.039702843553266,10.208321818267391,1,10.039702843553266,1,1.2040409218993837e-08,0.9973395487066861,4.771444923271205,0.5450566537024242,0,-4.146522521972656,76.335205078125,4.566810607910156,26.0032958984375,8.576301574707031,2.2818364630183376,0,0,0,1,0
69,69,6,1.0,dense_preserve30,18,9.282270724768939,12.566274767333825,0,22.59305470020685,8.63812776991745,11.348441606690825,0,1.8715892359959698,0,0.0005497422110558465,0.7964707323215257,1.0228367632618443,5.857995080158983e-12,1,-2.7513809204101562,77.28264617919922,4.7549285888671875,29.83898162841797,22.501808166503906,2.701870186596661,1,1,0,0,0
69,69,6,1.0,dense_equal20,32,9.319871694234399,12.689408595695346,0,20.0687219641356,9.459159790854864,11.378127402997489,0,-0.6839564588818248,0,0.03947034851369354,2.0711030695560493,1.3086812716518004,3.7509183768028046e-10,0,-3.5400009155273438,78.62706756591797,4.095512390136719,21.690444946289062,20.685821533203125,2.851572590264597,0,0,0,0,0
70,70,6,1.0,dense_preserve30,26,8.908115094069867,13.423773433679678,0,18.046029648340433,9.33923613171955,10.291972548273398,0,9.33923613171955,0,0.008930369552867419,1.0143546168549833,0.903144259293518,5.980744188886116e-11,1,-2.7569198608398438,77.15907287597656,2.6230697631835938,27.33184051513672,23.28540802001953,2.5031886875774116,1,1,0,0,0
70,70,6,1.0,dense_equal20,0,10.194974095650256,13.735094544105282,1,15.345165936998109,9.640334644142607,10.4180660863208,0,9.640334644142607,0,1.3107252883368563e-08,1.0071310764414196,4.063451706199156,0.5778549855092137,0,-0.5439987182617188,76.87013244628906,3.266204833984375,26.00925064086914,11.324668884277344,3.503032084595942,0,0,0,0,0
71,71,6,1.0,dense_preserve30,22,9.934568992663745,13.396995026674237,0,14.496878184441648,9.523713182672681,10.875387610546367,0,9.523713182672681,0,0.0005309304934733188,0.7990985835363652,0.7960571552201581,2.9117971063296084e-12,1,-4.209190368652344,77.67369842529297,3.4521331787109375,29.217361450195312,24.930004119873047,2.763125930763282,1,1,0,0,0
71,71,6,1.0,dense_equal20,33,9.622121178004912,13.41998152028992,0,14.929332212050113,9.610476492435469,10.980505324217587,0,9.610476492435469,0,0.050840801500727534,2.62691011116277,1.5012556245078033,3.377593156845756e-10,0,-2.9197769165039062,78.19511413574219,1.20306396484375,19.46648406982422,19.83960723876953,2.763125930763282,0,0,0,0,0
72,72,6,0.5,dense_preserve30,0,10.101899709550157,12.229918706924753,1,18.98547016075255,10.03266342865896,11.541922248528708,1,10.03266342865896,1,5.2668227687534216e-08,0.9947335265001332,6.601666115265451,0.06771849938687205,0,5.5560150146484375,74.63159942626953,6.227783203125,25.525291442871094,9.303550720214844,3.453986902855923,0,0,0,1,0
72,72,6,0.5,dense_equal20,0,10.101899709550157,12.229918706924753,1,18.98547016075255,10.03266342865896,11.541922248528708,1,10.03266342865896,1,5.2668227687534216e-08,0.9947335265001332,6.601666115265451,0.1748137543310674,0,5.5560150146484375,74.63159942626953,6.227783203125,25.525291442871094,9.303550720214844,3.453986902855923,0,0,0,1,0
73,72,6,0.6000000238418579,dense_preserve30,0,10.019804527780277,12.287506976863396,1,19.15768360252945,10.007513663119935,11.769824103956687,1,10.007513663119935,1,4.321194479116928e-08,1.0005375546263926,6.548010941701661,0.08288712404369696,0,5.228538513183594,75.11711120605469,6.220619201660156,25.730335235595703,9.52166748046875,3.453986902855923,0,0,0,1,0
73,72,6,0.6000000238418579,dense_equal20,0,10.019804527780277,12.287506976863396,1,19.15768360252945,10.007513663119935,11.769824103956687,1,10.007513663119935,1,4.321194479116928e-08,1.0005375546263926,6.548010941701661,0.1989676423782881,0,5.228538513183594,75.11711120605469,6.220619201660156,25.730335235595703,9.52166748046875,3.453986902855923,0,0,0,1,0
74,72,6,0.699999988079071,dense_preserve30,0,10.01806886963956,12.527138395892196,1,19.988010546793667,10.018960134290001,11.537601962376328,1,10.018960134290001,1,4.965357701582868e-08,0.9996684567762552,6.177438713088098,0.09136561649421895,0,5.063117980957031,75.46131896972656,6.107513427734375,25.854206085205078,10.181976318359375,3.453986902855923,0,0,0,1,0
74,72,6,0.699999988079071,dense_equal20,0,10.01806886963956,12.527138395892196,1,19.988010546793667,10.018960134290001,11.537601962376328,1,10.018960134290001,1,4.965357701582868e-08,0.9996684567762552,6.177438713088098,0.19492945827801733,0,5.063117980957031,75.46131896972656,6.107513427734375,25.854206085205078,10.181976318359375,3.453986902855923,0,0,0,1,0
75,72,6,0.800000011920929,dense_preserve30,0,10.008939155666623,12.92177878360465,1,20.005765403225627,9.484353666522209,11.606661807616575,0,9.484353666522209,0,3.829725995615322e-08,0.9718360216655977,5.844218751760281,0.12039874200421577,0,4.3894805908203125,76.19850158691406,5.8751983642578125,26.036998748779297,10.839973449707031,3.4270878226121595,0,0,0,0,0
75,72,6,0.800000011920929,dense_equal20,0,10.008939155666623,12.92177878360465,1,20.005765403225627,9.484353666522209,11.606661807616575,0,9.484353666522209,0,3.829725995615322e-08,0.9718360216655977,5.844218751760281,0.2139867077918402,0,4.3894805908203125,76.19850158691406,5.8751983642578125,26.036998748779297,10.839973449707031,3.4270878226121595,0,0,0,0,0
76,72,6,0.8999999761581421,dense_preserve30,0,10.04792766950777,13.041902143175971,1,19.87696515860549,9.34657388272327,11.561307761513717,0,9.34657388272327,0,4.049728670880799e-08,0.9905974597805051,5.121322045115758,0.0971937888441287,0,3.0086517333984375,76.45860290527344,6.2611236572265625,26.27637481689453,12.1466064453125,3.4270878226121595,0,0,0,0,0
76,72,6,0.8999999761581421,dense_equal20,27,10.035466424387966,12.59030250928734,1,20.13369244239923,9.375783369704756,11.318103919771712,0,-2.558567908624508,0,0.0020338373099166958,0.7771452741469078,1.303969377109972,1.2635113777181859e-11,0,-0.07779693603515625,76.62533569335938,5.6565399169921875,28.050064086914062,22.791534423828125,3.4270878226121595,1,1,0,0,0
77,72,6,1.0,dense_preserve30,0,10.0887047466109,13.177682746007465,1,20.00818050284366,9.430821904939103,11.617004888478807,0,9.430821904939103,0,3.799521900910931e-08,0.9754438594870408,4.268010188465248,0.08712321825673475,0,0.7596893310546875,76.9484634399414,6.2277984619140625,26.509132385253906,13.831535339355469,3.4270878226121595,0,0,0,0,0
77,72,6,1.0,dense_equal20,0,10.0887047466109,13.177682746007465,1,20.00818050284366,9.430821904939103,11.617004888478807,0,9.430821904939103,0,3.799521900910931e-08,0.9754438594870408,4.268010188465248,0.17392771658541933,0,0.7596893310546875,76.9484634399414,6.2277984619140625,26.509132385253906,13.831535339355469,3.4270878226121595,0,0,0,0,0
