Theta[deg],Phi[deg],re(rETheta)[mV],im(rETheta)[mV],re(rEPhi)[mV],im(rEPhi)[mV]
175,70,-1181.15,18.2645,660.028,369.678
180,70,-1141.39,-325.977,509.661,235.371
0,75,-11336.5,1559.44,-3219.57,254.663
5,75,-11490,-1003.89,-3173.53,-129.973
10,75,-11102,-3355.8,-3091.96,-539.311
15,75,-10234.2,-5355.58,-2992.25,-951.232
20,75,-8986.46,-6910.1,-2886.02,-1338.18
25,75,-7484.12,-7981.22,-2778.48,-1673.25
30,75,-5863.43,-8582.12,-2670.57,-1937.69
35,75,-4256.02,-8764.6,-2562.13,-2125.94
40,75,-2773.76,-8602.37,-2454.16,-2245.72
45,75,-1496.77,-8175.98,-2349.55,-2313.37
50,75,-467.952,-7562.66,-2252.27,-2347.35
55,75,305.021,-6831.6,-2165.97,-2362.94
60,75,841.548,-6042.38,-2092.79,-2369.66
65,75,1177.28,-5244.62,-2032.96,-2371.52
70,75,1353.94,-4477.55,-1985.13,-2368.65
75,75,1411.89,-3769.59,-1947.02,-2359.04
80,75,1385.87,-3138.68,-1916.13,-2339.8
85,75,1303.23,-2593.57,-1890.22,-2307.69
90,75,1183.67,-2135.92,-1867.4,-2259.26
95,75,1039.73,-1762.5,-1846.12,-2190.88
100,75,877.547,-1466.75,-1824.78,-2098.91
105,75,697.994,-1239.34,-1801.3,-1980.31
110,75,498.169,-1067.79,-1772.29,-1833.31
115,75,273.612,-935.905,-1732.26,-1658.21
120,75,21.2824,-823.709,-1672.93,-1457.85
125,75,-256.927,-709.083,-1583.47,-1237.43
130,75,-551.018,-571.402,-1452.11,-1003.65
135,75,-841.626,-396.971,-1269.29,-763.484
140,75,-1102.33,-184.831,-1031.65,-523.264
145,75,-1306.08,49.3744,-745.594,-288.903
150,75,-1434.12,273.951,-428.923,-67.6283
155,75,-1483.26,447.312,-109.8,129.6
160,75,-1467.3,528.533,176.943,286.856
165,75,-1410.73,488.667,395.494,385.101
170,75,-1337.52,318.517,515.813,407.479
175,75,-1261.11,30.419,520.24,345.979
180,75,-1181.47,-345.25,408.243,206.064
0,80,-11574,1575.71,-2219.28,117.779
5,80,-11761.2,-849.775,-2184.42,-13.5236
10,80,-11482.3,-3086.2,-2180.09,-189.068
15,80,-10785.2,-5004.28,-2212.5,-398.956
20,80,-9748.99,-6515.78,-2278.64,-624.289
25,80,-8473.14,-7580.72,-2367.3,-842.119
30,80,-7066.6,-8205.35,-2462.74,-1032.63
35,80,-5636.31,-8432.38,-2549.38,-1185.11
40,80,-4275.88,-8326.98,-2615.6,-1299.95
45,80,-3056.33,-7963.2,-2655.62,-1386.03
50,80,-2021.05,-7413.95,-2669.19,-1455.43
55,80,-1186.12,-6745.36,-2659.83,-1518.38
60,80,-545.205,-6014.41,-2632.67,-1580.34
65,80,-76.9965,-5268.19,-2592.75,-1641.78
70,80,247.33,-4543.66,-2544.15,-1699.65
75,80,458.105,-3867.65,-2489.86,-1749.35
80,80,583.184,-3257.36,-2432.18,-1786.26
85,80,645.69,-2721.53,-2372.97,-1806.37
90,80,662.893,-2262.1,-2313.96,-1806.44
95,80,645.808,-1875.94,-2256.77,-1783.72
100,80,599.342,-1556.19,-2202.62,-1735.98
105,80,523.035,-1292.98,-2151.87,-1661.68
110,80,412.584,-1073.69,-2103.05,-1560.37
115,80,262.287,-883.177,-2051.75,-1433.09
120,80,68.3289,-704.624,-1989.62,-1282.46
125,80,-167.517,-521.535,-1904.4,-1112.17
130,80,-434.853,-321.033,-1781.57,-926.227
135,80,-713.786,-98.082,-1607.76,-728.232
140,80,-977.579,140.588,-1375.5,-521.377
145,80,-1198.94,374.672,-1087.53,-309.703
150,80,-1357.97,572.35,-759.244,-100.392
155,80,-1448.05,696.79,-418.12,93.9489
160,80,-1476.18,715.596,-99.941,254.653
165,80,-1457.14,609.928,157.396,359.36
170,80,-1404.45,379.881,321.262,387.327
175,80,-1323.76,44.581,371.227,325.868
180,80,-1212.55,-361.896,303.718,175.19
0,85,-11723.3,1579.97,-1202.1,-20.0007
5,85,-11946.6,-666.445,-1171.8,74.0093
10,85,-11789.8,-2750.19,-1222.8,107.993
15,85,-11285.3,-4554.62,-1352.22,82.1083
20,85,-10488.2,-5997.13,-1545.7,8.10847
25,85,-9469.19,-7036.08,-1779.73,-94.7912
30,85,-8307.09,-7670.64,-2026.49,-206.759
35,85,-7081.42,-7934.19,-2259.45,-313.853
40,85,-5865.28,-7883.27,-2458.11,-411.248
45,85,-4719.08,-7585.58,-2610.56,-502.093
50,85,-3686.32,-7109.82,-2713.45,-593.262
55,85,-2792.24,-6518.79,-2770,-690.577
60,85,-2045.22,-5865.83,-2787.22,-795.751
65,85,-1440.18,-5193.64,-2773.32,-905.911
70,85,-962.839,-4534.66,-2736.06,-1015.07
75,85,-593.997,-3911.9,-2682.15,-1116.27
80,85,-313.114,-3340.15,-2617.17,-1203.32
85,85,-101.209,-2827.26,-2545.94,-1271.55
90,85,57.0017,-2375.27,-2472.78,-1317.83
95,85,171.684,-1981.6,-2401.62,-1340.08
100,85,247.225,-1639.88,-2335.9,-1336.93
105,85,282.494,-1340.66,-2278.07,-1307.62
110,85,272.219,-1072.16,-2228.51,-1252.11
115,85,209.541,-821.187,-2184.2,-1171.31
120,85,89.5776,-574.673,-2137.32,-1067.04
125,85,-86.7228,-322.029,-2074.9,-941.617
130,85,-309.646,-58.1365,-1980.19,-797.324
135,85,-560.193,213.496,-1836.23,-636.033
140,85,-812.967,478.529,-1631.08,-459.694
145,85,-1042.02,711.953,-1363.01,-271.869
150,85,-1227.42,881.704,-1043.93,-80.0419
155,85,-1359.33,955.59,-699.44,102.341
160,85,-1437.21,909.748,-365.194,255.457
165,85,-1464.59,735.683,-80.2516,355.365
170,85,-1442.82,443.394,120.883,378.857
175,85,-1368.14,59.8561,215.445,309.535
180,85,-1234.41,-375.788,196.881,142.982
0,90,-11783.5,1572.22,-175.766,-157.628
5,90,-12042.6,-459.315,-143.038,126.988
10,90,-12014.3,-2357.43,-225.231,340.156
15,90,-11713.1,-4018.68,-413.001,474.803
20,90,-11168.6,-5366.47,-684.363,537.055
25,90,-10421.2,-6357.88,-1008.09,542.542
30,90,-9518.38,-6985.49,-1349.27,509.906
35,90,-8511.48,-7273.82,-1675.38,454.272
40,90,-7452.59,-7271.28,-1961.31,383.523
45,90,-6391.27,-7039.5,-2191.95,298.628
50,90,-5371.1,-6642.79,-2362.13,197.128
55,90,-4426.49,-6139.92,-2474.48,77.389
60,90,-3580.6,-5579.32,-2536.39,-58.5961
65,90,-2844.65,-4997.75,-2557.18,-204.829
70,90,-2219,-4421.39,-2546.22,-352.869
75,90,-1695.64,-3867.93,-2511.97,-494.066
80,90,-1261.49,-3348.68,-2461.87,-621.315
85,90,-901.898,-2869.95,-2402.44,-729.765
90,90,-603.727,-2433.87,-2339.54,-816.585
95,90,-357.73,-2038.79,-2278.54,-880.246
100,90,-159.914,-1679.59,-2224.3,-919.794
105,90,-11.7174,-1348.21,-2180.76,-934.438
110,90,81.1802,-1034.61,-2149.95,-923.528
115,90,111.426,-728.175,-2130.42,-886.76
120,90,73.6203,-419.746,-2115.51,-824.399
125,90,-31.9046,-104.258,-2092.41,-737.333
130,90,-196.514,216.423,-2043.07,-626.954
135,90,-403.257,531.095,-1947.53,-495.103
140,90,-629.896,818.428,-1789.42,-344.462
145,90,-853.92,1048.89,-1562.02,-179.67
150,90,-1057.16,1189.88,-1272.76,-9.04538
155,90,-1227.49,1213.27,-944.205,153.747
160,90,-1356.64,1103.05,-610.601,289.162
165,90,-1435.9,860.717,-311.008,373.367
170,90,-1453.06,506.284,-80.8539,382.237
175,90,-1393.68,75.3199,55.4169,296.977
180,90,-1246.87,-386.819,88.5459,109.686
0,95,-11754,1552.5,851.903,-294.057
5,95,-12046.5,-234.782,893.855,140.793
10,95,-12145.6,-1919.58,804.959,497.458
15,95,-12047,-3411.58,598.054,764.009
20,95,-11754.1,-4640.35,298.72,942.358
25,95,-11277,-5562.26,-58.8319,1044.66
30,95,-10632.4,-6164.28,-437.691,1087.2
35,95,-9844.67,-6463.28,-804.365,1084.38
40,95,-8946.18,-6500.32,-1133.37,1045.19
45,95,-7976.68,-6331.02,-1409.33,973.419
50,95,-6979.98,-6014.64,-1626.42,870.474
55,95,-5998.89,-5604.67,-1786.23,738.878
60,95,-5069.73,-5143.4,-1894.84,584.324
65,95,-4218.25,-4660.65,-1960.46,415.586
70,95,-3458,-4175.75,-1991.79,242.815
75,95,-2791.41,-3700.73,-1997.19,75.4013
80,95,-2212.85,-3243.12,-1984.44,-79.5345
85,95,-1712.51,-2807.53,-1960.65,-217.564
90,95,-1280.2,-2396.05,-1932.33,-336.424
95,95,-908.318,-2008.05,-1905.49,-434.991
100,95,-593.698,-1640.03,-1885.67,-512.265
105,95,-338,-1285.84,-1877.71,-566.714
110,95,-146.664,-937.683,-1884.86,-596.156
115,95,-26.4252,-587.713,-1907.22,-598.172
120,95,18.0875,-230.397,-1939.64,-570.858
125,95,-12.3895,134.644,-1970.23,-513.628
130,95,-110.019,499.762,-1980.49,-427.753
135,95,-260.654,847.318,-1948.24,-316.507
140,95,-446.96,1149.91,-1853.18,-185.065
145,95,-652.177,1373.79,-1683.63,-40.5817
150,95,-862.101,1485.45,-1442.09,107.177
155,95,-1063.8,1459.87,-1147.13,244.706
160,95,-1241.81,1287.82,-830.399,353.874
165,95,-1374.86,979.869,-529.606,412.463
170,95,-1436.37,565.779,-279.858,397.026
175,95,-1400.2,90.0632,-106.333,287.985
180,95,-1249.84,-394.907,-20.4631,75.5547
0,100,-11635,1520.96,1873.09,-428.247
5,100,-11956.4,-0.0359608,1930.24,111.984
10,100,-12174.6,-1450,1857.62,572.045
15,100,-12266.7,-2751.24,1668.39,937.251
20,100,-12210.5,-3839.44,1387.59,1206.55
25,100,-11987.2,-4671.01,1047.76,1388.76
30,100,-11584.9,-5228.74,682.929,1496.9
35,100,-11003.7,-5523.4,322.997,1543.08
40,100,-10259.3,-5589.62,-9.94572,1535.9
45,100,-9383.71,-5476.81,-302.649,1480.9
50,100,-8421.17,-5237.87,-549.554,1382.89
55,100,-7421.38,-4919.47,-750.578,1248.39
60,100,-6430.97,-4556.64,-908.936,1086.52
65,100,-5486.97,-4172.04,-1029.63,908.283
70,100,-4613.53,-3778.74,-1118.61,724.692
75,100,-3822.09,-3383.99,-1182.4,544.926
80,100,-3114.27,-2992.25,-1227.76,375.333
85,100,-2485.8,-2606.65,-1261.41,219.465
90,100,-1930.56,-2229.08,-1289.77,78.9389
95,100,-1443.67,-1859.65,-1318.88,-45.2912
100,100,-1023.43,-1496.19,-1354.45,-151.73
105,100,-671.768,-1134.29,-1401.72,-237.55
110,100,-393.209,-768.205,-1464.74,-298.498
115,100,-192.573,-392.499,-1544.87,-329.618
120,100,-72.138,-4.56603,-1638.44,-326.667
125,100,-29.4003,392.322,-1734.69,-287.808
130,100,-56.6785,786.019,-1815.26,-214.896
135,100,-143.024,1153.73,-1856.53,-113.765
140,100,-277.421,1462.95,-1835.1,6.60139
145,100,-450.922,1676.06,-1735.08,135.408
150,100,-655.477,1758.21,-1554.32,260.864
155,100,-879.155,1686.45,-1307.06,369.755
160,100,-1100.44,1456.99,-1021.34,446.147
165,100,-1285.92,1088.29,-732.067,470.688
170,100,-1394.49,619.235,-472.524,422.198
175,100,-1387.88,103.238,-267.343,282.155
180,100,-1243.31,-399.989,-129.316,40.8488
0,105,-11427.5,1477.85,2880.02,-559.178
5,105,-11771.3,237.153,2956.98,38.4278
10,105,-12093.8,-963.412,2920.36,558.474
15,105,-12354.8,-2057.93,2780.47,985.275
20,105,-12508.2,-2988.11,2557.82,1315.89
25,105,-12508.9,-3711.24,2278.92,1556.03
30,105,-12320.1,-4207.57,1970.64,1714.91
35,105,-11921.9,-4483.45,1655.54,1801.38
40,105,-11317,-4567.96,1349.51,1822.6
45,105,-10532.2,-4503.82,1062.04,1785
50,105,-9612.71,-4336.1,798.058,1696.13
55,105,-8613.2,-4102.99,559.933,1565.91
60,105,-7587.07,-3831.38,348.619,1406.27
65,105,-6578.71,-3537.21,163.903,1229.67
70,105,-5619.6,-3228.71,4.14752,1047.18
75,105,-4728.31,-2910.12,-133.881,867.126
80,105,-3913.17,-2584.23,-254.798,694.695
85,105,-3175.92,-2253.37,-364.067,532.485
90,105,-2515.42,-1919.18,-467.432,381.667
95,105,-1930.42,-1581.89,-570.584,243.384
100,105,-1421.25,-1239.81,-679.08,120.004
105,105,-990.089,-889.377,-798.254,15.9071
110,105,-639.9,-526.001,-932.603,-62.5377
115,105,-372.494,-145.763,-1084.25,-108.03
120,105,-186.508,251.972,-1250.5,-114.392
125,105,-76.5718,661.32,-1421.45,-79.0925
130,105,-34.5932,1066.74,-1578.94,-5.24143
135,105,-52.9688,1441.35,-1698.58,98.0037
140,105,-127.842,1748.37,-1755.1,217.044
145,105,-259.462,1946.63,-1729.71,336.71
150,105,-447.613,1999.61,-1616.73,442.689
155,105,-683.119,1885.43,-1426.37,521.984
160,105,-939.967,1604.4,-1182.46,561.3
165,105,-1173.77,1181.65,-915.7,545.158
170,105,-1329.6,664.274,-655.794,456.188
175,105,-1357.24,114.101,-425.261,278.902
180,105,-1227.3,-402.027,-237.185,5.83199
0,110,-11133,1423.49,3865.03,-685.853
5,110,-11491.1,468.665,3964.55,-80.6056
10,110,-11898,-475.456,3978.91,453.955
15,110,-12297.7,-1353.77,3912.57,902.552
20,110,-12623.8,-2113.8,3777.97,1261.28
25,110,-12808.6,-2714.6,3591.79,1533.12
30,110,-12794.9,-3135.48,3370.36,1723.4
35,110,-12547.7,-3379.94,3126.23,1837.35
40,110,-12061,-3472.26,2867.44,1880.06
45,110,-11359,-3448.04,2599.11,1858.08
50,110,-10488.2,-3343.22,2325.72,1780.78
55,110,-9506.29,-3186.21,2052.52,1660.4
60,110,-8470.14,-2995.31,1785.51,1510.57
65,110,-7427.7,-2780.45,1530.17,1344.3
70,110,-6414.5,-2546.67,1290.12,1172.12
75,110,-5454.06,-2297.12,1066.29,1001.29
80,110,-4560.35,-2034.57,857.019,835.949
85,110,-3740.93,-1761.42,658.747,678.095
90,110,-2999.85,-1479.08,466.856,528.896
95,110,-2339.8,-1187.27,276.265,390.088
100,110,-1763.23,-883.703,81.7028,265.125
105,110,-1272.39,-564.351,-122.08,159.846
110,110,-868.271,-224.508,-339.632,82.2946
115,110,-549.131,139.375,-573.206,41.3888
120,110,-309.462,526.948,-820.285,44.3887
125,110,-140.672,930.592,-1071.05,93.7272
130,110,-34.0765,1332.21,-1307.32,184.424
135,110,14.6087,1701.65,-1504.48,303.544
140,110,1.95438,1998.51,-1636.72,432.483
145,110,-81.8673,2178.44,-1684.27,551.271
150,110,-245.289,2203.06,-1639.62,642.667
155,110,-483.243,2050.83,-1509.97,693.658
160,110,-766.999,1725.05,-1314.67,693.787
165,110,-1043.06,1256.34,-1078.98,632.251
170,110,-1244.19,698.889,-827.173,496.964
175,110,-1309.09,122.057,-577.889,277.483
180,110,-1201.96,-401.006,-343.249,-29.2292
0,115,-10753.8,1358.3,4820.63,-807.308
5,115,-11117.2,686.28,4943.28,-244.395
10,115,-11584.5,-2.2275,5017.66,258.519
15,115,-12087.1,-661.926,5039.96,687.675
20,115,-12542,-1246.01,5011.59,1039.01
25,115,-12864.2,-1716.04,4936.56,1313.34
30,115,-12981.4,-2051.67,4818.29,1512.48
35,115,-12848.2,-2254.84,4657.9,1638.1
40,115,-12454,-2345.65,4455.17,1692.99
45,115,-11822.4,-2352.42,4211.12,1683.09
50,115,-11001.5,-2301.33,3930.4,1618.37
55,115,-10050.5,-2210.54,3621.82,1511.91
60,115,-9026.93,-2089.82,3296.84,1377.7
65,115,-7979.44,-1943.81,2966.93,1228.32
70,115,-6944.93,-1775.59,2641.19,1073.42
75,115,-5949.68,-1588.63,2325.01,919.316
80,115,-5011.67,-1386.77,2020.06,769.613
85,115,-4143.13,-1173.13,1725.02,626.331
90,115,-3352.51,-948.955,1436.68,491.191
95,115,-2645.77,-712.932,1150.72,366.835
100,115,-2027,-461.273,862.228,257.775
105,115,-1498.19,-188.435,566.226,170.895
110,115,-1058.29,111.475,258.52,115.145
115,115,-702.251,442.561,-62.5563,100.056
120,115,-420.907,804.237,-393.698,132.95
125,115,-202.971,1187.79,-724.318,215.328
130,115,-39.4545,1573.18,-1035.83,339.819
135,115,70.7891,1927.65,-1303.84,489.457
140,115,117.652,2207.85,-1503.49,640.469
145,115,82.4069,2366.67,-1616.11,767.85
150,115,-51.8389,2364,-1634.49,851.079
155,115,-284.885,2178.31,-1564.17,876.835
160,115,-587.06,1815.15,-1420.21,837.557
165,115,-898.127,1309.53,-1221.36,727.798
170,115,-1140.86,721.541,-984.713,542.126
175,115,-1244.5,126.689,-723.215,277.034
180,115,-1167.47,-396.932,-446.701,-64.0679
0,120,-10292.7,1282.77,5739.54,-922.62
5,120,-10652.1,881.932,5883.49,-450.76
10,120,-11153.7,440.236,6020.28,-24.909
15,120,-11720,-5.91142,6136.15,343.598
20,120,-12256.6,-415.207,6219.48,651.297
25,120,-12666.6,-752.236,6259.86,897.563
30,120,-12868.2,-997.919,6246.7,1081.35
35,120,-12810.4,-1153.41,6169.44,1201.21
40,120,-12481.1,-1235.16,6020.14,1257.54
45,120,-11904.6,-1264.48,5796.71,1254.91
50,120,-11130.4,-1258.13,5504.92,1202.55
55,120,-10218,-1224.51,5157.68,1112.83
60,120,-9224.12,-1165.55,4772.04,998.713
65,120,-8196.32,-1081.27,4365.31,871.515
70,120,-7171.11,-973.319,3951.84,739.772
75,120,-6175.64,-845.729,3541.33,609.229
80,120,-5230.05,-703.526,3138.73,483.579
85,120,-4349.25,-550.512,2745.06,365.499
90,120,-3544.21,-387.61,2358.56,257.682
95,120,-2822.61,-212.269,1975.72,163.76
100,120,-2189.08,-18.9037,1592.08,89.021
105,120,-1644.9,199.882,1203.04,40.7723
110,120,-1187.28,451.466,805.12,28.002
115,120,-808.79,740.794,397.836,59.8906
120,120,-497.933,1067.35,-13.9376,142.913
125,120,-241.947,1421.69,-418.122,276.95
130,120,-32.1563,1782.39,-795.421,451.826
135,120,129.757,2114.74,-1122.17,646.377
140,120,228.195,2373.21,-1375.79,831.578
145,120,237.081,2508.67,-1540.73,977.241
150,120,132.151,2479.78,-1612.2,1059.3
155,120,-91.3775,2265.13,-1595.58,1063.89
160,120,-404.478,1872.14,-1502.03,986.385
165,120,-742.87,1339.31,-1343.03,827.283
170,120,-1022.26,731.228,-1126.96,589.008
175,120,-1164.74,127.787,-859.432,276.607
180,120,-1124.1,-389.838,-546.753,-98.4191
0,125,-9753.3,1197.47,6614.76,-1030.91
5,125,-10099.7,1047.96,6775.74,-696.099
10,125,-10609,836.485,6970.41,-390.531
15,125,-11199.4,591.345,7174.33,-122.308
20,125,-11770.4,348.507,7362.07,106.479
25,125,-12219.4,140.085,7508.34,294.596
30,125,-12460.7,-16.4755,7588.66,438.949
35,125,-12441.3,-121.89,7581.65,535.465
40,125,-12149.9,-189.327,7472.82,582.081
45,125,-11612,-233.854,7258.25,581.226
50,125,-10877.9,-264.019,6945.73,540.118
55,125,-10006.6,-279.882,6552.71,469.01
60,125,-9053.26,-276.76,6101.8,378.706
65,125,-8063.67,-250.649,5615.82,278.667
70,125,-7073.18,-201.533,5114.01,176.274
75,125,-6108.66,-133.256,4610.1,77.0148
80,125,-5190.46,-51.0456,4112.17,-14.8831
85,125,-4333.91,41.405,3623.5,-95.751
90,125,-3550.03,143.874,3143.75,-161.85
95,125,-2846.07,260.095,2670.15,-208.792
100,125,-2225.74,397.023,2198.56,-231.018
105,125,-1689.06,563.287,1724.68,-221.466
110,125,-1231.94,767.127,1245.74,-171.841
115,125,-845.83,1013.87,762.599,-74.0154
120,125,-518.555,1302.88,282.026,77.0316
125,125,-237.386,1624.18,-182.094,279.087
130,125,5.27757,1955.43,-609.691,518.87
135,125,205.294,2260.79,-978.28,770.871
140,125,343.053,2493.52,-1268.66,1000.78
145,125,387.183,2603.58,-1470.03,1173.18
150,125,307.775,2549.29,-1581.73,1260.38
155,125,95.5263,2309.92,-1610.24,1247.88
160,125,-222.465,1894.67,-1563.31,1134.12
165,125,-580.64,1344.71,-1444.68,926.024
170,125,-890.991,727.531,-1252.9,634.797
175,125,-1071.28,125.365,-984.958,275.221
180,125,-1072.17,-379.777,-642.644,-132.021
0,130,-9139.67,1103.07,7439.65,-1131.35
5,130,-9464.88,1177.37,7611.08,-975.471
10,130,-9956.89,1172.18,7852.38,-829.808
15,130,-10533.9,1108.35,8128.82,-698.39
20,130,-11095.4,1016.69,8401.74,-581.113
25,130,-11538.8,925.994,8631.89,-478.913
30,130,-11779.3,852.147,8782.29,-396.133
35,130,-11765.9,794.95,8822.3,-339.04
40,130,-11488.5,744.22,8732.51,-312.366
45,130,-10974,690.117,8508.29,-316.605
50,130,-10272.4,630.566,8160.1,-347.646
55,130,-9441.34,571.841,7710.04,-398.383
60,130,-8534.24,523.747,7186.15,-460.871
65,130,-7595.22,493.833,6616.56,-527.794
70,130,-6658.43,484.387,6025.24,-592.921
75,130,-5749.69,493.12,5429.94,-650.918
80,130,-4888.18,516.113,4841.93,-697.003
85,130,-4087.54,550.917,4266.75,-726.693
90,130,-3356.59,598.426,3705.41,-735.603
95,130,-2700.06,663.205,3155.59,-719.148
100,130,-2119.24,752.61,2613.01,-672.106
105,130,-1612.29,875.233,2073.1,-588.214
110,130,-1174.09,1038.93,1533.16,-460.306
115,130,-796.061,1248.45,994.885,-281.643
120,130,-466.787,1502.58,466.568,-48.9312
125,130,-174.954,1790.82,-36.3175,233.273
130,130,85.2282,2090.46,-493.147,548.387
135,130,307.481,2365.42,-883.014,866.486
140,130,469.635,2569,-1190.81,1148.05
145,130,537.198,2651.59,-1411.44,1352.66
150,130,476.648,2572.46,-1549.36,1449.2
155,130,275.059,2312.39,-1613,1422.71
160,130,-43.3112,1882.46,-1607.04,1274.85
165,130,-414.253,1325.65,-1527.28,1019.33
170,130,-749.529,710.644,-1361.86,676.647
175,130,-965.7,119.671,-1098.44,271.907
180,130,-1012.08,-366.825,-733.644,-164.619
0,135,-8456.48,1000.27,8207.91,-1223.19
5,135,-8753.98,1264.04,8381.21,-1282.73
10,135,-9206.91,1434.58,8651.87,-1331.69
15,135,-9737.93,1525.88,8976.39,-1369.06
20,135,-10251.7,1563.82,9304.88,-1391.61
25,135,-10651.7,1574.08,9586.48,-1399.05
30,135,-10858.3,1571.33,9774.16,-1396.25
35,135,-10824.5,1556.24,9830.29,-1391.42
40,135,-10542.8,1521.39,9732.09,-1392.31
45,135,-10040.1,1461.08,9475.07,-1403.08
50,135,-9365.08,1377.88,9072.52,-1423.58
55,135,-8573.16,1282.39,8551.03,-1450.49
60,135,-7715.92,1188.14,7943.84,-1479.03
65,135,-6835.96,1105.9,7284.37,-1504.12
70,135,-5966.2,1040.86,6601.61,-1520.8
75,135,-5131.06,993.546,5917.69,-1524.19
80,135,-4347.58,962.597,5247.43,-1509.51
85,135,-3626.38,947.597,4598.79,-1472.24
90,135,-2972.57,950.634,3973.95,-1408.19
95,135,-2386.98,976.459,3370.52,-1313.32
100,135,-1867.48,1031.68,2783.2,-1183.28
105,135,-1409.81,1123.49,2205.99,-1012.9
110,135,-1007.9,1258.07,1635.01,-796.181
115,135,-653.588,1438.64,1071.61,-527.738
120,135,-337.179,1662.89,524.602,-205.991
125,135,-49.7065,1919.83,10.3032,162.104
130,135,212.234,2186.87,-450.617,556.622
135,135,440.457,2428.69,-839.191,943.34
140,135,611.465,2599.99,-1144.67,1277.93
145,135,689.645,2653.12,-1367.89,1515.54
150,135,639.917,2549.77,-1518.6,1622.24
155,135,446.865,2273.14,-1607.31,1583.03
160,135,131.367,1836.28,-1635.73,1403
165,135,-246.034,1283.02,-1591.86,1102.65
170,135,-600.219,681.375,-1453.45,711.804
175,135,-849.698,111.179,-1198.75,265.762
180,135,-944.283,-351.082,-819.06,-195.963
0,140,-7708.94,889.853,8913.71,-1305.71
5,140,-7974.27,1302.95,9078.74,-1610.66
10,140,-8371.03,1612.99,9356.52,-1882.92
15,140,-8830.11,1827.76,9697.44,-2115.29
20,140,-9266.44,1968.46,10043.7,-2300.36
25,140,-9593.93,2058.01,10336.5,-2435.68
30,140,-9742.09,2110.38,10522.1,-2525.99
35,140,-9670.01,2127.46,10558.5,-2581.33
40,140,-9372.41,2104.46,10421.3,-2612.84
45,140,-8875.53,2038.83,10106.6,-2629.06
50,140,-8225.43,1936.17,9630.12,-2634.41
55,140,-7474.69,1809.9,9022.56,-2629.72
60,140,-6672.41,1676.28,8322.06,-2613.54
65,140,-5859.39,1549.04,7567.48,-2583.25
70,140,-5066.97,1436.72,6793.24,-2535.61
75,140,-4317.6,1343.24,6026.43,-2467.08
80,140,-3625.57,1270.19,5285.75,-2374.08
85,140,-2997.92,1219.13,4581.65,-2253.29
90,140,-2435.63,1192.81,3917.05,-2101.81
95,140,-1935.38,1195.3,3288.66,-1916.86
100,140,-1491.39,1231.44,2688.98,-1695.22
105,140,-1096.89,1306,2109.18,-1432.61
110,140,-744.702,1422.66,1542.75,-1123.9
115,140,-427.262,1582.52,989.219,-764.656
120,140,-136.848,1781.92,456.628,-354.784
125,140,132.72,2009.44,-38.9197,96.488
130,140,382.19,2243.15,-477.491,566.075
135,140,601.704,2449.47,-842.45,1015.93
140,140,767.435,2585.84,-1127.37,1397.74
145,140,844.337,2608.15,-1338.57,1663.32
150,140,797.62,2481.86,-1490.49,1776.9
155,140,610.556,2193.48,-1595.2,1724.02
160,140,300.393,1757.86,-1651.35,1513.3
165,140,-77.8848,1218.6,-1639.46,1171.71
170,140,-445.244,641.132,-1527.52,737.725
175,140,-725.037,100.577,-1284.99,255.996
180,140,-869.304,-332.667,-898.243,-225.816
0,145,-6902.72,772.666,9551.67,-1378.3
5,145,-7133.91,1290.32,9697.32,-1951.23
10,145,-7463.3,1699.16,9956.44,-2468.49
15,145,-7832.99,2001.45,10276.9,-2915.33
20,145,-8171.93,2214.17,10597.6,-3278.99
25,145,-8408.27,2357.85,10856.3,-3553.89
30,145,-8483.32,2446.24,10996.8,-3744.03
35,145,-8363.55,2482.78,10976,-3861.15
40,145,-8046.11,2465.06,10769.1,-3920.09
45,145,-7555.77,2392.87,10373.2,-3934.3
50,145,-6935.07,2273.78,9806.28,-3913.29
55,145,-6232.69,2122.94,9102.26,-3862.44
60,145,-5494.43,1958.76,8303.82,-3784.06
65,145,-4758.3,1797.81,7455.19,-3678.62
70,145,-4053.03,1651.96,6596.37,-3545.73
75,145,-3398.16,1528.3,5759.46,-3384.65
80,145,-2804.69,1430.82,4966.91,-3194.62
85,145,-2276.05,1362.14,4231.01,-2975.04
90,145,-1809.61,1324.63,3554.58,-2725.26
95,145,-1398.66,1320.71,2932.33,-2444.14
100,145,-1034.55,1352.69,2353.47,-2129.32
105,145,-708.516,1422.46,1805.28,-1776.88
110,145,-412.557,1530.91,1277.6,-1381.75
115,145,-139.715,1676.93,767.156,-939.924
120,145,115.798,1855.52,280.156,-452.372
125,145,357.448,2055.13,-168.604,69.7139
130,145,583.483,2255.02,-560.857,600.587
135,145,782.802,2424.25,-882.809,1099.28
140,145,932.141,2524.28,-1132.21,1514.9
145,145,998.37,2515.9,-1320.05,1797.42
150,145,948.482,2369.53,-1464.3,1910.55
155,145,765.463,2075.42,-1577.62,1841.04
160,145,462.847,1649.91,-1655.3,1600.84
165,145,88.6249,1135.08,-1670.96,1222.62
170,145,-286.637,591.884,-1584.03,752.191
175,145,-593.525,88.7439,-1356.48,241.982
180,145,-787.709,-311.72,-970.59,-253.951
0,150,-6043.97,649.599,10116.9,-1440.4
5,150,-6241.77,1223.8,10231.8,-2295.77
