Theta[deg],Phi[deg],re(rETheta)[mV],im(rETheta)[mV],re(rEPhi)[mV],im(rEPhi)[mV]
10,75,12395.7,-5789.51,4071.2,-1805.1
15,75,10943.6,-8420.61,3897.02,-2272.95
20,75,9137.19,-10492.3,3642.14,-2659.57
25,75,7162.1,-11906.6,3314.89,-2947.24
30,75,5203.68,-12652.4,2936.11,-3122.37
35,75,3414.18,-12795.6,2536.08,-3181.02
40,75,1891.69,-12452.4,2147.65,-3132.03
45,75,676.035,-11757.2,1798.45,-2995.55
50,75,-240.245,-10835.6,1505.68,-2797.67
55,75,-893.421,-9788.26,1275.16,-2563.95
60,75,-1330.65,-8687.56,1104.05,-2314.79
65,75,-1597.85,-7581.35,985.065,-2063.76
70,75,-1734.38,-6500.26,910.196,-1818.46
75,75,-1772.54,-5463.64,872.627,-1582.54
80,75,-1739.24,-4483.13,866.995,-1357.5
85,75,-1657.72,-3564.34,888.578,-1143.97
90,75,-1548.7,-2707.56,932.241,-942.283
95,75,-1430.85,-1908.8,991.744,-752.72
100,75,-1321,-1161.5,1059.7,-575.658
105,75,-1234.06,-458.849,1128.22,-411.68
110,75,-1182.57,203.645,1190.06,-261.631
115,75,-1175.41,826.032,1239.86,-126.543
120,75,-1215.54,1402.6,1274.77,-7.39337
125,75,-1297.51,1921.65,1293.98,95.1725
130,75,-1405.72,2366.28,1297.1,180.903
135,75,-1515.26,2715.53,1281.82,249.545
140,75,-1596.27,2945.82,1242.53,299.989
145,75,-1620.92,3032.76,1170.96,329.37
150,75,-1570.53,2954.03,1059.59,332.968
155,75,-1439.27,2694.37,906.63,305.694
160,75,-1232.35,2252.19,720.119,245.266
165,75,-959.955,1646.33,518.878,155.962
170,75,-630.957,920.462,329.097,50.9227
175,75,-251.146,142.428,177.653,-48.9185
180,75,172.25,-602.6,84.8542,-119.661
0,80,14006.1,335.514,2983.25,-727.221
5,80,13679.7,-2774.04,2961.02,-1038.39
10,80,12805.9,-5732.48,2933.99,-1301.49
15,80,11461.4,-8326.07,2889.26,-1515.34
20,80,9777.46,-10386.7,2813.05,-1678.13
25,80,7918.38,-11816.9,2697.08,-1785.23
30,80,6052.59,-12600.4,2543.04,-1830.46
35,80,4323.01,-12793.9,2362.88,-1809.96
40,80,2826.37,-12505.1,2174.82,-1725.94
45,80,1606.76,-11862.4,1997.24,-1587.91
50,80,663.032,-10988.5,1843.47,-1410.8
55,80,-35.5059,-9983.01,1719.47,-1211.17
60,80,-532.123,-8917.61,1624.8,-1003.42
65,80,-870.043,-7839,1555.41,-797.699
70,80,-1086.08,-6776.26,1506.57,-599.502
75,80,-1209.51,-5747.56,1474.63,-410.71
80,80,-1263.84,-4764.43,1457.31,-231.126
85,80,-1269.11,-3833.48,1452.98,-59.9164
90,80,-1243.62,-2956.88,1459.66,103.344
95,80,-1204.72,-2132.95,1474.18,258.07
100,80,-1168.91,-1357.45,1492.09,402.471
105,80,-1151.36,-625.89,1508.06,533.701
110,80,-1164.92,63.9656,1516.85,648.305
115,80,-1218.42,709.952,1514.31,742.863
120,80,-1314.22,1304.58,1497.93,814.658
125,80,-1445.52,1835.41,1466.53,862.073
130,80,-1594.8,2286.33,1419.1,884.484
135,80,-1734.83,2638.83,1353.35,881.605
140,80,-1833.33,2872.73,1265.01,852.565
145,80,-1860.54,2966.83,1148.74,795.351
150,80,-1796.92,2900.66,1001.06,707.292
155,80,-1637.58,2658.69,824.146,586.932
160,80,-1390.98,2237.03,628.801,436.886
165,80,-1072.88,1650.77,434.614,266.522
170,80,-699.232,939.009,266.618,92.9033
175,80,-282.801,165.032,149.205,-61.1345
180,80,164.199,-589.877,99.5438,-171.726
0,85,14212.8,270.856,1751.19,-753.695
5,85,13910.8,-2730,1727.72,-812.3
10,85,13122,-5584.05,1754.49,-819.811
15,85,11908.8,-8092.43,1816.13,-788.27
20,85,10380.2,-10097.8,1890.89,-730.142
25,85,8676.07,-11506.8,1957.72,-653.601
30,85,6943.17,-12300.4,2002.4,-560.819
35,85,5310.26,-12527.7,2020.47,-449.718
40,85,3869.08,-12286.5,2016.05,-317.715
45,85,2666.28,-11697.2,1997.85,-165.136
50,85,1707.48,-10876.6,1974.59,3.42405
55,85,969.479,-9922.06,1951.94,180.112
60,85,415.087,-8903.91,1931.83,356.259
65,85,5.38478,-7868.37,1913.59,524.85
70,85,-293.284,-6843.77,1895.71,681.992
75,85,-507.377,-5847.4,1877.16,827.006
80,85,-657.479,-4890.05,1857.81,961.455
85,85,-760.73,-3978.09,1838.01,1087.64
90,85,-832.872,-3114.11,1817.89,1207.14
95,85,-889.306,-2297.41,1796.79,1319.76
100,85,-945.173,-1525.25,1773,1423.17
105,85,-1014.67,-794.935,1744.06,1513.09
110,85,-1109.7,-106.214,1707.25,1584.14
115,85,-1237.92,537.026,1660.13,1630.98
120,85,-1400.16,1126.37,1600.82,1649.33
125,85,-1587.92,1649.91,1527.81,1636.58
130,85,-1781.84,2093.83,1439.43,1591.63
135,85,-1952.98,2443.38,1333.31,1514.05
140,85,-2067.55,2682.59,1206.57,1403.24
145,85,-2094.74,2793.29,1056.9,1258.15
150,85,-2014.97,2755.5,884.86,1078.26
155,85,-1824.93,2551.12,696.401,865.678
160,85,-1536.98,2171.09,504.541,627.613
165,85,-1173.08,1623.98,328.88,378.019
170,85,-756.877,942.426,192.394,137.262
175,85,-308.497,184.339,116.132,-70.606
180,85,154.898,-572.666,113.476,-222.483
0,90,14311.3,204.136,505.8,-774.434
5,90,14032.7,-2645.28,476.466,-603.054
10,90,13336.1,-5349.65,539.971,-376.825
15,90,12270.1,-7726.44,680.499,-118.549
20,90,10921.1,-9631.75,871.811,146.96
25,90,9402.19,-10980,1084.27,399.698
30,90,7835.09,-11752.6,1291.79,628.955
35,90,6330.42,-11992.6,1476.48,833.76
40,90,4971.28,-11787.9,1629.88,1019.61
45,90,3804.88,-11248.6,1751.26,1193.5
50,90,2843.47,-10483.9,1844.24,1359.86
55,90,2072.78,-9586.31,1913.59,1518.95
60,90,1463.77,-8624.95,1963.23,1667.82
65,90,983.467,-7646.06,1995.69,1802.69
70,90,602.034,-6678.16,2012.49,1921.29
75,90,295.603,-5738,2014.83,2023.94
80,90,45.8256,-4835.09,2004,2113.25
85,90,-162.082,-3974.25,1981.44,2192.76
90,90,-341.341,-3156.84,1948.49,2265.25
95,90,-504.829,-2381.74,1906.18,2331.36
100,90,-665.294,-1646.68,1855.1,2388.85
105,90,-834.665,-950.164,1795.37,2432.86
110,90,-1022.63,-293.361,1726.7,2456.82
115,90,-1234.61,318.837,1648.39,2453.95
120,90,-1469.33,878.145,1559.26,2418.62
125,90,-1716.45,1374.47,1457.6,2347.18
130,90,-1955.3,1797.63,1341.25,2237.87
135,90,-2156.07,2137.72,1208.07,2090.09
140,90,-2284.51,2383.41,1056.82,1903.53
145,90,-2309.62,2519.21,888.331,1678.13
150,90,-2212.33,2524.34,707.004,1415.27
155,90,-1991.28,2375.95,522.044,1120
160,90,-1662.96,2057.15,347.912,803.178
165,90,-1255.84,1567.42,203.287,482.295
170,90,-801.475,931.158,108.19,180.177
175,90,-327.439,200.214,79.568,-78.4474
180,90,144.419,-551.096,126.544,-271.548
0,95,14300.9,135.863,-743.439,-789.279
5,95,14043,-2523.99,-782.856,-417.758
10,95,13440.4,-5037.88,-700.402,11.9529
15,95,12529.1,-7240.29,-510.71,468.594
20,95,11373.4,-9002.96,-241.307,917.219
25,95,10059.1,-10251.2,73.8575,1327.66
30,95,8680.94,-10970.2,401.287,1681.29
35,95,7328.53,-11199.1,713.448,1973.47
40,95,6073.34,-11016.6,991.821,2210.9
45,95,4960.76,-10521.4,1227.24,2405.83
50,95,4008.81,-9812.61,1418.08,2569.97
55,95,3212.71,-8976.86,1567.46,2710.8
60,95,2553.01,-8080.91,1680.42,2831.11
65,95,2004.19,-7171.19,1762.02,2930.89
70,95,1541.18,-6276.9,1816.34,3010.02
75,95,1142.88,-5414.58,1846.43,3070.01
80,95,792.841,-4592.16,1854.59,3114.32
85,95,478.201,-3812.05,1842.78,3147.35
90,95,188.108,-3073.25,1812.9,3172.77
95,95,-87.4673,-2373,1767,3191.99
100,95,-358.111,-1708.47,1707.19,3203.29
105,95,-632.467,-1078.41,1635.5,3201.8
110,95,-917.001,-484.393,1553.48,3180.49
115,95,-1214.21,68.7966,1461.74,3131.64
120,95,-1520.47,574.24,1359.63,3048.48
125,95,-1824,1024.83,1245.34,2926.29
130,95,-2103.64,1414.89,1116.63,2762.61
135,95,-2329.85,1739.8,972.078,2556.64
140,95,-2468.92,1992.82,812.446,2308.42
145,95,-2490.42,2160.58,641.806,2018.73
150,95,-2376.03,2220.43,468.091,1690.28
155,95,-2126.25,2143.06,303.057,1329.9
160,95,-1761.53,1901.66,161.667,950.572
165,95,-1316.64,1484.62,60.701,571.881
170,95,-830.895,906.571,16.3427,218.104
175,95,-339.037,212.789,40.8041,-85.7343
180,95,132.84,-525.332,138.65,-318.546
0,100,14181.7,66.5557,-1987.02,-798.116
5,100,13940.3,-2371.48,-2039.92,-262.621
10,100,13428.2,-4660.23,-1955.58,332.912
15,100,12670.1,-6651.31,-1746.29,950.765
20,100,11710.1,-8233.51,-1438.11,1548.22
25,100,10607.3,-9345.65,-1065.33,2087.19
30,100,9429.57,-9979.52,-664.315,2542.57
35,100,8244.06,-10173.1,-267.954,2906.15
40,100,7108.43,-9997.09,98.4027,3184.62
45,100,6063.98,-9538.3,418.952,3393.41
50,100,5132.78,-8885.05,687.176,3549.57
55,100,4318.93,-8116.09,903.776,3666.63
60,100,3613.06,-7294.59,1073.69,3752.98
65,100,2998.19,-6466.32,1203.25,3812.98
70,100,2455.25,-5660.91,1298.22,3849.46
75,100,1966.81,-4894.66,1362.95,3865.58
80,100,1518.7,-4174.03,1400.41,3865.65
85,100,1099.99,-3498.96,1412.81,3854.46
90,100,702.06,-2865.71,1402.24,3836.08
95,100,317.718,-2269.26,1371.16,3812.36
100,100,-59.2473,-1705.23,1322.48,3782.1
105,100,-433.806,-1171.32,1259.29,3740.79
110,100,-808.822,-668.082,1184.18,3681.39
115,100,-1183.72,-198.656,1098.47,3595.73
120,100,-1552.81,232.681,1001.77,3476.17
125,100,-1903.58,622.616,892.317,3317.04
130,100,-2215.46,970.203,768.165,3115.21
135,100,-2460.33,1275.79,629.065,2869.72
140,100,-2605.96,1536.69,478.147,2580.95
145,100,-2622.92,1740.97,322.706,2250.19
150,100,-2493.65,1863.3,173.806,1880.58
155,100,-2220.06,1867.03,45.0161,1479.17
160,100,-1825.87,1714.22,-49.1438,1059.19
165,100,-1351.51,1380.86,-94.7576,640.585
170,100,-843.432,870.838,-80.277,248.009
175,100,-342.934,222.441,1.25443,-93.443
180,100,120.25,-495.57,149.7,-363.119
0,105,13954.6,-3.25797,-3215.48,-800.88
5,105,13724.4,-2194.15,-3284.07,-142.736
10,105,13294,-4230.69,-3212.74,574.92
15,105,12679.2,-5981.28,-3010.79,1309.56
20,105,11905.7,-7352.47,-2700.66,2013.09
25,105,11008.7,-8298.27,-2313.51,2642.07
30,105,10030.3,-8819.6,-1884.36,3167.09
35,105,9015.66,-8955.56,-1447.17,3577.22
40,105,8007.69,-8770.44,-1030.46,3878.58
45,105,7041.62,-8340.38,-654.278,4088.17
50,105,6141.39,-7742.27,-329.187,4226.44
55,105,5318.26,-7045.86,-57.4008,4311.57
60,105,4572.19,-6308.89,164.533,4357.03
65,105,3895.19,-5574.77,342.617,4371.87
70,105,3275.36,-4872.26,482.897,4362.44
75,105,2700.37,-4217.01,590.099,4334.05
80,105,2159.5,-3614.19,667.415,4291.9
85,105,1644.35,-3061.78,717.039,4240.89
90,105,1148.63,-2553.76,740.975,4184.95
95,105,667.698,-2082.77,741.686,4125.96
100,105,198.286,-1642.16,722.302,4062.98
105,105,-261.34,-1227.28,686.279,3991.95
110,105,-710.906,-836.069,636.603,3906.13
115,105,-1147.33,-468.509,574.877,3797.23
120,105,-1563.61,-125.211,500.853,3657.09
125,105,-1947.4,194.61,412.92,3479.34
130,105,-2279.74,494.301,309.742,3260.35
135,105,-2534.82,778.307,192.518,2999.09
140,105,-2682.57,1047.02,66.8283,2696.08
145,105,-2694.86,1289.33,-56.974,2352.59
150,105,-2554.59,1476.97,-165.145,1971.01
155,105,-2264.41,1565.82,-242.999,1556.91
160,105,-1850.35,1506.67,-277.293,1121.72
165,105,-1357.35,1262.75,-257.816,683.953
170,105,-837.947,826.759,-178.348,267.556
175,105,-339.044,229.756,-37.5901,-102.4
180,105,106.745,-462.036,159.611,-404.929
0,110,13621.2,-73.0469,-4419.46,-797.548
5,110,13396,-1999.23,-4504.41,-61.9038
10,110,13034.3,-3765.18,-4457.57,729.8
15,110,12545.1,-5255.54,-4285,1531.57
20,110,11938.7,-6394.6,-4003.96,2292.14
25,110,11229.5,-7152.32,-3639.84,2965.6
30,110,10437.2,-7540.21,-3222.75,3520.7
35,110,9586.62,-7600.4,-2783.84,3945.44
40,110,8706.23,-7392.87,-2351.24,4245.56
45,110,7824.09,-6984.52,-1946.61,4438.64
50,110,6963.8,-6441.39,-1583.24,4546.94
55,110,6141.37,-5823.56,-1266.4,4591.82
60,110,5364.34,-5181.65,-995.341,4590.88
65,110,4633.12,-4554.45,-766.111,4557.44
70,110,3943.6,-3967.97,-574.079,4501.42
75,110,3289.89,-3436.04,-415.425,4430.43
80,110,2666.23,-2962.44,-287.559,4350.52
85,110,2067.81,-2543.77,-188.734,4266.53
90,110,1491.02,-2172.4,-117.306,4181.86
95,110,933.421,-1839.01,-71.0708,4098.02
100,110,393.864,-1534.42,-47.0092,4014.11
105,110,-127.307,-1250.82,-41.6189,3926.43
110,110,-627.918,-982.378,-51.7506,3828.64
115,110,-1103.57,-725.015,-75.5896,3712.7
120,110,-1546.98,-475.242,-113.158,3570.34
125,110,-1946.88,-228.462,-165.715,3394.88
130,110,-2286.56,22.0843,-233.859,3182.43
135,110,-2543.09,283.768,-314.941,2931.86
140,110,-2688.89,559.1,-401.113,2643.55
145,110,-2697.18,837.358,-479.331,2317.98
150,110,-2551.13,1087.63,-533.659,1955.52
155,110,-2253.38,1259.09,-548.885,1558.54
160,110,-1831.07,1292.09,-513.702,1134.77
165,110,-1332.24,1137.67,-422.264,699.581
170,110,-813.989,777.547,-274.223,275.242
175,110,-327.567,235.479,-74.2137,-113.241
180,110,92.4283,-424.986,168.307,-443.657
0,115,13184.2,-142.28,-5589.81,-788.147
5,115,12957.3,-1794.48,-5690.02,-22.5073
10,115,12648,-3280.94,-5674.67,792.685
15,115,12260.5,-4501.82,-5546.66,1609.05
20,115,11793.3,-5398.55,-5317.21,2374.28
25,115,11244.1,-5956.82,-5004.07,3042.65
30,115,10613.8,-6199.12,-4629.92,3583.88
35,115,9910.4,-6171.8,-4220.02,3986.91
40,115,9149.54,-5932.29,-3799.11,4258.01
45,115,8351.92,-5540.05,-3387.98,4415.08
50,115,7539.15,-5051.5,-3001.28,4481.19
55,115,6729.52,-4517.1,-2647.07,4479.43
60,115,5935.8,-3979.2,-2328.11,4430.15
65,115,5165.17,-3470.05,-2044.05,4349.9
70,115,4420.87,-3010.78,-1793.33,4251.44
75,115,3703.95,-2611.87,-1574.49,4144.17
80,115,3014.55,-2274.89,-1386.58,4034.76
85,115,2352.43,-1995.04,-1228.9,3927.72
90,115,1717.11,-1763.52,-1100.46,3825.69
95,115,1108.17,-1569.49,-999.432,3729.6
100,115,525.642,-1401.5,-922.954,3638.31
105,115,-29.3904,-1248.61,-867.427,3548.41
110,115,-554.379,-1101.19,-829.401,3454.15
115,115,-1045,-951.149,-806.629,3348.06
120,115,-1494.76,-791.333,-798.649,3222.26
125,115,-1894.05,-614.128,-806.183,3070.22
130,115,-2228.72,-410.434,-829.067,2888.05
135,115,-2478.82,-171.013,-863.399,2674.48
140,115,-2619.37,108.039,-899.451,2429.29
145,115,-2625.1,416.356,-921.97,2151.3
150,115,-2479.29,721.152,-913.34,1837.69
155,115,-2184,966.367,-858.305,1486.13
160,115,-1766.31,1083.61,-747.959,1099.03
165,115,-1275.65,1013.17,-581.263,687.233
170,115,-771.881,726.585,-364.086,270.455
175,115,-309.002,240.464,-107.135,-126.387
180,115,77.4077,-384.701,175.722,-479.009
0,120,12646.9,-210.43,-6717.62,-772.747
5,120,12411.4,-1587.97,-6830.14,-25.4318
10,120,12136.4,-2795.79,-6848.09,762.207
15,120,11822.8,-3748.9,-6771.59,1540.42
20,120,11461.2,-4404.78,-6605.55,2257.68
25,120,11036.7,-4763.68,-6359.22,2871.01
30,120,10536.5,-4858.45,-6046.33,3353.68
35,120,9955.7,-4739.86,-5684.41,3697.75
40,120,9299.57,-4463.9,-5292.72,3911.38
45,120,8582.45,-4084.21,-4889.43,4013.21
50,120,7823.2,-3648.99,-4489.28,4026.51
55,120,7040.5,-3199.85,-4102.73,3974.95
60,120,6249.85,-2770.58,-3736.51,3880.07
65,120,5463,-2385.8,-3394.83,3759.98
70,120,4688.81,-2060.25,-3080.51,3628.89
75,120,3934.34,-1799.45,-2795.67,3496.97
80,120,3205.37,-1601.54,-2541.88,3370.85
85,120,2506.26,-1459.56,-2320.01,3254.33
90,120,1839.8,-1363.33,-2129.92,3149.1
95,120,1207.4,-1300.73,-1970.1,3055.24
100,120,609.739,-1258.68,-1837.63,2971.32
105,120,47.6781,-1223.99,-1728.56,2894.15
110,120,-476.957,-1184.31,-1638.89,2818.71
115,120,-960.905,-1128.74,-1565.67,2738.48
120,120,-1399.07,-1047.67,-1507.75,2646.48
125,120,-1783.77,-931.61,-1465.2,2536.86
130,120,-2103.34,-770.134,-1437.15,2406.02
135,120,-2340.72,-552.899,-1418.68,2252.47
140,120,-2473.67,-274.939,-1398.6,2074.95
145,120,-2478.65,54.0555,-1359.97,1869.87
150,120,-2339.25,400.576,-1283.98,1630.26
155,120,-2056.65,705.249,-1155.72,1348.02
160,120,-1656.76,893.285,-968.982,1019.1
165,120,-1188.63,896.343,-727.722,648.763
170,120,-712.771,677.185,-444.139,253.47
175,120,-284.14,245.613,-134.968,-142.032
180,120,61.7979,-341.489,181.8,-510.715
0,125,12013.3,-276.979,-7794.31,-751.467
5,125,11763.1,-1387.75,-7914.33,-70.0462
10,125,11503.6,-2327.41,-7961.9,640.524
15,125,11234.8,-3025.24,-7934.91,1330.21
20,125,10942.4,-3453.27,-7832.31,1949.99
25,125,10604,-3624.47,-7654.93,2461.69
30,125,10197.8,-3580.43,-7407.25,2844.39
35,125,9710.2,-3375.58,-7098.42,3095.24
40,125,9139.58,-3064.7,-6741.45,3225.75
45,125,8495.39,-2696.6,-6351.03,3255.94
50,125,7793.9,-2312.52,-5941.34,3209.16
55,125,7053.06,-1946.19,-5524.94,3108.61
60,125,6289.2,-1623.45,-5112.55,2975.43
65,125,5516.17,-1361.29,-4713.35,2827.47
70,125,4745.91,-1167.55,-4335.1,2678.57
75,125,3989.18,-1041.9,-3984.06,2538.34
80,125,3255.54,-978.004,-3664.73,2412.42
85,125,2552.73,-965.717,-3379.7,2303.38
90,125,1886.08,-992.802,-3129.5,2211.67
95,125,1258.47,-1045.85,-2912.65,2136.36
100,125,671.051,-1110.8,-2725.84,2075.54
105,125,124.335,-1173.53,-2564.51,2026.22
110,125,-380.717,-1220.7,-2423.95,1984.14
115,125,-841.969,-1240.42,-2300.48,1944
120,125,-1255.66,-1222.26,-2192.3,1900.15
125,125,-1615.8,-1156.17,-2098.86,1847.87
130,125,-1913.01,-1031.24,-2018.67,1784.23
135,125,-2133.08,-836.517,-1945.99,1707.61
140,125,-2256.74,-566.006,-1868.54,1615.47
145,125,-2262.74,-228.214,-1768.12,1501.39
150,125,-2135.47,143.923,-1625.21,1353.67
155,125,-1875.15,489.852,-1425.56,1157.89
160,125,-1505.64,731.087,-1165.76,902.931
165,125,-1073.82,793.313,-854.722,587.858
170,125,-638.633,632.357,-510.799,225.36
175,125,-254.051,251.823,-156.485,-160.148
180,125,45.7179,-295.678,186.494,-538.535
0,130,11288.2,-341.419,-8811.67,-724.467
5,130,11018.2,-1201.59,-8932.69,-154.239
10,130,10756.7,-1892.65,-9000.8,433.187
15,130,10504.5,-2357.57,-9012.44,988.84
20,130,10245.7,-2581.28,-8961.5,1467.74
25,130,9955.18,-2587.06,-8841.35,1838.21
30,130,9606.79,-2422.91,-8648.14,2086.71
35,130,9182.48,-2145.33,-8383.33,2216.98
40,130,8676.73,-1807.29,-8054.1,2245
45,130,8096.08,-1452.96,-7671.88,2192.79
50,130,7454.81,-1117.34,-7250.41,2083.67
55,130,6769.78,-827.245,-6804.2,1939.52
60,130,6056.87,-601.514,-6347.8,1779.54
65,130,5329.95,-450.42,-5895.07,1619.47
70,130,4601.36,-375.569,-5458.44,1471.05
75,130,3882.57,-371.104,-5048.01,1341.84
80,130,3184.03,-425.984,-4670.89,1235.55
85,130,2514.48,-526.418,-4330.93,1152.96
90,130,1880.13,-657.633,-4028.87,1092.98
95,130,1284.61,-804.775,-3762.73,1053.51
100,130,729.466,-953.265,-3528.41,1031.98
105,130,215.381,-1089.15,-3320.55,1025.32
110,130,-256.757,-1199.63,-3133.77,1029.93
115,130,-685.067,-1273.58,-2963.9,1041.65
120,130,-1066.34,-1301.31,-2808.7,1056.41
125,130,-1395.69,-1273.38,-2667.28,1071
130,130,-1665.73,-1179.19,-2537.68,1083.58
135,130,-1865.18,-1007.52,-2413.51,1092.77
140,130,-1978.23,-751.37,-2281.66,1094.89
145,130,-1986.63,-417.599,-2123.13,1080.67
150,130,-1876.25,-37.3786,-1918.11,1033.7
155,130,-1646.55,329.658,-1653.31,933.182
160,130,-1318.58,604.159,-1328.09,760.931
165,130,-935.394,708.782,-955.944,509.618
170,130,-552.219,594.626,-560.895,187.866
175,130,-220.049,259.934,-170.676,-180.5
180,130,29.2899,-247.616,189.769,-562.255
0,135,10477.3,-403.261,-9761.98,-691.953
5,135,10183.6,-1036.69,-9876.08,-274.509
10,135,9905.16,-1506.81,-9950.82,148.834
15,135,9644.77,-1769.7,-9982.09,531.899
20,135,9388.49,-1821.32,-9960.23,835.246
25,135,9111.95,-1692.59,-9873.02,1034.84
30,135,8789.24,-1435.2,-9710.25,1125.43
35,135,8401.52,-1105.58,-9467.57,1118.02
40,135,7941.99,-753.647,-9147.9,1033.59
45,135,7415.77,-418.516,-8760.61,896.376
50,135,6835.83,-129.092,-8319.62,729.396
55,135,6217.81,94.121,-7841.58,552.325
60,135,5576.38,238.275,-7344.35,381.02
65,135,4924.02,298.475,-6845.67,227.447
70,135,4271.38,277.837,-6361.53,99.6478
75,135,3627.99,186.358,-5904.79,1.86144
80,135,3002.36,38.69,-5484.16,-64.955
85,135,2401.5,-148.354,-5103.9,-102.24
90,135,1830.51,-357.738,-4764.25,-112.819
95,135,1292.47,-573.283,-4462.15,-100.068
100,135,789.153,-780.117,-4192.31,-67.449
105,135,321.916,-964.94,-3948.39,-18.3816
110,135,-107.337,-1116.33,-3724.41,43.7356
115,135,-495.731,-1224.91,-3515.94,115.659
120,135,-839.481,-1282.74,-3320.68,194.765
125,135,-1134.04,-1281.89,-3137.65,279.627
130,135,-1373.63,-1212.71,-2964.66,369.978
135,135,-1550,-1064.17,-2794.97,465.182
140,135,-1651.27,-828.49,-2614.96,560.96
145,135,-1662.97,-510.681,-2405.37,645.649
150,135,-1573.09,-139.264,-2146.61,698.618
155,135,-1380.63,228.909,-1826.6,693.287
160,135,-1103.31,516.363,-1447.25,604.902
165,135,-778.91,645.759,-1026.07,420.042
170,135,-456.966,565.893,-591.863,143.21
175,135,-183.652,270.689,-176.799,-202.677
180,135,12.6389,-197.67,191.6,-581.697
0,140,9586.6,-462.035,-10638,-654.174
5,140,9267.35,-899.454,-10736.2,-426.103
10,140,8960.92,-1183.11,-10799.8,-201.232
15,140,8673.36,-1281.44,-10825.1,-20.7659
20,140,8395.2,-1199.47,-10801,82.8784
25,140,8106.53,-973.021,-10712.3,94.0006
30,140,7785.04,-654.63,-10545.5,15.7325
35,140,7413.93,-298.356,-10293.2,-133.869
40,140,6986.95,50.4265,-9956.6,-329.156
45,140,6508.61,358.389,-9544.68,-544.027
50,140,5990.67,602.867,-9072.61,-756.424
55,140,5447.27,769.353,-8559.25,-949.848
60,140,4891.33,850.188,-8025.11,-1113.07
65,140,4333.17,844.54,-7490.4,-1239.34
70,140,3780.67,758.466,-6973.02,-1325.63
75,140,3239.94,604.059,-6486.95,-1372.04
80,140,2715.77,397.57,-6041.15,-1381.02
85,140,2211.61,157.134,-5639.31,-1356.49
90,140,1729.66,-99.1464,-5280.49,-1303.04
95,140,1271.27,-354.44,-4960.1,-1225.3
100,140,837.683,-593.833,-4671.33,-1127.66
105,140,430.951,-804.711,-4406.65,-1014.12
110,140,54.494,-977.022,-4159.32,-888.245
115,140,-286.998,-1103.23,-3924.61,-752.763
120,140,-588.3,-1177.43,-3700.27,-609.056
125,140,-844.475,-1193.57,-3485.41,-456.731
130,140,-1050.95,-1143.47,-3277.91,-294.146
135,140,-1202.39,-1016.84,-3071.06,-120.642
140,140,-1291.04,-805.628,-2851.39,59.5419
145,140,-1306.62,-513.202,-2600.09,233.14
150,140,-1239.8,-164.943,-2298.47,376.239
155,140,-1089.33,186.558,-1935.92,457.571
160,140,-869.265,468.163,-1516.61,446.891
165,140,-611.029,605.449,-1061.12,325.452
170,140,-356.853,547.362,-601.899,93.8832
175,140,-146.521,284.7,-174.426,-226.125
180,140,-4.10816,-146.22,191.972,-596.712
0,145,8622.96,-517.291,-11433,-611.415
5,145,8278.36,-795.277,-11506,-603.2
10,145,7937.73,-932.23,-11538,-603.589
15,145,7611.33,-907.869,-11527.1,-646.215
20,145,7296.12,-734.273,-11463.3,-754.975
25,145,6979.32,-449.49,-11332.1,-936.97
30,145,6644.67,-104.247,-11120.2,-1181.39
35,145,6279.3,251.866,-10820.9,-1464.29
40,145,5878.32,579.354,-10436.2,-1756.57
45,145,5445.64,851.29,-9977.1,-2031.4
50,145,4991.19,1051.33,-9460.78,-2268.7
55,145,4526.9,1170.68,-8908.25,-2456.24
60,145,4063.4,1206.21,-8341.6,-2588.59
65,145,3608.54,1160.05,-7781.76,-2665.34
70,145,3167.25,1039.65,-7246.61,-2689.54
75,145,2742.2,857.224,-6749.39,-2666.4
80,145,2334.22,628.42,-6297.95,-2602.21
85,145,1942.78,370.561,-5894.57,-2503.54
90,145,1566.56,101.032,-5536.7,-2376.63
95,145,1204.28,-163.892,-5218.03,-2227.15
100,145,855.822,-409.819,-4930.06,-2060.15
105,145,523.162,-624.824,-4663.72,-1880.15
110,145,210.729,-799.858,-4411.11,-1690.85
115,145,-75.1691,-928.731,-4166.79,-1494.67
120,145,-327.768,-1007.18,-3928.17,-1291.94
125,145,-541.428,-1030.9,-3694.39,-1080.56
130,145,-712.343,-993.365,-3463.61,-856.974
135,145,-837.657,-885.583,-3229.71,-618.98
140,145,-913.463,-699.928,-2980.27,-370.283
145,145,-933.602,-438.671,-2697.98,-124.908
150,145,-891.559,-124.003,-2365.89,91.1776
155,145,-785.964,196.765,-1975.25,243.559
160,145,-627.041,456.853,-1532.02,298.083
165,145,-439.19,587.311,-1058.75,231.93
170,145,-256.224,539.531,-590.091,42.4376
175,145,-110.399,302.427,-163.472,-250.191
180,145,-20.824,-93.6567,190.884,-607.185
0,150,7593.69,-568.611,-12141.1,-564.004
5,150,7226.22,-728.366,-12179.4,-799.126
10,150,6850.71,-761.984,-12158.1,-1043.3
15,150,6482.16,-658.954,-12078.7,-1319.68
20,150,6125.18,-436.232,-11935.2,-1642.15
25,150,5775.65,-131.68,-11717.6,-2009.35
30,150,5424.76,207.998,-11417.3,-2404.18
35,150,5064.32,539.306,-11032,-2798.92
40,150,4690.82,829.47,-10568,-3163.12
45,150,4306.8,1058.11,-10039.5,-3471.09
