Theta[deg],Phi[deg],re(rETheta)[mV],im(rETheta)[mV],re(rEPhi)[mV],im(rEPhi)[mV]
130,75,1127.25,-24.0495,-799.719,-852.174
135,75,1561.13,130.656,-806.244,-956.946
140,75,1919.74,315.586,-817.478,-1045.16
145,75,2157.89,509.832,-830.073,-1097.44
150,75,2231.54,700.212,-840.969,-1096.67
155,75,2108.97,879.182,-845.719,-1033.55
160,75,1781.65,1037.43,-836.256,-909.899
165,75,1271.19,1156.09,-799.707,-738.615
170,75,629.341,1205.01,-719.78,-540.223
175,75,-69.1066,1150.45,-581.024,-337.69
180,75,-738.951,969.579,-374.396,-151.305
0,80,-214.149,14626.8,-36.654,2517.52
5,80,-2340.81,14710.7,-595.854,2509.21
10,80,-4312.33,14583.1,-1084.14,2371.17
15,80,-6014.88,14254.7,-1488.92,2123.07
20,80,-7362.44,13741.3,-1806.17,1797.34
25,80,-8305.41,13059.1,-2036.92,1432.25
30,80,-8835.13,12224,-2184.45,1063.7
35,80,-8982.52,11253.9,-2253.32,718.695
40,80,-8809.96,10174,-2250.04,412.65
45,80,-8397.63,9020.01,-2184.21,150.495
50,80,-7827.91,7836.62,-2068.63,-69.6651
55,80,-7172.43,6671.59,-1918.2,-252.581
60,80,-6484.78,5567.89,-1747.86,-403.155
65,80,-5799.51,4557.03,-1570.66,-525.455
70,80,-5135.53,3655.95,-1396.56,-622.969
75,80,-4501.23,2867.97,-1232.33,-699.23
80,80,-3898.96,2186.56,-1082.06,-758.175
85,80,-3327.88,1600.43,-948.092,-804.026
90,80,-2785.16,1098.18,-831.838,-840.845
95,80,-2266.42,671.905,-734.314,-872.106
100,80,-1766.05,319.126,-656.304,-900.548
105,80,-1277.78,43.0034,-598.226,-928.379
110,80,-795.694,-149.314,-559.818,-957.654
115,80,-315.507,-250.147,-539.858,-990.435
120,80,163.867,-255.984,-536.093,-1028.3
125,80,638.287,-172.043,-545.533,-1071.05
130,80,1095.89,-14.6089,-565.075,-1115.06
135,80,1514.68,190.68,-592.229,-1152.04
140,80,1861.72,414.761,-625.495,-1169.42
145,80,2095.74,632.831,-663.911,-1152.82
150,80,2174.47,829.501,-705.54,-1090.22
155,80,2065.65,997.847,-745.278,-976.391
160,80,1758.36,1132.5,-772.969,-815.788
165,80,1270.49,1221.3,-773.178,-622.705
170,80,649.28,1241.96,-727.467,-418.413
175,80,-35.4905,1167.58,-618.92,-226.231
180,80,-703.508,979.077,-437.376,-66.2251
0,85,-216.528,14790.5,-17.8503,1233.13
5,85,-2567.57,14827.8,-421.217,1215.32
10,85,-4738.93,14585.8,-760.753,1081.02
15,85,-6607.65,14090.6,-1027.2,848.676
20,85,-8082.13,13379.7,-1220.12,548.969
25,85,-9110.62,12493.7,-1344.68,218.469
30,85,-9685.03,11471.5,-1408.32,-107.968
35,85,-9838.95,10349.1,-1418.43,-403.637
40,85,-9639.12,9162.09,-1381.85,-653.245
45,85,-9171.65,7948.53,-1305.51,-852.476
50,85,-8526.22,6748.89,-1197.32,-1004.86
55,85,-7782.39,5603.08,-1066.4,-1117.77
60,85,-7001.35,4545.26,-922.529,-1199.12
65,85,-6223.9,3599.01,-775.115,-1255.71
70,85,-5473.3,2774.98,-632.182,-1292.93
75,85,-4760.42,2071.68,-499.84,-1315.2
80,85,-4088.6,1479.02,-382.306,-1326.57
85,85,-3457.2,982.968,-282.332,-1330.9
90,85,-2863.49,570.131,-201.761,-1331.66
95,85,-2303.46,231.215,-141.93,-1331.66
100,85,-1772.33,-37.1253,-103.764,-1332.67
105,85,-1265.01,-232.228,-87.5274,-1335.41
110,85,-776.602,-347.281,-92.4262,-1339.62
115,85,-302.987,-374.989,-116.308,-1344.24
120,85,158.38,-312.514,-155.79,-1347.39
125,85,606.906,-166.278,-206.935,-1346.05
130,85,1036.16,45.4914,-266.334,-1335.59
135,85,1430.45,294.442,-332.044,-1309.4
140,85,1762.41,548.364,-403.74,-1259.25
145,85,1994.15,779.702,-481.577,-1176.77
150,85,2083.79,971.9,-563.904,-1055.99
155,85,1996.66,1119.62,-644.695,-896.271
160,85,1717.68,1222.4,-711.999,-704.584
165,85,1259.84,1275.67,-748.571,-495.935
170,85,665.383,1265.74,-734.959,-291.261
175,85,-0.732764,1172.75,-654.275,-113.14
180,85,-662.711,981.123,-497.026,19.359
0,90,-217.26,14841.7,1.08935,-60.64
5,90,-2762.07,14829.2,-209.607,-79.1969
10,90,-5102.68,14468.1,-366.881,-188.401
15,90,-7106.41,13800.1,-466.013,-373.646
20,90,-8676.48,12884.8,-510.966,-609.649
25,90,-9760.59,11787.8,-511.508,-865.674
30,90,-10353.7,10572.6,-479.24,-1112.01
35,90,-10494.4,9294.92,-424.157,-1325.64
40,90,-10255.1,8002.85,-352.95,-1493.53
45,90,-9727.81,6737.96,-269.249,-1612.68
50,90,-9007.78,5536.68,-175.141,-1687.78
55,90,-8180.47,4429.75,-72.8573,-1727.66
60,90,-7312.94,3440.23,34.2196,-1741.93
65,90,-6451.45,2581.25,141.506,-1739.02
70,90,-5623.7,1855.12,243.846,-1725.36
75,90,-4843.53,1254.54,336.306,-1705.65
80,90,-4115.85,765.712,414.703,-1683.44
85,90,-3440.49,372.397,475.712,-1661.59
90,90,-2814.73,59.8978,516.696,-1642.35
95,90,-2234.67,-181.921,535.499,-1627.2
100,90,-1695.89,-357.086,530.478,-1616.51
105,90,-1193.82,-463.666,500.856,-1609.16
110,90,-723.633,-495.746,447.282,-1602.42
115,90,-280.15,-447.129,372.243,-1592.02
120,90,142.086,-316.239,279.957,-1572.58
125,90,547.483,-110.918,175.503,-1538.25
130,90,936.242,148.961,63.42,-1483.42
135,90,1299.66,433.075,-53.5816,-1403.37
140,90,1615.93,707.027,-174.863,-1294.54
145,90,1849.75,941.451,-300.495,-1154.98
150,90,1958.1,1119.45,-428.531,-985.046
155,90,1902.02,1238.04,-552.129,-788.698
160,90,1660.42,1302.41,-658.149,-575.037
165,90,1240.16,1316.32,-728.38,-359.017
170,90,678.207,1275.01,-743.333,-160.291
175,90,35.1432,1165.67,-687.307,0.163153
180,90,-616.871,975.702,-552.894,104.796
0,95,-216.338,14780,20.0207,-1353.95
5,95,-2918.44,14716.8,32.9249,-1363.95
10,95,-5392.73,14238.1,85.2424,-1425.81
15,95,-7496.41,13400.5,175.503,-1531.26
20,95,-9128.13,12284.6,294.352,-1663.91
25,95,-10236.7,10981.1,427.285,-1803
30,95,-10822.5,9577.75,559.077,-1928.19
35,95,-10931.3,8150.87,678.102,-2023.88
40,95,-10642.6,6761.77,778.857,-2081.85
45,95,-10053.6,5456.58,861.92,-2101.64
50,95,-9263.89,4267.96,931.771,-2088.93
55,95,-8362.45,3216.85,993.785,-2052.86
60,95,-7420.32,2313.78,1051.77,-2003.19
65,95,-6488.07,1559.72,1106.83,-1948.36
70,95,-5597.59,947.205,1157.52,-1894.61
75,95,-4765.97,462.355,1200.75,-1845.97
80,95,-4000.02,87.578,1232.73,-1804.82
85,95,-3300.23,-195.208,1249.63,-1772.41
90,95,-2663.76,-401.538,1247.83,-1749.23
95,95,-2086.37,-542.089,1223.95,-1734.92
100,95,-1563.4,-621.538,1175.08,-1727.96
105,95,-1089.91,-638.882,1099.24,-1725.14
110,95,-660.195,-589.383,996.154,-1721.16
115,95,-266.839,-468.127,867.908,-1708.65
120,95,99.6255,-274.746,719.07,-1679
125,95,449.519,-18.1276,555.905,-1623.85
130,95,790.227,280.852,384.772,-1536.96
135,95,1120.17,590.669,210.383,-1415.63
140,95,1422.8,875.445,35.0453,-1261.08
145,95,1664.59,1104.52,-140.261,-1077.65
150,95,1800.1,1261.05,-313.066,-871.748
155,95,1784.43,1344.78,-476.212,-651.472
160,95,1588.88,1367,-616.26,-427.361
165,95,1213.11,1340.17,-714.946,-213.48
170,95,688.574,1268.6,-753.511,-27.3773
175,95,72.186,1146.24,-718.187,112.187
180,95,-566.335,962.856,-604.554,189.435
0,100,-213.77,14605.7,38.7996,-2636.96
5,100,-3032,14493.5,299.42,-2629.14
10,100,-5600.66,13904.9,581.758,-2622.06
15,100,-7767.02,12909.8,876.13,-2615.98
20,100,-9425.92,11608.7,1166.72,-2606.63
25,100,-10528.8,10115,1434.38,-2587.09
30,100,-11083.3,8539.62,1661.35,-2550.44
35,100,-11144.4,6978.61,1835.98,-2492.15
40,100,-10799.1,5506.37,1955.54,-2411.62
45,100,-10149.9,4173.86,2025.95,-2312.46
50,100,-9299.08,3010.44,2058.86,-2201.54
55,100,-8337.34,2027.5,2067.57,-2087.3
60,100,-7337.69,1222.86,2063.34,-1977.95
65,100,-6353.59,584.827,2053.43,-1880.08
70,100,-5420.22,95.5987,2040.72,-1798.04
75,100,-4557.62,-265.784,2024.63,-1733.96
80,100,-3774.43,-520.934,2002.32,-1688.2
85,100,-3071.77,-689.841,1969.73,-1659.95
90,100,-2446.49,-788.893,1922.22,-1647.57
95,100,-1893.58,-829.375,1854.94,-1648.59
100,100,-1407.42,-816.749,1763.24,-1659.35
105,100,-981.904,-751.029,1643.32,-1674.35
110,100,-609.479,-628.544,1493.24,-1685.7
115,100,-279.77,-445.234,1313.96,-1683.2
120,100,21.1966,-201.177,1109.91,-1655.41
125,100,309.76,94.673,888.492,-1591.98
130,100,600.274,421.426,658.432,-1486.39
135,100,897.863,747.13,427.433,-1338.17
140,100,1190.77,1034.84,200.516,-1153.12
145,100,1446.63,1252.69,-19.6923,-941.479
150,100,1616.79,1383.77,-230.366,-715.116
155,100,1649.37,1430.5,-424.879,-485.468
160,100,1506.9,1410.25,-590.62,-263.601
165,100,1181,1344.19,-710.213,-61.7898
170,100,697.537,1245.55,-766.19,105.256
175,100,110.5,1114.55,-747.027,221.399
180,100,-511.49,942.681,-651.612,272.633
0,105,-209.575,14320.3,57.2833,-3899.89
5,105,-3099.31,14162.9,582.226,-3865.59
10,105,-5720.71,13477.9,1107.69,-3770.13
15,105,-7911.91,12346.4,1613.53,-3624.11
20,105,-9564.88,10885.7,2076.38,-3438.09
25,105,-10634.9,9229.56,2472.73,-3222.36
30,105,-11138.1,7509.06,2783.73,-2986.91
35,105,-11139.4,5837.61,2999.8,-2741.62
40,105,-10734.1,4301.39,3122.94,-2496.19
45,105,-10029.4,2955.88,3165.74,-2259.94
50,105,-9129.26,1827.61,3147.63,-2041.33
55,105,-8124.78,919.504,3089.8,-1847.43
60,105,-7089.23,217.853,3010.86,-1683.32
65,105,-6077.2,-300.834,2924.21,-1551.8
70,105,-5125.71,-664.282,2837.35,-1453.47
75,105,-4256.63,-900.58,2752.69,-1387.07
80,105,-3479.79,-1035.74,2668.82,-1350.05
85,105,-2796.54,-1092.18,2581.81,-1339.04
90,105,-2203.09,-1087.64,2486.14,-1350.11
95,105,-1693.27,-1034.42,2375.38,-1378.65
100,105,-1259.96,-938.975,2242.77,-1418.88
105,105,-895.218,-802.241,2082.22,-1463.04
110,105,-589.162,-621.135,1889.56,-1500.82
115,105,-328.294,-391.545,1664.11,-1519.43
120,105,-94.4654,-112.77,1409.81,-1505.03
125,105,133.935,207.493,1135.2,-1445.65
130,105,377.285,549.485,851.755,-1334.84
135,105,646.591,881.565,570.836,-1174.35
140,105,934.352,1165.97,300.808,-974.359
145,105,1209.19,1369.44,46.1253,-750.531
150,105,1419.07,1474.58,-190.544,-519.456
155,105,1504.81,1485.93,-404.216,-295.015
160,105,1419.64,1426.52,-584.378,-87.8036
165,105,1146.72,1325.75,-715.492,92.6269
170,105,706.314,1205.25,-781.773,235.067
175,105,150.225,1070.9,-773.862,326.249
180,105,-452.752,915.333,-693.712,353.755
0,110,-203.785,13925.9,75.331,-5133.15
5,110,-3118.3,13729.3,873.23,-5064.82
10,110,-5749.87,12966.6,1647.44,-4865.07
15,110,-7928.97,11727.4,2365.14,-4556.12
20,110,-9545.87,10142.2,2994.32,-4165.47
25,110,-10560.4,8361.17,3507.49,-3723.17
30,110,-10997.6,6531.61,3886.36,-3258.93
35,110,-10932.2,4780.87,4125.64,-2799.62
40,110,-10467.4,3204.43,4234.2,-2367.45
45,110,-9714.83,1861.21,4232.78,-1978.9
50,110,-8779.67,775.415,4149.17,-1644.65
55,110,-7752.32,-56.9045,4012.45,-1369.97
60,110,-6705.12,-658.771,3848.18,-1155.63
65,110,-5692.13,-1063.36,3675.54,-999.003
70,110,-4750.34,-1306.91,3506.55,-895.204
75,110,-3901.69,-1424.08,3346.71,-838.161
80,110,-3155.84,-1445.52,3196.27,-821.414
85,110,-2513.47,-1396.72,3051.68,-838.568
90,110,-1969.65,-1297.53,2906.66,-883.324
95,110,-1516.66,-1161.8,2753.12,-949.089
100,110,-1145.54,-997.17,2582.07,-1028.19
105,110,-846.376,-805.263,2384.82,-1110.92
110,110,-607.087,-582.916,2154.7,-1184.77
115,110,-411.667,-324.951,1889.16,-1234.63
120,110,-238.922,-28.6581,1591.55,-1244.47
125,110,-63.4265,300.758,1271.66,-1200.91
130,110,139.781,645.713,943.964,-1097.57
135,110,386.533,975.571,623.849,-938.372
140,110,673.176,1252.03,323.243,-737.626
145,110,969.492,1440.3,48.2488,-516.01
150,110,1220.61,1521.99,-199.375,-294.238
155,110,1360.46,1503.01,-417.509,-87.8202
160,110,1333.19,1411.08,-599.057,94.062
165,110,1113.49,1282.88,-731.271,245.461
170,110,716.211,1147.54,-800.322,359.261
175,110,191.517,1015.83,-798.649,425.212
180,110,-390.568,881.018,-730.532,432.186
0,115,-196.444,13425.5,92.8053,-6327.34
5,115,-3088.34,13197.6,1164.1,-6219.04
10,115,-5687.83,12379.9,2185.34,-5903.76
15,115,-7820.03,11067.5,3108.97,-5416.09
20,115,-9374.85,9400.43,3893.45,-4801.81
25,115,-10316.9,7539.77,4507.69,-4112.34
30,115,-10679.6,5644.46,4935.44,-3398.88
35,115,-10546.4,3851.34,5177.81,-2707
40,115,-10027.2,2262.03,5252.54,-2072.84
45,115,-9237.37,937.368,5190.02,-1521.18
50,115,-8282.82,-100.579,5027.11,-1065.36
55,115,-7252.95,-860.805,4800.79,-708.808
60,115,-6218.38,-1372.92,4543.2,-447.32
65,115,-5231.27,-1676.95,4278.8,-271.75
70,115,-4326.72,-1815.38,4023.64,-170.521
75,115,-3524.75,-1828.18,3785.99,-131.623
80,115,-2833.07,-1750.24,3567.62,-143.88
85,115,-2250.38,-1610.45,3365.28,-197.45
90,115,-1769.78,-1431.27,3171.9,-283.616
95,115,-1381.6,-1228.5,2977.7,-394.011
100,115,-1075.08,-1011.04,2771.38,-519.447
105,115,-838.658,-780.987,2541.59,-648.595
110,115,-658.882,-534.588,2279.19,-767.039
115,115,-518.54,-264.948,1979.84,-857.432
120,115,-395.092,33.3837,1646.49,-901.557
125,115,-261.166,358.452,1290.32,-884.465
130,115,-88.8836,695.592,929.047,-799.69
135,115,141.315,1015.87,582.18,-653.155
140,115,429.31,1280.96,265.145,-463.105
145,115,746.54,1454.77,-14.7013,-254.986
150,115,1036.3,1517.61,-257.324,-53.2439
155,115,1226.81,1475.89,-464.647,125.57
160,115,1254.03,1360.74,-634.253,274.427
165,115,1084.68,1214.61,-757.097,391.713
170,115,728.52,1072.8,-821.538,474.894
175,115,234.52,950.113,-821.267,516.823
180,115,-325.412,839.998,-761.793,507.327
0,120,-187.608,12823,109.573,-7473.38
5,120,-3010.19,12572.9,1446.53,-7321.07
10,120,-5536.92,11725.8,2706.02,-6884.57
15,120,-7590.54,10379,3824.26,-6210.91
20,120,-9062.07,8677.17,4749.45,-5364.54
25,120,-9920.9,6787.23,5447.21,-4418.9
30,120,-10207.1,4874.01,5904.48,-3447.24
35,120,-10011,3079.13,6130.37,-2514.49
40,120,-9447.27,1506.78,6153.17,-1671.31
45,120,-8633.66,217.878,6014.15,-951.221
50,120,-7676.28,-767.596,5759.99,-370.642
55,120,-6663.23,-1462.06,5435.76,68.7411
60,120,-5662.97,-1899.06,5079.92,376.225
65,120,-4724.87,-2122.46,4721.69,567.829
70,120,-3880.76,-2178.32,4380.5,662.343
75,120,-3147.05,-2109.93,4066.75,678.264
80,120,-2527.86,-1955.29,3783.21,631.925
85,120,-2018.55,-1746.09,3526.5,536.854
90,120,-1609.34,-1507.22,3288.52,404.188
95,120,-1288.29,-1256.37,3057.69,243.859
100,120,-1042.98,-1003.66,2820.36,66.2847
105,120,-860.964,-751.57,2562.65,-115.849
110,120,-728.612,-495.781,2273.14,-286.301
115,120,-629.118,-227.741,1946,-425.399
120,120,-540.474,60.6716,1584.12,-512.442
125,120,-435.268,370.836,1200.38,-530.589
130,120,-284.358,691.403,815.839,-472.996
135,120,-65.5594,995.866,454.153,-347.381
140,120,224.236,1246.82,134.037,-175.821
145,120,558.685,1407.52,-136.329,11.5819
150,120,880.562,1457.12,-359.35,186.836
155,120,1114.02,1401.73,-541.976,332.672
160,120,1188.35,1274.29,-687.546,444.658
165,120,1063.42,1121.13,-791.558,525.978
170,120,744.414,982.036,-844.769,579.005
175,120,279.352,874.747,-841.52,599.728
180,120,-257.779,792.585,-787.255,578.607
0,125,-177.344,12122.8,125.508,-8562.54
5,125,-2886.02,11860.5,1712.49,-8364.35
10,125,-5301.93,11010.9,3194.91,-7806.95
15,125,-7248.97,9670.38,4492,-6949.24
20,125,-8620.98,7983.08,5541.32,-5873.81
25,125,-9391.64,6116.13,6305.33,-4675.49
30,125,-9605.79,4234.58,6774.83,-3449.1
35,125,-9357.51,2479.9,6967.84,-2278.4
40,125,-8763.9,955.396,6924.15,-1228.29
45,125,-7943.01,-279.716,6696.81,-340.969
50,125,-7000.06,-1207.62,6342.9,363.964
55,125,-6021.33,-1842.88,5915.85,886.272
60,125,-5072.73,-2220.74,5460.3,1239.99
65,125,-4200.38,-2386.29,5009.8,1447.69
70,125,-3432.12,-2386.59,4586.46,1535.16
75,125,-2779.93,-2265.93,4202.05,1527.29
80,125,-2243.4,-2063.48,3859.56,1445.55
85,125,-1813.72,-1812.26,3554.91,1307.14
90,125,-1477.71,-1538.5,3278.55,1125.58
95,125,-1220.95,-1261.1,3016.87,912.237
100,125,-1029.69,-991.121,2753.9,678.646
105,125,-891.252,-731.581,2473.4,438.818
110,125,-792.939,-478.141,2161.95,210.935
115,125,-719.752,-221.416,1812.62,17.271
120,125,-651.804,48.5504,1428.56,-118.624
125,125,-563.281,335.959,1024.66,-177.666
130,125,-425.285,632.869,625.473,-152.378
135,125,-214.139,915.989,258.722,-52.1241
140,125,75.9997,1150.04,-53.7957,97.2838
145,125,421.403,1298.83,-303.424,261.176
150,125,765.631,1340.76,-495.488,408.11
155,125,1030.75,1281.07,-642.61,520.204
160,125,1141.47,1152.8,-754.665,595.733
165,125,1052.35,1003.99,-832.361,642.8
170,125,764.847,876.878,-869.049,668.77
175,125,326.077,790.949,-859.146,672.721
180,125,-188.184,739.14,-806.727,645.483
0,130,-165.731,11330.4,140.487,-9586.53
5,130,-2719.31,11066,1954.41,-9342.82
10,130,-4989.86,10240.7,3638.54,-8670.96
15,130,-6806.36,8946.47,5095.24,-7640.5
20,130,-8067.27,7322.21,6251.5,-6350.57
25,130,-8749.99,5529.44,7066.65,-4915.67
30,130,-8901.71,3727.91,7535.34,-3450.42
35,130,-8617.16,2054.36,7684.6,-2056
40,130,-8012.46,608.111,7565.89,-810.469
45,130,-7203.58,-554.804,7244.26,235.872
50,130,-6293.08,-1418.76,6787.48,1060.27
55,130,-5364.34,-1999.42,6257.44,1663.53
60,130,-4480.13,-2332.09,5704.9,2063.68
65,130,-3683.04,-2461.15,5167.28,2289.02
70,130,-2996.92,-2432.55,4668.78,2371.52
75,130,-2429.44,-2289.4,4221.73,2341.84
80,130,-1975.86,-2069.89,3828.61,2226.24
85,130,-1623.45,-1806.32,3484.04,2045.4
90,130,-1355.76,-1524.56,3176.62,1815.15
95,130,-1156.13,-1243.5,2890.58,1548.36
100,130,-1009.7,-974.6,2607.66,1257.78
105,130,-903.992,-721.58,2309.46,958.884
110,130,-827.802,-480.871,1980.84,672.006
115,130,-768.685,-243.448,1614.1,422.24
120,130,-709.835,1.2512,1212.98,236.168
125,130,-628.198,259.412,794.585,135.231
130,130,-496.42,526.389,387.022,127.607
135,130,-290.568,782.817,21.9561,202.382
140,130,-2.87262,996.851,-275.961,330.194
145,130,345.584,1134.2,-497.818,472.055
150,130,700.283,1173.26,-652.038,593.26
155,130,983.297,1117.89,-757.136,675.308
160,130,1117.22,999.697,-829.859,718.99
165,130,1053.37,866.069,-876.515,737.063
170,130,790.464,759.577,-893.173,741.663
175,130,374.695,700.131,-873.841,734.793
180,130,-117.157,680.07,-820.058,707.447
0,135,-152.856,10451.8,154.396,-10537.6
5,135,-2514.75,10195.2,2165.45,-10250.9
10,135,-4609.69,9419.14,4024.87,-9476.8
15,135,-6275.78,8208.51,5619.31,-8293.71
20,135,-7417.96,6692.18,6865.79,-6814.73
25,135,-8016.79,5020.83,7720.46,-5171.12
30,135,-8119.42,3343.79,8181.22,-3494.53
35,135,-7817.84,1789.04,8283.3,-1901.17
40,135,-7223.8,449.35,8089.07,-480.644
45,135,-6448.25,-623.418,7675.08,709.49
50,135,-5588.84,-1415.64,7119.47,1643.41
55,135,-4724.42,-1943.18,6492.43,2322.38
60,135,-3913.67,-2240.19,5850.53,2767.47
65,135,-3195.38,-2349.05,5234.66,3011.46
70,135,-2589.84,-2313.17,4670.46,3091.42
75,135,-2101.4,-2172.91,4170.22,3042.91
80,135,-1722.22,-1963.66,3735.3,2896.39
85,135,-1436.87,-1715.13,3358.63,2675.88
90,135,-1226.7,-1451.04,3026.77,2399.59
95,135,-1073.44,-1188.92,2721.84,2082.13
100,135,-961.488,-939.813,2423.47,1737.68
105,135,-878.624,-708.046,2111.37,1383.43
110,135,-815.078,-491.331,1769.02,1041.9
115,135,-760.946,-281.957,1388.25,740.871
120,135,-702.717,-69.8169,973.627,509.69
125,135,-620.722,152.438,544.559,371.819
130,135,-490.204,383.21,132.574,335.915
135,135,-288.294,607.528,-227.043,389.574
140,135,-6.4339,798.04,-507.138,500.285
145,135,336.568,923.573,-698.709,625.319
150,135,688.969,963.25,-813.156,727.156
155,135,974.918,919.357,-874.598,786.708
160,135,1117.58,820.58,-906.45,806.86
165,135,1067.39,711.524,-920.595,804.376
170,135,821.544,632.948,-915.792,795.613
175,135,425.128,603.861,-885.272,785.169
180,135,-45.2385,615.824,-827.148,764.027
0,140,-138.818,9493.62,167.131,-11408.4
5,140,-2278.1,9253.85,2339.65,-11083.3
10,140,-4172.07,8549.07,4343.48,-10224.4
15,140,-5671.86,7454.37,6051.86,-8916.52
20,140,-6690.64,6084.85,7372.97,-7283.43
25,140,-7211.79,4575.67,8259.72,-5469.24
30,140,-7280.2,3061.41,8712.2,-3618.84
35,140,-6981.99,1657.94,8772.13,-1860.48
40,140,-6421.24,449.532,8511.12,-293.208
45,140,-5700.85,-516.695,8015.77,1019.1
50,140,-4911.04,-1228.68,7373.63,2047.55
55,140,-4124.24,-1701.55,6662.45,2793.17
60,140,-3393.82,-1967.36,5944.09,3278.85
65,140,-2754.45,-2065.59,5262.34,3540.59
70,140,-2223.43,-2036.34,4643.78,3619.3
75,140,-1803.08,-1916.31,4100.18,3554.54
80,140,-1484.3,-1737.11,3631.52,3380.51
85,140,-1250.81,-1524.67,3228.89,3124.46
90,140,-1083.35,-1299.39,2876.97,2807.21
95,140,-963.173,-1076.29,2556.06,2445.46
100,140,-874.42,-865.157,2244.06,2055.19
105,140,-805.116,-670.388,1919.3,1655.33
110,140,-746.504,-490.846,1564.33,1270.35
115,140,-690.679,-320.344,1170.91,930.133
120,140,-627.074,-149.692,744.653,665.91
125,140,-539.528,29.1159,307.165,502.304
130,140,-406.66,217.21,-107.066,447.916
135,140,-207.946,404.103,-459.831,488.901
140,140,64.6457,567.491,-722.11,590.267
145,140,393.917,680.129,-885.02,706.537
150,140,731.484,722.497,-962.55,798.179
155,140,1005.5,695.183,-983.619,845.691
160,140,1142.43,622.889,-977.481,853.5
165,140,1094.27,545.574,-961.055,841.425
170,140,857.96,500.266,-935.531,829.15
175,140,477.216,503.827,-893.098,823.339
180,140,27.0243,546.891,-827.944,814.793
0,145,-123.723,8463.19,178.594,-12192.4
5,145,-2016.04,8248.09,2472.08,-11835
10,145,-3689.08,7632.21,4585.82,-10912.8
15,145,-5010.37,6679.18,6382.84,-9514.28
20,145,-5903.06,5487.26,7764.27,-7769.6
25,145,-6353.07,4172.53,8679.82,-5831.05
30,145,-6401.27,2851.41,9130.27,-3852.33
35,145,-6125.33,1625.04,9161.46,-1970.07
40,145,-5618.73,567.791,8851.55,-290.529
45,145,-4973.61,-278.228,8294.88,1117.13
50,145,-4270.36,-901.952,7586.54,2220.86
55,145,-3573.13,-1316.87,6810.61,3020.54
60,145,-2928.81,-1552.01,6033.32,3539.72
65,145,-2367.58,-1643.27,5300.81,3816.26
70,145,-1904.21,-1626.94,4640.21,3893.82
75,145,-1540.21,-1535.81,4062.6,3815.17
80,145,-1266.89,-1397.44,3566.63,3617.8
85,145,-1068.97,-1233.72,3141.84,3332.14
90,145,-928.278,-1061.34,2771.39,2981.84
95,145,-826.887,-892.339,2434.26,2586.02
100,145,-749.442,-734.567,2107.3,2162.67
105,145,-684.362,-591.727,1768.09,1732.42
110,145,-623.558,-463.067,1399,1321.15
115,145,-560.478,-343.337,992.272,959.852
120,145,-486.895,-223.985,554.815,680.323
125,145,-389.97,-96.4217,110.116,507.094
130,145,-252.152,42.9145,-305.24,447.932
135,145,-56.3302,187.747,-651.299,487.609
140,145,203.749,320.809,-898.184,589.543
145,145,511.763,419.091,-1037.45,706.859
150,145,823.087,464.818,-1085.1,799.14
155,145,1071.59,456.909,-1073.54,846.822
160,145,1189.52,415.396,-1036.4,855.288
165,145,1132.77,374.223,-994.565,846.242
170,145,899.192,365.127,-951.102,841.512
175,145,530.719,401.778,-896.996,849.083
180,145,99.0815,473.796,-822.438,859.357
0,150,-107.687,7368.35,188.697,-12883.6
5,150,-1735.96,7184.11,2559.03,-12501.5
10,150,-3173.88,6669.65,4745.31,-11540.3
15,150,-4308.03,5876.12,6604.45,-10089.4
20,150,-5072.87,4883.05,8032.86,-8280.79
25,150,-5456.9,3785.12,8977.25,-6269.68
30,150,-5495.82,2678.31,9437.4,-4213.54
35,150,-5256.87,1647.22,9460.29,-2253.47
40,150,-4820.77,755.297,9127.13,-500.382
45,150,-4266.74,39.4506,8536.71,972.28
50,150,-3663.5,-489.791,7789.07,2129.15
55,150,-3065.46,-843.459,6972.74,2968.14
60,150,-2512.12,-1046.68,6157.22,3512.22
65,150,-2028.84,-1131.08,5390.45,3800
70,150,-1628.11,-1128.74,4700.02,3876.87
75,150,-1311.38,-1068.44,4096.61,3788.01
80,150,-1071.48,-973.84,3577.93,3573.75
85,150,-895.473,-863.189,3132.54,3267.42
90,150,-767.568,-749.799,2742.67,2895.46
95,150,-671.837,-642.868,2386.62,2479.44
100,150,-594.311,-548.111,2040.93,2039.41
105,150,-524.267,-467.907,1683.32,1597.48
110,150,-454.275,-400.947,1296.84,1180.34
115,150,-378.768,-341.906,874.939,818.986
120,150,-291.356,-282.098,426.024,544.434
125,150,-182.217,-212.044,-25.0456,379.761
130,150,-37.8194,-125.943,-440.831,331.082
135,150,154.833,-26.3437,-781.24,381.868
140,150,399.288,74.1015,-1016.86,494.957
145,150,679.516,156.505,-1140.12,623.588
150,150,954.973,205.013,-1168.24,727.773
155,150,1166.64,217.019,-1135.43,788.357
160,150,1254.65,207.61,-1077.72,811.127
165,150,1180.68,203.904,-1018.34,818.388
170,150,944.365,231.282,-961.424,832.722
175,150,585.325,299.477,-896.681,862.482
180,150,170.385,397.095,-810.673,897.381
0,155,-90.8308,6217.43,197.365,-13476.8
5,155,-1445.77,6068.4,2598.03,-13078.2
10,155,-2640.47,5662.2,4817.47,-12103.8
15,155,-3582.18,5037.3,6711.1,-10640.8
