Theta[deg],Phi[deg],re(rETheta)[mV],im(rETheta)[mV],re(rEPhi)[mV],im(rEPhi)[mV]
35,75,6533.53,-12253.8,3247.37,-2601.84
40,75,4950.52,-12246,2858.53,-2647.42
45,75,3588.38,-11818.4,2488.64,-2596.95
50,75,2468.21,-11096.6,2160.79,-2471.8
55,75,1577.71,-10188.4,1886.81,-2295.57
60,75,887.473,-9176.52,1668.65,-2089.06
65,75,363.469,-8119.34,1502.12,-1867.73
70,75,-26.1614,-7056.59,1380.76,-1641.53
75,75,-309.128,-6014.96,1298.34,-1416.18
80,75,-509.597,-5012,1249.65,-1194.82
85,75,-649.453,-4058.22,1230.08,-979.325
90,75,-749.185,-3158.22,1234.77,-771.182
95,75,-828.199,-2311.97,1257.88,-571.914
100,75,-904.692,-1516.62,1292.52,-383.263
105,75,-995.136,-768.808,1331.34,-207.157
110,75,-1113.27,-67.1028,1367.54,-45.4853
115,75,-1268.33,586.185,1395.96,100.274
120,75,-1462.64,1184.16,1413.59,229.414
125,75,-1688.85,1715.66,1419.07,342.066
130,75,-1928.36,2166.24,1411.06,438.686
135,75,-2151.94,2519.12,1386.24,518.914
140,75,-2323.92,2755.65,1338.3,580.179
145,75,-2409.07,2855.54,1259.02,616.905
150,75,-2380.27,2798.55,1141.66,621.278
155,75,-2223.61,2568.87,985.559,586.092
160,75,-1939.06,2162.56,799.324,509.091
165,75,-1537.14,1596.09,600.845,397.075
170,75,-1034.58,912.3,413.447,267.469
175,75,-452.817,180.136,259.731,145.793
180,75,179.296,-513.614,155.725,59.3813
0,80,14126.8,3189.06,3057.53,10.1001
5,80,14479.1,-8.40521,3118.27,-305.617
10,80,14259.6,-3163.49,3162.12,-577.208
15,80,13498.5,-6049.22,3175.93,-805.309
20,80,12288.2,-8472.92,3145.95,-990.387
25,80,10768.2,-10304.6,3063.32,-1129.37
30,80,9098.85,-11492.8,2928.57,-1215.84
35,80,7431.72,-12063.2,2752.72,-1243.52
40,80,5884.54,-12100.8,2554.27,-1210.47
45,80,4528.93,-11722.6,2353.62,-1121.62
50,80,3391.52,-11050.2,2167.49,-988.165
55,80,2465.2,-10189.4,2005.79,-824.584
60,80,1724.07,-9221.54,1871.58,-645
65,80,1136.32,-8203.67,1763.28,-460.424
70,80,672.044,-7173.65,1677.42,-277.7
75,80,306.072,-6156.55,1610.67,-99.935
80,80,17.4023,-5169.04,1560.61,72.202
85,80,-212.533,-4221.88,1525.37,238.98
90,80,-401.415,-3320.89,1502.93,400.362
95,80,-566.751,-2467.88,1490.44,555.223
100,80,-725.731,-1662.12,1484.04,701.092
105,80,-894.364,-902.476,1479.23,834.385
110,80,-1085.98,-189.763,1471.6,951.045
115,80,-1309.09,471.593,1457.57,1047.38
120,80,-1564.77,1073.1,1434.78,1120.81
125,80,-1844.03,1603.13,1401.7,1170.07
130,80,-2126.36,2048.37,1356.59,1194.71
135,80,-2380.67,2394.9,1296.41,1193.98
140,80,-2569.64,2627.96,1216.39,1165.6
145,80,-2656.88,2731.01,1111.27,1105.41
150,80,-2615.01,2686.11,978.024,1008.57
155,80,-2431.24,2477.36,819.196,872.518
160,80,-2108.56,2098.16,645.046,700.645
165,80,-1662.37,1560.16,473.107,505.201
170,80,-1115.52,900.085,324.721,307.547
175,80,-495.408,180.574,219.64,134.933
180,80,165.041,-516.835,170.76,14.3909
0,85,14339.5,3177.81,1814.67,-267.884
5,85,14697.4,89.2147,1819.9,-328.249
10,85,14542.4,-2947.85,1862.31,-329.853
15,85,13893.5,-5723.67,1928.8,-287.337
20,85,12823.8,-8060.47,2000.6,-217.212
25,85,11450,-9837.47,2058.97,-131.861
30,85,9911.36,-11005.3,2090.65,-36.5118
35,85,8344.4,-11585.3,2090.97,69.8427
40,85,6860.32,-11654.6,2063.55,190.736
45,85,5531.62,-11321.8,2017.14,328.122
50,85,4390.28,-10701.8,1961.55,479.994
55,85,3435.76,-9896.61,1904.37,640.534
60,85,2647.71,-8985.23,1849.76,802.154
65,85,1998.23,-8023.28,1798.9,958.059
70,85,1460.29,-7047.32,1751.37,1104.06
75,85,1011.24,-6080.94,1706.43,1239.08
80,85,632.743,-5139.51,1663.61,1364.38
85,85,309.025,-4232.89,1622.79,1482.12
90,85,25.0101,-3366.68,1583.77,1593.81
95,85,-234.635,-2543.19,1545.96,1699.24
100,85,-485.381,-1762.76,1508.24,1795.96
105,85,-741.768,-1025.76,1469.04,1879.57
110,85,-1015.62,-334.623,1426.69,1944.62
115,85,-1313.75,304.859,1379.57,1985.77
120,85,-1635.35,883.674,1326.21,1998.82
125,85,-1969.66,1391.07,1264.98,1981.13
130,85,-2294.72,1816.38,1193.73,1931.29
135,85,-2578.47,2149.76,1109.58,1848.07
140,85,-2782.98,2380.96,1009.33,1729.58
145,85,-2871.66,2496.86,890.704,1573.27
150,85,-2817.33,2480.36,754.314,1377.43
155,85,-2608.49,2313.07,605.658,1144.03
160,85,-2251.05,1982.76,456.156,881.698
165,85,-1765.3,1493.37,322.318,607.408
170,85,-1180.35,873.363,222.756,345.583
175,85,-529.729,178.078,173.703,124.271
180,85,149.531,-516.123,184.494,-30.709
0,90,14443.1,3142.37,557.988,-543.828
5,90,14796.2,205.802,507.124,-371.642
10,90,14702.9,-2665.77,535.273,-128.131
15,90,14171.7,-5281.26,630.911,160.924
20,90,13256.4,-7480.65,773.286,465.612
25,90,12049.6,-9156.37,937.657,759.97
30,90,10666.7,-10265,1100.9,1027.84
35,90,9225.84,-10826.2,1245.79,1264.36
40,90,7828.2,-10909.7,1362.91,1473.19
45,90,6544.69,-10614.7,1450.01,1661.4
50,90,5412,-10047.1,1509.75,1834.81
55,90,4437.09,-9302.68,1546.92,1995.53
60,90,3607.05,-8457.46,1566.36,2142.37
65,90,2899.75,-7565.68,1571.76,2272.85
70,90,2291.92,-6663.15,1565.52,2385.41
75,90,1763.43,-5772.34,1549.1,2480.72
80,90,1297.93,-4906.85,1523.42,2561.53
85,90,881.63,-4074.54,1489.27,2631.47
90,90,501.628,-3279.29,1447.44,2693.46
95,90,144.923,-2522.42,1398.82,2748.34
100,90,-201.542,-1804.16,1344.38,2794.2
105,90,-549.823,-1125.46,1285.15,2826.54
110,90,-909.192,-489.552,1221.96,2839.2
115,90,-1283.94,97.3712,1155.11,2825.67
120,90,-1671.03,626.964,1084.06,2780.34
125,90,-2058.15,1090.7,1007.25,2699.25
130,90,-2422.63,1481.81,922.328,2579.95
135,90,-2732.53,1795.42,826.846,2420.88
140,90,-2950.46,2026.05,719.348,2220.7
145,90,-3040.36,2163.52,600.582,1978.56
150,90,-2975.62,2190.18,474.6,1695.65
155,90,-2745.83,2082.93,349.446,1377.73
160,90,-2359.48,1821.18,237.112,1037.51
165,90,-1841.36,1398.56,152.399,695.432
170,90,-1226.64,833.376,110.494,377.846
175,90,-554.885,172.865,123.503,112.801
180,90,132.882,-511.482,196.824,-75.5752
0,95,14436.8,3083.01,-702.936,-815.634
5,95,14774,336.776,-808.51,-441.006
10,95,14735.2,-2327.39,-806.314,14.0433
15,95,14319.6,-4737.53,-705.098,515.228
20,95,13562.7,-6753.46,-524.896,1022.13
25,95,12533,-8284.05,-292.647,1497.77
30,95,11321.1,-9295.48,-37.1626,1916.66
35,95,10024.5,-9808.67,215.573,2268.33
40,95,8731.38,-9887.31,445.852,2555.51
45,95,7508.63,-9620.16,641.867,2788.63
50,95,6396.29,-9102.8,799.376,2979.6
55,95,5409.05,-8423.08,919.841,3137.46
60,95,4542.69,-7652.54,1007.86,3267.15
65,95,3782.35,-6843.8,1068.81,3370.79
70,95,3109.67,-6032.11,1107.26,3449.84
75,95,2507.32,-5238.95,1126.36,3506.8
80,95,1960.58,-4475.99,1128.03,3545.63
85,95,1457.03,-3748.32,1113.5,3570.95
90,95,985.501,-3057.05,1084.01,3586.65
95,95,535.32,-2401.3,1041.28,3594.45
100,95,96.2767,-1779.99,987.689,3593.17
105,95,-340.497,-1193.51,926.062,3578.6
110,95,-781.039,-644.701,859.091,3544.36
115,95,-1226.73,-138.886,788.547,3483.16
120,95,-1672.4,317.531,714.666,3388.2
125,95,-2104.77,719.357,636.1,3254.24
130,95,-2501.49,1064.43,550.684,3077.95
135,95,-2831.91,1353.1,456.852,2857.59
140,95,-3060.21,1584.48,355.195,2592.62
145,95,-3151.45,1750.62,249.526,2283.84
150,95,-3079.61,1832.15,147.096,1934.69
155,95,-2834.94,1799.6,58.0371,1553.46
160,95,-2427.76,1622.01,-5.67901,1155.2
165,95,-1886.71,1280.67,-31.5985,762.059
170,95,-1252.48,782.276,-8.5933,401.056
175,95,-570.271,165.398,70.7777,99.6157
180,95,115.222,-502.949,207.657,-119.866
0,100,14320.6,3000.19,-1958.51,-1081.23
5,100,14630.5,476.493,-2115.19,-540.565
10,100,14635,-1945.62,-2148.29,85.0451
15,100,14325.4,-4113.16,-2062.97,755.068
20,100,13720.8,-5906.88,-1876.31,1421.52
25,100,12867,-7254.49,-1614.03,2039.49
30,100,11830.4,-8134.75,-1306.54,2576.59
35,100,10687,-8572.56,-984.538,3017.81
40,100,9510.03,-8627.18,-674.598,3364.54
45,100,8360.2,-8377.51,-395.91,3629.07
50,100,7279.03,-7907.76,-158.831,3827.6
55,100,6288.03,-7296.41,34.2994,3974.74
60,100,5391.89,-6609.13,186.666,4081.09
65,100,4583.95,-5895.77,303.915,4153.56
70,100,3851.92,-5190.42,391.615,4197.08
75,100,3182.09,-4513.38,453.89,4216.28
80,100,2561.76,-3874.29,493.23,4216.23
85,100,1979.82,-3275.42,511.125,4202.1
90,100,1426.63,-2714.72,508.984,4178.18
95,100,893.626,-2188.47,488.902,4146.69
100,100,373.413,-1693.33,453.978,4106.96
105,100,-139.633,-1227.78,408.029,4055.25
110,100,-648.309,-792.793,354.797,3985.22
115,100,-1151.32,-391.325,296.909,3889.07
120,100,-1641.95,-26.6392,235.138,3759.07
125,100,-2106.84,300.074,168.492,3588.91
130,100,-2525.06,591.309,95.3751,3374.56
135,100,-2868.31,852.181,15.5232,3114.41
140,100,-3103.11,1085.64,-68.1552,2808.81
145,100,-3196,1285.19,-148.771,2459.96
150,100,-3121.33,1429.01,-216.11,2072.59
155,100,-2869.34,1480.38,-258.358,1655.8
160,100,-2451.27,1396.89,-264.061,1224.88
165,100,-1898.59,1146.35,-223.654,801.712
170,100,-1256.64,722.966,-130.612,412.623
175,100,-575.605,156.352,17.372,83.9614
180,100,96.6848,-490.588,216.909,-163.245
0,105,14095.4,2894.54,-3199.18,-1338.6
5,105,14366.9,618.452,-3400.98,-673.36
10,105,14399.8,-1535.63,-3475.25,76.1021
15,105,14179.9,-3433.01,-3423.15,864.835
20,105,13712,-4975.62,-3257.08,1640.13
25,105,13022,-6111.26,-2998.76,2352.48
30,105,12153.7,-6833.29,-2676.6,2965.62
35,105,11162.3,-7172.79,-2322.03,3461.87
40,105,10106.1,-7186.56,-1964.88,3841.64
45,105,9037.37,-6944.73,-1629.03,4118.07
50,105,7997.2,-6520.31,-1329.69,4310.02
55,105,7012.04,-5981.46,-1073.16,4436.18
60,105,6094.47,-5386.45,-858.899,4511.9
65,105,5246.11,-4780.6,-682.684,4548.68
70,105,4461.53,-4195.38,-539.509,4555.05
75,105,3731.92,-3649.13,-425.382,4537.96
80,105,3047.62,-3149.35,-337.81,4503.52
85,105,2399.54,-2695.77,-275.302,4457.11
90,105,1779.67,-2283.55,-236.436,4402.9
95,105,1181.31,-1906.08,-219.028,4343.11
100,105,599.305,-1557.12,-219.757,4277.32
105,105,30.5715,-1232.13,-234.444,4202.11
110,105,-525.271,-928.758,-258.92,4111.33
115,105,-1065.16,-646.278,-290.135,3996.97
120,105,-1581.81,-383.963,-326.925,3850.67
125,105,-2062.78,-138.875,-369.812,3665.38
130,105,-2489.48,95.543,-419.553,3436.71
135,105,-2836.67,328.136,-474.872,3163.33
140,105,-3073.67,564.651,-530.448,2846.47
145,105,-3168.61,799.343,-576.399,2489.14
150,105,-3095.89,1007.67,-599.756,2096.15
155,105,-2845.07,1145.67,-587.318,1675.54
160,105,-2427.22,1159.52,-528.493,1240.6
165,105,-1875.49,1003.42,-417.012,810.911
170,105,-1238.67,658.883,-251.383,410.818
175,105,-570.947,146.565,-34.8288,65.2866
180,105,77.4121,-474.494,224.51,-205.381
0,110,13762.9,2766.86,-4415.5,-1585.78
5,110,13985.4,755.549,-4654.03,-841.093
10,110,14029.6,-1114.18,-4770.98,-18.2744
15,110,13877.4,-2724.96,-4763.42,834.724
20,110,13522.6,-3999.33,-4638.02,1663.06
25,110,12974.3,-4905.22,-4410.43,2416.02
30,110,12256.9,-5451.39,-4104.22,3056.73
35,110,11407.2,-5676.54,-3748.14,3567.33
40,110,10468.6,-5636.79,-3371.89,3948.29
45,110,9484.88,-5395.13,-3001.27,4213.31
50,110,8494.38,-5014.26,-2654.71,4382.71
55,110,7526.21,-4551.94,-2342.27,4477.75
60,110,6598.85,-4057.71,-2067.03,4517.28
65,110,5721.16,-3570.47,-1827.8,4516.47
70,110,4894.71,-3117.08,-1621.85,4487.03
75,110,4116.53,-2712.56,-1446.66,4437.93
80,110,3381.37,-2361.79,-1300.61,4376.1
85,110,2683.22,-2062.2,-1182.63,4306.81
90,110,2016.2,-1806.69,-1091.53,4233.72
95,110,1375.23,-1586.15,-1025.21,4158.65
100,110,756.563,-1391.35,-980.392,4081.11
105,110,158.382,-1214.16,-952.8,3997.93
110,110,-418.704,-1048.13,-938.071,3903.27
115,110,-971.243,-888.176,-932.844,3789.23
120,110,-1492.53,-729.401,-935.538,3647.27
125,110,-1971.9,-565.193,-946.086,3470.07
130,110,-2393.61,-385.928,-964.308,3253.19
135,110,-2735.79,-180.277,-987.384,2995.66
140,110,-2970.69,59.2591,-1007.7,2699.23
145,110,-3068.03,327.225,-1012.57,2366.95
150,110,-3002.07,596.624,-986.46,2002.35
155,110,-2761.06,817.11,-914.971,1610.57
160,110,-2354.99,924.472,-788.556,1200.82
165,110,-1817.33,860.222,-604.486,788.535
170,110,-1198.94,593.738,-366.607,394.89
175,110,-556.71,136.979,-83.963,43.2691
180,110,57.5501,-454.788,230.403,-245.955
0,115,13325.7,2618.12,-5598.22,-1820.9
5,115,13489.8,880.348,-5862.72,-1044.03
10,115,13526.9,-698.902,-6018.86,-200.019
15,115,13417,-2018.51,-6059.83,661.307
20,115,13145.7,-3020.37,-5986.07,1485.27
25,115,12709.3,-3691.44,-5806,2223.04
30,115,12117,-4055.38,-5536.38,2840.45
35,115,11390.2,-4158.93,-5200.83,3322.16
40,115,10559.5,-4058.72,-4826.18,3670.28
45,115,9660.07,-3812.28,-4437.74,3899.46
50,115,8726.52,-3473.42,-4055.56,4030.78
55,115,7788.22,-3090.05,-3692.92,4086.78
60,115,6867.1,-2702.45,-3357.01,4088.19
65,115,5977.31,-2341.58,-3050.94,4052.43
70,115,5126.49,-2027.89,-2775.71,3993.2
75,115,4317.57,-1771.44,-2531.63,3920.64
80,115,3550.44,-1573.54,-2318.9,3841.88
85,115,2823.02,-1429.07,-2137.47,3761.7
90,115,2132.1,-1328.91,-1986.65,3682.95
95,115,1474.13,-1261.89,-1864.54,3606.79
100,115,845.962,-1216.23,-1767.89,3532.49
105,115,245.781,-1180.5,-1692.29,3457.12
110,115,-326.292,-1144.4,-1633.1,3375.37
115,115,-867.766,-1098.89,-1586.49,3279.88
120,115,-1373.48,-1035.53,-1550.34,3162.53
125,115,-1835.04,-944.95,-1523.92,3016.24
130,115,-2239.67,-815.572,-1506.14,2836.82
135,115,-2568.8,-634.686,-1492.81,2623.55
140,115,-2797.59,-393.819,-1474.27,2378.22
145,115,-2897.41,-98.2591,-1435.3,2102.93
150,115,-2842.42,223.272,-1358.02,1798.66
155,115,-2619.32,515.552,-1226.91,1466.04
160,115,-2236.2,705.912,-1033.55,1108.54
165,115,-1725.54,724.969,-778.814,735.874
170,115,-1138.67,531.25,-472.047,365.084
175,115,-533.658,128.579,-128.261,17.8309
180,115,37.2502,-431.621,234.542,-284.656
0,120,12787.1,2449.46,-6738.33,-2042.15
5,120,12885.2,985.369,-7015.91,-1280.95
10,120,12896.9,-307.509,-7202.47,-467.419
15,120,12802.1,-1343.29,-7287.81,347.725
20,120,12581.7,-2081.38,-7266.26,1111.91
25,120,12223.2,-2525.69,-7138.6,1780.88
30,120,11724.7,-2713.13,-6913.95,2326.1
35,120,11096.1,-2697.66,-6609.41,2737.3
40,120,10358,-2536.83,-6247.27,3020.07
45,120,9538.37,-2283.93,-5850.7,3190.75
50,120,8667.34,-1985.32,-5440.08,3271
55,120,7773.02,-1680.11,-5031.28,3283.49
60,120,6878.38,-1399.64,-4635.68,3249.25
65,120,6000.47,-1166.37,-4261.26,3186.1
70,120,5151.02,-993.262,-3913.7,3107.99
75,120,4337.66,-884.192,-3597.09,3024.9
80,120,3564.82,-835.768,-3314.17,2943.27
85,120,2834.29,-839.607,-3066.38,2866.84
90,120,2145.58,-884.351,-2853.66,2797.34
95,120,1496.53,-957.047,-2674.28,2735.12
100,120,884.223,-1044.02,-2524.8,2679.17
105,120,306.115,-1131.62,-2400.49,2626.88
110,120,-239,-1206.95,-2296.2,2573.71
115,120,-750.302,-1258.34,-2207.55,2513.35
120,120,-1224.58,-1275.12,-2131.78,2438.67
125,120,-1655.74,-1246.34,-2067.53,2343.37
130,120,-2033.77,-1159.51,-2012.94,2223.74
135,120,-2343.23,-1001.33,-1962.66,2079.25
140,120,-2562.21,-762.758,-1905.27,1911.11
145,120,-2664.05,-448.74,-1823.33,1719.68
150,120,-2623.19,-88.6923,-1696.81,1502.27
155,120,-2424.86,259.212,-1509.18,1253.85
160,120,-2074.74,516.379,-1253.11,970.934
165,120,-1603.09,605.069,-933.033,656.473
170,120,-1059.94,474.868,-563.716,322.599
175,120,-502.88,122.333,-166.114,-10.8653
180,120,16.6668,-405.169,236.896,-321.191
0,125,12151.2,2262.15,-7827.15,-2247.87
5,125,12178,1063.38,-8103.12,-1549.19
10,125,12147.6,42.9612,-8306.17,-815.208
15,125,12041.7,-727.497,-8423.46,-96.5262
20,125,11839.4,-1222.76,-8443.83,558.038
25,125,11523.7,-1460.85,-8360.95,1110.9
30,125,11085.9,-1489.17,-8176.42,1541.42
35,125,10528.4,-1367.16,-7900.67,1846.5
40,125,9864.88,-1152.68,-7550.95,2036.76
45,125,9117.53,-895.224,-7147.63,2131.11
50,125,8312.74,-634.801,-6710.79,2151.7
55,125,7476.37,-402.877,-6258.35,2120.49
60,125,6630.69,-222.74,-5805.62,2057.21
65,125,5793.28,-108.961,-5365.41,1978.19
70,125,4977.45,-67.0758,-4948.23,1895.78
75,125,4193.11,-94.4798,-4562.13,1818.27
80,125,3447.32,-182.511,-4212.6,1750.39
85,125,2744.31,-318.874,-3902.56,1694.21
90,125,2085.53,-489.552,-3632.43,1650.11
95,125,1469.87,-679.867,-3400.3,1617.48
100,125,894.579,-874.969,-3202.27,1594.99
105,125,356.509,-1060.23,-3033.04,1580.38
110,125,-146.656,-1221.84,-2886.87,1570.07
115,125,-615.481,-1347.26,-2758.87,1559.06
120,125,-1048.32,-1425.17,-2645.84,1541.64
125,125,-1440.95,-1444.3,-2545.96,1512.77
130,125,-1785.79,-1392.09,-2456.8,1469.55
135,125,-2070.38,-1255.16,-2372.06,1411.57
140,125,-2276.04,-1024.11,-2278.87,1339.21
145,125,-2378.67,-703.224,-2157.83,1250.43
150,125,-2353.71,-321.487,-1987.07,1138.25
155,125,-2185.36,62.0545,-1749.17,991.349
160,125,-1876.59,365.753,-1437.84,798.655
165,125,-1454.32,506.563,-1060.84,555.769
170,125,-965.616,427.541,-638.063,269.455
175,125,-465.766,119.13,-196.138,-42.4348
180,125,-4.04345,-375.634,237.447,-355.282
0,130,11422.7,2057.63,-8856.41,-2436.47
5,130,11375.8,1107.68,-9114.72,-1844.68
10,130,11289.6,336.885,-9315.69,-1234.83
15,130,11149.4,-196.555,-9444.8,-656.19
20,130,10935.6,-480.37,-9486.59,-152.447
25,130,10630.4,-543.345,-9428.9,246.933
30,130,10222.3,-440.016,-9266.99,530.632
35,130,9710,-232.698,-9005.56,703.95
40,130,9102.89,21.8769,-8657.47,783.557
45,130,8419.47,278.316,-8240.66,791.408
50,130,7682.96,502.517,-7774.98,750.031
55,130,6916.81,669.727,-7280.15,679.826
60,130,6141.48,763.507,-6774.86,597.822
65,130,5373.25,775.9,-6276.14,517.153
70,130,4624.58,707.54,-5798.63,446.902
75,130,3904.92,566.575,-5353.72,392.331
80,130,3221.17,366.409,-4949.1,355.548
85,130,2577.72,123.105,-4588.6,336.496
90,130,1976.27,-146.633,-4272.55,333.963
95,130,1416.03,-426.508,-3998.38,346.334
100,130,894.484,-700.978,-3761.31,371.862
105,130,408.552,-955.414,-3555.26,408.486
110,130,-44.12,-1176.4,-3373.97,453.425
115,130,-464.304,-1352.05,-3212.28,502.998
120,130,-850.863,-1471.73,-3066.89,553.069
125,130,-1200.68,-1524.89,-2935.9,600.159
130,130,-1508.18,-1499.63,-2816.59,642.548
135,130,-1763.92,-1382.97,-2701.97,680.203
140,130,-1952.88,-1165.33,-2578.02,712.656
145,130,-2054.34,-850.062,-2423.8,735.379
150,130,-2045.65,-464.762,-2215.96,736.92
155,130,-1910.61,-67.3271,-1936.43,699.594
160,130,-1649.43,260.501,-1579.85,604.752
165,130,-1284.81,433.689,-1156.93,440.573
170,130,-859.25,391.525,-692.143,208.305
175,130,-423.956,119.733,-217.233,-76.3033
180,130,-24.7229,-343.239,236.191,-386.668
0,135,10607.4,1837.44,-9818.27,-2606.53
5,135,10487.2,1112.35,-10042.1,-2162.11
10,135,10335.8,560.693,-10218.7,-1714.86
15,135,10143.3,228.141,-10333,-1311.2
20,135,9894.26,116.485,-10367,-988.465
25,135,9573.3,189.735,-10304.8,-767.247
30,135,9169.77,389.919,-10137.4,-649.125
35,135,8681.42,654.87,-9865.64,-620.132
40,135,8115.89,930.887,-9499.6,-657.468
45,135,7489.2,1177.55,-9056,-736.233
50,135,6822.04,1366.74,-8555.05,-833.991
55,135,6135.37,1479.86,-8018.23,-932.798
60,135,5447.28,1506.22,-7466.92,-1019.57
65,135,4771.6,1442.91,-6921.17,-1085.77
70,135,4118.22,1294.83,-6398.32,-1126.84
75,135,3493.89,1073.71,-5911.81,-1141.52
80,135,2902.93,795.985,-5470.27,-1130.91
85,135,2347.46,480.207,-5077.51,-1097.47
90,135,1827.59,144.959,-4733.03,-1044.03
95,135,1341.75,-192.32,-4432.98,-973.234
100,135,887.456,-515.754,-4171.29,-887.383
105,135,462.384,-811.128,-3940.88,-788.609
110,135,65.3283,-1066.03,-3735,-679.263
115,135,-303.281,-1269.89,-3548.44,-562.052
120,135,-641.535,-1413.56,-3378.15,-439.641
125,135,-946.496,-1487.92,-3222.53,-313.786
130,135,-1214.13,-1482.35,-3078.94,-184.659
135,135,-1438.02,-1384.77,-2940.15,-51.4866
140,135,-1607.26,-1185.76,-2791.42,84.7664
145,135,-1705.22,-887.763,-2610.86,217.354
150,135,-1712.06,-516.27,-2374.23,330.709
155,135,-1611.89,-126.26,-2063.17,401.288
160,135,-1402.32,203.262,-1673.14,403.458
165,135,-1101.14,388.624,-1217.26,318.455
170,135,-744.949,368.259,-723.766,142.203
175,135,-379.287,124.745,-228.628,-111.75
180,135,-45.2143,-308.233,233.138,-415.112
0,140,9711.3,1603.28,-10705.4,-2756.76
5,140,9521.66,1072.46,-10878,-2495.06
10,140,9301.01,703.38,-11005.2,-2241.57
15,140,9045.22,530.108,-11073.3,-2037.87
20,140,8745.25,546.476,-11064.1,-1913.92
25,140,8391.03,712.797,-10960.5,-1881.31
30,140,7975.4,971.311,-10752.1,-1932.44
35,140,7497.5,1263,-10438.4,-2045.58
40,140,6964.47,1539.16,-10029.3,-2192.7
45,140,6390.51,1765.38,-9541.65,-2346.82
50,140,5793.81,1919.73,-8997.03,-2486.51
55,140,5192.59,1989.46,-8418.59,-2597.29
60,140,4602.09,1968.78,-7829.43,-2671.08
65,140,4033.18,1858.38,-7250.98,-2704.98
70,140,3492.4,1665.46,-6701.45,-2699.83
75,140,2982.83,1403.03,-6194.41,-2658.96
80,140,2504.88,1088.18,-5738.01,-2586.98
85,140,2057.05,739.83,-5334.93,-2488.76
90,140,1636.5,376.829,-4983.13,-2368.71
95,140,1239.85,16.7366,-4677.06,-2230.4
100,140,864.137,-324.715,-4408.99,-2076.71
105,140,507.821,-633.847,-4170.6,-1910.03
110,140,171.396,-899.2,-3954.46,-1732.63
115,140,-142.67,-1111.54,-3755.24,-1546.61
120,140,-430.792,-1263.27,-3570.24,-1353.38
125,140,-689.438,-1347.01,-3398.4,-1152.95
130,140,-915.605,-1353.82,-3237.55,-943.701
135,140,-1105.7,-1273.05,-3080.75,-723.663
140,140,-1252.99,-1096.03,-2913.34,-493.842
145,140,-1345.39,-824.559,-2713.35,-262.658
150,140,-1366.49,-481.644,-2456.5,-49.0416
155,140,-1301.3,-117.933,-2124.61,118.624
160,140,-1145.14,192.812,-1713.94,208.89
165,140,-910.544,371.417,-1239.3,197.073
170,140,-627.208,358.311,-731.606,74.3478
175,140,-333.721,134.578,-229.921,-147.956
180,140,-65.3615,-270.88,228.31,-440.397
0,145,8741.31,1356.91,-11511.1,-2886
5,145,8489.48,984.299,-11616.1,-2836.26
10,145,8201.27,756.871,-11668.1,-2799.55
15,145,7879.33,698.343,-11656.2,-2810.29
20,145,7522.47,797.05,-11564.7,-2890.13
25,145,7127.9,1012.85,-11378.9,-3042.13
30,145,6693.8,1291.44,-11090.4,-3251.06
35,145,6222.01,1579.54,-10700.8,-3489.36
40,145,5719.69,1835.1,-10221.6,-3725.74
45,145,5199.05,2030.36,-9672.07,-3932.8
50,145,4675.12,2149.64,-9075.64,-4091.39
55,145,4162.71,2185.62,-8456.86,-4191.56
60,145,3673.73,2136.62,-7839.33,-4231.16
65,145,3215.86,2005.83,-7243.97,-4213.6
70,145,2792.46,1801.19,-6687.67,-4145.6
75,145,2403.16,1535.04,-6182.2,-4035.38
80,145,2044.76,1222.91,-5733.71,-3891.15
85,145,1712.14,881.913,-5342.87,-3720.16
90,145,1399.32,529.242,-5005.68,-3528.18
95,145,1100.61,181.163,-4714.64,-3319.56
100,145,811.952,-147.557,-4460.26,-3097.49
105,145,531.937,-444.034,-4232.7,-2864.54
110,145,262.284,-697.625,-4023.43,-2622.88
115,145,7.28143,-900.082,-3826.63,-2374.03
120,145,-227.753,-1045.07,-3639.59,-2118.28
125,145,-438.384,-1126.78,-3461.72,-1853.96
130,145,-622.168,-1138.13,-3291.61,-1577.68
135,145,-777.812,-1070.33,-3123.22,-1286.18
140,145,-902.352,-916.032,-2942.96,-980.241
145,145,-988.091,-676.901,-2729.99,-669.398
150,145,-1022.22,-373.373,-2461.12,-374.954
155,145,-991.121,-50.7854,-2119.04,-128.687
160,145,-888.156,224.373,-1700.77,33.8261
165,145,-720.612,380.108,-1222.08,83.534
170,145,-510.727,361.408,-715.275,7.83299
175,145,-289.276,149.451,-221.102,-184.059
180,145,-85.0113,-231.467,221.744,-462.33
0,150,7704.79,1100.21,-12229.1,-2993.28
5,150,7401.3,845.448,-12251.9,-3177.79
10,150,7053.52,716.223,-12203.1,-3372.39
15,150,6671.17,727.499,-12077.1,-3601.73
20,150,6261.73,864.52,-11864.2,-3878.34
25,150,5830.68,1089.47,-11555.5,-4197.72
30,150,5382.4,1354.09,-11148.5,-4539.35
35,150,4921.81,1612.71,-10649.9,-4872.83
40,150,4455.86,1830.86,-10075.9,-5166.47
45,150,3993.99,1987.51,-9449.02,-5394.76
50,150,3547.09,2072.73,-8794.98,-5542.5
55,150,3125.55,2083.79,-8139.03,-5605.34
60,150,2737.4,2022.3,-7503.69,-5587.65
65,150,2387.15,1892.98,-6907.4,-5499.51
70,150,2075.56,1703.55,-6363.64,-5353.67
