generated_index,sample_index,k,ratio,round,local_index,mask_family,mask_hash,parent_origin,parent_source_index,quick_active_rl_floor_db,quick_high_active_rl_floor_db,active_port_score_mean,selected_for_full_refine
532,426102,2,0.5,initial,20,center_density,a1e08ce2481aa66a,center_density,6118,-18.12816320756173,-18.12816320756173,0.180498630951958,0
533,426102,2,0.5,initial,21,checker_balance,ebfefbd08c6a8174,adversarial_multi_corner_refinement,6114,-16.86950356829884,-15.829943952724314,0.1292553615352408,0
534,426102,2,0.5,initial,22,hard_positive_neighbor_00,e8e44726e4566270,center_density,6118,-18.821678006422516,-16.592528474469205,0.15730086233716167,0
535,426102,2,0.5,initial,23,hard_positive_swap_00,7795e55e3eb8a915,center_density,6118,-18.89826766032391,-16.216254866340204,0.15742170620552728,0
536,426102,2,0.5,alternating,0,three_frequency_guided_swap_00,ad3bbd74e0d5de5c,best_initial_refined,183,-6.4522368641132575,-5.127610843352734,0.1553457543262508,0
537,426102,2,0.5,alternating,1,three_frequency_guided_swap_01,f29f6a3f06441b47,best_initial_refined,183,-8.019571344944783,-7.43042325074132,0.156916339946993,0
538,426102,2,0.5,alternating,2,three_frequency_guided_swap_02,e09a241b3cde269e,best_initial_refined,183,-8.088004656386532,-7.520578736194214,0.1583125396470559,0
539,426102,2,0.5,alternating,3,three_frequency_guided_swap_03,a72f18f212174a0e,best_initial_refined,183,-8.02813485760607,-7.438525069120932,0.15963461402716736,0
540,426102,2,0.5,alternating,4,three_frequency_guided_swap_04,69c0619076505dcf,best_initial_refined,183,-7.634919755765587,-7.100725368699523,0.1621777284632811,0
541,426102,2,0.5,alternating,5,three_frequency_guided_swap_05,580f4d733cf2d12e,best_initial_refined,183,-7.398421525728035,-6.847150074861651,0.16440857318253407,0
542,426102,2,0.5,alternating,6,three_frequency_guided_swap_06,887a4d1ae74118bd,best_initial_refined,183,-7.4073333286059935,-6.80352641534447,0.16658539618022294,0
543,426102,2,0.5,alternating,7,three_frequency_guided_swap_07,b3897c2b8f938737,best_initial_refined,183,-6.440289491763727,-5.824136625066424,0.16866856265382474,1
544,426102,2,0.6,initial,0,three_frequency_guided_swap_00,a6173936db69b41f,adversarial_multi_corner_refinement,6101,-1.2284653210366938,-0.4885581955984817,0.1170502538566203,0
545,426102,2,0.6,initial,1,three_frequency_guided_swap_01,007aee6b70dfe76c,adversarial_multi_corner_refinement,6101,-1.2835640226311062,-0.45826952563851725,0.11956956091361882,0
546,426102,2,0.6,initial,2,three_frequency_guided_swap_02,0c4d1c840ee80142,adversarial_multi_corner_refinement,6101,-1.298402176822895,-0.4621421560179578,0.12121216095098661,0
547,426102,2,0.6,initial,3,three_frequency_guided_swap_03,e4a8b02cad8f867a,adversarial_multi_corner_refinement,6101,-1.293374443555729,-0.5012141712219188,0.12282338035578702,0
548,426102,2,0.6,initial,4,three_frequency_guided_swap_04,a8a2b55060807c80,adversarial_multi_corner_refinement,6101,-3.401847356969456,-2.4815841022329166,0.12592186494739033,0
549,426102,2,0.6,initial,5,three_frequency_guided_swap_05,94c1d2c946252206,adversarial_multi_corner_refinement,6101,-3.8063898808864405,-3.240073173786986,0.1287843491866935,0
550,426102,2,0.6,initial,6,three_frequency_guided_swap_06,e54b8faf050376cc,ratio_continuation_01,6098,-15.424616966495186,-15.044839199703507,0.13144021754774302,0
551,426102,2,0.6,initial,7,three_frequency_guided_swap_07,3118063d24b02519,ratio_continuation_01,6098,-15.334373234209638,-14.942831530936555,0.13390392787987904,0
552,426102,2,0.6,initial,8,failed_best_swap_00_1,311839e103ff26c8,adversarial_multi_corner_refinement,6101,4.330405466558671,6.127454066059231,0.11612224236255156,0
553,426102,2,0.6,initial,9,failed_best_swap_00_2,e9d63827699472ff,adversarial_multi_corner_refinement,6101,4.956286463001457,5.746543208611677,0.11468892016126087,1
554,426102,2,0.6,initial,10,failed_best_swap_00_3,c69844390fff2a9f,adversarial_multi_corner_refinement,6101,4.8381468482569785,5.106018088241821,0.11451691484535816,0
555,426102,2,0.6,initial,11,failed_best_swap_01_1,97dbb606fada1471,ratio_continuation_01,6098,-4.423064406967758,-4.423064406967758,0.1320762326979047,0
556,426102,2,0.6,initial,12,failed_best_swap_01_2,fa82e693effc6859,ratio_continuation_01,6098,-1.5134868004740363,-0.2124664969911313,0.13021153438191127,0
557,426102,2,0.6,initial,13,failed_best_swap_01_3,a87e9488f91d1248,ratio_continuation_01,6098,-4.34368753533853,-4.34368753533853,0.13131863633666233,0
558,426102,2,0.6,initial,14,power_top,af4a6083cfbe149e,ratio_continuation_01,6098,-18.988232978740882,-18.988232978740882,0.1627812615387137,0
559,426102,2,0.6,initial,15,parent_normalized,f2f6a97e5a0d97bb,adversarial_multi_corner_refinement,6101,4.917519612353089,6.2065634176953965,0.11442924469217308,0
560,426102,2,0.6,initial,16,ring_quadrant,abc47474769aca7f,ratio_continuation_01,6098,-23.752867813778124,-23.752867813778124,0.1597122521369463,0
561,426102,2,0.6,initial,17,mirrored_pair,43fcd59177dfa1b6,ratio_continuation_01,6098,-17.934486214520426,-17.934486214520426,0.15485790224458798,0
562,426102,2,0.6,initial,18,min_spacing_150,477804870f439717,ratio_continuation_01,6098,-15.729693857858178,-15.729693857858178,0.15155967951098223,0
563,426102,2,0.6,initial,19,edge_density,0d69d0a498806a1d,ratio_continuation_01,6098,-16.007421044972258,-15.770821728719062,0.15321418484223925,0
564,426102,2,0.6,initial,20,center_density,4cc12006eeeefada,ratio_continuation_01,6098,-19.74783121560508,-18.117785043558523,0.15456548784958454,0
565,426102,2,0.6,initial,21,checker_balance,385b8013dd638224,adversarial_multi_corner_refinement,6101,-20.029988252070602,-20.029988252070602,0.1291134335071863,0
566,426102,2,0.6,initial,22,hard_positive_neighbor_00,a53abe5526fd7a23,ratio_continuation_01,6098,-6.05470152392951,-5.674045745455444,0.13274429613594008,0
567,426102,2,0.6,initial,23,hard_positive_swap_00,5aaae0ce75f30b09,ratio_continuation_01,6098,-14.784739232036975,-9.194021732732043,0.13229098897887892,0
568,426102,2,0.6,alternating,0,three_frequency_guided_swap_00,195786fbd0773998,best_initial_refined,194,4.578921353298504,5.495534716227831,0.0987665659447191,0
569,426102,2,0.6,alternating,1,three_frequency_guided_swap_01,f74bd5caa2cb7fa8,best_initial_refined,194,4.8034845944456785,5.538163987634912,0.10136774100600521,1
570,426102,2,0.6,alternating,2,three_frequency_guided_swap_02,216b8e8cb19fb597,best_initial_refined,194,3.205409102085423,3.308480078669682,0.1031781602286822,0
571,426102,2,0.6,alternating,3,three_frequency_guided_swap_03,a004bf314d70962c,best_initial_refined,194,-0.4044063040538299,-0.3097455492990855,0.1049054068257597,0
572,426102,2,0.6,alternating,4,three_frequency_guided_swap_04,23863f902d57fc35,best_initial_refined,194,-1.7009698721316269,-1.7009698721316269,0.1082746861673942,0
573,426102,2,0.6,alternating,5,three_frequency_guided_swap_05,5a68a50902cdec0b,best_initial_refined,194,-3.1805705342482242,-3.085201889630869,0.11144918513804258,0
574,426102,2,0.6,alternating,6,three_frequency_guided_swap_06,421f8bb4d87a7986,best_initial_refined,194,-5.824560757238238,-5.26394056958578,0.11435514242000677,0
575,426102,2,0.6,alternating,7,three_frequency_guided_swap_07,109afe29ea0467ce,best_initial_refined,194,-6.096726685934263,-5.62434126782465,0.11709729412271476,0
576,426102,2,0.7,initial,0,three_frequency_guided_swap_00,684f4650d8a42a8e,adversarial_multi_corner_refinement,6060,0.4395339018817245,1.444415107150391,0.10431005760283117,0
577,426102,2,0.7,initial,1,three_frequency_guided_swap_01,016e346a6204ab5e,adversarial_multi_corner_refinement,6060,0.5436068163759668,1.451462202778797,0.1069218236572995,0
578,426102,2,0.7,initial,2,three_frequency_guided_swap_02,bf16ea9df09252c0,adversarial_multi_corner_refinement,6060,0.6615533860762473,1.3792595473661584,0.10875724722385734,0
579,426102,2,0.7,initial,3,three_frequency_guided_swap_03,ae7f5c9a619b111d,adversarial_multi_corner_refinement,6060,0.6665407136215706,1.343961400025674,0.11026346763277019,0
580,426102,2,0.7,initial,4,three_frequency_guided_swap_04,f39f7ee15191ffb7,adversarial_multi_corner_refinement,6060,-2.0224579653835586,-1.8336652546949896,0.11313179958580141,0
581,426102,2,0.7,initial,5,three_frequency_guided_swap_05,df574998a9274d16,adversarial_multi_corner_refinement,6060,-3.99334037495989,-3.99334037495989,0.11581855444026637,0
582,426102,2,0.7,initial,6,three_frequency_guided_swap_06,0b7d31fd8d6d4958,adversarial_multi_corner_refinement,6060,-3.926023664678553,-3.926023664678553,0.11827157903225882,0
583,426102,2,0.7,initial,7,three_frequency_guided_swap_07,dbc435bbe321ef71,adversarial_multi_corner_refinement,6060,-4.433790155195558,-4.433790155195558,0.12056228818240634,0
584,426102,2,0.7,initial,8,failed_best_swap_00_1,738d9139496604fc,adversarial_multi_corner_refinement,6060,-2.3976295875450497,-2.3860544130456858,0.10131773912384616,0
585,426102,2,0.7,initial,9,failed_best_swap_00_2,560862541fe57747,adversarial_multi_corner_refinement,6060,3.640133013550331,3.6959096056748315,0.10196211303860635,0
586,426102,2,0.7,initial,10,failed_best_swap_00_3,63a0d0c93815d68b,adversarial_multi_corner_refinement,6060,-2.309893713688848,-2.2875779602903186,0.10122577961278227,0
587,426102,2,0.7,initial,11,failed_best_swap_01_1,59d28f1d22daa217,local_swap_04,6073,-4.987777461440607,-4.752646545250567,0.12159234704524106,0
588,426102,2,0.7,initial,12,failed_best_swap_01_2,434432475906f6a0,local_swap_04,6073,1.5056101880798136,4.05071904494887,0.1207928567651907,0
589,426102,2,0.7,initial,13,failed_best_swap_01_3,c4a3b574afbcea63,local_swap_04,6073,-2.113261077625255,-2.113261077625255,0.12029236605555077,0
590,426102,2,0.7,initial,14,power_top,cc88e2a5ff33d574,local_swap_04,6073,-22.286734990175006,-22.286734990175006,0.1440569402005571,0
591,426102,2,0.7,initial,15,parent_normalized,0b6e353c7c45f104,adversarial_multi_corner_refinement,6060,5.878187525634554,5.878187525634554,0.10146447965352247,1
592,426102,2,0.7,initial,16,ring_quadrant,f0c289518dc5118c,local_swap_04,6073,-24.341900701133596,-24.341900701133596,0.14169836134045968,0
593,426102,2,0.7,initial,17,mirrored_pair,c1dd68a6706355b4,local_swap_04,6073,-22.793494598418253,-22.793494598418253,0.1375750592414018,0
594,426102,2,0.7,initial,18,min_spacing_150,54ce321f3ac66791,local_swap_04,6073,-16.892717860082264,-14.485242832852162,0.13470016762137973,0
595,426102,2,0.7,initial,19,edge_density,68517092240f7fb2,local_swap_04,6073,-17.032288808269463,-16.594674432475486,0.13707486238243605,0
596,426102,2,0.7,initial,20,center_density,173a75e190460911,local_swap_04,6073,-23.1439292480148,-23.1439292480148,0.139415282520156,0
597,426102,2,0.7,initial,21,checker_balance,cfe4c54fc649116c,local_swap_04,6073,-25.629207890682068,-25.629207890682068,0.12514067441228607,0
598,426102,2,0.7,initial,22,hard_positive_neighbor_00,5890201a995778ba,adversarial_multi_corner_refinement,6060,-19.52006339759834,-18.262108992663666,0.09845069689663012,0
599,426102,2,0.7,initial,23,hard_positive_swap_00,296a4cea4712260f,adversarial_multi_corner_refinement,6060,-19.523890592979885,-18.266871381746473,0.09757169895740468,0
600,426102,2,0.7,alternating,0,three_frequency_guided_swap_00,3dd85854a8567a88,best_initial_refined,203,0.12590269874408253,0.12590269874408253,0.12318626789040125,0
601,426102,2,0.7,alternating,1,three_frequency_guided_swap_01,07474ab45a8c3adb,best_initial_refined,203,-5.012364347989241,-4.94003910043266,0.12607026883767097,0
602,426102,2,0.7,alternating,2,three_frequency_guided_swap_02,6f06910b3dc42893,best_initial_refined,203,-5.278666169093013,-5.278666169093013,0.12870911048096617,0
603,426102,2,0.7,alternating,3,three_frequency_guided_swap_03,fbf87be9b103ecf2,best_initial_refined,203,-6.163853505561875,-6.15616481448188,0.1310786577266474,0
604,426102,2,0.7,alternating,4,three_frequency_guided_swap_04,9ff926c0809d6821,best_initial_refined,203,-5.42023610129589,-5.390887195967176,0.1332806453622943,0
605,426102,2,0.7,alternating,5,three_frequency_guided_swap_05,787caa5bb12d053f,best_initial_refined,203,0.4512764128413138,0.4512764128413138,0.11696977118087497,1
606,426102,2,0.7,alternating,6,three_frequency_guided_swap_06,b7143170901af046,best_initial_refined,203,0.3568415998573637,0.3568415998573637,0.11875234644795295,0
607,426102,2,0.7,alternating,7,three_frequency_guided_swap_07,d9d1420bbd1e5035,best_initial_refined,203,0.3507146340584269,0.3507146340584269,0.12040896937241012,0
608,426102,2,0.8,initial,0,three_frequency_guided_swap_00,af04be91e7f7bbe7,mirrored_pair,6019,-2.081611676729237,-1.9976117847371289,0.10465466189944948,0
609,426102,2,0.8,initial,1,three_frequency_guided_swap_01,578f48d9dc4acb29,mirrored_pair,6019,-2.5919403370320833,-2.5270537556463823,0.105886819979181,0
610,426102,2,0.8,initial,2,three_frequency_guided_swap_02,76fc9c708fcc6351,mirrored_pair,6019,-4.279364334327042,-3.928393253321114,0.10703726965043328,0
611,426102,2,0.8,initial,3,three_frequency_guided_swap_03,cd2de246fb2c5b26,mirrored_pair,6019,-6.925086549873632,-6.514038169630364,0.10813946074573953,0
612,426102,2,0.8,initial,4,three_frequency_guided_swap_04,ab3c7ae3e1bedb9d,mirrored_pair,6019,-6.384525656428581,-5.879580403564189,0.1098217535557801,0
613,426102,2,0.8,initial,5,three_frequency_guided_swap_05,099fd7c881c54a97,center_density,6022,-3.7417959758726287,-3.7417959758726287,0.11132492441265598,0
614,426102,2,0.8,initial,6,three_frequency_guided_swap_06,56df264e7ccb1433,center_density,6022,-4.504267305666961,-3.8406849150340667,0.11261945100540426,0
615,426102,2,0.8,initial,7,three_frequency_guided_swap_07,5be1159ef571ec3c,center_density,6022,-4.600519246060526,-4.076294326320317,0.11382664318621008,0
616,426102,2,0.8,initial,8,failed_best_swap_00_1,c953d793d26ae4af,mirrored_pair,6019,-0.498490675958576,0.17318651858806297,0.10321971131657497,0
617,426102,2,0.8,initial,9,failed_best_swap_00_2,8f1d26a6ac24cebb,mirrored_pair,6019,-3.5434854071342174,-2.9002495445577328,0.10334937214292926,0
618,426102,2,0.8,initial,10,failed_best_swap_00_3,7f3324a90b43e28b,mirrored_pair,6019,-4.529951680552892,-2.5629667744177502,0.10190964000392985,0
619,426102,2,0.8,initial,11,failed_best_swap_01_1,d70a6c709bbe86ee,center_density,6022,-0.3018715884815853,-0.08105951464412064,0.10941182162047819,0
620,426102,2,0.8,initial,12,failed_best_swap_01_2,0fed375da6788099,center_density,6022,-1.489427633458499,-0.8828511998026777,0.10964045283999242,0
621,426102,2,0.8,initial,13,failed_best_swap_01_3,ea43a0fe04b529f4,center_density,6022,3.183130336616684,5.146571220098762,0.10914331266394683,0
622,426102,2,0.8,initial,14,power_top,25d72205b057ff84,center_density,6022,-16.269281266775423,-14.732030051953636,0.12135391345390525,0
623,426102,2,0.8,initial,15,parent_normalized,2607726f511761bf,mirrored_pair,6019,4.355069869682669,5.315972270516407,0.10330223269119145,1
624,426102,2,0.8,initial,16,ring_quadrant,7e52b03de6db075d,center_density,6022,-16.90592114717812,-16.770863244273258,0.1196534809682453,0
625,426102,2,0.8,initial,17,mirrored_pair,60d289edf1397163,center_density,6022,-18.53609321434587,-18.24259358613278,0.11706755876219473,0
626,426102,2,0.8,initial,18,min_spacing_150,17b3c574f4d56c88,center_density,6022,-17.603516018730165,-17.603516018730165,0.11448832892310778,0
627,426102,2,0.8,initial,19,edge_density,18f472632c72fd49,center_density,6022,-17.57605225767321,-17.57605225767321,0.11487260150278208,0
628,426102,2,0.8,initial,20,center_density,8081a9a5334cecc3,center_density,6022,-17.617977826990728,-17.59588343425237,0.11825044169873825,0
629,426102,2,0.8,initial,21,checker_balance,eb5b1b45fd087d3f,center_density,6022,-9.127714696269438,-7.272203007299854,0.11062849274407892,0
630,426102,2,0.8,initial,22,hard_positive_neighbor_00,92cd0e1df36d65bd,mirrored_pair,6019,-16.04137119706185,-16.04137119706185,0.09466791925626862,0
631,426102,2,0.8,initial,23,hard_positive_swap_00,5bf1a395ae0bac3e,mirrored_pair,6019,-17.297250400674177,-17.297250400674177,0.09548292071081212,0
632,426102,2,0.8,alternating,0,three_frequency_guided_swap_00,da17af6f7f06327a,best_initial_refined,214,-5.816115787441608,-5.816115787441608,0.09101120262884856,0
633,426102,2,0.8,alternating,1,three_frequency_guided_swap_01,19277b98cd6b360a,best_initial_refined,214,-7.547794994120787,-7.384632428961683,0.09410294984379185,0
634,426102,2,0.8,alternating,2,three_frequency_guided_swap_02,ef29a71150109880,best_initial_refined,214,-6.814719866629656,-6.814719866629656,0.095807627498083,0
635,426102,2,0.8,alternating,3,three_frequency_guided_swap_03,375ea28851990fca,best_initial_refined,214,-8.436297906486946,-7.594877199962716,0.09731931783665132,0
636,426102,2,0.8,alternating,4,three_frequency_guided_swap_04,8f689af472ffdf97,best_initial_refined,214,-8.310998153378955,-7.543807530832234,0.09871135856017076,0
637,426102,2,0.8,alternating,5,three_frequency_guided_swap_05,6450d8dd038b1f8e,best_initial_refined,214,2.2664087095409013,3.0484902670027125,0.08825751442008711,1
638,426102,2,0.8,alternating,6,three_frequency_guided_swap_06,d6ef982d37f1518b,best_initial_refined,214,-5.156369150889756,-5.156369150889756,0.08949387346283266,0
639,426102,2,0.8,alternating,7,three_frequency_guided_swap_07,20c1a9acf6aa76e4,best_initial_refined,214,-4.989841841563647,-4.989841841563647,0.09059523894382447,0
640,426105,2,0.5,initial,0,three_frequency_guided_swap_00,34860bf056b500d6,adversarial_multi_corner_refinement,6512,7.659617760697692,8.259477654828505,0.0093533370860082,1
641,426105,2,0.5,initial,1,three_frequency_guided_swap_01,6004f1cc2003b41d,adversarial_multi_corner_refinement,6512,1.4828551842536795,1.564980047388842,0.013088532920964938,0
642,426105,2,0.5,initial,2,three_frequency_guided_swap_02,82313bbe4ec122e8,adversarial_multi_corner_refinement,6512,-7.9508728922260286,-6.818654426644124,0.01616052287500167,0
643,426105,2,0.5,initial,3,three_frequency_guided_swap_03,98d575c77b782813,adversarial_multi_corner_refinement,6512,-7.958867673535392,-6.804744773592601,0.019031556346453444,0
644,426105,2,0.5,initial,4,three_frequency_guided_swap_04,99d75909047e5008,adversarial_multi_corner_refinement,6512,-21.162939777641196,-21.162939777641196,0.02407025945609318,0
645,426105,2,0.5,initial,5,three_frequency_guided_swap_05,944714c24852b3e7,adversarial_multi_corner_refinement,6512,-20.992518466310123,-20.992518466310123,0.028904111643319318,0
646,426105,2,0.5,initial,6,three_frequency_guided_swap_06,d15ad7542fe42d3e,adversarial_multi_corner_refinement,6512,-21.091331199588303,-21.091331199588303,0.03294152683658501,0
647,426105,2,0.5,initial,7,three_frequency_guided_swap_07,5f42a360f22f3893,adversarial_multi_corner_refinement,6512,-21.07224181872802,-21.07224181872802,0.03662961899476325,0
648,426105,2,0.5,initial,8,failed_best_swap_00_1,9d85fa2dba0fd319,adversarial_multi_corner_refinement,6512,1.9962447812269215,1.9962447812269215,0.004196807542161512,0
649,426105,2,0.5,initial,9,failed_best_swap_00_2,6825d2d4d64ad04b,adversarial_multi_corner_refinement,6512,0.3327593933287021,0.3327593933287021,0.002278287701025744,0
650,426105,2,0.5,initial,10,failed_best_swap_00_3,d4bef75a4e4de70f,adversarial_multi_corner_refinement,6512,-8.600488336193486,-5.145210292625504,0.008375660019538139,0
651,426105,2,0.5,initial,11,failed_best_swap_01_1,29e6ca2186459914,continuation_swap_02,6517,-3.6227275610511485,-3.6227275610511485,0.027483614969602548,0
652,426105,2,0.5,initial,12,failed_best_swap_01_2,c2af2192e8d5ea98,continuation_swap_02,6517,-14.435191491742806,-13.631098342520257,0.026526038404794568,0
653,426105,2,0.5,initial,13,failed_best_swap_01_3,68a17f2c7a81331b,continuation_swap_02,6517,-4.83492573345286,-3.8129101110925485,0.02730724782352062,0
654,426105,2,0.5,initial,14,power_top,e0fe65132a7368a1,continuation_swap_02,6517,-22.366390519946798,-19.214330115655716,0.0894279967180148,0
655,426105,2,0.5,initial,15,parent_normalized,ce16e8dddeca0e89,adversarial_multi_corner_refinement,6512,7.604205153218745,8.314094883899658,0.003967317164291047,0
656,426105,2,0.5,initial,16,ring_quadrant,b7ed5ba8b974c280,continuation_swap_02,6517,-37.15250373702145,-36.62534267471573,0.0852114435557719,0
657,426105,2,0.5,initial,17,mirrored_pair,689dfd1eabc02651,continuation_swap_02,6517,-22.72479557264014,-17.809300444180302,0.07811669393834353,0
658,426105,2,0.5,initial,18,min_spacing_150,5894969f38f974ad,continuation_swap_02,6517,-20.226044036106245,-17.892643799791298,0.07225534495488505,0
659,426105,2,0.5,initial,19,edge_density,c92b20ff4f89d258,continuation_swap_02,6517,-20.156670241030696,-16.907133507072484,0.07510743850916159,0
660,426105,2,0.5,initial,20,center_density,8b71caa83d8ce79c,continuation_swap_02,6517,-33.98303575067345,-33.98303575067345,0.07529035628818709,0
661,426105,2,0.5,initial,21,checker_balance,ebfefbd08c6a8174,continuation_swap_02,6517,-26.079400524681347,-23.84226084196613,0.028350381767241847,0
662,426105,2,0.5,initial,22,hard_positive_neighbor_00,e8e44726e4566270,continuation_swap_02,6517,-29.24958432315657,-27.410471701091097,0.0436088593879337,0
663,426105,2,0.5,initial,23,hard_positive_swap_00,6236f95bc3ad12df,continuation_swap_02,6517,-28.530665157322165,-26.57836546128418,0.04106927416341523,0
664,426105,2,0.5,alternating,0,three_frequency_guided_swap_00,668e3412cc4895fb,best_initial_refined,222,-0.7470047481940274,0.3413050268152098,0.03468793631966184,1
665,426105,2,0.5,alternating,1,three_frequency_guided_swap_01,9b7648efa5e4459a,best_initial_refined,222,-9.37523903911137,-7.649239364584643,0.037608082396487,0
666,426105,2,0.5,alternating,2,three_frequency_guided_swap_02,23e0239ab0772b98,best_initial_refined,222,-9.214587211411834,-7.517760182998615,0.040249977627902986,0
667,426105,2,0.5,alternating,3,three_frequency_guided_swap_03,01f5a3315dd56966,best_initial_refined,222,-21.833960989076058,-20.713833527912307,0.04255912673277242,0
668,426105,2,0.5,alternating,4,three_frequency_guided_swap_04,9c014699425674fb,best_initial_refined,222,-21.91069570273342,-20.742471785228563,0.046940556637928385,0
669,426105,2,0.5,alternating,5,three_frequency_guided_swap_05,17815e5cffaa57cf,best_initial_refined,222,-21.94784988729841,-20.78596304711047,0.051081636034653724,0
670,426105,2,0.5,alternating,6,three_frequency_guided_swap_06,45938ad1b7b6876d,best_initial_refined,222,-21.950876166370136,-20.69699859731228,0.054564213904108434,0
671,426105,2,0.5,alternating,7,three_frequency_guided_swap_07,8580ac327be218f5,best_initial_refined,222,-21.98710640031454,-20.909615592944313,0.05763917770412725,0
672,426105,2,0.6,initial,0,three_frequency_guided_swap_00,0ec56d9e614b3032,adversarial_multi_corner_refinement,6486,4.779048639957232,7.040884248578232,-0.0036059434043561847,1
673,426105,2,0.6,initial,1,three_frequency_guided_swap_01,c7b6d38d7285a478,adversarial_multi_corner_refinement,6486,0.15868217693761366,0.15868217693761366,-0.0003667887836650624,0
674,426105,2,0.6,initial,2,three_frequency_guided_swap_02,3128366faa7c961e,adversarial_multi_corner_refinement,6486,-6.121856684622571,-5.72973995428532,0.002309477715143492,0
675,426105,2,0.6,initial,3,three_frequency_guided_swap_03,de6d923a2745345c,adversarial_multi_corner_refinement,6486,-6.121255982029126,-5.729620022530664,0.004755775715580139,0
676,426105,2,0.6,initial,4,three_frequency_guided_swap_04,75d5bc19950b865a,adversarial_multi_corner_refinement,6486,-18.1791419909626,-16.68130326857624,0.009011089010222377,0
677,426105,2,0.6,initial,5,three_frequency_guided_swap_05,fbe7b68c9c2c08f7,adversarial_multi_corner_refinement,6486,-18.260714425141593,-16.741234336805494,0.012972029296113302,0
678,426105,2,0.6,initial,6,three_frequency_guided_swap_06,5984f0bb515d4b06,adversarial_multi_corner_refinement,6486,-18.249291478654403,-16.746806788257196,0.016327389115008254,0
679,426105,2,0.6,initial,7,three_frequency_guided_swap_07,2011ff1f387b7595,adversarial_multi_corner_refinement,6486,-18.746533551799324,-16.629896862013844,0.019376524983603045,0
680,426105,2,0.6,initial,8,failed_best_swap_00_1,30b6969cdad3ceb8,adversarial_multi_corner_refinement,6486,-8.004699592473205,-7.470245012439002,-0.008601024940578482,0
681,426105,2,0.6,initial,9,failed_best_swap_00_2,d99bccd4a2561598,adversarial_multi_corner_refinement,6486,0.24425247156315083,1.5751175747647777,-0.0069661078570374384,0
682,426105,2,0.6,initial,10,failed_best_swap_00_3,58f365f2ebb9e78f,adversarial_multi_corner_refinement,6486,-8.522887972954786,-6.191854620745398,-0.006925802674668588,0
683,426105,2,0.6,initial,11,failed_best_swap_01_1,cd8f2e543a370825,checker_balance,6471,-15.276807597465016,-14.720976373626948,0.017444698596525556,0
684,426105,2,0.6,initial,12,failed_best_swap_01_2,280b97063fbb40f2,checker_balance,6471,-2.3933312434937166,-1.4097446714779749,0.017744300645174335,0
685,426105,2,0.6,initial,13,failed_best_swap_01_3,a89cd8a674520750,checker_balance,6471,-11.150866959896868,-11.150866959896868,0.017913462931673247,0
686,426105,2,0.6,initial,14,power_top,3da5999e5f1d89f3,checker_balance,6471,-25.64489047210043,-23.722303682404657,0.062067155062605295,0
687,426105,2,0.6,initial,15,parent_normalized,8e373a2d63cf10e4,adversarial_multi_corner_refinement,6486,4.716386906888257,7.4567371646678335,-0.008219316292743912,0
688,426105,2,0.6,initial,16,ring_quadrant,fcbda081ab690c94,checker_balance,6471,-26.153175167764733,-20.806745611674287,0.05892817689046645,0
689,426105,2,0.6,initial,17,mirrored_pair,879c68895c61121c,checker_balance,6471,-18.521044284969427,-17.725418533399672,0.0527665619349086,0
690,426105,2,0.6,initial,18,min_spacing_150,45a0beb45c323ecb,checker_balance,6471,-16.77994699764514,-15.8347595226075,0.04709624490668204,0
691,426105,2,0.6,initial,19,edge_density,72cd543a48502429,checker_balance,6471,-21.615967595225722,-19.961402538126364,0.05076751998993985,0
692,426105,2,0.6,initial,20,center_density,d55570a50cd02a96,checker_balance,6471,-21.658970796491815,-16.689316105495195,0.05109504134507664,0
693,426105,2,0.6,initial,21,checker_balance,bbfc6e47e434ecef,checker_balance,6471,-23.79254817989802,-19.239627174867778,0.028663035313611,0
694,426105,2,0.6,initial,22,hard_positive_neighbor_00,a53abe5526fd7a23,checker_balance,6471,-21.535438826690974,-16.52329055270945,0.024278000469947266,0
695,426105,2,0.6,initial,23,hard_positive_swap_00,326374502990a846,checker_balance,6471,-21.37407054568996,-16.37172818942551,0.02390241079364923,0
696,426105,2,0.6,alternating,0,three_frequency_guided_swap_00,b9e643c82b1658ae,best_initial_refined,231,0.0011813402046535145,2.2764611800646146,0.017651378115425078,1
697,426105,2,0.6,alternating,1,three_frequency_guided_swap_01,6e66463741eb1b2f,best_initial_refined,231,-6.704566529811346,-5.808953477849323,0.020222575165896213,0
698,426105,2,0.6,alternating,2,three_frequency_guided_swap_02,fea73d527aa954e4,best_initial_refined,231,-6.708172989889886,-5.790537159000549,0.022519473501558022,0
699,426105,2,0.6,alternating,3,three_frequency_guided_swap_03,e235dcb388eefb26,best_initial_refined,231,-17.79858097562506,-16.89199119346257,0.0245898451738509,0
700,426105,2,0.6,alternating,4,three_frequency_guided_swap_04,bba325d68eac5896,best_initial_refined,231,-17.947249998282487,-17.012444469539634,0.028443624177042347,0
701,426105,2,0.6,alternating,5,three_frequency_guided_swap_05,7b5763e2116a22a0,best_initial_refined,231,-18.52117955876816,-16.946500573840456,0.031918769811830845,0
702,426105,2,0.6,alternating,6,three_frequency_guided_swap_06,86161bcfb5591d4d,best_initial_refined,231,-18.75338634571371,-16.852098199905733,0.034943054198392,0
703,426105,2,0.6,alternating,7,three_frequency_guided_swap_07,7e7005dadd42d3f3,best_initial_refined,231,-18.78087537682181,-17.924772041138482,0.03772496789268027,0
