stimulus_index,side,window_role,window_x0,window_y0,window_score,sample_index,scene_class,k_value,ratio,frequency_ghz,state_name,source_type,task_index,local_active_count,selected_frequency_ghz,active_rl_db,total_rl_db
177,2,edge,14,10,0.5826155150276308,426113,stress,4,0.800000011920929,10.0,nominal_identity,task,1,2,10.0,16.540083017701335,13.847450507606169
178,2,edge,14,10,0.5826155150276308,426113,stress,4,0.800000011920929,10.0,nominal_identity,task,2,2,10.0,17.640155497297748,13.808146179708586
179,2,edge,14,10,0.5826155150276308,426113,stress,4,0.800000011920929,10.0,nominal_identity,task,3,2,10.0,15.721458094874738,13.694820777872456
180,2,edge,14,10,0.5826155150276308,426113,stress,4,0.800000011920929,10.04,frequency_high_identity,combined,-1,2,10.04,8.975350194838885,14.018267526348518
181,2,edge,14,10,0.5826155150276308,426113,stress,4,0.800000011920929,10.04,frequency_high_identity,task,0,2,10.04,17.69362959887119,12.753829829081589
182,2,edge,14,10,0.5826155150276308,426113,stress,4,0.800000011920929,10.04,frequency_high_identity,task,1,2,10.04,18.42061351578011,14.720187624851864
183,2,edge,14,10,0.5826155150276308,426113,stress,4,0.800000011920929,10.04,frequency_high_identity,task,2,2,10.04,18.27248940221945,14.359345811726259
184,2,edge,14,10,0.5826155150276308,426113,stress,4,0.800000011920929,10.04,frequency_high_identity,task,3,2,10.04,16.096155849793,14.057464282863103
185,2,edge,14,10,0.5826155150276308,426113,stress,4,0.800000011920929,10.04,frequency_high_E2_source,combined,-1,2,10.04,9.411151290213208,14.035210881841467
186,2,edge,14,10,0.5826155150276308,426113,stress,4,0.800000011920929,10.04,frequency_high_E2_source,task,0,2,10.04,17.643842411154612,12.744159791802936
187,2,edge,14,10,0.5826155150276308,426113,stress,4,0.800000011920929,10.04,frequency_high_E2_source,task,1,2,10.04,18.303869763899495,14.708649034932325
188,2,edge,14,10,0.5826155150276308,426113,stress,4,0.800000011920929,10.04,frequency_high_E2_source,task,2,2,10.04,18.272801726055288,14.312918644626528
189,2,edge,14,10,0.5826155150276308,426113,stress,4,0.800000011920929,10.04,frequency_high_E2_source,task,3,2,10.04,16.229310977180095,14.064206054726942
190,2,interior,9,6,0.9661688989903746,426105,near_boundary,2,0.800000011920929,9.96,frequency_low_identity,combined,-1,4,9.96,8.287464455052415,12.267010617222606
191,2,interior,9,6,0.9661688989903746,426105,near_boundary,2,0.800000011920929,9.96,frequency_low_identity,task,0,4,9.96,9.882804525495636,12.227334721903578
192,2,interior,9,6,0.9661688989903746,426105,near_boundary,2,0.800000011920929,9.96,frequency_low_identity,task,1,4,9.96,7.949963690329266,12.235075016915683
193,2,interior,9,6,0.9661688989903746,426105,near_boundary,2,0.800000011920929,9.96,frequency_low_E2_source,combined,-1,4,9.96,8.137883470222212,12.263002040178343
194,2,interior,9,6,0.9661688989903746,426105,near_boundary,2,0.800000011920929,9.96,frequency_low_E2_source,task,0,4,9.96,9.918816787032386,12.21167104377544
195,2,interior,9,6,0.9661688989903746,426105,near_boundary,2,0.800000011920929,9.96,frequency_low_E2_source,task,1,4,9.96,7.98552540952414,12.235641111701243
196,2,interior,9,6,0.9661688989903746,426105,near_boundary,2,0.800000011920929,10.0,nominal_identity,combined,-1,4,10.0,9.34086123029801,13.099565369668277
197,2,interior,9,6,0.9661688989903746,426105,near_boundary,2,0.800000011920929,10.0,nominal_identity,task,0,4,10.0,9.685988548512704,11.898475432924629
198,2,interior,9,6,0.9661688989903746,426105,near_boundary,2,0.800000011920929,10.0,nominal_identity,task,1,4,10.0,8.819290807784206,12.93393260328287
199,2,interior,9,6,0.9661688989903746,426105,near_boundary,2,0.800000011920929,10.04,frequency_high_identity,combined,-1,4,10.04,7.964820594777615,12.995047814841636
200,2,interior,9,6,0.9661688989903746,426105,near_boundary,2,0.800000011920929,10.04,frequency_high_identity,task,0,4,10.04,8.860912022493673,11.104262221216324
201,2,interior,9,6,0.9661688989903746,426105,near_boundary,2,0.800000011920929,10.04,frequency_high_identity,task,1,4,10.04,9.70899974243347,12.837269643991968
202,2,interior,9,6,0.9661688989903746,426105,near_boundary,2,0.800000011920929,10.04,frequency_high_E2_source,combined,-1,4,10.04,7.890134154695023,13.098746823092815
203,2,interior,9,6,0.9661688989903746,426105,near_boundary,2,0.800000011920929,10.04,frequency_high_E2_source,task,0,4,10.04,8.892006314929633,11.052286519778761
204,2,interior,9,6,0.9661688989903746,426105,near_boundary,2,0.800000011920929,10.04,frequency_high_E2_source,task,1,4,10.04,9.929440702380992,12.83773135074867
205,2,interior,9,6,0.9661688989903746,426109,near_boundary,2,0.6000000238418579,9.96,frequency_low_identity,combined,-1,4,9.96,10.156066731238706,12.203603313276188
206,2,interior,9,6,0.9661688989903746,426109,near_boundary,2,0.6000000238418579,9.96,frequency_low_identity,task,0,4,9.96,9.75128111604722,12.14010462616876
207,2,interior,9,6,0.9661688989903746,426109,near_boundary,2,0.6000000238418579,9.96,frequency_low_identity,task,1,4,9.96,10.50248573268642,12.305995479979266
208,2,interior,9,6,0.9661688989903746,426109,near_boundary,2,0.6000000238418579,9.96,frequency_low_E2_source,combined,-1,4,9.96,10.088078338519932,12.213549400080158
209,2,interior,9,6,0.9661688989903746,426109,near_boundary,2,0.6000000238418579,9.96,frequency_low_E2_source,task,0,4,9.96,9.634005582211158,12.154361262607797
210,2,interior,9,6,0.9661688989903746,426109,near_boundary,2,0.6000000238418579,9.96,frequency_low_E2_source,task,1,4,9.96,10.534421455752627,12.308931467349888
211,2,interior,9,6,0.9661688989903746,426109,near_boundary,2,0.6000000238418579,10.0,nominal_identity,combined,-1,4,10.0,10.445459680359585,12.47462714170557
212,2,interior,9,6,0.9661688989903746,426109,near_boundary,2,0.6000000238418579,10.0,nominal_identity,task,0,4,10.0,9.9180511790867,11.972066732820519
213,2,interior,9,6,0.9661688989903746,426109,near_boundary,2,0.6000000238418579,10.0,nominal_identity,task,1,4,10.0,11.013728849351041,12.848311806495982
214,2,interior,9,6,0.9661688989903746,426109,near_boundary,2,0.6000000238418579,10.04,frequency_high_identity,combined,-1,4,10.04,10.062463182900135,12.099508158660846
215,2,interior,9,6,0.9661688989903746,426109,near_boundary,2,0.6000000238418579,10.04,frequency_high_identity,task,0,4,10.04,9.838810706093472,11.29961510820499
216,2,interior,9,6,0.9661688989903746,426109,near_boundary,2,0.6000000238418579,10.04,frequency_high_identity,task,1,4,10.04,10.674296641663357,12.672886626996988
217,2,interior,9,6,0.9661688989903746,426109,near_boundary,2,0.6000000238418579,10.04,frequency_high_E2_source,combined,-1,4,10.04,10.01423636668872,12.126888338743447
218,2,interior,9,6,0.9661688989903746,426109,near_boundary,2,0.6000000238418579,10.04,frequency_high_E2_source,task,0,4,10.04,9.929633061224843,11.327560615231715
219,2,interior,9,6,0.9661688989903746,426109,near_boundary,2,0.6000000238418579,10.04,frequency_high_E2_source,task,1,4,10.04,10.73432343434807,12.676034399547264
220,2,interior,9,6,0.9661688989903746,426110,near_boundary,4,0.699999988079071,9.96,frequency_low_identity,combined,-1,4,9.96,6.604305722195787,12.104505844868855
221,2,interior,9,6,0.9661688989903746,426110,near_boundary,4,0.699999988079071,9.96,frequency_low_identity,task,0,4,9.96,7.676930391531977,12.055209426513764
222,2,interior,9,6,0.9661688989903746,426110,near_boundary,4,0.699999988079071,9.96,frequency_low_identity,task,1,4,9.96,7.8225815505837595,12.228517827499195
223,2,interior,9,6,0.9661688989903746,426110,near_boundary,4,0.699999988079071,9.96,frequency_low_identity,task,2,4,9.96,9.021899943392553,12.220629033311177
224,2,interior,9,6,0.9661688989903746,426110,near_boundary,4,0.699999988079071,9.96,frequency_low_identity,task,3,4,9.96,8.755277401795235,12.31274205785348
225,2,interior,9,6,0.9661688989903746,426110,near_boundary,4,0.699999988079071,9.96,frequency_low_E2_source,combined,-1,4,9.96,6.557607007471606,12.111592361840808
226,2,interior,9,6,0.9661688989903746,426110,near_boundary,4,0.699999988079071,9.96,frequency_low_E2_source,task,0,4,9.96,7.661099366983621,12.057902610938708
227,2,interior,9,6,0.9661688989903746,426110,near_boundary,4,0.699999988079071,9.96,frequency_low_E2_source,task,1,4,9.96,7.750739305453606,12.231119924168354
228,2,interior,9,6,0.9661688989903746,426110,near_boundary,4,0.699999988079071,9.96,frequency_low_E2_source,task,2,4,9.96,8.99056677337273,12.226475900037101
229,2,interior,9,6,0.9661688989903746,426110,near_boundary,4,0.699999988079071,9.96,frequency_low_E2_source,task,3,4,9.96,8.715400822393812,12.316509086592571
230,2,interior,9,6,0.9661688989903746,426110,near_boundary,4,0.699999988079071,10.0,nominal_identity,combined,-1,4,10.0,6.0694828546455595,11.51397542082119
231,2,interior,9,6,0.9661688989903746,426110,near_boundary,4,0.699999988079071,10.0,nominal_identity,task,0,4,10.0,7.487863618328091,11.564095420167451
232,2,interior,9,6,0.9661688989903746,426110,near_boundary,4,0.699999988079071,10.0,nominal_identity,task,1,4,10.0,9.07107015517671,12.720417332912465
233,2,interior,9,6,0.9661688989903746,426110,near_boundary,4,0.699999988079071,10.0,nominal_identity,task,2,4,10.0,9.601886388994782,12.251431213425532
234,2,interior,9,6,0.9661688989903746,426110,near_boundary,4,0.699999988079071,10.0,nominal_identity,task,3,4,10.0,10.351138887743064,13.393373999341485
235,2,interior,9,6,0.9661688989903746,426110,near_boundary,4,0.699999988079071,10.04,frequency_high_identity,combined,-1,4,10.04,5.627121439448999,10.578983436194328
236,2,interior,9,6,0.9661688989903746,426110,near_boundary,4,0.699999988079071,10.04,frequency_high_identity,task,0,4,10.04,7.270192152303912,10.719082781930396
237,2,interior,9,6,0.9661688989903746,426110,near_boundary,4,0.699999988079071,10.04,frequency_high_identity,task,1,4,10.04,10.50925086656602,12.479440004659937
238,2,interior,9,6,0.9661688989903746,426110,near_boundary,4,0.699999988079071,10.04,frequency_high_identity,task,2,4,10.04,9.998710089786647,11.716600291882909
239,2,interior,9,6,0.9661688989903746,426110,near_boundary,4,0.699999988079071,10.04,frequency_high_identity,task,3,4,10.04,12.256981351627354,13.518448842207354
240,2,interior,9,6,0.9661688989903746,426110,near_boundary,4,0.699999988079071,10.04,frequency_high_E2_source,combined,-1,4,10.04,5.553113842577072,10.571989609818079
241,2,interior,9,6,0.9661688989903746,426110,near_boundary,4,0.699999988079071,10.04,frequency_high_E2_source,task,0,4,10.04,7.32969502237045,10.651914203592439
242,2,interior,9,6,0.9661688989903746,426110,near_boundary,4,0.699999988079071,10.04,frequency_high_E2_source,task,1,4,10.04,10.20254785165748,12.347423176914909
243,2,interior,9,6,0.9661688989903746,426110,near_boundary,4,0.699999988079071,10.04,frequency_high_E2_source,task,2,4,10.04,10.129667697216826,11.802383225891205
244,2,interior,9,6,0.9661688989903746,426110,near_boundary,4,0.699999988079071,10.04,frequency_high_E2_source,task,3,4,10.04,11.98068083907751,13.371091466379026
245,2,interior,9,6,0.9661688989903746,426102,stress,2,0.699999988079071,9.96,frequency_low_identity,combined,-1,4,9.96,10.059495419819545,12.06624654533006
246,2,interior,9,6,0.9661688989903746,426102,stress,2,0.699999988079071,9.96,frequency_low_identity,task,0,4,9.96,8.803517623809155,12.082857578667515
247,2,interior,9,6,0.9661688989903746,426102,stress,2,0.699999988079071,9.96,frequency_low_identity,task,1,4,9.96,9.321914824174511,12.128646801411133
248,2,interior,9,6,0.9661688989903746,426102,stress,2,0.699999988079071,9.96,frequency_low_E2_source,combined,-1,4,9.96,10.043397597864153,12.066858426169745
249,2,interior,9,6,0.9661688989903746,426102,stress,2,0.699999988079071,9.96,frequency_low_E2_source,task,0,4,9.96,8.85058574103552,12.07663832345383
250,2,interior,9,6,0.9661688989903746,426102,stress,2,0.699999988079071,9.96,frequency_low_E2_source,task,1,4,9.96,9.30817220069023,12.135799586061747
251,2,interior,9,6,0.9661688989903746,426102,stress,2,0.699999988079071,10.0,nominal_identity,combined,-1,4,10.0,10.068110891537838,11.691151161378453
252,2,interior,9,6,0.9661688989903746,426102,stress,2,0.699999988079071,10.0,nominal_identity,task,0,4,10.0,8.401377817750417,11.524113138690575
253,2,interior,9,6,0.9661688989903746,426102,stress,2,0.699999988079071,10.0,nominal_identity,task,1,4,10.0,9.36123466504632,12.027344799429724
254,2,interior,9,6,0.9661688989903746,426102,stress,2,0.699999988079071,10.04,frequency_high_identity,combined,-1,4,10.04,9.556187264471141,10.91936251979986
255,2,interior,9,6,0.9661688989903746,426102,stress,2,0.699999988079071,10.04,frequency_high_identity,task,0,4,10.04,7.944864342449954,10.637695602812723
256,2,interior,9,6,0.9661688989903746,426102,stress,2,0.699999988079071,10.04,frequency_high_identity,task,1,4,10.04,9.212262500921444,11.415867434340923
257,2,interior,9,6,0.9661688989903746,426102,stress,2,0.699999988079071,10.04,frequency_high_E2_source,combined,-1,4,10.04,9.409640275802282,10.943068140802799
258,2,interior,9,6,0.9661688989903746,426102,stress,2,0.699999988079071,10.04,frequency_high_E2_source,task,0,4,10.04,7.794225240544015,10.6443095952736
259,2,interior,9,6,0.9661688989903746,426102,stress,2,0.699999988079071,10.04,frequency_high_E2_source,task,1,4,10.04,9.378949026050085,11.45273443982094
260,2,interior,9,6,0.9661688989903746,426113,stress,4,0.800000011920929,9.96,frequency_low_identity,combined,-1,4,9.96,8.36449082406324,12.118079649185141
261,2,interior,9,6,0.9661688989903746,426113,stress,4,0.800000011920929,9.96,frequency_low_identity,task,0,4,9.96,8.225199927160086,12.01849672562157
262,2,interior,9,6,0.9661688989903746,426113,stress,4,0.800000011920929,9.96,frequency_low_identity,task,1,4,9.96,7.254521718673973,12.223793385848099
263,2,interior,9,6,0.9661688989903746,426113,stress,4,0.800000011920929,9.96,frequency_low_identity,task,2,4,9.96,9.97835812586252,12.253914973716991
264,2,interior,9,6,0.9661688989903746,426113,stress,4,0.800000011920929,9.96,frequency_low_identity,task,3,4,9.96,8.697673478197693,12.335660374889969
265,2,interior,9,6,0.9661688989903746,426113,stress,4,0.800000011920929,9.96,frequency_low_E2_source,combined,-1,4,9.96,8.041355599316953,12.120115535193726
266,2,interior,9,6,0.9661688989903746,426113,stress,4,0.800000011920929,9.96,frequency_low_E2_source,task,0,4,9.96,8.474523961349883,12.014306334613345
267,2,interior,9,6,0.9661688989903746,426113,stress,4,0.800000011920929,9.96,frequency_low_E2_source,task,1,4,9.96,7.040461485166652,12.22360643765799
268,2,interior,9,6,0.9661688989903746,426113,stress,4,0.800000011920929,9.96,frequency_low_E2_source,task,2,4,9.96,9.953019205581539,12.256123854720741
269,2,interior,9,6,0.9661688989903746,426113,stress,4,0.800000011920929,9.96,frequency_low_E2_source,task,3,4,9.96,8.677501096608031,12.325122268527197
270,2,interior,9,6,0.9661688989903746,426113,stress,4,0.800000011920929,10.0,nominal_identity,combined,-1,4,10.0,9.151116778638457,11.77867681463447
271,2,interior,9,6,0.9661688989903746,426113,stress,4,0.800000011920929,10.0,nominal_identity,task,0,4,10.0,8.13763193307772,11.494612263294961
272,2,interior,9,6,0.9661688989903746,426113,stress,4,0.800000011920929,10.0,nominal_identity,task,1,4,10.0,8.331943975005844,12.769342877573882
273,2,interior,9,6,0.9661688989903746,426113,stress,4,0.800000011920929,10.0,nominal_identity,task,2,4,10.0,10.118844618162049,12.376130450938547
274,2,interior,9,6,0.9661688989903746,426113,stress,4,0.800000011920929,10.0,nominal_identity,task,3,4,10.0,9.891140296825043,12.698484732558397
275,2,interior,9,6,0.9661688989903746,426113,stress,4,0.800000011920929,10.04,frequency_high_identity,combined,-1,4,10.04,9.082862565064646,10.999936936907082
276,2,interior,9,6,0.9661688989903746,426113,stress,4,0.800000011920929,10.04,frequency_high_identity,task,0,4,10.04,7.979001904162923,10.637371567986854
277,2,interior,9,6,0.9661688989903746,426113,stress,4,0.800000011920929,10.04,frequency_high_identity,task,1,4,10.04,9.56849945617272,12.578183220559097
278,2,interior,9,6,0.9661688989903746,426113,stress,4,0.800000011920929,10.04,frequency_high_identity,task,2,4,10.04,9.636882695729808,11.901293039800287
279,2,interior,9,6,0.9661688989903746,426113,stress,4,0.800000011920929,10.04,frequency_high_identity,task,3,4,10.04,11.126904064372338,12.26702545062995
280,2,interior,9,6,0.9661688989903746,426113,stress,4,0.800000011920929,10.04,frequency_high_E2_source,combined,-1,4,10.04,9.19917525214971,11.064930149383397
281,2,interior,9,6,0.9661688989903746,426113,stress,4,0.800000011920929,10.04,frequency_high_E2_source,task,0,4,10.04,7.981757077219321,10.630709772583195
282,2,interior,9,6,0.9661688989903746,426113,stress,4,0.800000011920929,10.04,frequency_high_E2_source,task,1,4,10.04,9.493900111024676,12.575876047299548
283,2,interior,9,6,0.9661688989903746,426113,stress,4,0.800000011920929,10.04,frequency_high_E2_source,task,2,4,10.04,9.612135918922876,11.899826686900695
284,2,interior,9,6,0.9661688989903746,426113,stress,4,0.800000011920929,10.04,frequency_high_E2_source,task,3,4,10.04,11.136220014432027,12.17271043441184
