candidate_index,sample_index,scene_id,target_hash,parent_candidate_index,variant_kind,k,parent_ratio,active_ratio,ratio_delta,active_count,phase_error_rms_deg,gain_error_rms_db,dropout_count,phase_ramp_deg,perturbation_seed,residual_intensity,nominal_eep_gate15,nominal_eep_gate20,actual_basis_gate15,actual_basis_gate20,actual_basis_mainlobe_gate,predicted_mainlobe_failure,nominal_psll_db,actual_basis_psll_db,nominal_nearest_iso_db,actual_basis_nearest_iso_db,nominal_local_iso_db,actual_basis_local_iso_db,nominal_weakest_target_gain_db,actual_basis_weakest_target_gain_db,actual_basis_pointing_error_deg,combined_worst_active_rl_db,combined_total_rl_db,task_significant_worst_active_rl_db,robust_active_gate,expected_hfss_case_count
64,100032,expanded_100032_96aa58a5f971377f,96aa58a5f971377f,10,nominal_control,2,0.65625,0.65625,0.0,168,0.0,0.0,0,0.0,-1,0.0,1,1,1,1,1,0,-11.450393676757812,-11.450393676757812,27.833736419677734,27.833736419677734,24.828567504882812,24.828567504882812,84.11675262451172,84.11675262451172,0.0,10.381419221163936,11.782071471013664,10.095051287670127,1,3
65,100032,expanded_100032_96aa58a5f971377f,96aa58a5f971377f,10,intermediate_implementation_error,2,0.65625,0.65625,0.0,168,10.0,0.5,0,0.0,20293303,2.8059381648563733,1,1,0,0,1,0,-11.450393676757812,-10.955406188964844,27.833736419677734,23.39733123779297,24.828567504882812,21.42700958251953,84.11675262451172,83.7718276977539,0.013069948487160905,6.688497519340092,11.624336165525156,8.058741772958975,0,3
66,100033,expanded_100033_3592e7b473a9e8da,3592e7b473a9e8da,11,nominal_control,6,0.72265625,0.72265625,0.0,185,0.0,0.0,0,0.0,-1,0.0,1,1,1,1,1,0,-6.998359680175781,-6.998359680175781,29.3140869140625,29.3140869140625,23.843021392822266,23.843021392822266,78.98130798339844,78.98130798339844,1.3639596782628904,10.017065018548223,12.731225544858662,10.016338307829603,1,7
67,100033,expanded_100033_3592e7b473a9e8da,3592e7b473a9e8da,11,intermediate_implementation_error,6,0.72265625,0.72265625,0.0,185,15.0,0.75,1,0.0,20294506,3.7002970625619547,1,1,0,0,0,1,-6.998359680175781,-7.218299865722656,29.3140869140625,21.805648803710938,23.843021392822266,19.56012725830078,78.98130798339844,78.4792251586914,1.4248416604424639,-300.0,11.754966310782338,4.787396719089157,0,7
68,100034,expanded_100034_11fa0d16b685a31c,11fa0d16b685a31c,11,nominal_control,6,0.72265625,0.72265625,0.0,185,0.0,0.0,0,0.0,-1,0.0,1,1,1,1,1,0,-7.2285614013671875,-7.2285614013671875,29.348388671875,29.348388671875,23.41712188720703,23.41712188720703,78.90038299560547,78.90038299560547,1.0300377248811952,10.07499496544898,12.680506012202898,10.017538399609832,1,7
69,100034,expanded_100034_11fa0d16b685a31c,11fa0d16b685a31c,11,intermediate_implementation_error,6,0.72265625,0.72265625,0.0,185,15.0,0.75,1,0.0,20295516,3.9533525456500116,1,1,0,0,0,1,-7.2285614013671875,-6.115196228027344,29.348388671875,24.02320098876953,23.41712188720703,20.92682647705078,78.90038299560547,78.18126678466797,1.3640385009956717,-300.0,11.669989292411634,1.846911530979448,0,7
70,100035,expanded_100035_6d339d4f0b404554,6d339d4f0b404554,11,nominal_control,6,0.72265625,0.72265625,0.0,185,0.0,0.0,0,0.0,-1,0.0,1,1,1,1,1,0,-6.636962890625,-6.636962890625,29.322696685791016,29.322696685791016,23.902294158935547,23.902294158935547,78.57949829101562,78.57949829101562,1.4462673401904567,10.107840770239985,12.892873400637832,10.028034514108565,1,7
71,100035,expanded_100035_6d339d4f0b404554,6d339d4f0b404554,11,intermediate_implementation_error,6,0.72265625,0.72265625,0.0,185,15.0,0.75,1,0.0,20296527,4.113410965058836,1,1,0,0,1,0,-6.636962890625,-6.991851806640625,29.322696685791016,21.133583068847656,23.902294158935547,17.940711975097656,78.57949829101562,78.35865020751953,1.4462673708940674,-300.0,12.098046285300603,5.433942098294779,0,7
72,100036,expanded_100036_551c77c9bcfaa74f,551c77c9bcfaa74f,12,nominal_control,4,0.70703125,0.70703125,0.0,181,0.0,0.0,0,0.0,-1,0.0,1,1,1,1,1,0,-10.357368469238281,-10.357368469238281,28.378265380859375,28.378265380859375,23.333297729492188,23.333297729492188,81.46722412109375,81.46722412109375,0.9999999999999002,10.087904345038028,12.29613816998363,10.059876822192246,1,5
73,100036,expanded_100036_551c77c9bcfaa74f,551c77c9bcfaa74f,12,intermediate_implementation_error,4,0.70703125,0.70703125,0.0,181,15.0,0.75,1,0.0,20297536,4.020089561016325,1,1,0,0,0,1,-10.357368469238281,-8.649909973144531,28.378265380859375,23.615509033203125,23.333297729492188,21.04871368408203,81.46722412109375,80.91644287109375,1.000029433311848,-300.0,11.849942745425263,5.074573104460915,0,5
74,100037,expanded_100037_9f486ab60ea41c05,9f486ab60ea41c05,12,nominal_control,4,0.70703125,0.70703125,0.0,181,0.0,0.0,0,0.0,-1,0.0,1,1,1,1,1,0,-9.671340942382812,-9.671340942382812,29.515926361083984,29.515926361083984,23.713546752929688,23.713546752929688,81.50467681884766,81.50467681884766,0.9999999999999002,10.0244420010624,12.250067348616803,10.002867892057159,1,5
75,100037,expanded_100037_9f486ab60ea41c05,9f486ab60ea41c05,12,intermediate_implementation_error,4,0.70703125,0.70703125,0.0,181,12.0,0.6,1,0.0,20298445,3.4250110511476928,1,1,1,1,0,1,-9.671340942382812,-8.733131408691406,29.515926361083984,25.13858413696289,23.713546752929688,20.420448303222656,81.50467681884766,80.93548583984375,1.0000007399905981,-300.0,11.7395811418056,4.8159090980727735,0,5
76,100038,expanded_100038_f3034cb14e512553,f3034cb14e512553,12,nominal_control,4,0.70703125,0.70703125,0.0,181,0.0,0.0,0,0.0,-1,0.0,1,1,1,1,1,0,-10.212738037109375,-10.212738037109375,30.216815948486328,30.216815948486328,23.72982406616211,23.72982406616211,81.532958984375,81.532958984375,0.9999999999999002,10.043706701701218,12.425541591715923,10.01115004828862,1,5
77,100038,expanded_100038_f3034cb14e512553,f3034cb14e512553,12,intermediate_implementation_error,4,0.70703125,0.70703125,0.0,181,15.0,0.75,1,0.0,20299553,3.558165179599656,1,1,0,0,0,1,-10.212738037109375,-9.53985595703125,30.216815948486328,23.278854370117188,23.72982406616211,21.31755828857422,81.532958984375,80.98524475097656,1.0000240542675716,-300.0,11.489712839919955,4.268742119068661,0,5
78,100039,expanded_100039_13e1237ba0dffd2d,13e1237ba0dffd2d,13,nominal_control,4,0.75,0.75,0.0,192,0.0,0.0,0,0.0,-1,0.0,1,1,1,1,1,0,-6.363548278808594,-6.363548278808594,25.344924926757812,25.344924926757812,22.652877807617188,22.652877807617188,79.65771484375,79.65771484375,0.9999999999999002,10.037619764333074,13.723915819692943,10.045335165150458,1,5
79,100039,expanded_100039_13e1237ba0dffd2d,13e1237ba0dffd2d,13,intermediate_implementation_error,4,0.75,0.75,0.0,192,12.0,0.6,1,0.0,20300466,3.2299226779147703,1,1,0,0,0,1,-6.363548278808594,-5.207954406738281,25.344924926757812,22.333358764648438,22.652877807617188,19.585235595703125,79.65771484375,79.10320281982422,1.0000293768255344,-300.0,13.039142795241865,7.038898115310954,0,5
80,100040,expanded_100040_d4421d9914ef1685,d4421d9914ef1685,13,nominal_control,4,0.75,0.75,0.0,192,0.0,0.0,0,0.0,-1,0.0,1,1,1,1,1,0,-4.630439758300781,-4.630439758300781,27.507431030273438,27.507431030273438,22.579124450683594,22.579124450683594,79.24923706054688,79.24923706054688,0.9999999999999002,10.029322884766597,13.459699343854641,10.038257490818003,1,5
81,100040,expanded_100040_d4421d9914ef1685,d4421d9914ef1685,13,intermediate_implementation_error,4,0.75,0.75,0.0,192,15.0,0.75,1,0.0,20301572,1.966283760351837,1,1,0,0,0,1,-4.630439758300781,-4.678466796875,27.507431030273438,24.342300415039062,22.579124450683594,20.205429077148438,79.24923706054688,78.71575164794922,0.9998703760247417,-300.0,12.389146565251652,4.17559926729391,0,5
82,100041,expanded_100041_64f9be865b3efdef,64f9be865b3efdef,13,nominal_control,4,0.75,0.75,0.0,192,0.0,0.0,0,0.0,-1,0.0,1,1,1,1,1,0,-5.966896057128906,-5.966896057128906,28.2557373046875,28.2557373046875,22.92572784423828,22.92572784423828,79.67082214355469,79.67082214355469,1.0000000000002647,10.05196384503392,13.49199433671415,10.059833365784865,1,5
83,100041,expanded_100041_64f9be865b3efdef,64f9be865b3efdef,13,intermediate_implementation_error,4,0.75,0.75,0.0,192,12.0,0.6,1,0.0,20302481,2.5572105748819878,1,1,1,1,1,0,-5.966896057128906,-4.510467529296875,28.2557373046875,26.152324676513672,22.92572784423828,22.286968231201172,79.67082214355469,79.25558471679688,1.0000031199790842,-300.0,12.841330023065865,5.992955564939086,0,5
84,100042,expanded_100042_a03b7f82b7947584,a03b7f82b7947584,14,nominal_control,2,0.75390625,0.75390625,0.0,193,0.0,0.0,0,0.0,-1,0.0,1,1,1,1,1,0,-14.80224609375,-14.80224609375,30.932720184326172,30.932720184326172,26.122177124023438,26.122177124023438,85.49575805664062,85.49575805664062,8.537736462515939e-07,10.192265807388992,12.296261103679866,10.003980574495131,1,3
85,100042,expanded_100042_a03b7f82b7947584,a03b7f82b7947584,14,intermediate_implementation_error,2,0.75390625,0.75390625,0.0,193,12.0,0.6,1,0.0,20303493,3.946237585254719,1,1,1,1,1,0,-14.80224609375,-12.902610778808594,30.932720184326172,25.309810638427734,26.122177124023438,24.933853149414062,85.49575805664062,85.15841674804688,0.012906016958865629,-300.0,11.651219992233372,6.150131021717119,0,3
86,100043,expanded_100043_dd683af183a8e087,dd683af183a8e087,14,nominal_control,2,0.75390625,0.75390625,0.0,193,0.0,0.0,0,0.0,-1,0.0,1,1,1,1,1,0,-14.151908874511719,-14.151908874511719,35.94682693481445,35.94682693481445,25.836139678955078,25.836139678955078,85.26271057128906,85.26271057128906,8.537736462515939e-07,10.14999331893189,12.280541233517612,10.023228855886057,1,3
87,100043,expanded_100043_dd683af183a8e087,dd683af183a8e087,14,intermediate_implementation_error,2,0.75390625,0.75390625,0.0,193,15.0,0.75,1,0.0,20304599,4.06564823753992,1,1,1,1,1,0,-14.151908874511719,-13.880012512207031,35.94682693481445,25.794143676757812,25.836139678955078,22.82044219970703,85.26271057128906,84.7688217163086,0.015536525630829075,-300.0,11.548170692822774,5.913759457877125,0,3
88,100044,expanded_100044_86517ca316575f5d,86517ca316575f5d,14,nominal_control,2,0.75390625,0.75390625,0.0,193,0.0,0.0,0,0.0,-1,0.0,1,1,1,1,1,0,-13.352378845214844,-13.352378845214844,30.08739471435547,30.08739471435547,26.007850646972656,26.007850646972656,85.22663879394531,85.22663879394531,8.537736462515939e-07,10.184825478228198,12.288153782007477,10.052199887927138,1,3
89,100044,expanded_100044_86517ca316575f5d,86517ca316575f5d,14,intermediate_implementation_error,2,0.75390625,0.75390625,0.0,193,15.0,0.75,1,0.0,20305606,3.4040090110498475,1,1,1,1,1,0,-13.352378845214844,-12.25323486328125,30.08739471435547,25.73885726928711,26.007850646972656,22.806114196777344,85.22663879394531,84.81614685058594,0.013610077655567883,-300.0,11.141521152268234,4.8272415191226825,0,3
90,100000,expanded_100000_391e33a8305ff00f,391e33a8305ff00f,0,paired_lower_ratio_reoptimized,4,0.4140625,0.3984375,0.015625,102,0.0,0.0,4,0.0,-1,0.0,1,1,1,1,1,0,-5.251518249511719,-5.251518249511719,26.625110626220703,26.625110626220703,22.731666564941406,22.731666564941406,78.09971618652344,78.09971618652344,0.6180056077586904,10.040600056962587,11.333646244542415,10.0764203598985,1,5
91,100003,expanded_100003_d2a18d05fd31a230,d2a18d05fd31a230,1,paired_lower_ratio_reoptimized,2,0.4140625,0.3984375,0.015625,102,0.0,0.0,4,0.0,-1,0.0,1,1,1,1,1,0,-10.151275634765625,-10.151275634765625,25.159637451171875,25.159637451171875,23.06060791015625,23.06060791015625,81.75471496582031,81.75471496582031,1.2074182697257333e-06,10.06123117708083,11.393589621087376,10.06934460175888,1,3
92,100006,expanded_100006_fee96824b7e32672,fee96824b7e32672,2,paired_lower_ratio_reoptimized,2,0.3984375,0.3828125,0.015625,98,0.0,0.0,4,0.0,-1,0.0,1,1,1,1,1,0,-5.065338134765625,-5.065338134765625,28.03156280517578,28.03156280517578,23.54564666748047,23.54564666748047,79.25959014892578,79.25959014892578,0.9999999999991713,10.257965858877927,11.048784256454365,10.01691311770725,1,3
93,100009,expanded_100009_ad8069302ca4ccef,ad8069302ca4ccef,3,paired_lower_ratio_reoptimized,4,0.50390625,0.484375,0.01953125,124,0.0,0.0,5,0.0,-1,0.0,1,1,1,1,1,0,-8.932960510253906,-8.932960510253906,28.259750366210938,28.259750366210938,23.257301330566406,23.257301330566406,79.95195007324219,79.95195007324219,0.551248850192051,10.074462262285548,11.140381552046756,10.039226921376226,1,5
94,100012,expanded_100012_98e4fd318b170d97,98e4fd318b170d97,4,paired_lower_ratio_reoptimized,2,0.49609375,0.4765625,0.01953125,122,0.0,0.0,5,0.0,-1,0.0,1,1,1,1,1,0,-10.385368347167969,-10.385368347167969,36.21082305908203,36.21082305908203,24.704742431640625,24.704742431640625,82.19306945800781,82.19306945800781,0.17430270312381774,10.128685956079554,11.142041664901406,10.113057622768633,1,3
95,100015,expanded_100015_a368eb3ffb2259b8,a368eb3ffb2259b8,5,paired_lower_ratio_reoptimized,2,0.51171875,0.4921875,0.01953125,126,0.0,0.0,5,0.0,-1,0.0,1,1,1,1,1,0,-5.3715362548828125,-5.3715362548828125,32.48838806152344,32.48838806152344,23.13990020751953,23.13990020751953,80.1686782836914,80.1686782836914,0.9999999999999002,10.146092163926706,10.444979992901533,10.048524500214901,1,3
96,100018,expanded_100018_e72b93fb7f372e80,e72b93fb7f372e80,6,paired_lower_ratio_reoptimized,6,0.5234375,0.51953125,0.00390625,133,0.0,0.0,1,0.0,-1,0.0,1,1,1,1,1,0,-5.204307556152344,-5.204307556152344,25.151763916015625,25.151763916015625,22.480804443359375,22.480804443359375,77.51150512695312,77.51150512695312,0.9999999999999002,10.026173628857622,10.758656894500058,10.021663568380156,1,7
97,100021,expanded_100021_96909c6b8423e784,96909c6b8423e784,7,paired_lower_ratio_reoptimized,4,0.59375,0.5703125,0.0234375,146,0.0,0.0,6,0.0,-1,0.0,1,1,1,1,1,0,-6.745796203613281,-6.745796203613281,28.74097442626953,28.74097442626953,22.93621826171875,22.93621826171875,78.10648345947266,78.10648345947266,0.9999999999995357,10.135026474138357,11.461901849584228,10.03857058190118,1,5
98,100024,expanded_100024_1d9b4d689b12af41,1d9b4d689b12af41,8,paired_lower_ratio_reoptimized,2,0.5625,0.5390625,0.0234375,138,0.0,0.0,6,0.0,-1,0.0,1,1,1,1,1,0,-13.558197021484375,-13.558197021484375,29.31393814086914,29.31393814086914,24.818695068359375,24.818695068359375,83.4421615600586,83.4421615600586,0.2789695098888165,10.033481558606539,11.283926995396723,10.036590152295194,1,3
99,100027,expanded_100027_fc866bec710f4f22,fc866bec710f4f22,9,paired_lower_ratio_reoptimized,4,0.65234375,0.625,0.02734375,160,0.0,0.0,7,0.0,-1,0.0,1,1,1,1,1,0,-6.080711364746094,-6.080711364746094,28.046524047851562,28.046524047851562,23.072776794433594,23.072776794433594,78.58209228515625,78.58209228515625,0.9999999999999002,10.043436933782903,11.995853281859803,10.029818355892566,1,5
100,100030,expanded_100030_6f1cb0681288cde9,6f1cb0681288cde9,10,paired_lower_ratio_reoptimized,2,0.65625,0.62890625,0.02734375,161,0.0,0.0,7,0.0,-1,0.0,1,1,1,1,1,0,-10.523155212402344,-10.523155212402344,26.906787872314453,26.906787872314453,24.51264190673828,24.51264190673828,83.87470245361328,83.87470245361328,8.537736462515939e-07,10.078227850239239,11.518473171187022,10.028892817302166,1,3
101,100033,expanded_100033_3592e7b473a9e8da,3592e7b473a9e8da,11,paired_lower_ratio_reoptimized,6,0.72265625,0.6953125,0.02734375,178,0.0,0.0,7,0.0,-1,0.0,1,1,1,1,1,0,-5.647941589355469,-5.647941589355469,28.2205810546875,28.2205810546875,23.68067169189453,23.68067169189453,78.45389556884766,78.45389556884766,1.3639596782628904,10.066683897774523,12.535401175131875,10.052142455608495,1,7
102,100036,expanded_100036_551c77c9bcfaa74f,551c77c9bcfaa74f,12,paired_lower_ratio_reoptimized,4,0.70703125,0.6796875,0.02734375,174,0.0,0.0,7,0.0,-1,0.0,1,1,1,1,1,0,-9.511100769042969,-9.511100769042969,27.818443298339844,27.818443298339844,23.08951187133789,23.08951187133789,81.1686019897461,81.1686019897461,1.1499306616033027,10.078385929781303,12.18062450811827,10.05249241662889,1,5
103,100039,expanded_100039_13e1237ba0dffd2d,13e1237ba0dffd2d,13,paired_lower_ratio_reoptimized,4,0.75,0.7421875,0.0078125,190,0.0,0.0,2,0.0,-1,0.0,1,1,1,1,1,0,-6.157478332519531,-6.157478332519531,25.33200454711914,25.33200454711914,22.65073013305664,22.65073013305664,79.52027893066406,79.52027893066406,0.9999999999999002,10.108512229362658,13.689853625208785,10.132383609766427,1,5
104,100042,expanded_100042_a03b7f82b7947584,a03b7f82b7947584,14,paired_lower_ratio_reoptimized,2,0.75390625,0.72265625,0.03125,185,0.0,0.0,8,0.0,-1,0.0,1,1,1,1,1,0,-15.052093505859375,-15.052093505859375,40.657936096191406,40.657936096191406,27.03893280029297,27.03893280029297,85.19297790527344,85.19297790527344,8.537736462515939e-07,10.137553193098709,12.238132020402684,10.021697390194719,1,3
