stimulus_index,stimulus_family,sample_index,k_value,ratio,window_role,source_type,task_index,worst_port,active_rl_db,worst_gamma_magnitude,source_port_magnitude,reflected_port_magnitude,required_b_reduction_for_10db,required_b_reduction_for_11db,stop_line_pass,design_line_pass,source_port,coupling_relation,s_magnitude,s_phase_deg,source_magnitude,term_real,term_imag,term_magnitude,term_alignment_with_total
295,k6_supported_scene,421020,6,0.5,corner,task,2,P10,4.763584206455647,0.5778575470074068,0.4709943122309427,0.27216761792021316,0.12322613875678509,0.1394233848887802,False,False,P10,self,0.136232878997807,-128.024603514836,0.4709943122309427,0.0524962484999498,0.036895524334395496,0.06416491114681334,0.9746040373246763
295,k6_supported_scene,421020,6,0.5,corner,task,2,P10,4.763584206455647,0.5778575470074068,0.4709943122309427,0.27216761792021316,0.12322613875678509,0.1394233848887802,False,False,P01,diagonal,0.063880131359037,139.19540158061,0.33955401921290207,-0.0005411534318186494,-0.021684003796621304,0.021690755350809162,-0.7600688120590904
295,k6_supported_scene,421020,6,0.5,corner,task,2,P10,4.763584206455647,0.5778575470074068,0.4709943122309427,0.27216761792021316,0.12322613875678509,0.1394233848887802,False,False,P11,y_neighbor,0.22114394099010298,-124.185421282005,0.5476678013801575,0.06805034767750827,0.10018787204143821,0.12111341595059298,0.9908095355166331
298,k6_supported_scene,421020,6,0.5,corner,task,3,P01,5.069183265948406,0.5578800571270599,0.30793720609177516,0.17179202612602676,0.07441373137015808,0.08500352957099441,False,False,P00,y_neighbor,0.221120650005401,-124.185373834792,0.6969105033903775,-0.031211266577629362,-0.15090748351438357,0.1541013035052715,0.951443512435672
298,k6_supported_scene,421020,6,0.5,corner,task,3,P01,5.069183265948406,0.5578800571270599,0.30793720609177516,0.17179202612602676,0.07441373137015808,0.08500352957099441,False,False,P10,diagonal,0.0638801313590369,139.19540158061,0.5510455142514714,0.03284730876644571,0.012655229746575715,0.035200859835192035,-0.2559126075229956
298,k6_supported_scene,421020,6,0.5,corner,task,3,P01,5.069183265948406,0.5578800571270599,0.30793720609177516,0.17179202612602676,0.07441373137015808,0.08500352957099441,False,False,P01,self,0.138642679019854,-127.753500672212,0.30793720609177516,-0.040487836696057704,-0.013544288647947858,0.04269323922245261,0.21224188857838014
298,k6_supported_scene,421020,6,0.5,corner,task,3,P01,5.069183265948406,0.5578800571270599,0.30793720609177516,0.17179202612602676,0.07441373137015808,0.08500352957099441,False,False,P11,x_neighbor,0.177996764958833,-23.879828669598304,0.3403516677605832,0.05753259442590404,-0.018976780895832837,0.06058149580972733,0.41465451484272825
301,k6_supported_scene,421020,6,0.5,corner,task,4,P01,5.817434475637234,0.5118329917439539,0.4085133868136617,0.2090906289402916,0.07990735324023496,0.09395591328142584,False,False,P00,y_neighbor,0.221120650005401,-124.185373834792,0.6608305385740992,-0.029595419339261173,-0.14309480631969076,0.146123278232924,0.9878391761899743
301,k6_supported_scene,421020,6,0.5,corner,task,4,P01,5.817434475637234,0.5118329917439539,0.4085133868136617,0.2090906289402916,0.07990735324023496,0.09395591328142584,False,False,P10,diagonal,0.0638801313590369,139.19540158061,0.4685889417035297,0.006570373307818695,0.029203527231010665,0.029933523149413565,-0.9903882694438397
301,k6_supported_scene,421020,6,0.5,corner,task,4,P01,5.817434475637234,0.5118329917439539,0.4085133868136617,0.2090906289402916,0.07990735324023496,0.09395591328142584,False,False,P01,self,0.138642679019854,-127.753500672212,0.4085133868136617,-0.056185008177177476,-0.007144147485710819,0.05663739036331995,0.4675666764801863
301,k6_supported_scene,421020,6,0.5,corner,task,4,P01,5.817434475637234,0.5118329917439539,0.4085133868136617,0.2090906289402916,0.07990735324023496,0.09395591328142584,False,False,P11,x_neighbor,0.177996764958833,-23.879828669598304,0.4205285341317638,0.005540928247746227,-0.07464735496452635,0.07485271864833414,0.9072266871315464
304,k6_supported_scene,421020,6,0.5,corner,task,5,P10,2.5890537227771118,0.7422450566217396,0.19621048777136624,0.1456362646056369,0.08358906038862365,0.09033663563864774,False,False,P00,x_neighbor,0.177287235448698,-24.2139363904075,0.4120420190307901,0.00933127980510413,0.07245135679141317,0.07304979044266859,0.9345959765739179
304,k6_supported_scene,421020,6,0.5,corner,task,5,P10,2.5890537227771118,0.7422450566217396,0.19621048777136624,0.1456362646056369,0.08358906038862365,0.09033663563864774,False,False,P10,self,0.136232878997807,-128.024603514836,0.19621048777136624,0.018450502533051104,0.01934137906827378,0.02673031963865723,0.5424752847250376
304,k6_supported_scene,421020,6,0.5,corner,task,5,P10,2.5890537227771118,0.7422450566217396,0.19621048777136624,0.1456362646056369,0.08358906038862365,0.09033663563864774,False,False,P01,diagonal,0.063880131359037,139.19540158061,0.7357893345751936,0.043859715315439085,0.016898029360867164,0.04700231934524179,0.1317772799844187
304,k6_supported_scene,421020,6,0.5,corner,task,5,P10,2.5890537227771118,0.7422450566217396,0.19621048777136624,0.1456362646056369,0.08358906038862365,0.09033663563864774,False,False,P11,y_neighbor,0.22114394099010298,-124.185421282005,0.5003367584407571,-0.10563489880193483,0.032922688401095426,0.1106464425838022,0.5121705451341839
307,k6_supported_scene,421020,6,0.5,edge,combined,-1,P10,5.435126571153891,0.5348643738409645,0.3835919674781653,0.20516967749563253,0.08386724655800876,0.09705877212457147,False,False,P00,x_neighbor,0.177287235448698,-24.2139363904075,0.0,0.0,0.0,0.0,0.0
307,k6_supported_scene,421020,6,0.5,edge,combined,-1,P10,5.435126571153891,0.5348643738409645,0.3835919674781653,0.20516967749563253,0.08386724655800876,0.09705877212457147,False,False,P10,self,0.136232878997807,-128.024603514836,0.3835919674781653,0.022198299716720903,0.04730874265424491,0.052257838089983626,0.9944726075722293
307,k6_supported_scene,421020,6,0.5,edge,combined,-1,P10,5.435126571153891,0.5348643738409645,0.3835919674781653,0.20516967749563253,0.08386724655800876,0.09705877212457147,False,False,P01,diagonal,0.063880131359037,139.19540158061,0.6107258035164375,0.03846794638533308,-0.006500027034253973,0.03901324455298345,0.16537849833284787
307,k6_supported_scene,421020,6,0.5,edge,combined,-1,P10,5.435126571153891,0.5348643738409645,0.3835919674781653,0.20516967749563253,0.08386724655800876,0.09705877212457147,False,False,P11,y_neighbor,0.22114394099010298,-124.185421282005,0.6927273742846304,0.006502928580397749,0.15305437662848256,0.1531924615810293,0.9579370660305867
310,k6_supported_scene,421020,6,0.5,edge,task,0,P11,8.340473717819938,0.3828038650918923,0.3319720019823789,0.127080165461148,0.02210140089412302,0.0335177430566654,False,False,P00,diagonal,0.063652560312172,139.228562638808,0.0,-0.0,0.0,0.0,-0.0
310,k6_supported_scene,421020,6,0.5,edge,task,0,P11,8.340473717819938,0.3828038650918923,0.3319720019823789,0.127080165461148,0.02210140089412302,0.0335177430566654,False,False,P10,y_neighbor,0.22114394099010298,-124.185421282005,0.6001032588899031,0.1222178298076029,-0.05171589460388949,0.13270919967191722,0.7900160480599159
310,k6_supported_scene,421020,6,0.5,edge,task,0,P11,8.340473717819938,0.3828038650918923,0.3319720019823789,0.127080165461148,0.02210140089412302,0.0335177430566654,False,False,P01,x_neighbor,0.177996764958833,-23.879828669598304,0.7277847676989092,-0.084568946241841,-0.09813036623141472,0.12954333423672162,0.34191485646189385
310,k6_supported_scene,421020,6,0.5,edge,task,0,P11,8.340473717819938,0.3828038650918923,0.3319720019823789,0.127080165461148,0.02210140089412302,0.0335177430566654,False,False,P11,self,0.13858096432942,-127.72686751526298,0.3319720019823789,0.02444826193620823,0.03897104731063989,0.0460050001650862,-0.47940490070329345
313,k6_supported_scene,421020,6,0.5,edge,task,1,P11,6.190296324539611,0.4903262947193489,0.5003416538238525,0.2453306692132008,0.08710874577931382,0.10431523151942337,False,False,P00,diagonal,0.063652560312172,139.228562638808,0.0,-0.0,0.0,0.0,0.0
313,k6_supported_scene,421020,6,0.5,edge,task,1,P11,6.190296324539611,0.4903262947193489,0.5003416538238525,0.2453306692132008,0.08710874577931382,0.10431523151942337,False,False,P10,y_neighbor,0.22114394099010298,-124.185421282005,0.5148443177643203,-0.03222134141506668,0.10920017488260259,0.1138547014267627,0.9925218302117993
313,k6_supported_scene,421020,6,0.5,edge,task,1,P11,6.190296324539611,0.4903262947193489,0.5003416538238525,0.2453306692132008,0.08710874577931382,0.10431523151942337,False,False,P01,x_neighbor,0.177996764958833,-23.879828669598304,0.6961275324338754,-0.10783928145859593,0.06102452827821197,0.12390844877200491,0.7981713461066263
313,k6_supported_scene,421020,6,0.5,edge,task,1,P11,6.190296324539611,0.4903262947193489,0.5003416538238525,0.2453306692132008,0.08710874577931382,0.10431523151942337,False,False,P11,self,0.13858096432942,-127.72686751526298,0.5003416538238525,0.042427678726601886,0.0548418324986963,0.06933782888108632,0.48209209552673715
316,k6_supported_scene,421020,6,0.5,edge,task,2,P11,6.092974836880662,0.49585107390344413,0.4973898456538492,0.24663128911612947,0.08934280938555292,0.10644778399862251,False,False,P00,diagonal,0.063652560312172,139.228562638808,0.0,-0.0,0.0,0.0,0.0
316,k6_supported_scene,421020,6,0.5,edge,task,2,P11,6.092974836880662,0.49585107390344413,0.4973898456538492,0.24663128911612947,0.08934280938555292,0.10644778399862251,False,False,P10,y_neighbor,0.22114394099010298,-124.185421282005,0.5862094780067415,-0.09958262614283778,0.08299980645330451,0.12963667421216193,0.9722202753672007
316,k6_supported_scene,421020,6,0.5,edge,task,2,P11,6.092974836880662,0.49585107390344413,0.4973898456538492,0.24663128911612947,0.08934280938555292,0.10644778399862251,False,False,P01,x_neighbor,0.177996764958833,-23.879828669598304,0.639501213126345,-0.10618287199259197,-0.04101551450759278,0.11382914712373858,0.6769541645790138
316,k6_supported_scene,421020,6,0.5,edge,task,2,P11,6.092974836880662,0.49585107390344413,0.4973898456538492,0.24663128911612947,0.08934280938555292,0.10644778399862251,False,False,P11,self,0.13858096432942,-127.72686751526298,0.4973898456538492,-0.015386162425150594,0.06718958680915207,0.06892876445837179,0.6316487922294857
322,k6_supported_scene,421020,6,0.5,edge,task,4,P10,9.599976896560555,0.3311320022533937,0.6804138131637305,0.2253067883137726,0.010141048210007941,0.03354012059205069,False,False,P00,x_neighbor,0.177287235448698,-24.2139363904075,0.0,0.0,0.0,0.0,0.0
322,k6_supported_scene,421020,6,0.5,edge,task,4,P10,9.599976896560555,0.3311320022533937,0.6804138131637305,0.2253067883137726,0.010141048210007941,0.03354012059205069,False,False,P10,self,0.136232878997807,-128.024603514836,0.6804138131637305,-0.07826509519282121,0.04966777970224581,0.09269473267717096,0.8435518501406203
322,k6_supported_scene,421020,6,0.5,edge,task,4,P10,9.599976896560555,0.3311320022533937,0.6804138131637305,0.2253067883137726,0.010141048210007941,0.03354012059205069,False,False,P01,diagonal,0.063880131359037,139.19540158061,0.38103175163269043,-0.018424254405897327,0.01590597038885502,0.024340358346260225,0.9129916384521011
322,k6_supported_scene,421020,6,0.5,edge,task,4,P10,9.599976896560555,0.3311320022533937,0.6804138131637305,0.2253067883137726,0.010141048210007941,0.03354012059205069,False,False,P11,y_neighbor,0.22114394099010298,-124.185421282005,0.6259806791653748,0.0010520068171412517,0.13842783697612332,0.13843183437429227,0.9021872171462365
328,k6_supported_scene,421020,6,0.5,interior,combined,-1,P10,7.60699394491871,0.4165338521515548,0.6393513483712223,0.26631148001535593,0.0641308314200712,0.08611778728231928,False,False,P00,x_neighbor,0.177287235448698,-24.2139363904075,0.5457114803706556,0.015709621917679023,-0.09546371723327342,0.09674767970752997,0.8836698120076417
328,k6_supported_scene,421020,6,0.5,interior,combined,-1,P10,7.60699394491871,0.4165338521515548,0.6393513483712223,0.26631148001535593,0.0641308314200712,0.08611778728231928,False,False,P10,self,0.136232878997807,-128.024603514836,0.6393513483712223,-0.07768538591224289,-0.03938919115915332,0.08710067487974148,0.7126803403841248
328,k6_supported_scene,421020,6,0.5,interior,combined,-1,P10,7.60699394491871,0.4165338521515548,0.6393513483712223,0.26631148001535593,0.0641308314200712,0.08611778728231928,False,False,P01,diagonal,0.063880131359037,139.19540158061,0.0,-0.0,0.0,0.0,0.0
328,k6_supported_scene,421020,6,0.5,interior,combined,-1,P10,7.60699394491871,0.4165338521515548,0.6393513483712223,0.26631148001535593,0.0641308314200712,0.08611778728231928,False,False,P11,y_neighbor,0.22114394099010298,-124.185421282005,0.5416907175470843,-0.022820594966989807,-0.11759784303214844,0.11979162007611895,0.9912507851516931
331,k6_supported_scene,421020,6,0.5,interior,task,0,P10,8.973174940156168,0.3559108706917734,0.49490555399634595,0.176142266633034,0.019639388903443966,0.03665893003590601,False,False,P00,x_neighbor,0.177287235448698,-24.2139363904075,0.7142387136549103,0.03311675868888276,-0.12221814100377158,0.1266254069943133,0.9979856772546536
331,k6_supported_scene,421020,6,0.5,interior,task,0,P10,8.973174940156168,0.3559108706917734,0.49490555399634595,0.176142266633034,0.019639388903443966,0.03665893003590601,False,False,P10,self,0.136232878997807,-128.024603514836,0.49490555399634595,-0.04878513906614894,0.0465380636456848,0.06742240845292684,-0.8208841512469143
331,k6_supported_scene,421020,6,0.5,interior,task,0,P10,8.973174940156168,0.3559108706917734,0.49490555399634595,0.176142266633034,0.019639388903443966,0.03665893003590601,False,False,P01,diagonal,0.063880131359037,139.19540158061,0.0,-0.0,0.0,0.0,-0.0
331,k6_supported_scene,421020,6,0.5,interior,task,0,P10,8.973174940156168,0.3559108706917734,0.49490555399634595,0.176142266633034,0.019639388903443966,0.03665893003590601,False,False,P11,y_neighbor,0.22114394099010298,-124.185421282005,0.49490556221501675,0.050857181149384006,-0.09691148209614331,0.10944536644615141,0.9604601275266518
334,k6_supported_scene,421020,6,0.5,interior,task,1,P11,9.448489953282108,0.3369577909480106,0.5099019656627062,0.17181543994975387,0.010570280460641901,0.028105540285557395,False,False,P00,diagonal,0.063652560312172,139.228562638808,0.6275716516998843,-0.037932513106071486,0.012524004949477705,0.03994654241003628,0.2346215356933489
334,k6_supported_scene,421020,6,0.5,interior,task,1,P11,9.448489953282108,0.3369577909480106,0.5099019656627062,0.17181543994975387,0.010570280460641901,0.028105540285557395,False,False,P10,y_neighbor,0.22114394099010298,-124.185421282005,0.5883483962539285,0.011768603963069814,-0.12957634651839062,0.13010968302280052,0.798316831243313
334,k6_supported_scene,421020,6,0.5,interior,task,1,P11,9.448489953282108,0.3369577909480106,0.5099019656627062,0.17181543994975387,0.010570280460641901,0.028105540285557395,False,False,P01,x_neighbor,0.177996764958833,-23.879828669598304,0.0,0.0,0.0,0.0,-0.0
334,k6_supported_scene,421020,6,0.5,interior,task,1,P11,9.448489953282108,0.3369577909480106,0.5099019656627062,0.17181543994975387,0.010570280460641901,0.028105540285557395,False,False,P11,self,0.13858096432942,-127.72686751526298,0.5099019656627062,-0.06447907180963848,-0.028907911271190065,0.07066270611500464,0.8289290656899974
337,k6_supported_scene,421020,6,0.5,interior,task,2,P10,7.499739922234364,0.42170913029018575,0.6342817333473567,0.2674823981288654,0.06690490256714307,0.0887175170409632,False,False,P00,x_neighbor,0.177287235448698,-24.2139363904075,0.697709858417511,-0.050732892492156574,-0.1128124084258621,0.12369505194414301,0.9910672129801419
337,k6_supported_scene,421020,6,0.5,interior,task,2,P10,7.499739922234364,0.42170913029018575,0.6342817333473567,0.2674823981288654,0.06690490256714307,0.0887175170409632,False,False,P10,self,0.136232878997807,-128.024603514836,0.6342817333473567,-0.046300302577792024,-0.0729587190357549,0.08641002662962972,0.9619816520897961
337,k6_supported_scene,421020,6,0.5,interior,task,2,P10,7.499739922234364,0.42170913029018575,0.6342817333473567,0.2674823981288654,0.06690490256714307,0.0887175170409632,False,False,P01,diagonal,0.063880131359037,139.19540158061,0.0,-0.0,0.0,0.0,0.0
337,k6_supported_scene,421020,6,0.5,interior,task,2,P10,7.499739922234364,0.42170913029018575,0.6342817333473567,0.2674823981288654,0.06690490256714307,0.0887175170409632,False,False,P11,y_neighbor,0.22114394099010298,-124.185421282005,0.3329979066979727,0.02084054915622859,-0.0706299529133208,0.07364046942864429,0.8387701496757323
340,k6_supported_scene,421020,6,0.5,interior,task,3,P00,8.27288762265833,0.385794133073327,0.4441741659645334,0.17135978729185522,0.03089958306649862,0.04617449850554867,False,False,P00,self,0.13840586460662296,-126.940543860558,0.4441741659645334,-0.055746142571663305,-0.025917257092506366,0.06147630947624689,0.8747607270078167
340,k6_supported_scene,421020,6,0.5,interior,task,3,P00,8.27288762265833,0.385794133073327,0.4441741659645334,0.17135978729185522,0.03089958306649862,0.04617449850554867,False,False,P10,x_neighbor,0.177287235448698,-24.2139363904075,0.7322870967710404,-0.016583688305183968,-0.12876160972015963,0.12982515494129096,0.8767831816499538
340,k6_supported_scene,421020,6,0.5,interior,task,3,P00,8.27288762265833,0.385794133073327,0.4441741659645334,0.17135978729185522,0.03089958306649862,0.04617449850554867,False,False,P01,y_neighbor,0.221120650005401,-124.185373834792,0.0,0.0,-0.0,0.0,0.0
340,k6_supported_scene,421020,6,0.5,interior,task,3,P00,8.27288762265833,0.385794133073327,0.4441741659645334,0.17135978729185522,0.03089958306649862,0.04617449850554867,False,False,P11,diagonal,0.0636525603121721,139.228562638808,0.516202383786696,-0.02859174639033877,0.01619055704388709,0.03285760336726968,0.1142570768497474
343,k6_supported_scene,421020,6,0.5,interior,task,4,P10,9.768678717654836,0.32476264073558264,0.47313690185546875,0.15365718967603426,0.004038164182151471,0.02030909284195445,False,False,P00,x_neighbor,0.177287235448698,-24.2139363904075,0.5052139759063721,0.036735852325961174,0.08168783156034716,0.08956798909848583,-0.5751421817441944
343,k6_supported_scene,421020,6,0.5,interior,task,4,P10,9.768678717654836,0.32476264073558264,0.47313690185546875,0.15365718967603426,0.004038164182151471,0.02030909284195445,False,False,P10,self,0.136232878997807,-128.024603514836,0.47313690185546875,-0.03970537733152482,-0.05077560805826154,0.06445680229987336,0.7537957611236209
343,k6_supported_scene,421020,6,0.5,interior,task,4,P10,9.768678717654836,0.32476264073558264,0.47313690185546875,0.15365718967603426,0.004038164182151471,0.02030909284195445,False,False,P01,diagonal,0.063880131359037,139.19540158061,0.0,-0.0,0.0,0.0,0.0
343,k6_supported_scene,421020,6,0.5,interior,task,4,P10,9.768678717654836,0.32476264073558264,0.47313690185546875,0.15365718967603426,0.004038164182151471,0.02030909284195445,False,False,P11,y_neighbor,0.22114394099010298,-124.185421282005,0.7217342522865322,-0.14791769493772583,-0.05995665148616122,0.159607156898189,0.9810603549014569
346,k6_supported_scene,421020,6,0.5,interior,task,5,P10,8.420070120720377,0.3793119227965483,0.600474636760264,0.22776718906009463,0.037880436127624095,0.05853044236985952,False,False,P00,x_neighbor,0.177287235448698,-24.2139363904075,0.6932752033700685,-0.07131053542345821,-0.10010690047548436,0.12290884421061334,0.9553958732477783
346,k6_supported_scene,421020,6,0.5,interior,task,5,P10,8.420070120720377,0.3793119227965483,0.600474636760264,0.22776718906009463,0.037880436127624095,0.05853044236985952,False,False,P10,self,0.136232878997807,-128.024603514836,0.600474636760264,-0.06199506393366541,-0.05337199669108975,0.08180438853101316,0.8572762143176604
346,k6_supported_scene,421020,6,0.5,interior,task,5,P10,8.420070120720377,0.3793119227965483,0.600474636760264,0.22776718906009463,0.037880436127624095,0.05853044236985952,False,False,P01,diagonal,0.063880131359037,139.19540158061,0.0,-0.0,0.0,0.0,0.0
346,k6_supported_scene,421020,6,0.5,interior,task,5,P10,8.420070120720377,0.3793119227965483,0.600474636760264,0.22776718906009463,0.037880436127624095,0.05853044236985952,False,False,P11,y_neighbor,0.22114394099010298,-124.185421282005,0.39849678944592404,0.061838540035144676,-0.06278564418083595,0.08812515048997493,0.45630140519030365
349,k6_supported_scene,421021,6,0.5,corner,combined,-1,P10,6.392678146382088,0.47903372823019813,0.4016149789173544,0.19238712066387273,0.06538531308193826,0.07919664051179222,False,False,P00,x_neighbor,0.177287235448698,-24.2139363904075,0.8640903521271637,-0.08521655727311596,0.12730273113172078,0.15319218970651682,0.981565016486231
349,k6_supported_scene,421021,6,0.5,corner,combined,-1,P10,6.392678146382088,0.47903372823019813,0.4016149789173544,0.19238712066387273,0.06538531308193826,0.07919664051179222,False,False,P10,self,0.136232878997807,-128.024603514836,0.4016149789173544,0.05470998391921736,-0.0005899702507128936,0.05471316482655475,-0.397108881048677
349,k6_supported_scene,421021,6,0.5,corner,combined,-1,P10,6.392678146382088,0.47903372823019813,0.4016149789173544,0.19238712066387273,0.06538531308193826,0.07919664051179222,False,False,P01,diagonal,0.063880131359037,139.19540158061,0.0,-0.0,0.0,0.0,0.0
349,k6_supported_scene,421021,6,0.5,corner,combined,-1,P10,6.392678146382088,0.47903372823019813,0.4016149789173544,0.19238712066387273,0.06538531308193826,0.07919664051179222,False,False,P11,y_neighbor,0.22114394099010298,-124.185421282005,0.303402800309775,-0.04398369857173044,0.05066819521569763,0.06709569096793688,0.950077556283028
352,k6_supported_scene,421021,6,0.5,corner,task,0,P10,7.368234165338472,0.4281424517692134,0.4021189937380241,0.17216421188196662,0.04500302081925242,0.05883168105311813,False,False,P00,x_neighbor,0.177287235448698,-24.2139363904075,0.7487732399181144,-0.047109530876397694,0.12410764303501987,0.1327479376830472,0.8416598373987497
352,k6_supported_scene,421021,6,0.5,corner,task,0,P10,7.368234165338472,0.4281424517692134,0.4021189937380241,0.17216421188196662,0.04500302081925242,0.05883168105311813,False,False,P10,self,0.136232878997807,-128.024603514836,0.4021189937380241,0.01713334305233426,-0.052033616620485106,0.05478182821663215,-0.8649454707986516
352,k6_supported_scene,421021,6,0.5,corner,task,0,P10,7.368234165338472,0.4281424517692134,0.4021189937380241,0.17216421188196662,0.04500302081925242,0.05883168105311813,False,False,P01,diagonal,0.063880131359037,139.19540158061,0.0,-0.0,0.0,0.0,0.0
352,k6_supported_scene,421021,6,0.5,corner,task,0,P10,7.368234165338472,0.4281424517692134,0.4021189937380241,0.17216421188196662,0.04500302081925242,0.05883168105311813,False,False,P11,y_neighbor,0.22114394099010298,-124.185421282005,0.5269145369529724,0.06547165516326113,0.09639136365508946,0.11652395726675557,0.925293827670581
355,k6_supported_scene,421021,6,0.5,corner,task,1,P11,8.452738724579199,0.37788796767311433,0.5878838946685441,0.2221542501840513,0.03624903949573954,0.05646605675414185,False,False,P00,diagonal,0.063652560312172,139.228562638808,0.41015155052158314,0.0019250235530235728,-0.026036128424118364,0.02610719630670593,-0.4026641929038068
355,k6_supported_scene,421021,6,0.5,corner,task,1,P11,8.452738724579199,0.37788796767311433,0.5878838946685441,0.2221542501840513,0.03624903949573954,0.05646605675414185,False,False,P10,y_neighbor,0.22114394099010298,-124.185421282005,0.6972576840461557,0.11993375074994797,0.09691120330498362,0.15419431213559895,0.9817396399850572
355,k6_supported_scene,421021,6,0.5,corner,task,1,P11,8.452738724579199,0.37788796767311433,0.5878838946685441,0.2221542501840513,0.03624903949573954,0.05646605675414185,False,False,P01,x_neighbor,0.177996764958833,-23.879828669598304,0.0,0.0,0.0,0.0,0.0
355,k6_supported_scene,421021,6,0.5,corner,task,1,P11,8.452738724579199,0.37788796767311433,0.5878838946685441,0.2221542501840513,0.03624903949573954,0.05646605675414185,False,False,P11,self,0.13858096432942,-127.72686751526298,0.5878838946685441,0.07434018719859978,0.033328947980745025,0.081469517036902,0.9977721457868235
361,k6_supported_scene,421021,6,0.5,corner,task,3,P11,9.023551607251132,0.35385262332071715,0.6179403862056226,0.21865982671467668,0.023249918853290585,0.044500563012587535,False,False,P00,diagonal,0.063652560312172,139.228562638808,0.6351054091726168,0.024876862254599452,-0.03186550018526437,0.04042608536194667,0.8039970393245323
361,k6_supported_scene,421021,6,0.5,corner,task,3,P11,9.023551607251132,0.35385262332071715,0.6179403862056226,0.21865982671467668,0.023249918853290585,0.044500563012587535,False,False,P10,y_neighbor,0.22114394099010298,-124.185421282005,0.4634552836262112,0.10036615212594414,-0.020758198843051627,0.10249032789378631,0.9977438141258073
361,k6_supported_scene,421021,6,0.5,corner,task,3,P11,9.023551607251132,0.35385262332071715,0.6179403862056226,0.21865982671467668,0.023249918853290585,0.044500563012587535,False,False,P01,x_neighbor,0.177996764958833,-23.879828669598304,0.0,0.0,0.0,0.0,0.0
361,k6_supported_scene,421021,6,0.5,corner,task,3,P11,9.023551607251132,0.35385262332071715,0.6179403862056226,0.21865982671467668,0.023249918853290585,0.044500563012587535,False,False,P11,self,0.13858096432942,-127.72686751526298,0.6179403862056226,0.08542857739762794,-0.005939089810193664,0.08563477461846941,0.979722122026171
364,k6_supported_scene,421021,6,0.5,corner,task,4,P11,9.89109454979441,0.32021765478796943,0.5735525520970551,0.18366165313017366,0.0022884108872658626,0.022012580828823014,False,False,P00,diagonal,0.063652560312172,139.228562638808,0.6042785903485637,-0.008421056685101569,-0.03753073172949782,0.03846387941751623,0.9362079786355101
364,k6_supported_scene,421021,6,0.5,corner,task,4,P11,9.89109454979441,0.32021765478796943,0.5735525520970551,0.18366165313017366,0.0022884108872658626,0.022012580828823014,False,False,P10,y_neighbor,0.22114394099010298,-124.185421282005,0.5530685353114964,-0.012912905978227474,-0.12162419135826251,0.12230775553640823,0.8897206842521999
364,k6_supported_scene,421021,6,0.5,corner,task,4,P11,9.89109454979441,0.32021765478796943,0.5735525520970551,0.18366165313017366,0.0022884108872658626,0.022012580828823014,False,False,P01,x_neighbor,0.177996764958833,-23.879828669598304,0.0,0.0,0.0,0.0,-0.0
364,k6_supported_scene,421021,6,0.5,corner,task,4,P11,9.89109454979441,0.32021765478796943,0.5735525520970551,0.18366165313017366,0.0022884108872658626,0.022012580828823014,False,False,P11,self,0.13858096432942,-127.72686751526298,0.5735525520970551,-0.07929208010145572,0.005512473393647653,0.07948346576320979,0.4885509459376244
367,k6_supported_scene,421021,6,0.5,corner,task,5,P10,-0.2554501726812674,1.029846526746705,0.26247949352482197,0.27031359474877215,0.18731029088618661,0.19633682231304245,False,False,P00,x_neighbor,0.177287235448698,-24.2139363904075,0.7749394347928455,-0.13706691324911477,-0.009370877774454424,0.13738687003460018,0.8933036292665111
367,k6_supported_scene,421021,6,0.5,corner,task,5,P10,-0.2554501726812674,1.029846526746705,0.26247949352482197,0.27031359474877215,0.18731029088618661,0.19633682231304245,False,False,P10,self,0.136232878997807,-128.024603514836,0.26247949352482197,-0.014458880688712508,0.03270473115638994,0.03575833708077274,0.7271496762968955
367,k6_supported_scene,421021,6,0.5,corner,task,5,P10,-0.2554501726812674,1.029846526746705,0.26247949352482197,0.27031359474877215,0.18731029088618661,0.19633682231304245,False,False,P01,diagonal,0.063880131359037,139.19540158061,0.0,-0.0,0.0,0.0,0.0
367,k6_supported_scene,421021,6,0.5,corner,task,5,P10,-0.2554501726812674,1.029846526746705,0.26247949352482197,0.27031359474877215,0.18731029088618661,0.19633682231304245,False,False,P11,y_neighbor,0.22114394099010298,-124.185421282005,0.574955095182319,-0.09767078271471354,0.08140632845224774,0.12714783564095783,0.956239178490056
370,k6_supported_scene,421021,6,0.5,edge,combined,-1,P10,0.8766864104115101,0.9039942737185117,0.24124487153396898,0.21808398243066596,0.14179565564245988,0.15009193961202355,False,False,P00,x_neighbor,0.177287235448698,-24.2139363904075,0.0,0.0,0.0,0.0,0.0
370,k6_supported_scene,421021,6,0.5,edge,combined,-1,P10,0.8766864104115101,0.9039942737185117,0.24124487153396898,0.21808398243066596,0.14179565564245988,0.15009193961202355,False,False,P10,self,0.136232878997807,-128.024603514836,0.24124487153396898,-0.018022948192813085,-0.027482964488274454,0.03286548339252869,0.825025398414578
370,k6_supported_scene,421021,6,0.5,edge,combined,-1,P10,0.8766864104115101,0.9039942737185117,0.24124487153396898,0.21808398243066596,0.14179565564245988,0.15009193961202355,False,False,P01,diagonal,0.063880131359037,139.19540158061,0.28716628047353465,-0.01462675775551195,0.011071059327972008,0.018344219718535455,-0.6194347574284584
