stimulus_index,side,window_role,window_x0,window_y0,window_score,sample_index,scene_class,k_value,ratio,frequency_ghz,state_name,source_type,task_index,local_active_count,active_rl_db,total_rl_db,incident_power,accepted_power,radiated_power_from_eep,integrated_accepted_to_radiated_efficiency,integrated_transducer_efficiency
7,2,corner,14,14,0.4495838273688229,426105,near_boundary,2,0.800000011920929,10.0,nominal_identity,task,0,3,7.1188911386881015,9.181292202593585,1.0000000596220833,0.8792546009369275,0.8437440633829196,0.9596129067551445,0.8437440130771439
8,2,corner,14,14,0.4495838273688229,426105,near_boundary,2,0.800000011920929,10.0,nominal_identity,task,1,3,9.454720531950269,11.560304868062037,1.0000000201619896,0.9301816796588942,0.8827604587780744,0.9490193992014446,0.8827604409798675
21,2,corner,14,14,0.4495838273688229,426109,near_boundary,2,0.6000000238418579,10.0,nominal_identity,combined,-1,2,12.929816238846046,11.625322516329192,1.0000000157702502,0.9312191314591766,0.8933826716681552,0.9593688977032362,0.8933826575792871
22,2,corner,14,14,0.4495838273688229,426109,near_boundary,2,0.6000000238418579,10.0,nominal_identity,task,0,2,11.347980787898706,12.931843781962016,0.9999999594031088,0.9490884932379577,0.9114442335642972,0.9603364070454257,0.911444270566101
23,2,corner,14,14,0.4495838273688229,426109,near_boundary,2,0.6000000238418579,10.0,nominal_identity,task,1,2,14.365435176401363,13.316981516731731,0.9999999476633841,0.9534089698032661,0.911101637573932,0.9556252001299462,0.911101685257911
40,2,corner,14,14,0.4495838273688229,426110,near_boundary,4,0.699999988079071,10.0,nominal_identity,combined,-1,3,7.294068496289912,10.520662289500422,0.9999999980044532,0.9112979248795487,0.870223331509175,0.9549273708970611,0.8702233332457464
41,2,corner,14,14,0.4495838273688229,426110,near_boundary,4,0.699999988079071,10.0,nominal_identity,task,0,3,6.975189317939393,9.78902709531878,0.9999999781919056,0.8950222231767165,0.859690433760915,0.9605241205180383,0.8596904525091256
42,2,corner,14,14,0.4495838273688229,426110,near_boundary,4,0.699999988079071,10.0,nominal_identity,task,1,3,7.71719288578675,10.452797202604723,0.9999999986779697,0.9099009347071353,0.8753622978932557,0.9620413217566411,0.8753622990505111
43,2,corner,14,14,0.4495838273688229,426110,near_boundary,4,0.699999988079071,10.0,nominal_identity,task,2,3,6.386152150209038,10.653243193070473,0.9999999624993763,0.9139648631774215,0.8703271798448868,0.9522545284937681,0.8703272124827002
44,2,corner,14,14,0.4495838273688229,426110,near_boundary,4,0.699999988079071,10.0,nominal_identity,task,3,3,7.017598926502414,10.725817826518082,0.9999999945790445,0.9153906725669411,0.8817427486777611,0.9632420070494881,0.8817427534576493
61,2,corner,14,14,0.4495838273688229,426102,stress,2,0.699999988079071,10.0,nominal_identity,combined,-1,2,11.722613630818246,12.501996137166831,0.9999999816286991,0.9437916909608427,0.906645200988285,0.9606412195314624,0.9066452176445372
62,2,corner,14,14,0.4495838273688229,426102,stress,2,0.699999988079071,10.0,nominal_identity,task,0,2,10.570500383483264,12.662376625528484,1.0000000145052983,0.9458295769271649,0.906677118329041,0.9586051657156637,0.9066771051774191
63,2,corner,14,14,0.4495838273688229,426102,stress,2,0.699999988079071,10.0,nominal_identity,task,1,2,12.323022948988381,13.819118463052142,0.9999999877691665,0.9584961603638971,0.9198380739889943,0.9596679799319947,0.9198380852393807
80,2,corner,14,14,0.4495838273688229,426113,stress,4,0.800000011920929,10.0,nominal_identity,combined,-1,3,4.496499889780204,10.494679146779859,1.0000000002675788,0.9107656459671453,0.8659506469840645,0.9507941486577576,0.8659506467523544
81,2,corner,14,14,0.4495838273688229,426113,stress,4,0.800000011920929,10.0,nominal_identity,task,0,3,5.578847399529377,9.067846036896457,1.0000000042132202,0.8760588894113966,0.8411194945439604,0.9601175271551536,0.8411194910001387
82,2,corner,14,14,0.4495838273688229,426113,stress,4,0.800000011920929,10.0,nominal_identity,task,1,3,4.753398770026424,9.930098191115327,1.000000005646057,0.8983774334304524,0.8624139668675547,0.9599684217071535,0.8624139619983163
83,2,corner,14,14,0.4495838273688229,426113,stress,4,0.800000011920929,10.0,nominal_identity,task,2,3,3.6186500586804806,9.01269088805314,1.0000000140924048,0.8744748154496469,0.8349430721025549,0.9547937314503847,0.8349430603361994
84,2,corner,14,14,0.4495838273688229,426113,stress,4,0.800000011920929,10.0,nominal_identity,task,3,3,1.679628652543983,9.722385979258636,1.0000000583160982,0.8933990218233796,0.8500878238617614,0.9515208804759799,0.8500877742879593
101,2,edge,14,10,0.5826155150276308,426105,near_boundary,2,0.800000011920929,10.0,nominal_identity,combined,-1,4,6.748606511220246,10.163255210432594,1.0000000090576129,0.9036893215863507,0.8756201757885808,0.9689393853315684,0.8756201678575523
102,2,edge,14,10,0.5826155150276308,426105,near_boundary,2,0.800000011920929,10.0,nominal_identity,task,0,4,5.59648652338759,10.203498139548728,0.9999999899821335,0.9045776237634587,0.8746108825408738,0.9668721175105908,0.874610891302609
103,2,edge,14,10,0.5826155150276308,426105,near_boundary,2,0.800000011920929,10.0,nominal_identity,task,1,4,8.50455078988257,10.075911069360199,0.9999999807053792,0.9017327121165682,0.8589945814415214,0.952604435770406,0.8589945980154965
116,2,edge,14,10,0.5826155150276308,426109,near_boundary,2,0.6000000238418579,10.0,nominal_identity,combined,-1,2,14.403459032300098,11.252925933910024,1.000000022216154,0.9250611045642085,0.8782411699360403,0.9493871978865387,0.8782411504248996
117,2,edge,14,10,0.5826155150276308,426109,near_boundary,2,0.6000000238418579,10.0,nominal_identity,task,0,2,14.202894723294312,13.289097353220605,0.9999999938572641,0.953108911002237,0.9113412948520638,0.9561774990580534,0.9113413004501927
118,2,edge,14,10,0.5826155150276308,426109,near_boundary,2,0.6000000238418579,10.0,nominal_identity,task,1,2,13.450036903828025,11.345850571631551,0.9999999882222649,0.9266474852386054,0.8868201055646423,0.9570199236404253,0.8868201160093747
135,2,edge,14,10,0.5826155150276308,426110,near_boundary,4,0.699999988079071,10.0,nominal_identity,combined,-1,4,6.726693195200281,10.540230432241655,0.9999999778115645,0.9116966751369889,0.8814526702607338,0.9668266807359907,0.88145268981879
136,2,edge,14,10,0.5826155150276308,426110,near_boundary,4,0.699999988079071,10.0,nominal_identity,task,0,4,7.45320273225307,10.371555800955223,1.0000000295515796,0.9081996593155827,0.8824614822164643,0.9716602215877127,0.8824614561383343
137,2,edge,14,10,0.5826155150276308,426110,near_boundary,4,0.699999988079071,10.0,nominal_identity,task,1,4,6.788880873337958,10.321337781609706,0.9999999856704088,0.9071319593880972,0.877827988117951,0.96769602154695,0.8778280006968674
138,2,edge,14,10,0.5826155150276308,426110,near_boundary,4,0.699999988079071,10.0,nominal_identity,task,2,4,7.081914981436439,9.958912511688801,1.0000000077196287,0.8990494431291028,0.8636025376480065,0.9605729075836754,0.8636025309813157
139,2,edge,14,10,0.5826155150276308,426110,near_boundary,4,0.699999988079071,10.0,nominal_identity,task,3,4,7.774997642234056,10.917316880035877,1.000000016434663,0.919040422890784,0.8864825067810929,0.964574010784768,0.8864824922120519
156,2,edge,14,10,0.5826155150276308,426102,stress,2,0.699999988079071,10.0,nominal_identity,combined,-1,2,14.525417215504394,11.141713234367089,0.9999999876036433,0.9231172797241965,0.8715986133699156,0.9441905514219456,0.8715986241745631
157,2,edge,14,10,0.5826155150276308,426102,stress,2,0.699999988079071,10.0,nominal_identity,task,0,2,11.081447778376528,12.491398831668587,1.0000000141335144,0.9436543991995914,0.9056940962295645,0.9597730874754308,0.9056940834289242
158,2,edge,14,10,0.5826155150276308,426102,stress,2,0.699999988079071,10.0,nominal_identity,task,1,2,13.652806046225574,13.653290779616063,1.0000000263726445,0.956880802663281,0.9165180530580486,0.9578184142759568,0.9165180288870444
175,2,edge,14,10,0.5826155150276308,426113,stress,4,0.800000011920929,10.0,nominal_identity,combined,-1,2,16.934899034204516,16.570899424999425,1.0000000487074787,0.9779753447982094,0.928546148793787,0.949457625626931,0.9285461035666475
176,2,edge,14,10,0.5826155150276308,426113,stress,4,0.800000011920929,10.0,nominal_identity,task,0,2,10.824346222923683,12.012583201057488,0.999999947489487,0.9370867646549861,0.8971694081712287,0.9574027101978608,0.897169455282057
177,2,edge,14,10,0.5826155150276308,426113,stress,4,0.800000011920929,10.0,nominal_identity,task,1,2,13.873630512703999,13.300364320376033,0.9999999749809734,0.9532303855881291,0.9124713812098443,0.9572411822005263,0.9124714040389906
178,2,edge,14,10,0.5826155150276308,426113,stress,4,0.800000011920929,10.0,nominal_identity,task,2,2,15.26723180440985,12.196409871798542,0.9999999470452605,0.9396941599930979,0.8858955710237404,0.9427488312050883,0.885895617936112
179,2,edge,14,10,0.5826155150276308,426113,stress,4,0.800000011920929,10.0,nominal_identity,task,3,2,15.72863498064577,13.424590988165871,0.9999999840730408,0.9545492507976238,0.8999212788517845,0.9427709236582691,0.8999212931847942
196,2,interior,9,6,0.9661688989903746,426105,near_boundary,2,0.800000011920929,10.0,nominal_identity,combined,-1,4,5.813226268346201,10.50928861960275,1.0000000211574307,0.9110653410591453,0.8627194755609938,0.9469347989443351,0.8627194573080667
197,2,interior,9,6,0.9661688989903746,426105,near_boundary,2,0.800000011920929,10.0,nominal_identity,task,0,4,5.327831452228184,10.806780187913148,0.9999999742107306,0.9169533525546965,0.889122924453965,0.9696490251950179,0.8891229473837963
198,2,interior,9,6,0.9661688989903746,426105,near_boundary,2,0.800000011920929,10.0,nominal_identity,task,1,4,7.574668523903071,10.414646504720398,0.9999999800785391,0.909105953937488,0.8690808974323293,0.955973166458977,0.8690809147456908
211,2,interior,9,6,0.9661688989903746,426109,near_boundary,2,0.6000000238418579,10.0,nominal_identity,combined,-1,4,5.188479544845887,11.808109420535821,0.9999999818871066,0.9340538920199521,0.9045012452574537,0.9683608761603798,0.9045012616405886
212,2,interior,9,6,0.9661688989903746,426109,near_boundary,2,0.6000000238418579,10.0,nominal_identity,task,0,4,5.443960553513833,11.363831184465079,1.0000000012309072,0.9269505627238253,0.8989577297107095,0.9698011586175002,0.898957728604176
213,2,interior,9,6,0.9661688989903746,426109,near_boundary,2,0.6000000238418579,10.0,nominal_identity,task,1,4,6.1657629343994795,10.612083736371279,1.0000000324247307,0.9131456692297351,0.8811115560749937,0.9649189453181516,0.8811115275051897
230,2,interior,9,6,0.9661688989903746,426110,near_boundary,4,0.699999988079071,10.0,nominal_identity,combined,-1,4,4.836108834680959,10.154980168807317,0.9999999965768023,0.903505625105236,0.8820791043185534,0.9762851274067198,0.8820791073380846
231,2,interior,9,6,0.9661688989903746,426110,near_boundary,4,0.699999988079071,10.0,nominal_identity,task,0,4,7.293487503003906,10.831706063812787,1.0000000181914661,0.9174286650792502,0.8883782555847246,0.9683349664117851,0.888378239423822
232,2,interior,9,6,0.9661688989903746,426110,near_boundary,4,0.699999988079071,10.0,nominal_identity,task,1,4,8.767058844723085,10.04943322711478,0.999999993222801,0.9011317825443469,0.8712644707435978,0.9668557780567691,0.8712644766483306
233,2,interior,9,6,0.9661688989903746,426110,near_boundary,4,0.699999988079071,10.0,nominal_identity,task,2,4,6.931656165331496,11.570461240127592,0.9999999968334182,0.9303447437346167,0.8958139485384651,0.96288387135124,0.8958139513751332
234,2,interior,9,6,0.9661688989903746,426110,near_boundary,4,0.699999988079071,10.0,nominal_identity,task,3,4,5.521174757559963,10.32697112724329,0.9999999932736321,0.9072523497029544,0.880864207423922,0.9709142199657326,0.8808642133489388
251,2,interior,9,6,0.9661688989903746,426102,stress,2,0.699999988079071,10.0,nominal_identity,combined,-1,4,8.595664002901076,10.848320744965374,0.9999999945768386,0.9177439308195061,0.8923266291362864,0.9723045821065542,0.8923266339755177
252,2,interior,9,6,0.9661688989903746,426102,stress,2,0.699999988079071,10.0,nominal_identity,task,0,4,7.7232429848732265,10.143662611566151,0.9999999777490023,0.9032538193205404,0.8778886220427018,0.9719179739567343,0.8778886415766
253,2,interior,9,6,0.9661688989903746,426102,stress,2,0.699999988079071,10.0,nominal_identity,task,1,4,7.396956867424049,10.558431599009271,0.9999999725334148,0.9120659727180369,0.8865254732032026,0.9719970920099986,0.8865254975530308
270,2,interior,9,6,0.9661688989903746,426113,stress,4,0.800000011920929,10.0,nominal_identity,combined,-1,4,7.339574154506307,10.00946762514139,0.999999986704681,0.9002177507087878,0.8722232403101333,0.9689025123348067,0.8722232519066196
271,2,interior,9,6,0.9661688989903746,426113,stress,4,0.800000011920929,10.0,nominal_identity,task,0,4,7.4894752048917335,10.851255065781714,0.9999999879882565,0.917799482503248,0.8905571954524967,0.9703178226071238,0.8905572061496414
272,2,interior,9,6,0.9661688989903746,426113,stress,4,0.800000011920929,10.0,nominal_identity,task,1,4,9.198174607332072,9.967898552350322,1.0000000391269073,0.8992581334828704,0.8674199203461934,0.9645950234407488,0.867419886406736
273,2,interior,9,6,0.9661688989903746,426113,stress,4,0.800000011920929,10.0,nominal_identity,task,2,4,5.425529895527075,10.787006528368854,0.9999999713914087,0.9165743721715958,0.8856471516788296,0.9662578166794127,0.8856471770159476
274,2,interior,9,6,0.9661688989903746,426113,stress,4,0.800000011920929,10.0,nominal_identity,task,3,4,4.023111669990268,9.165248606299137,1.0000000324301637,0.8788076973203204,0.8549406095818162,0.9728415126411839,0.8549405818559532
9,2,corner,14,14,0.4495838273688229,426105,near_boundary,2,0.800000011920929,10.04,frequency_high_identity,combined,-1,3,2.546411409453981,9.986556549830176,1.000000007836031,0.8996899805793253,0.8517772311212555,0.9467452672672669,0.8517772244467028
10,2,corner,14,14,0.4495838273688229,426105,near_boundary,2,0.800000011920929,10.04,frequency_high_identity,task,0,3,5.949076075548211,8.215330192250812,1.0000000596220833,0.8491772570045606,0.8134247625312927,0.9578974893894552,0.8134247140332167
11,2,corner,14,14,0.4495838273688229,426105,near_boundary,2,0.800000011920929,10.04,frequency_high_identity,task,1,3,7.497222268603771,10.433356282820696,1.0000000201619896,0.9094967273712309,0.861840353412078,0.9476013793948476,0.861840336035662
12,2,corner,14,14,0.4495838273688229,426105,near_boundary,2,0.800000011920929,10.04,frequency_high_E2_source,combined,-1,3,2.4808423196999434,9.966481199465955,0.9999999432955475,0.8992251640605908,0.8510555647819683,0.9464321048789324,0.8510556130406108
13,2,corner,14,14,0.4495838273688229,426105,near_boundary,2,0.800000011920929,10.04,frequency_high_E2_source,task,0,3,5.937125708229084,8.223223360858364,0.9999999864379314,0.8494510616945539,0.8134951423604024,0.9576715823246796,0.8134951533930795
14,2,corner,14,14,0.4495838273688229,426105,near_boundary,2,0.800000011920929,10.04,frequency_high_E2_source,task,1,3,7.5844810165894785,10.452907982796793,0.9999999927624121,0.9099032275495401,0.8619906623910969,0.9473432297987594,0.8619906686298301
24,2,corner,14,14,0.4495838273688229,426109,near_boundary,2,0.6000000238418579,10.04,frequency_high_identity,combined,-1,2,15.174458945988786,12.693259446414881,1.0000000157702502,0.9462134194837961,0.9079590365101972,0.9595710838740075,0.9079590221914562
25,2,corner,14,14,0.4495838273688229,426109,near_boundary,2,0.6000000238418579,10.04,frequency_high_identity,task,0,2,13.312444777623583,13.113305566715196,0.9999999594031088,0.951171904334944,0.914180939615715,0.9611101163200432,0.9141809767286206
26,2,corner,14,14,0.4495838273688229,426109,near_boundary,2,0.6000000238418579,10.04,frequency_high_identity,task,1,2,17.120502602862956,13.841813720970544,0.9999999476633841,0.9587124459071009,0.916507004262811,0.9559769544825752,0.9165070522296885
27,2,corner,14,14,0.4495838273688229,426109,near_boundary,2,0.6000000238418579,10.04,frequency_high_E2_source,combined,-1,2,15.268482462090532,12.7768769658474,1.0000000074602984,0.9472390939163977,0.9088633329440295,0.9594867217592318,0.908863326163638
28,2,corner,14,14,0.4495838273688229,426109,near_boundary,2,0.6000000238418579,10.04,frequency_high_E2_source,task,0,2,13.474814100146466,13.211467452954167,1.000000032696199,0.9522632364490816,0.9153277195329803,0.9612129130871091,0.9153276896052439
29,2,corner,14,14,0.4495838273688229,426109,near_boundary,2,0.6000000238418579,10.04,frequency_high_E2_source,task,1,2,17.233988983675033,13.8464879597154,0.9999999798670491,0.9587568899241288,0.9162407610709564,0.9556549430830824,0.916240779517587
45,2,corner,14,14,0.4495838273688229,426110,near_boundary,4,0.699999988079071,10.04,frequency_high_identity,combined,-1,3,5.981309836096931,9.376540384752639,0.9999999980044532,0.8845627510837724,0.8435277825065003,0.9536098840619326,0.8435277841897995
46,2,corner,14,14,0.4495838273688229,426110,near_boundary,4,0.699999988079071,10.04,frequency_high_identity,task,0,3,7.534255285425924,9.427377779513934,0.9999999781919056,0.8859061341552363,0.8510964812213481,0.960707289867587,0.8510964997821409
47,2,corner,14,14,0.4495838273688229,426110,near_boundary,4,0.699999988079071,10.04,frequency_high_identity,task,1,3,6.293288653928986,10.023663885629553,0.9999999986779697,0.9005433981278449,0.8667713803850174,0.9624981785297225,0.8667713815309155
48,2,corner,14,14,0.4495838273688229,426110,near_boundary,4,0.699999988079071,10.04,frequency_high_identity,task,2,3,5.112434860080839,9.755732791142654,0.9999999624993763,0.8942143257315913,0.8504438819495346,0.9510515068674991,0.8504439138417118
49,2,corner,14,14,0.4495838273688229,426110,near_boundary,4,0.699999988079071,10.04,frequency_high_identity,task,3,3,8.317101613969522,10.547521251105103,0.9999999945790445,0.9118448072719318,0.878423522461411,0.9633476173313844,0.8784235272233057
50,2,corner,14,14,0.4495838273688229,426110,near_boundary,4,0.699999988079071,10.04,frequency_high_E2_source,combined,-1,3,5.85811375468917,9.38743279505545,1.000000033683893,0.8848519445982325,0.843500369827585,0.9532672386345682,0.8435003414152098
51,2,corner,14,14,0.4495838273688229,426110,near_boundary,4,0.699999988079071,10.04,frequency_high_E2_source,task,0,3,7.412693446342682,9.4135761981094,1.0000000019828976,0.885542996053539,0.8513048600676664,0.9613365628338134,0.851304858379616
52,2,corner,14,14,0.4495838273688229,426110,near_boundary,4,0.699999988079071,10.04,frequency_high_E2_source,task,1,3,6.074369941973721,9.953721459784209,1.0000000360260695,0.8989287318497693,0.864945414147772,0.9621957597994802,0.8649453829871896
53,2,corner,14,14,0.4495838273688229,426110,near_boundary,4,0.699999988079071,10.04,frequency_high_E2_source,task,2,3,5.1227934892219364,9.72182900911008,0.9999999971966478,0.8933852950679662,0.8493176312959205,0.9506733947655887,0.849317633676857
54,2,corner,14,14,0.4495838273688229,426110,near_boundary,4,0.699999988079071,10.04,frequency_high_E2_source,task,3,3,8.344300951452663,10.514535868910217,1.0000000077853213,0.9111727169847927,0.8777108063667829,0.963275995874042,0.8777107995335224
64,2,corner,14,14,0.4495838273688229,426102,stress,2,0.699999988079071,10.04,frequency_high_identity,combined,-1,2,13.743486485738947,12.954936310827456,0.9999999816286991,0.9493585049561606,0.9126253229548215,0.9613073651212137,0.9126253397209362
65,2,corner,14,14,0.4495838273688229,426102,stress,2,0.699999988079071,10.04,frequency_high_identity,task,0,2,12.289431149271223,12.561163560449105,1.0000000145052983,0.9445522999299782,0.905946242336225,0.9591276654594826,0.9059462291952047
66,2,corner,14,14,0.4495838273688229,426102,stress,2,0.699999988079071,10.04,frequency_high_identity,task,1,2,14.604248996763962,13.91335353194648,0.9999999877691665,0.9593870279463768,0.9215720786387313,0.9605842603598773,0.921572089910326
67,2,corner,14,14,0.4495838273688229,426102,stress,2,0.699999988079071,10.04,frequency_high_E2_source,combined,-1,2,13.705526643650188,12.959849061422709,1.000000029825756,0.9494158040980424,0.9126701191410527,0.9612965311948871,0.9126700919199772
68,2,corner,14,14,0.4495838273688229,426102,stress,2,0.699999988079071,10.04,frequency_high_E2_source,task,0,2,12.222258745739158,12.574969601215244,0.9999999943103123,0.9447282669528849,0.9060348362835771,0.9590427935493989,0.9060348414386323
69,2,corner,14,14,0.4495838273688229,426102,stress,2,0.699999988079071,10.04,frequency_high_E2_source,task,1,2,14.590203536438377,13.917844102678185,1.0000000425716276,0.9594290523029962,0.9216075694653013,0.9605791770147997,0.9216075302309688
85,2,corner,14,14,0.4495838273688229,426113,stress,4,0.800000011920929,10.04,frequency_high_identity,combined,-1,3,4.715232225317681,9.91006607137457,1.0000000002675788,0.8979076050635755,0.8520320611195076,0.9489083913697115,0.8520320608915218
86,2,corner,14,14,0.4495838273688229,426113,stress,4,0.800000011920929,10.04,frequency_high_identity,task,0,3,6.731039303996862,8.831206701854716,1.0000000042132202,0.8691181823696638,0.8338217390718733,0.9593882120823267,0.8338217355587987
87,2,corner,14,14,0.4495838273688229,426113,stress,4,0.800000011920929,10.04,frequency_high_identity,task,1,3,3.9250400191372057,9.41925632948765,1.000000005646057,0.8856925996015927,0.8501230734929124,0.9598398743258322,0.8501230686930691
88,2,corner,14,14,0.4495838273688229,426113,stress,4,0.800000011920929,10.04,frequency_high_identity,task,2,3,2.9566514135866377,8.429374972149647,1.0000000140924048,0.8564304079729935,0.8159377931402665,0.9527193167643764,0.815937781641741
89,2,corner,14,14,0.4495838273688229,426113,stress,4,0.800000011920929,10.04,frequency_high_identity,task,3,3,1.762982084900907,9.613334293422756,1.0000000583160982,0.8906883715194729,0.845611830590672,0.9493913445261417,0.8456117812778924
90,2,corner,14,14,0.4495838273688229,426113,stress,4,0.800000011920929,10.04,frequency_high_E2_source,combined,-1,3,4.419924546840367,9.9083751028812,1.0000000308164436,0.8978678740695432,0.8518777262193289,0.9487784904901808,0.8518776999674877
91,2,corner,14,14,0.4495838273688229,426113,stress,4,0.800000011920929,10.04,frequency_high_E2_source,task,0,3,6.67086747150335,8.930442221470532,1.0000000304603631,0.8720749228176888,0.8361905339269998,0.9588517133656981,0.8361905084563332
92,2,corner,14,14,0.4495838273688229,426113,stress,4,0.800000011920929,10.04,frequency_high_E2_source,task,1,3,4.032826797586911,9.48497585884719,1.0000000257392925,0.8874093500951015,0.8518752826750094,0.9599575242065188,0.851875260748343
93,2,corner,14,14,0.4495838273688229,426113,stress,4,0.800000011920929,10.04,frequency_high_E2_source,task,2,3,2.9449292225352157,8.50675791214807,1.0000000192029797,0.8589658913836161,0.8178848801625138,0.952173873685567,0.8178848644566874
94,2,corner,14,14,0.4495838273688229,426113,stress,4,0.800000011920929,10.04,frequency_high_E2_source,task,3,3,1.6497138269547997,9.580483714679902,0.9999999754881144,0.8898583154315914,0.8452151374193252,0.9498311391397025,0.8452151581371424
104,2,edge,14,10,0.5826155150276308,426105,near_boundary,2,0.800000011920929,10.04,frequency_high_identity,combined,-1,4,5.570838307192978,10.171661841804037,1.0000000090576129,0.9038755697124892,0.875448740395332,0.9685500634493315,0.8754487324658563
105,2,edge,14,10,0.5826155150276308,426105,near_boundary,2,0.800000011920929,10.04,frequency_high_identity,task,0,4,4.437976522488484,9.710497015002531,0.9999999899821335,0.8931067369014168,0.8622477962083253,0.9654476453730996,0.8622478048462087
106,2,edge,14,10,0.5826155150276308,426105,near_boundary,2,0.800000011920929,10.04,frequency_high_identity,task,1,4,6.960103214365687,9.783792935395295,0.9999999807053792,0.8948956289280894,0.8520424816038931,0.9521138041812474,0.85204249804373
107,2,edge,14,10,0.5826155150276308,426105,near_boundary,2,0.800000011920929,10.04,frequency_high_E2_source,combined,-1,4,5.525847643669629,10.067168487248985,0.9999999944591753,0.901534707963295,0.8735475107654005,0.9689560513303787,0.8735475156055741
108,2,edge,14,10,0.5826155150276308,426105,near_boundary,2,0.800000011920929,10.04,frequency_high_E2_source,task,0,4,4.382949416137544,9.608639604611014,0.9999999896719984,0.8905700814322068,0.8598302782806239,0.9654830048836275,0.8598302871609524
109,2,edge,14,10,0.5826155150276308,426105,near_boundary,2,0.800000011920929,10.04,frequency_high_E2_source,task,1,4,6.878681060131978,9.668676275499575,1.0000000336590196,0.892072466621081,0.8495095473201045,0.9522875989411569,0.849509518726447
119,2,edge,14,10,0.5826155150276308,426109,near_boundary,2,0.6000000238418579,10.04,frequency_high_identity,combined,-1,2,16.79745956376052,12.150910884118382,1.000000022216154,0.9390591141525817,0.8906928602364064,0.9484949848340255,0.8906928404486371
120,2,edge,14,10,0.5826155150276308,426109,near_boundary,2,0.6000000238418579,10.04,frequency_high_identity,task,0,2,16.916570979419095,13.843639904190052,0.9999999938572641,0.9587298477010189,0.9171026171339445,0.9565808546934319,0.9171026227674637
121,2,edge,14,10,0.5826155150276308,426109,near_boundary,2,0.6000000238418579,10.04,frequency_high_identity,task,1,2,15.777342306579289,12.523504542226663,0.9999999882222649,0.9440693801886345,0.903370911973529,0.9568903842565326,0.9033709226131925
122,2,edge,14,10,0.5826155150276308,426109,near_boundary,2,0.6000000238418579,10.04,frequency_high_E2_source,combined,-1,2,16.82701987418803,12.278543021500084,1.000000047499146,0.9408240321313439,0.8931828322469503,0.9493622630190821,0.8931827898215305
123,2,edge,14,10,0.5826155150276308,426109,near_boundary,2,0.6000000238418579,10.04,frequency_high_E2_source,task,0,2,16.620915737239006,13.81878023353487,0.9999999709926469,0.9584929118304572,0.9176370462865987,0.9573748902682702,0.9176370729048212
124,2,edge,14,10,0.5826155150276308,426109,near_boundary,2,0.6000000238418579,10.04,frequency_high_E2_source,task,1,2,15.683622990119616,12.498908155466781,1.0000000336690538,0.9437517598527645,0.9033740279858486,0.9572157281346789,0.903373997570101
140,2,edge,14,10,0.5826155150276308,426110,near_boundary,4,0.699999988079071,10.04,frequency_high_identity,combined,-1,4,5.456916630739872,10.062504208809369,0.9999999778115645,0.9014288854353321,0.8705918412288131,0.965790929595487,0.8705918605458844
141,2,edge,14,10,0.5826155150276308,426110,near_boundary,4,0.699999988079071,10.04,frequency_high_identity,task,0,4,6.193184376078065,10.516476461987672,1.0000000295515796,0.9112124193670912,0.8854430331363792,0.9717196718536707,0.8854430069701397
142,2,edge,14,10,0.5826155150276308,426110,near_boundary,4,0.699999988079071,10.04,frequency_high_identity,task,1,4,8.086118553325397,10.662259321971309,0.9999999856704088,0.9141433114261233,0.8852867241976984,0.9684331910896917,0.8852867368834954
143,2,edge,14,10,0.5826155150276308,426110,near_boundary,4,0.699999988079071,10.04,frequency_high_identity,task,2,4,5.75326688700776,9.742121771533604,1.0000000077196287,0.8938823082801867,0.8580684334884102,0.959934462892904,0.8580684268644405
144,2,edge,14,10,0.5826155150276308,426110,near_boundary,4,0.699999988079071,10.04,frequency_high_identity,task,3,4,9.047073505459414,11.522984071474706,1.000000016434663,0.9295791117634391,0.8971699666152102,0.9651356783536715,0.8971699518705244
145,2,edge,14,10,0.5826155150276308,426110,near_boundary,4,0.699999988079071,10.04,frequency_high_E2_source,combined,-1,4,5.4716045831106435,10.14640041952411,1.000000036943216,0.9033148426962502,0.8724741747132452,0.9658583402759656,0.8724741424812444
146,2,edge,14,10,0.5826155150276308,426110,near_boundary,4,0.699999988079071,10.04,frequency_high_E2_source,task,0,4,6.044728651626281,10.546034962779016,1.000000026574105,0.9118146618856047,0.8858406703669099,0.9715139571621043,0.8858406468264877
147,2,edge,14,10,0.5826155150276308,426110,near_boundary,4,0.699999988079071,10.04,frequency_high_E2_source,task,1,4,8.24527917429429,10.818224568058517,1.0000000032578167,0.9171719327334863,0.8880511050979507,0.9682493253486883,0.8880511022048431
148,2,edge,14,10,0.5826155150276308,426110,near_boundary,4,0.699999988079071,10.04,frequency_high_E2_source,task,2,4,5.64970898464972,9.804996168019006,0.9999999910973385,0.8954075306954495,0.8590371564374281,0.9593812057513375,0.8590371640851452
149,2,edge,14,10,0.5826155150276308,426110,near_boundary,4,0.699999988079071,10.04,frequency_high_E2_source,task,3,4,9.195419760912486,11.641717383451136,0.9999999707719351,0.9314782518645256,0.8986637896020204,0.964771628111745,0.8986638158682247
159,2,edge,14,10,0.5826155150276308,426102,stress,2,0.699999988079071,10.04,frequency_high_identity,combined,-1,2,13.104118348696927,11.625269766256883,0.9999999876036433,0.9312182698016983,0.8778358998627138,0.9426746965023011,0.8778359107446809
