candidate_index,sample_index,sample_id,scene_id,source_dataset,source_sample_index,selection_role,k,ratio,active_count,large_scan,min_target_separation_deg,variant_kind,parent_candidate_index,parent_ratio,ratio_delta,phase_error_rms_deg,gain_error_rms_db,dropout_count,phase_bits,amplitude_bits,perturbation_seed,eep_psll_db,hfss_psll_db,delta_psll_db,eep_nearest_iso_db,hfss_nearest_iso_db,delta_nearest_iso_db,eep_local_iso_db,hfss_local_iso_db,delta_local_iso_db,eep_mainlobe_gain_db,hfss_mainlobe_gain_db,delta_mainlobe_gain_db,eep_target_spread_db,hfss_target_spread_db,eep_pointing_error_deg,hfss_pointing_error_deg,all_case_worst_active_rl_db,all_case_worst_total_rl_db,gate15,strict_gate20,mainlobe_gate,active_RL_gate,strict_engineering_gate,eep_gate15,hard_negative,hard_positive,fullwave_complete,near_boundary,training_priority
43,200014,gate15_c043_s200014,gate15_nearest_200014_ef1ce78d49987ba8,gate15_boundary_scenes_run01,21,gate15_nearest_inside,2,0.49609375,127,0,33.03091049194336,gate15_nearest_inside,4,0.49609375,0.0,0.0,0.0,0,16,16,-1,-10.180641174316406,-10.432456970214844,-0.2518157958984375,29.457630157470703,25.580398559570312,-3.8772315979003906,24.000579833984375,23.636898040771484,-0.3636817932128906,82.45951843261719,82.59815979003906,0.138641357421875,0.96759033203125,0.683319091796875,0.17430270312381774,0.17430270312381774,9.911049800229753,10.052591605663876,1,1,1,0,0,1,0,1,1,1,5
44,200014,gate15_c044_s200014,gate15_nearest_200014_ef1ce78d49987ba8,gate15_boundary_scenes_run01,21,gate15_nearest_outside,2,0.49609375,127,0,33.03091049194336,gate15_nearest_outside,4,0.49609375,0.0,0.0,0.0,0,16,16,-1,-10.180641174316406,-10.502655029296875,-0.32201385498046875,29.457630157470703,24.218891143798828,-5.238739013671875,24.000579833984375,22.833702087402344,-1.1668777465820312,82.45951843261719,82.6358413696289,0.17632293701171875,0.96759033203125,0.6038131713867188,0.17430270312381774,0.17430270312381774,9.804631120367883,10.063909548560039,0,0,1,0,0,1,1,0,1,1,7
45,200015,gate15_c045_s200015,gate15_nearest_200015_08dfc3e74c865e29,gate15_boundary_scenes_run01,23,nominal_control,2,0.51171875,131,1,70.28186798095703,nominal_control,5,0.51171875,0.0,0.0,0.0,0,16,16,-1,-5.1914215087890625,-5.191413879394531,7.62939453125e-06,29.565650939941406,29.565589904785156,-6.103515625e-05,22.80339813232422,22.803394317626953,-3.814697265625e-06,80.08787536621094,80.08787536621094,0.0,2.6778411865234375,2.6778411865234375,0.9999999999999002,0.9999999999999002,10.025581797302813,10.12751554471845,1,1,1,1,1,1,0,1,1,1,5
46,200015,gate15_c046_s200015,gate15_nearest_200015_08dfc3e74c865e29,gate15_boundary_scenes_run01,23,gate15_nearest_inside,2,0.51171875,131,1,70.28186798095703,gate15_nearest_inside,5,0.51171875,0.0,0.0,0.0,0,16,16,-1,-5.1914215087890625,-5.205963134765625,-0.0145416259765625,29.565650939941406,25.259971618652344,-4.3056793212890625,22.80339813232422,22.803394317626953,-3.814697265625e-06,80.08787536621094,80.37095642089844,0.2830810546875,2.6778411865234375,2.0932235717773438,0.9999999999999002,0.9999999999999002,9.825044504002516,10.12751554471845,1,1,1,0,0,1,0,1,1,1,5
47,200015,gate15_c047_s200015,gate15_nearest_200015_08dfc3e74c865e29,gate15_boundary_scenes_run01,23,gate15_nearest_outside,2,0.51171875,131,1,70.28186798095703,gate15_nearest_outside,5,0.51171875,0.0,0.0,0.0,0,16,16,-1,-5.1914215087890625,-5.2078704833984375,-0.016448974609375,29.565650939941406,24.188411712646484,-5.377239227294922,22.80339813232422,22.803394317626953,-3.814697265625e-06,80.08787536621094,80.40827941894531,0.320404052734375,2.6778411865234375,2.0128707885742188,0.9999999999999002,0.9999999999999002,9.773043600548409,10.12751554471845,0,0,1,0,0,1,1,0,1,1,7
48,200016,gate15_c048_s200016,gate15_nearest_200016_65739b34afb991b2,gate15_boundary_scenes_run01,42,nominal_control,4,0.59375,152,1,22.952224731445312,nominal_control,7,0.59375,0.0,0.0,0.0,0,16,16,-1,-6.07305908203125,-6.0730438232421875,1.52587890625e-05,28.69241714477539,28.692413330078125,-3.814697265625e-06,22.5037841796875,22.5037841796875,0.0,77.86072540283203,77.86072540283203,0.0,2.9530868530273438,2.9530868530273438,0.9999999999999002,0.9999999999999002,10.037385657966993,10.423211605271703,1,1,1,1,1,1,0,1,1,1,5
49,200016,gate15_c049_s200016,gate15_nearest_200016_65739b34afb991b2,gate15_boundary_scenes_run01,42,gate15_nearest_inside,4,0.59375,152,1,22.952224731445312,gate15_nearest_inside,7,0.59375,0.0,0.0,0.0,0,16,16,-1,-6.07305908203125,-6.0639190673828125,0.0091400146484375,28.69241714477539,25.455596923828125,-3.2368202209472656,22.5037841796875,22.5037841796875,0.0,77.86072540283203,77.78636169433594,-0.07436370849609375,2.9530868530273438,2.9675064086914062,0.9999999999999002,0.9999999999999002,9.94817326949997,10.449267039096554,1,1,1,0,0,1,0,1,1,1,5
50,200016,gate15_c050_s200016,gate15_nearest_200016_65739b34afb991b2,gate15_boundary_scenes_run01,42,gate15_nearest_outside,4,0.59375,152,1,22.952224731445312,gate15_nearest_outside,7,0.59375,0.0,0.0,0.0,0,16,16,-1,-6.07305908203125,-6.06085205078125,0.01220703125,28.69241714477539,24.301067352294922,-4.391349792480469,22.5037841796875,21.955482482910156,-0.5483016967773438,77.86072540283203,77.7613525390625,-0.09937286376953125,2.9530868530273438,2.972320556640625,0.9999999999999002,0.9999999999999002,9.908923077711048,10.45807343689519,0,0,1,0,0,1,1,0,1,1,7
51,200017,gate15_c051_s200017,gate15_nearest_200017_93f6cb849cf44c86,gate15_boundary_scenes_run01,24,nominal_control,2,0.5625,144,0,25.98128318786621,nominal_control,8,0.5625,0.0,0.0,0.0,0,16,16,-1,-12.813758850097656,-12.813735961914062,2.288818359375e-05,33.13618087768555,33.13615417480469,-2.6702880859375e-05,24.077686309814453,24.07770538330078,1.9073486328125e-05,83.677734375,83.67770385742188,-3.0517578125e-05,0.00974273681640625,0.00980377197265625,0.13950589904607988,0.13950589904607988,10.050035316206504,10.64884185764259,1,1,1,1,1,1,0,1,1,1,5
52,200017,gate15_c052_s200017,gate15_nearest_200017_93f6cb849cf44c86,gate15_boundary_scenes_run01,24,gate15_nearest_inside,2,0.5625,144,0,25.98128318786621,gate15_nearest_inside,8,0.5625,0.0,0.0,0.0,0,16,16,-1,-12.813758850097656,-12.528091430664062,0.28566741943359375,33.13618087768555,25.239604949951172,-7.896575927734375,24.077686309814453,22.578529357910156,-1.4991569519042969,83.677734375,83.486328125,-0.19140625,0.00974273681640625,0.372711181640625,0.13950589904607988,0.2789695098888165,10.050035316206504,10.683659657903162,1,1,1,1,1,1,0,1,1,1,5
53,200017,gate15_c053_s200017,gate15_nearest_200017_93f6cb849cf44c86,gate15_boundary_scenes_run01,24,gate15_nearest_outside,2,0.5625,144,0,25.98128318786621,gate15_nearest_outside,8,0.5625,0.0,0.0,0.0,0,16,16,-1,-12.813758850097656,-12.495826721191406,0.31793212890625,33.13618087768555,24.51565170288086,-8.620529174804688,24.077686309814453,22.283554077148438,-1.7941322326660156,83.677734375,83.46390533447266,-0.21382904052734375,0.00974273681640625,0.41422271728515625,0.13950589904607988,0.2789695098888165,10.050035316206504,10.687687988158165,0,0,1,1,0,1,1,0,1,1,7
54,200018,gate15_c054_s200018,gate15_nearest_200018_7ee4c03f2e6c84d7,gate15_boundary_scenes_run01,45,nominal_control,4,0.65234375,167,1,16.59421730041504,nominal_control,9,0.65234375,0.0,0.0,0.0,0,16,16,-1,-6.835762023925781,-6.83575439453125,7.62939453125e-06,27.68419647216797,27.684215545654297,1.9073486328125e-05,22.9678955078125,22.967933654785156,3.814697265625e-05,78.91219329833984,78.91218566894531,-7.62939453125e-06,2.7049026489257812,2.7049102783203125,0.9999999999999002,0.9999999999999002,10.020814084974978,10.600791029614918,1,1,1,1,1,1,0,1,1,1,5
55,200018,gate15_c055_s200018,gate15_nearest_200018_7ee4c03f2e6c84d7,gate15_boundary_scenes_run01,45,gate15_nearest_inside,4,0.65234375,167,1,16.59421730041504,gate15_nearest_inside,9,0.65234375,0.0,0.0,0.0,0,16,16,-1,-6.835762023925781,-6.831733703613281,0.0040283203125,27.68419647216797,25.263347625732422,-2.420848846435547,22.9678955078125,23.02471160888672,0.05681610107421875,78.91219329833984,78.97515869140625,0.06296539306640625,2.7049026489257812,2.6962051391601562,0.9999999999999002,0.9999999999999002,9.55510136416947,10.58686060521046,1,1,1,0,0,1,0,1,1,1,5
56,200018,gate15_c056_s200018,gate15_nearest_200018_7ee4c03f2e6c84d7,gate15_boundary_scenes_run01,45,gate15_nearest_outside,4,0.65234375,167,1,16.59421730041504,gate15_nearest_outside,9,0.65234375,0.0,0.0,0.0,0,16,16,-1,-6.835762023925781,-6.8300933837890625,0.00566864013671875,27.684188842773438,24.561656951904297,-3.1225318908691406,22.9678955078125,23.02471160888672,0.05681610107421875,78.91219329833984,78.98171997070312,0.06952667236328125,2.7049026489257812,2.6962203979492188,0.9999999999999002,0.9999999999999002,9.500105977178528,10.585319727355193,0,0,1,0,0,1,1,0,1,1,7
57,200019,gate15_c057_s200019,gate15_nearest_200019_40626854940e7572,gate15_boundary_scenes_run01,27,nominal_control,2,0.65625,168,0,14.034088134765625,nominal_control,10,0.65625,0.0,0.0,0.0,0,16,16,-1,-10.966888427734375,-10.966865539550781,2.288818359375e-05,27.922950744628906,27.922962188720703,1.1444091796875e-05,24.66527557373047,24.665306091308594,3.0517578125e-05,84.03578186035156,84.0357666015625,-1.52587890625e-05,0.0,1.52587890625e-05,8.537736462515939e-07,8.537736462515939e-07,10.064926312103946,10.599776229966238,1,1,1,1,1,1,0,1,1,1,5
58,200019,gate15_c058_s200019,gate15_nearest_200019_40626854940e7572,gate15_boundary_scenes_run01,27,gate15_nearest_inside,2,0.65625,168,0,14.034088134765625,gate15_nearest_inside,10,0.65625,0.0,0.0,0.0,0,16,16,-1,-10.966888427734375,-10.531951904296875,0.4349365234375,27.922950744628906,25.291553497314453,-2.631397247314453,24.66527557373047,20.93645477294922,-3.72882080078125,84.03578186035156,83.63099670410156,-0.40478515625,0.0,0.76068115234375,8.537736462515939e-07,8.537736462515939e-07,8.357419607708104,10.65201021152027,1,1,1,0,0,1,0,1,1,1,5
59,200019,gate15_c059_s200019,gate15_nearest_200019_40626854940e7572,gate15_boundary_scenes_run01,27,gate15_nearest_outside,2,0.65625,168,0,14.034088134765625,gate15_nearest_outside,10,0.65625,0.0,0.0,0.0,0,16,16,-1,-10.966888427734375,-10.506935119628906,0.45995330810546875,27.922950744628906,24.537464141845703,-3.385486602783203,24.66527557373047,20.613418579101562,-4.051856994628906,84.03578186035156,83.6070556640625,-0.4287261962890625,0.0,0.8035125732421875,8.537736462515939e-07,8.537736462515939e-07,8.228068976824558,10.655553410863789,0,0,1,0,0,1,1,0,1,1,7
60,200020,gate15_c060_s200020,gate15_local_200020_1ca44285e40348d1,gate15_boundary_scenes_run01,48,nominal_control,4,0.70703125,181,0,14.021708488464355,nominal_control,12,0.70703125,0.0,0.0,0.0,0,16,16,-1,-8.939613342285156,-8.939605712890625,7.62939453125e-06,28.338287353515625,28.3382568359375,-3.0517578125e-05,23.01642608642578,23.01642608642578,0.0,81.35853576660156,81.35853576660156,0.0,0.0355224609375,0.0355224609375,1.0000000000002647,1.0000000000002647,10.025908833171735,11.016580245261615,1,1,1,1,1,1,0,0,1,1,3
61,200020,gate15_c061_s200020,gate15_local_200020_1ca44285e40348d1,gate15_boundary_scenes_run01,48,gate15_local_inside,4,0.70703125,181,0,14.021708488464355,gate15_local_inside,12,0.70703125,0.0,0.0,0.0,0,16,16,-1,-8.939613342285156,-8.964508056640625,-0.02489471435546875,28.338287353515625,28.3382568359375,-3.0517578125e-05,23.01642608642578,15.607345581054688,-7.409080505371094,81.35853576660156,81.29586791992188,-0.0626678466796875,0.0355224609375,0.06634521484375,1.0000000000002647,0.9999999999999002,4.596868865546022,11.016580245261615,1,0,1,0,0,1,0,0,1,1,3
62,200020,gate15_c062_s200020,gate15_local_200020_1ca44285e40348d1,gate15_boundary_scenes_run01,48,gate15_local_outside,4,0.70703125,181,0,14.021708488464355,gate15_local_outside,12,0.70703125,0.0,0.0,0.0,0,16,16,-1,-8.939613342285156,-8.671630859375,0.26798248291015625,28.338287353515625,28.3382568359375,-3.0517578125e-05,23.01642608642578,14.173675537109375,-8.842750549316406,81.35853576660156,81.27130126953125,-0.0872344970703125,0.0355224609375,0.110321044921875,1.0000000000002647,0.9999999999999002,3.653653929631848,11.016580245261615,0,0,1,0,0,1,1,0,1,1,7
63,200021,gate15_c063_s200021,gate15_local_200021_65081b00a77309cd,gate15_boundary_scenes_run01,49,nominal_control,4,0.75,192,1,29.651823043823242,nominal_control,13,0.75,0.0,0.0,0.0,0,16,16,-1,-5.6542510986328125,-5.6542510986328125,0.0,27.463451385498047,27.463436126708984,-1.52587890625e-05,22.434764862060547,22.434795379638672,3.0517578125e-05,78.75711059570312,78.75711059570312,0.0,1.6433486938476562,1.643341064453125,0.9999999999999002,0.9999999999999002,10.005715833406551,11.704902646261377,1,1,1,1,1,1,0,1,1,1,5
64,200021,gate15_c064_s200021,gate15_local_200021_65081b00a77309cd,gate15_boundary_scenes_run01,49,gate15_local_inside,4,0.75,192,1,29.651823043823242,gate15_local_inside,13,0.75,0.0,0.0,0.0,0,16,16,-1,-5.654243469238281,-4.8804473876953125,0.7737960815429688,27.463451385498047,27.463436126708984,-1.52587890625e-05,22.434764862060547,15.667190551757812,-6.767574310302734,78.75711059570312,78.74937438964844,-0.0077362060546875,1.6433486938476562,1.6433486938476562,0.9999999999999002,0.9999999999999002,2.5800392579365647,11.704902646261377,1,0,1,0,0,1,0,0,1,1,3
65,200021,gate15_c065_s200021,gate15_local_200021_65081b00a77309cd,gate15_boundary_scenes_run01,49,gate15_local_outside,4,0.75,192,1,29.651823043823242,gate15_local_outside,13,0.75,0.0,0.0,0.0,0,16,16,-1,-5.6542510986328125,-4.6008758544921875,1.053375244140625,27.463451385498047,27.463436126708984,-1.52587890625e-05,22.434764862060547,14.157211303710938,-8.27755355834961,78.75711059570312,78.73628997802734,-0.02082061767578125,1.6433486938476562,1.6433486938476562,0.9999999999999002,0.9999999999999002,0.3382359940090345,11.704902646261377,0,0,1,0,0,1,1,0,1,1,7
66,200022,gate15_c066_s200022,gate15_local_200022_ef75f9fa410c53b5,gate15_boundary_scenes_run01,30,nominal_control,2,0.75390625,193,0,32.67011642456055,nominal_control,14,0.75390625,0.0,0.0,0.0,0,16,16,-1,-14.663467407226562,-14.663436889648438,3.0517578125e-05,29.840309143066406,29.840343475341797,3.4332275390625e-05,26.020137786865234,26.020111083984375,-2.6702880859375e-05,85.48785400390625,85.48783874511719,-1.52587890625e-05,7.62939453125e-06,2.288818359375e-05,0.0,0.0,10.027295474484957,11.797172860616278,1,1,1,1,1,1,0,0,1,1,3
67,200022,gate15_c067_s200022,gate15_local_200022_ef75f9fa410c53b5,gate15_boundary_scenes_run01,30,gate15_local_inside,2,0.75390625,193,0,32.67011642456055,gate15_local_inside,14,0.75390625,0.0,0.0,0.0,0,16,16,-1,-14.663467407226562,-15.32977294921875,-0.6663055419921875,29.840309143066406,29.840343475341797,3.4332275390625e-05,26.020137786865234,15.492012023925781,-10.528125762939453,85.48785400390625,85.36568450927734,-0.12216949462890625,7.62939453125e-06,0.0051727294921875,0.0,0.9999999999999002,7.391884260183237,11.797172860616278,1,0,1,0,0,1,0,0,1,1,3
68,200022,gate15_c068_s200022,gate15_local_200022_ef75f9fa410c53b5,gate15_boundary_scenes_run01,30,gate15_local_outside,2,0.75390625,193,0,32.67011642456055,gate15_local_outside,14,0.75390625,0.0,0.0,0.0,0,16,16,-1,-14.663467407226562,-15.314674377441406,-0.6512069702148438,29.840309143066406,29.840343475341797,3.4332275390625e-05,26.020137786865234,14.167098999023438,-11.853038787841797,85.48785400390625,85.330078125,-0.15777587890625,7.62939453125e-06,0.060546875,0.0,0.9999999999999002,6.725622474064897,11.797172860616278,0,0,1,0,0,1,1,0,1,1,7
69,200023,gate15_c069_s200023,gate15_local_200023_9595b512bccdd33a,gate15_boundary_scenes_run01,36,nominal_control,4,0.4140625,106,0,22.024211883544922,nominal_control,0,0.4140625,0.0,0.0,0.0,0,16,16,-1,-5.2158203125,-5.2158355712890625,-1.52587890625e-05,26.617233276367188,26.617198944091797,-3.4332275390625e-05,22.933975219726562,22.933982849121094,7.62939453125e-06,78.03435516357422,78.03435516357422,0.0,2.288818359375e-05,1.52587890625e-05,8.537736462515939e-07,8.537736462515939e-07,10.024738790842276,10.02654351448663,1,1,1,1,1,1,0,1,1,1,5
70,200023,gate15_c070_s200023,gate15_local_200023_9595b512bccdd33a,gate15_boundary_scenes_run01,36,gate15_local_inside,4,0.4140625,106,0,22.024211883544922,gate15_local_inside,0,0.4140625,0.0,0.0,0.0,0,16,16,-1,-5.2158203125,-5.26373291015625,-0.04791259765625,26.617233276367188,26.617198944091797,-3.4332275390625e-05,22.933979034423828,15.431983947753906,-7.501995086669922,78.03435516357422,78.06797790527344,0.03362274169921875,2.288818359375e-05,2.288818359375e-05,8.537736462515939e-07,8.537736462515939e-07,7.527962797517569,10.02446724179454,1,0,1,0,0,1,0,0,1,1,3
71,200023,gate15_c071_s200023,gate15_local_200023_9595b512bccdd33a,gate15_boundary_scenes_run01,36,gate15_local_outside,4,0.4140625,106,0,22.024211883544922,gate15_local_outside,0,0.4140625,0.0,0.0,0.0,0,16,16,-1,-5.2158203125,-5.243232727050781,-0.02741241455078125,26.617233276367188,26.617198944091797,-3.4332275390625e-05,22.933979034423828,14.697463989257812,-8.236515045166016,78.03435516357422,78.07034301757812,0.03598785400390625,2.288818359375e-05,2.288818359375e-05,8.537736462515939e-07,8.537736462515939e-07,7.0240386746461345,10.022692011287992,0,0,1,0,0,1,1,0,1,1,7
72,200024,gate15_c072_s200024,gate15_local_200024_9fe2eef57cf543d1,gate15_boundary_scenes_run01,18,nominal_control,2,0.4140625,106,0,31.377717971801758,nominal_control,1,0.4140625,0.0,0.0,0.0,0,16,16,-1,-10.79473876953125,-10.794731140136719,7.62939453125e-06,27.602920532226562,27.60289764404297,-2.288818359375e-05,21.997879028320312,21.997840881347656,-3.814697265625e-05,81.44214630126953,81.44214630126953,0.0,0.7860488891601562,0.7860488891601562,1.2074182697257333e-06,1.2074182697257333e-06,10.099892635315754,10.134096134528747,1,1,1,1,1,1,0,1,1,1,5
73,200024,gate15_c073_s200024,gate15_local_200024_9fe2eef57cf543d1,gate15_boundary_scenes_run01,18,gate15_local_inside,2,0.4140625,106,0,31.377717971801758,gate15_local_inside,1,0.4140625,0.0,0.0,0.0,0,16,16,-1,-10.79473876953125,-9.923591613769531,0.8711471557617188,27.602920532226562,27.602954864501953,3.4332275390625e-05,21.997879028320312,15.491218566894531,-6.506660461425781,81.44214630126953,81.22235107421875,-0.21979522705078125,0.7860488891601562,0.8580780029296875,1.2074182697257333e-06,0.9999999999999002,-0.4439411959442074,9.923456180785177,1,0,1,0,0,1,0,0,1,1,3
74,200024,gate15_c074_s200024,gate15_local_200024_9fe2eef57cf543d1,gate15_boundary_scenes_run01,18,gate15_local_outside,2,0.4140625,106,0,31.377717971801758,gate15_local_outside,1,0.4140625,0.0,0.0,0.0,0,16,16,-1,-10.79473876953125,-9.832115173339844,0.9626235961914062,27.602920532226562,27.60293960571289,1.9073486328125e-05,21.997879028320312,14.565513610839844,-7.432365417480469,81.44214630126953,81.18989562988281,-0.25225067138671875,0.7860488891601562,0.885650634765625,1.2074182697257333e-06,0.9999999999999002,-0.06887600548931078,9.902485026066564,0,0,1,0,0,1,1,0,1,1,7
75,200025,gate15_c075_s200025,gate15_local_200025_6ada1fe89e2de65f,gate15_boundary_scenes_run01,19,nominal_control,2,0.3984375,102,1,54.11437225341797,nominal_control,2,0.3984375,0.0,0.0,0.0,0,16,16,-1,-6.757476806640625,-6.757484436035156,-7.62939453125e-06,27.08666229248047,27.086654663085938,-7.62939453125e-06,24.98334503173828,24.983306884765625,-3.814697265625e-05,78.8868637084961,78.8868637084961,0.0,2.4544754028320312,2.4544754028320312,0.9999999999995357,0.9999999999995357,10.065925662762352,10.036832819152021,1,1,1,1,1,1,0,1,1,1,5
76,200025,gate15_c076_s200025,gate15_local_200025_6ada1fe89e2de65f,gate15_boundary_scenes_run01,19,gate15_local_inside,2,0.3984375,102,1,54.11437225341797,gate15_local_inside,2,0.3984375,0.0,0.0,0.0,0,16,16,-1,-6.757476806640625,-4.658111572265625,2.099365234375,27.08666229248047,27.086654663085938,-7.62939453125e-06,24.98334503173828,15.523765563964844,-9.459579467773438,78.8868637084961,78.56135559082031,-0.32550811767578125,2.4544754028320312,2.575347900390625,0.9999999999995357,8.537736462515939e-07,0.5744553311386097,9.885365927857121,1,0,1,0,0,1,0,0,1,1,3
77,200025,gate15_c077_s200025,gate15_local_200025_6ada1fe89e2de65f,gate15_boundary_scenes_run01,19,gate15_local_outside,2,0.3984375,102,1,54.11437225341797,gate15_local_outside,2,0.3984375,0.0,0.0,0.0,0,16,16,-1,-6.757476806640625,-4.316764831542969,2.4407119750976562,27.08666229248047,27.086654663085938,-7.62939453125e-06,24.98334503173828,14.56689453125,-10.416450500488281,78.8868637084961,78.52354431152344,-0.36331939697265625,2.4544754028320312,2.542633056640625,0.9999999999995357,0.9999999999995357,2.420879625093834,9.823636461694887,0,0,1,0,0,1,1,0,1,1,7
78,200026,gate15_c078_s200026,gate15_local_200026_aedc244a701cd30d,gate15_boundary_scenes_run01,39,nominal_control,4,0.50390625,129,0,15.107400894165039,nominal_control,3,0.50390625,0.0,0.0,0.0,0,16,16,-1,-8.619590759277344,-8.619575500488281,1.52587890625e-05,28.86688995361328,28.866878509521484,-1.1444091796875e-05,24.128623962402344,24.12863540649414,1.1444091796875e-05,79.80004119873047,79.80004119873047,0.0,0.1267242431640625,0.1267242431640625,1.0000000000002647,1.0000000000002647,10.01157540822505,10.00489808972987,1,1,1,1,1,1,0,1,1,1,5
79,200026,gate15_c079_s200026,gate15_local_200026_aedc244a701cd30d,gate15_boundary_scenes_run01,39,gate15_local_inside,4,0.50390625,129,0,15.107400894165039,gate15_local_inside,3,0.50390625,0.0,0.0,0.0,0,16,16,-1,-8.619590759277344,-8.71295166015625,-0.09336090087890625,28.86688995361328,28.866905212402344,1.52587890625e-05,24.128612518310547,15.414390563964844,-8.714221954345703,79.80004119873047,79.79519653320312,-0.00484466552734375,0.1267242431640625,0.1662445068359375,1.0000000000002647,1.019274182245362,8.779040618370496,10.00489808972987,1,0,1,0,0,1,0,0,1,1,3
80,200026,gate15_c080_s200026,gate15_local_200026_aedc244a701cd30d,gate15_boundary_scenes_run01,39,gate15_local_outside,4,0.50390625,129,0,15.107400894165039,gate15_local_outside,3,0.50390625,0.0,0.0,0.0,0,16,16,-1,-8.619590759277344,-8.708770751953125,-0.08917999267578125,28.86688995361328,28.86687469482422,-1.52587890625e-05,24.128612518310547,14.086509704589844,-10.042102813720703,79.80004119873047,79.78851318359375,-0.01152801513671875,0.1267242431640625,0.17504119873046875,1.0000000000002647,1.019274182245362,8.462656762075428,10.00489808972987,0,0,1,0,0,1,1,0,1,1,7
81,200027,gate15_c081_s200027,gate15_local_200027_c3d793a35c43d036,gate15_boundary_scenes_run01,21,nominal_control,2,0.49609375,127,0,33.03091049194336,nominal_control,4,0.49609375,0.0,0.0,0.0,0,16,16,-1,-9.994918823242188,-9.994926452636719,-7.62939453125e-06,28.99475860595703,28.99478530883789,2.6702880859375e-05,22.980751037597656,22.98077392578125,2.288818359375e-05,81.89007568359375,81.89009094238281,1.52587890625e-05,0.9875030517578125,0.98748779296875,8.537736462515939e-07,8.537736462515939e-07,10.0554443541649,10.092706929569928,1,1,1,1,1,1,0,1,1,1,5
82,200027,gate15_c082_s200027,gate15_local_200027_c3d793a35c43d036,gate15_boundary_scenes_run01,21,gate15_local_inside,2,0.49609375,127,0,33.03091049194336,gate15_local_inside,4,0.49609375,0.0,0.0,0.0,0,16,16,-1,-9.994918823242188,-9.371383666992188,0.62353515625,28.99475860595703,28.9947509765625,-7.62939453125e-06,22.980751037597656,15.372894287109375,-7.607856750488281,81.89007568359375,81.97077941894531,0.0807037353515625,0.9875030517578125,0.7502288818359375,8.537736462515939e-07,1.0000000000002647,3.499784834115432,10.116412218274139,1,0,1,0,0,1,0,0,1,1,3
83,200027,gate15_c083_s200027,gate15_local_200027_c3d793a35c43d036,gate15_boundary_scenes_run01,21,gate15_local_outside,2,0.49609375,127,0,33.03091049194336,gate15_local_outside,4,0.49609375,0.0,0.0,0.0,0,16,16,-1,-9.994918823242188,-9.227333068847656,0.7675857543945312,28.99475860595703,28.994773864746094,1.52587890625e-05,22.980751037597656,14.193962097167969,-8.786788940429688,81.89007568359375,81.97449493408203,0.08441925048828125,0.9875030517578125,0.6937942504882812,8.537736462515939e-07,1.0000000000002647,1.808408680844268,10.118756338407277,0,0,1,0,0,1,1,0,1,1,7
84,200028,gate15_c084_s200028,gate15_local_200028_647491738202fbf1,gate15_boundary_scenes_run01,42,nominal_control,4,0.59375,152,1,22.952224731445312,nominal_control,7,0.59375,0.0,0.0,0.0,0,16,16,-1,-6.8790283203125,-6.879035949707031,-7.62939453125e-06,27.16595458984375,27.165935516357422,-1.9073486328125e-05,23.27383804321289,23.273826599121094,-1.1444091796875e-05,78.44902038574219,78.44902038574219,0.0,2.6461868286132812,2.6461868286132812,1.0000000000002647,1.0000000000002647,10.011706237347916,10.266860457619524,1,1,1,1,1,1,0,1,1,1,5
85,200028,gate15_c085_s200028,gate15_local_200028_647491738202fbf1,gate15_boundary_scenes_run01,42,gate15_local_inside,4,0.59375,152,1,22.952224731445312,gate15_local_inside,7,0.59375,0.0,0.0,0.0,0,16,16,-1,-6.8790283203125,-3.1610870361328125,3.7179412841796875,27.16595458984375,27.165935516357422,-1.9073486328125e-05,23.27383804321289,15.225349426269531,-8.04848861694336,78.44902038574219,78.21615600585938,-0.2328643798828125,2.6461868286132812,2.6752243041992188,1.0000000000002647,0.9999999999999002,-6.06241318674776,10.053962499518857,1,0,1,0,0,1,0,0,1,1,3
86,200028,gate15_c086_s200028,gate15_local_200028_647491738202fbf1,gate15_boundary_scenes_run01,42,gate15_local_outside,4,0.59375,152,1,22.952224731445312,gate15_local_outside,7,0.59375,0.0,0.0,0.0,0,16,16,-1,-6.8790283203125,-2.9061431884765625,3.9728851318359375,27.16595458984375,27.165935516357422,-1.9073486328125e-05,23.27383804321289,14.474472045898438,-8.799365997314453,78.44902038574219,78.22042846679688,-0.2285919189453125,2.6461868286132812,2.6365737915039062,1.0000000000002647,0.9999999999999002,-8.375626631871047,10.015524324073155,0,0,1,0,0,1,1,0,1,1,7
87,200029,gate15_c087_s200029,gate15_local_200029_5e36773798f520de,gate15_boundary_scenes_run01,24,nominal_control,2,0.5625,144,0,25.98128318786621,nominal_control,8,0.5625,0.0,0.0,0.0,0,16,16,-1,-11.305030822753906,-11.305015563964844,1.52587890625e-05,28.491119384765625,28.491134643554688,1.52587890625e-05,24.3226318359375,24.32263946533203,7.62939453125e-06,83.38806915283203,83.38804626464844,-2.288818359375e-05,0.01190185546875,0.0119476318359375,0.2789695098888165,0.2789695098888165,10.036397914216055,10.683330219192156,1,1,1,1,1,1,0,1,1,1,5
