stimulus_index,side,window_role,window_x0,window_y0,window_score,sample_index,scene_class,k_value,ratio,frequency_ghz,state_name,source_type,task_index,local_active_count,stimulus_family,source_row,physical_port_order
403,2,interior,8,8,0.12708228826522827,421021,supported_k6,6,0.5,10.0,frozen_v11_actual_weight,task,3,4,k6_supported_scene,2089,P00|P10|P01|P11
404,2,interior,8,8,0.12708228826522827,421021,supported_k6,6,0.5,10.04,frozen_v11_actual_weight,task,3,4,k6_supported_scene,2089,P00|P10|P01|P11
405,2,interior,8,8,0.12708228826522827,421021,supported_k6,6,0.5,9.96,frozen_v11_actual_weight,task,4,4,k6_supported_scene,2089,P00|P10|P01|P11
406,2,interior,8,8,0.12708228826522827,421021,supported_k6,6,0.5,10.0,frozen_v11_actual_weight,task,4,4,k6_supported_scene,2089,P00|P10|P01|P11
407,2,interior,8,8,0.12708228826522827,421021,supported_k6,6,0.5,10.04,frozen_v11_actual_weight,task,4,4,k6_supported_scene,2089,P00|P10|P01|P11
408,2,interior,8,8,0.12708228826522827,421021,supported_k6,6,0.5,9.96,frozen_v11_actual_weight,task,5,4,k6_supported_scene,2089,P00|P10|P01|P11
409,2,interior,8,8,0.12708228826522827,421021,supported_k6,6,0.5,10.0,frozen_v11_actual_weight,task,5,4,k6_supported_scene,2089,P00|P10|P01|P11
410,2,interior,8,8,0.12708228826522827,421021,supported_k6,6,0.5,10.04,frozen_v11_actual_weight,task,5,4,k6_supported_scene,2089,P00|P10|P01|P11
411,2,corner,0,14,0.038500722497701645,421022,supported_k6,6,0.5,9.96,frozen_v11_actual_weight,combined,-1,3,k6_supported_scene,2206,P00|P10|P01|P11
412,2,corner,0,14,0.038500722497701645,421022,supported_k6,6,0.5,10.0,frozen_v11_actual_weight,combined,-1,3,k6_supported_scene,2206,P00|P10|P01|P11
413,2,corner,0,14,0.038500722497701645,421022,supported_k6,6,0.5,10.04,frozen_v11_actual_weight,combined,-1,3,k6_supported_scene,2206,P00|P10|P01|P11
414,2,corner,0,14,0.038500722497701645,421022,supported_k6,6,0.5,9.96,frozen_v11_actual_weight,task,0,3,k6_supported_scene,2206,P00|P10|P01|P11
415,2,corner,0,14,0.038500722497701645,421022,supported_k6,6,0.5,10.0,frozen_v11_actual_weight,task,0,3,k6_supported_scene,2206,P00|P10|P01|P11
416,2,corner,0,14,0.038500722497701645,421022,supported_k6,6,0.5,10.04,frozen_v11_actual_weight,task,0,3,k6_supported_scene,2206,P00|P10|P01|P11
417,2,corner,0,14,0.038500722497701645,421022,supported_k6,6,0.5,9.96,frozen_v11_actual_weight,task,1,3,k6_supported_scene,2206,P00|P10|P01|P11
418,2,corner,0,14,0.038500722497701645,421022,supported_k6,6,0.5,10.0,frozen_v11_actual_weight,task,1,3,k6_supported_scene,2206,P00|P10|P01|P11
419,2,corner,0,14,0.038500722497701645,421022,supported_k6,6,0.5,10.04,frozen_v11_actual_weight,task,1,3,k6_supported_scene,2206,P00|P10|P01|P11
420,2,corner,0,14,0.038500722497701645,421022,supported_k6,6,0.5,9.96,frozen_v11_actual_weight,task,2,3,k6_supported_scene,2206,P00|P10|P01|P11
421,2,corner,0,14,0.038500722497701645,421022,supported_k6,6,0.5,10.0,frozen_v11_actual_weight,task,2,3,k6_supported_scene,2206,P00|P10|P01|P11
422,2,corner,0,14,0.038500722497701645,421022,supported_k6,6,0.5,10.04,frozen_v11_actual_weight,task,2,3,k6_supported_scene,2206,P00|P10|P01|P11
423,2,corner,0,14,0.038500722497701645,421022,supported_k6,6,0.5,9.96,frozen_v11_actual_weight,task,3,3,k6_supported_scene,2206,P00|P10|P01|P11
424,2,corner,0,14,0.038500722497701645,421022,supported_k6,6,0.5,10.0,frozen_v11_actual_weight,task,3,3,k6_supported_scene,2206,P00|P10|P01|P11
425,2,corner,0,14,0.038500722497701645,421022,supported_k6,6,0.5,10.04,frozen_v11_actual_weight,task,3,3,k6_supported_scene,2206,P00|P10|P01|P11
426,2,corner,0,14,0.038500722497701645,421022,supported_k6,6,0.5,9.96,frozen_v11_actual_weight,task,4,3,k6_supported_scene,2206,P00|P10|P01|P11
427,2,corner,0,14,0.038500722497701645,421022,supported_k6,6,0.5,10.0,frozen_v11_actual_weight,task,4,3,k6_supported_scene,2206,P00|P10|P01|P11
428,2,corner,0,14,0.038500722497701645,421022,supported_k6,6,0.5,10.04,frozen_v11_actual_weight,task,4,3,k6_supported_scene,2206,P00|P10|P01|P11
429,2,corner,0,14,0.038500722497701645,421022,supported_k6,6,0.5,9.96,frozen_v11_actual_weight,task,5,3,k6_supported_scene,2206,P00|P10|P01|P11
430,2,corner,0,14,0.038500722497701645,421022,supported_k6,6,0.5,10.0,frozen_v11_actual_weight,task,5,3,k6_supported_scene,2206,P00|P10|P01|P11
431,2,corner,0,14,0.038500722497701645,421022,supported_k6,6,0.5,10.04,frozen_v11_actual_weight,task,5,3,k6_supported_scene,2206,P00|P10|P01|P11
432,2,edge,0,11,0.09312154352664948,421022,supported_k6,6,0.5,9.96,frozen_v11_actual_weight,combined,-1,4,k6_supported_scene,2206,P00|P10|P01|P11
433,2,edge,0,11,0.09312154352664948,421022,supported_k6,6,0.5,10.0,frozen_v11_actual_weight,combined,-1,4,k6_supported_scene,2206,P00|P10|P01|P11
434,2,edge,0,11,0.09312154352664948,421022,supported_k6,6,0.5,10.04,frozen_v11_actual_weight,combined,-1,4,k6_supported_scene,2206,P00|P10|P01|P11
435,2,edge,0,11,0.09312154352664948,421022,supported_k6,6,0.5,9.96,frozen_v11_actual_weight,task,0,4,k6_supported_scene,2206,P00|P10|P01|P11
436,2,edge,0,11,0.09312154352664948,421022,supported_k6,6,0.5,10.0,frozen_v11_actual_weight,task,0,4,k6_supported_scene,2206,P00|P10|P01|P11
437,2,edge,0,11,0.09312154352664948,421022,supported_k6,6,0.5,10.04,frozen_v11_actual_weight,task,0,4,k6_supported_scene,2206,P00|P10|P01|P11
438,2,edge,0,11,0.09312154352664948,421022,supported_k6,6,0.5,9.96,frozen_v11_actual_weight,task,1,4,k6_supported_scene,2206,P00|P10|P01|P11
439,2,edge,0,11,0.09312154352664948,421022,supported_k6,6,0.5,10.0,frozen_v11_actual_weight,task,1,4,k6_supported_scene,2206,P00|P10|P01|P11
440,2,edge,0,11,0.09312154352664948,421022,supported_k6,6,0.5,10.04,frozen_v11_actual_weight,task,1,4,k6_supported_scene,2206,P00|P10|P01|P11
441,2,edge,0,11,0.09312154352664948,421022,supported_k6,6,0.5,9.96,frozen_v11_actual_weight,task,2,4,k6_supported_scene,2206,P00|P10|P01|P11
442,2,edge,0,11,0.09312154352664948,421022,supported_k6,6,0.5,10.0,frozen_v11_actual_weight,task,2,4,k6_supported_scene,2206,P00|P10|P01|P11
443,2,edge,0,11,0.09312154352664948,421022,supported_k6,6,0.5,10.04,frozen_v11_actual_weight,task,2,4,k6_supported_scene,2206,P00|P10|P01|P11
444,2,edge,0,11,0.09312154352664948,421022,supported_k6,6,0.5,9.96,frozen_v11_actual_weight,task,3,4,k6_supported_scene,2206,P00|P10|P01|P11
445,2,edge,0,11,0.09312154352664948,421022,supported_k6,6,0.5,10.0,frozen_v11_actual_weight,task,3,4,k6_supported_scene,2206,P00|P10|P01|P11
446,2,edge,0,11,0.09312154352664948,421022,supported_k6,6,0.5,10.04,frozen_v11_actual_weight,task,3,4,k6_supported_scene,2206,P00|P10|P01|P11
447,2,edge,0,11,0.09312154352664948,421022,supported_k6,6,0.5,9.96,frozen_v11_actual_weight,task,4,4,k6_supported_scene,2206,P00|P10|P01|P11
448,2,edge,0,11,0.09312154352664948,421022,supported_k6,6,0.5,10.0,frozen_v11_actual_weight,task,4,4,k6_supported_scene,2206,P00|P10|P01|P11
449,2,edge,0,11,0.09312154352664948,421022,supported_k6,6,0.5,10.04,frozen_v11_actual_weight,task,4,4,k6_supported_scene,2206,P00|P10|P01|P11
450,2,edge,0,11,0.09312154352664948,421022,supported_k6,6,0.5,9.96,frozen_v11_actual_weight,task,5,4,k6_supported_scene,2206,P00|P10|P01|P11
451,2,edge,0,11,0.09312154352664948,421022,supported_k6,6,0.5,10.0,frozen_v11_actual_weight,task,5,4,k6_supported_scene,2206,P00|P10|P01|P11
452,2,edge,0,11,0.09312154352664948,421022,supported_k6,6,0.5,10.04,frozen_v11_actual_weight,task,5,4,k6_supported_scene,2206,P00|P10|P01|P11
453,2,interior,7,7,0.14752733707427979,421022,supported_k6,6,0.5,9.96,frozen_v11_actual_weight,combined,-1,3,k6_supported_scene,2206,P00|P10|P01|P11
454,2,interior,7,7,0.14752733707427979,421022,supported_k6,6,0.5,10.0,frozen_v11_actual_weight,combined,-1,3,k6_supported_scene,2206,P00|P10|P01|P11
455,2,interior,7,7,0.14752733707427979,421022,supported_k6,6,0.5,10.04,frozen_v11_actual_weight,combined,-1,3,k6_supported_scene,2206,P00|P10|P01|P11
456,2,interior,7,7,0.14752733707427979,421022,supported_k6,6,0.5,9.96,frozen_v11_actual_weight,task,0,3,k6_supported_scene,2206,P00|P10|P01|P11
457,2,interior,7,7,0.14752733707427979,421022,supported_k6,6,0.5,10.0,frozen_v11_actual_weight,task,0,3,k6_supported_scene,2206,P00|P10|P01|P11
458,2,interior,7,7,0.14752733707427979,421022,supported_k6,6,0.5,10.04,frozen_v11_actual_weight,task,0,3,k6_supported_scene,2206,P00|P10|P01|P11
459,2,interior,7,7,0.14752733707427979,421022,supported_k6,6,0.5,9.96,frozen_v11_actual_weight,task,1,3,k6_supported_scene,2206,P00|P10|P01|P11
460,2,interior,7,7,0.14752733707427979,421022,supported_k6,6,0.5,10.0,frozen_v11_actual_weight,task,1,3,k6_supported_scene,2206,P00|P10|P01|P11
461,2,interior,7,7,0.14752733707427979,421022,supported_k6,6,0.5,10.04,frozen_v11_actual_weight,task,1,3,k6_supported_scene,2206,P00|P10|P01|P11
462,2,interior,7,7,0.14752733707427979,421022,supported_k6,6,0.5,9.96,frozen_v11_actual_weight,task,2,3,k6_supported_scene,2206,P00|P10|P01|P11
463,2,interior,7,7,0.14752733707427979,421022,supported_k6,6,0.5,10.0,frozen_v11_actual_weight,task,2,3,k6_supported_scene,2206,P00|P10|P01|P11
464,2,interior,7,7,0.14752733707427979,421022,supported_k6,6,0.5,10.04,frozen_v11_actual_weight,task,2,3,k6_supported_scene,2206,P00|P10|P01|P11
465,2,interior,7,7,0.14752733707427979,421022,supported_k6,6,0.5,9.96,frozen_v11_actual_weight,task,3,3,k6_supported_scene,2206,P00|P10|P01|P11
466,2,interior,7,7,0.14752733707427979,421022,supported_k6,6,0.5,10.0,frozen_v11_actual_weight,task,3,3,k6_supported_scene,2206,P00|P10|P01|P11
467,2,interior,7,7,0.14752733707427979,421022,supported_k6,6,0.5,10.04,frozen_v11_actual_weight,task,3,3,k6_supported_scene,2206,P00|P10|P01|P11
468,2,interior,7,7,0.14752733707427979,421022,supported_k6,6,0.5,9.96,frozen_v11_actual_weight,task,4,3,k6_supported_scene,2206,P00|P10|P01|P11
469,2,interior,7,7,0.14752733707427979,421022,supported_k6,6,0.5,10.0,frozen_v11_actual_weight,task,4,3,k6_supported_scene,2206,P00|P10|P01|P11
470,2,interior,7,7,0.14752733707427979,421022,supported_k6,6,0.5,10.04,frozen_v11_actual_weight,task,4,3,k6_supported_scene,2206,P00|P10|P01|P11
471,2,interior,7,7,0.14752733707427979,421022,supported_k6,6,0.5,9.96,frozen_v11_actual_weight,task,5,3,k6_supported_scene,2206,P00|P10|P01|P11
472,2,interior,7,7,0.14752733707427979,421022,supported_k6,6,0.5,10.0,frozen_v11_actual_weight,task,5,3,k6_supported_scene,2206,P00|P10|P01|P11
473,2,interior,7,7,0.14752733707427979,421022,supported_k6,6,0.5,10.04,frozen_v11_actual_weight,task,5,3,k6_supported_scene,2206,P00|P10|P01|P11
474,2,corner,0,14,0.02120693400502205,421023,supported_k6,6,0.5,9.96,frozen_v11_actual_weight,combined,-1,2,k6_supported_scene,2282,P00|P10|P01|P11
475,2,corner,0,14,0.02120693400502205,421023,supported_k6,6,0.5,10.0,frozen_v11_actual_weight,combined,-1,2,k6_supported_scene,2282,P00|P10|P01|P11
476,2,corner,0,14,0.02120693400502205,421023,supported_k6,6,0.5,10.04,frozen_v11_actual_weight,combined,-1,2,k6_supported_scene,2282,P00|P10|P01|P11
477,2,corner,0,14,0.02120693400502205,421023,supported_k6,6,0.5,9.96,frozen_v11_actual_weight,task,0,2,k6_supported_scene,2282,P00|P10|P01|P11
478,2,corner,0,14,0.02120693400502205,421023,supported_k6,6,0.5,10.0,frozen_v11_actual_weight,task,0,2,k6_supported_scene,2282,P00|P10|P01|P11
479,2,corner,0,14,0.02120693400502205,421023,supported_k6,6,0.5,10.04,frozen_v11_actual_weight,task,0,2,k6_supported_scene,2282,P00|P10|P01|P11
480,2,corner,0,14,0.02120693400502205,421023,supported_k6,6,0.5,9.96,frozen_v11_actual_weight,task,1,1,k6_supported_scene,2282,P00|P10|P01|P11
481,2,corner,0,14,0.02120693400502205,421023,supported_k6,6,0.5,10.0,frozen_v11_actual_weight,task,1,1,k6_supported_scene,2282,P00|P10|P01|P11
482,2,corner,0,14,0.02120693400502205,421023,supported_k6,6,0.5,10.04,frozen_v11_actual_weight,task,1,1,k6_supported_scene,2282,P00|P10|P01|P11
483,2,corner,0,14,0.02120693400502205,421023,supported_k6,6,0.5,9.96,frozen_v11_actual_weight,task,2,2,k6_supported_scene,2282,P00|P10|P01|P11
484,2,corner,0,14,0.02120693400502205,421023,supported_k6,6,0.5,10.0,frozen_v11_actual_weight,task,2,2,k6_supported_scene,2282,P00|P10|P01|P11
485,2,corner,0,14,0.02120693400502205,421023,supported_k6,6,0.5,10.04,frozen_v11_actual_weight,task,2,2,k6_supported_scene,2282,P00|P10|P01|P11
486,2,corner,0,14,0.02120693400502205,421023,supported_k6,6,0.5,9.96,frozen_v11_actual_weight,task,3,2,k6_supported_scene,2282,P00|P10|P01|P11
487,2,corner,0,14,0.02120693400502205,421023,supported_k6,6,0.5,10.0,frozen_v11_actual_weight,task,3,2,k6_supported_scene,2282,P00|P10|P01|P11
488,2,corner,0,14,0.02120693400502205,421023,supported_k6,6,0.5,10.04,frozen_v11_actual_weight,task,3,2,k6_supported_scene,2282,P00|P10|P01|P11
489,2,corner,0,14,0.02120693400502205,421023,supported_k6,6,0.5,9.96,frozen_v11_actual_weight,task,4,2,k6_supported_scene,2282,P00|P10|P01|P11
490,2,corner,0,14,0.02120693400502205,421023,supported_k6,6,0.5,10.0,frozen_v11_actual_weight,task,4,2,k6_supported_scene,2282,P00|P10|P01|P11
491,2,corner,0,14,0.02120693400502205,421023,supported_k6,6,0.5,10.04,frozen_v11_actual_weight,task,4,2,k6_supported_scene,2282,P00|P10|P01|P11
492,2,corner,0,14,0.02120693400502205,421023,supported_k6,6,0.5,9.96,frozen_v11_actual_weight,task,5,2,k6_supported_scene,2282,P00|P10|P01|P11
493,2,corner,0,14,0.02120693400502205,421023,supported_k6,6,0.5,10.0,frozen_v11_actual_weight,task,5,2,k6_supported_scene,2282,P00|P10|P01|P11
494,2,corner,0,14,0.02120693400502205,421023,supported_k6,6,0.5,10.04,frozen_v11_actual_weight,task,5,2,k6_supported_scene,2282,P00|P10|P01|P11
495,2,edge,8,0,0.04229207709431648,421023,supported_k6,6,0.5,9.96,frozen_v11_actual_weight,combined,-1,3,k6_supported_scene,2282,P00|P10|P01|P11
496,2,edge,8,0,0.04229207709431648,421023,supported_k6,6,0.5,10.0,frozen_v11_actual_weight,combined,-1,3,k6_supported_scene,2282,P00|P10|P01|P11
497,2,edge,8,0,0.04229207709431648,421023,supported_k6,6,0.5,10.04,frozen_v11_actual_weight,combined,-1,3,k6_supported_scene,2282,P00|P10|P01|P11
498,2,edge,8,0,0.04229207709431648,421023,supported_k6,6,0.5,9.96,frozen_v11_actual_weight,task,0,3,k6_supported_scene,2282,P00|P10|P01|P11
499,2,edge,8,0,0.04229207709431648,421023,supported_k6,6,0.5,10.0,frozen_v11_actual_weight,task,0,3,k6_supported_scene,2282,P00|P10|P01|P11
500,2,edge,8,0,0.04229207709431648,421023,supported_k6,6,0.5,10.04,frozen_v11_actual_weight,task,0,3,k6_supported_scene,2282,P00|P10|P01|P11
501,2,edge,8,0,0.04229207709431648,421023,supported_k6,6,0.5,9.96,frozen_v11_actual_weight,task,1,3,k6_supported_scene,2282,P00|P10|P01|P11
502,2,edge,8,0,0.04229207709431648,421023,supported_k6,6,0.5,10.0,frozen_v11_actual_weight,task,1,3,k6_supported_scene,2282,P00|P10|P01|P11
503,2,edge,8,0,0.04229207709431648,421023,supported_k6,6,0.5,10.04,frozen_v11_actual_weight,task,1,3,k6_supported_scene,2282,P00|P10|P01|P11
504,2,edge,8,0,0.04229207709431648,421023,supported_k6,6,0.5,9.96,frozen_v11_actual_weight,task,2,3,k6_supported_scene,2282,P00|P10|P01|P11
505,2,edge,8,0,0.04229207709431648,421023,supported_k6,6,0.5,10.0,frozen_v11_actual_weight,task,2,3,k6_supported_scene,2282,P00|P10|P01|P11
506,2,edge,8,0,0.04229207709431648,421023,supported_k6,6,0.5,10.04,frozen_v11_actual_weight,task,2,3,k6_supported_scene,2282,P00|P10|P01|P11
507,2,edge,8,0,0.04229207709431648,421023,supported_k6,6,0.5,9.96,frozen_v11_actual_weight,task,3,3,k6_supported_scene,2282,P00|P10|P01|P11
508,2,edge,8,0,0.04229207709431648,421023,supported_k6,6,0.5,10.0,frozen_v11_actual_weight,task,3,3,k6_supported_scene,2282,P00|P10|P01|P11
509,2,edge,8,0,0.04229207709431648,421023,supported_k6,6,0.5,10.04,frozen_v11_actual_weight,task,3,3,k6_supported_scene,2282,P00|P10|P01|P11
510,2,edge,8,0,0.04229207709431648,421023,supported_k6,6,0.5,9.96,frozen_v11_actual_weight,task,4,3,k6_supported_scene,2282,P00|P10|P01|P11
511,2,edge,8,0,0.04229207709431648,421023,supported_k6,6,0.5,10.0,frozen_v11_actual_weight,task,4,3,k6_supported_scene,2282,P00|P10|P01|P11
512,2,edge,8,0,0.04229207709431648,421023,supported_k6,6,0.5,10.04,frozen_v11_actual_weight,task,4,3,k6_supported_scene,2282,P00|P10|P01|P11
513,2,edge,8,0,0.04229207709431648,421023,supported_k6,6,0.5,9.96,frozen_v11_actual_weight,task,5,3,k6_supported_scene,2282,P00|P10|P01|P11
514,2,edge,8,0,0.04229207709431648,421023,supported_k6,6,0.5,10.0,frozen_v11_actual_weight,task,5,3,k6_supported_scene,2282,P00|P10|P01|P11
515,2,edge,8,0,0.04229207709431648,421023,supported_k6,6,0.5,10.04,frozen_v11_actual_weight,task,5,3,k6_supported_scene,2282,P00|P10|P01|P11
516,2,interior,7,7,0.13066525757312775,421023,supported_k6,6,0.5,9.96,frozen_v11_actual_weight,combined,-1,4,k6_supported_scene,2282,P00|P10|P01|P11
517,2,interior,7,7,0.13066525757312775,421023,supported_k6,6,0.5,10.0,frozen_v11_actual_weight,combined,-1,4,k6_supported_scene,2282,P00|P10|P01|P11
518,2,interior,7,7,0.13066525757312775,421023,supported_k6,6,0.5,10.04,frozen_v11_actual_weight,combined,-1,4,k6_supported_scene,2282,P00|P10|P01|P11
519,2,interior,7,7,0.13066525757312775,421023,supported_k6,6,0.5,9.96,frozen_v11_actual_weight,task,0,4,k6_supported_scene,2282,P00|P10|P01|P11
520,2,interior,7,7,0.13066525757312775,421023,supported_k6,6,0.5,10.0,frozen_v11_actual_weight,task,0,4,k6_supported_scene,2282,P00|P10|P01|P11
521,2,interior,7,7,0.13066525757312775,421023,supported_k6,6,0.5,10.04,frozen_v11_actual_weight,task,0,4,k6_supported_scene,2282,P00|P10|P01|P11
522,2,interior,7,7,0.13066525757312775,421023,supported_k6,6,0.5,9.96,frozen_v11_actual_weight,task,1,4,k6_supported_scene,2282,P00|P10|P01|P11
523,2,interior,7,7,0.13066525757312775,421023,supported_k6,6,0.5,10.0,frozen_v11_actual_weight,task,1,4,k6_supported_scene,2282,P00|P10|P01|P11
524,2,interior,7,7,0.13066525757312775,421023,supported_k6,6,0.5,10.04,frozen_v11_actual_weight,task,1,4,k6_supported_scene,2282,P00|P10|P01|P11
525,2,interior,7,7,0.13066525757312775,421023,supported_k6,6,0.5,9.96,frozen_v11_actual_weight,task,2,4,k6_supported_scene,2282,P00|P10|P01|P11
526,2,interior,7,7,0.13066525757312775,421023,supported_k6,6,0.5,10.0,frozen_v11_actual_weight,task,2,4,k6_supported_scene,2282,P00|P10|P01|P11
527,2,interior,7,7,0.13066525757312775,421023,supported_k6,6,0.5,10.04,frozen_v11_actual_weight,task,2,4,k6_supported_scene,2282,P00|P10|P01|P11
528,2,interior,7,7,0.13066525757312775,421023,supported_k6,6,0.5,9.96,frozen_v11_actual_weight,task,3,4,k6_supported_scene,2282,P00|P10|P01|P11
529,2,interior,7,7,0.13066525757312775,421023,supported_k6,6,0.5,10.0,frozen_v11_actual_weight,task,3,4,k6_supported_scene,2282,P00|P10|P01|P11
530,2,interior,7,7,0.13066525757312775,421023,supported_k6,6,0.5,10.04,frozen_v11_actual_weight,task,3,4,k6_supported_scene,2282,P00|P10|P01|P11
531,2,interior,7,7,0.13066525757312775,421023,supported_k6,6,0.5,9.96,frozen_v11_actual_weight,task,4,4,k6_supported_scene,2282,P00|P10|P01|P11
532,2,interior,7,7,0.13066525757312775,421023,supported_k6,6,0.5,10.0,frozen_v11_actual_weight,task,4,4,k6_supported_scene,2282,P00|P10|P01|P11
533,2,interior,7,7,0.13066525757312775,421023,supported_k6,6,0.5,10.04,frozen_v11_actual_weight,task,4,4,k6_supported_scene,2282,P00|P10|P01|P11
534,2,interior,7,7,0.13066525757312775,421023,supported_k6,6,0.5,9.96,frozen_v11_actual_weight,task,5,4,k6_supported_scene,2282,P00|P10|P01|P11
535,2,interior,7,7,0.13066525757312775,421023,supported_k6,6,0.5,10.0,frozen_v11_actual_weight,task,5,4,k6_supported_scene,2282,P00|P10|P01|P11
536,2,interior,7,7,0.13066525757312775,421023,supported_k6,6,0.5,10.04,frozen_v11_actual_weight,task,5,4,k6_supported_scene,2282,P00|P10|P01|P11
537,2,corner,14,0,0.025579767301678658,421024,supported_k6,6,0.5,9.96,frozen_v11_actual_weight,combined,-1,2,k6_supported_scene,2377,P00|P10|P01|P11
538,2,corner,14,0,0.025579767301678658,421024,supported_k6,6,0.5,10.0,frozen_v11_actual_weight,combined,-1,2,k6_supported_scene,2377,P00|P10|P01|P11
539,2,corner,14,0,0.025579767301678658,421024,supported_k6,6,0.5,10.04,frozen_v11_actual_weight,combined,-1,2,k6_supported_scene,2377,P00|P10|P01|P11
540,2,corner,14,0,0.025579767301678658,421024,supported_k6,6,0.5,9.96,frozen_v11_actual_weight,task,0,2,k6_supported_scene,2377,P00|P10|P01|P11
541,2,corner,14,0,0.025579767301678658,421024,supported_k6,6,0.5,10.0,frozen_v11_actual_weight,task,0,2,k6_supported_scene,2377,P00|P10|P01|P11
542,2,corner,14,0,0.025579767301678658,421024,supported_k6,6,0.5,10.04,frozen_v11_actual_weight,task,0,2,k6_supported_scene,2377,P00|P10|P01|P11
543,2,corner,14,0,0.025579767301678658,421024,supported_k6,6,0.5,9.96,frozen_v11_actual_weight,task,1,2,k6_supported_scene,2377,P00|P10|P01|P11
544,2,corner,14,0,0.025579767301678658,421024,supported_k6,6,0.5,10.0,frozen_v11_actual_weight,task,1,2,k6_supported_scene,2377,P00|P10|P01|P11
545,2,corner,14,0,0.025579767301678658,421024,supported_k6,6,0.5,10.04,frozen_v11_actual_weight,task,1,2,k6_supported_scene,2377,P00|P10|P01|P11
546,2,corner,14,0,0.025579767301678658,421024,supported_k6,6,0.5,9.96,frozen_v11_actual_weight,task,2,2,k6_supported_scene,2377,P00|P10|P01|P11
547,2,corner,14,0,0.025579767301678658,421024,supported_k6,6,0.5,10.0,frozen_v11_actual_weight,task,2,2,k6_supported_scene,2377,P00|P10|P01|P11
548,2,corner,14,0,0.025579767301678658,421024,supported_k6,6,0.5,10.04,frozen_v11_actual_weight,task,2,2,k6_supported_scene,2377,P00|P10|P01|P11
549,2,corner,14,0,0.025579767301678658,421024,supported_k6,6,0.5,9.96,frozen_v11_actual_weight,task,3,2,k6_supported_scene,2377,P00|P10|P01|P11
550,2,corner,14,0,0.025579767301678658,421024,supported_k6,6,0.5,10.0,frozen_v11_actual_weight,task,3,2,k6_supported_scene,2377,P00|P10|P01|P11
551,2,corner,14,0,0.025579767301678658,421024,supported_k6,6,0.5,10.04,frozen_v11_actual_weight,task,3,2,k6_supported_scene,2377,P00|P10|P01|P11
552,2,corner,14,0,0.025579767301678658,421024,supported_k6,6,0.5,9.96,frozen_v11_actual_weight,task,4,2,k6_supported_scene,2377,P00|P10|P01|P11
553,2,corner,14,0,0.025579767301678658,421024,supported_k6,6,0.5,10.0,frozen_v11_actual_weight,task,4,2,k6_supported_scene,2377,P00|P10|P01|P11
554,2,corner,14,0,0.025579767301678658,421024,supported_k6,6,0.5,10.04,frozen_v11_actual_weight,task,4,2,k6_supported_scene,2377,P00|P10|P01|P11
555,2,corner,14,0,0.025579767301678658,421024,supported_k6,6,0.5,9.96,frozen_v11_actual_weight,task,5,2,k6_supported_scene,2377,P00|P10|P01|P11
556,2,corner,14,0,0.025579767301678658,421024,supported_k6,6,0.5,10.0,frozen_v11_actual_weight,task,5,2,k6_supported_scene,2377,P00|P10|P01|P11
557,2,corner,14,0,0.025579767301678658,421024,supported_k6,6,0.5,10.04,frozen_v11_actual_weight,task,5,2,k6_supported_scene,2377,P00|P10|P01|P11
558,2,edge,14,4,0.025196433067321777,421024,supported_k6,6,0.5,9.96,frozen_v11_actual_weight,combined,-1,3,k6_supported_scene,2377,P00|P10|P01|P11
559,2,edge,14,4,0.025196433067321777,421024,supported_k6,6,0.5,10.0,frozen_v11_actual_weight,combined,-1,3,k6_supported_scene,2377,P00|P10|P01|P11
560,2,edge,14,4,0.025196433067321777,421024,supported_k6,6,0.5,10.04,frozen_v11_actual_weight,combined,-1,3,k6_supported_scene,2377,P00|P10|P01|P11
561,2,edge,14,4,0.025196433067321777,421024,supported_k6,6,0.5,9.96,frozen_v11_actual_weight,task,0,3,k6_supported_scene,2377,P00|P10|P01|P11
562,2,edge,14,4,0.025196433067321777,421024,supported_k6,6,0.5,10.0,frozen_v11_actual_weight,task,0,3,k6_supported_scene,2377,P00|P10|P01|P11
563,2,edge,14,4,0.025196433067321777,421024,supported_k6,6,0.5,10.04,frozen_v11_actual_weight,task,0,3,k6_supported_scene,2377,P00|P10|P01|P11
564,2,edge,14,4,0.025196433067321777,421024,supported_k6,6,0.5,9.96,frozen_v11_actual_weight,task,1,3,k6_supported_scene,2377,P00|P10|P01|P11
565,2,edge,14,4,0.025196433067321777,421024,supported_k6,6,0.5,10.0,frozen_v11_actual_weight,task,1,3,k6_supported_scene,2377,P00|P10|P01|P11
566,2,edge,14,4,0.025196433067321777,421024,supported_k6,6,0.5,10.04,frozen_v11_actual_weight,task,1,3,k6_supported_scene,2377,P00|P10|P01|P11
567,2,edge,14,4,0.025196433067321777,421024,supported_k6,6,0.5,9.96,frozen_v11_actual_weight,task,2,3,k6_supported_scene,2377,P00|P10|P01|P11
568,2,edge,14,4,0.025196433067321777,421024,supported_k6,6,0.5,10.0,frozen_v11_actual_weight,task,2,3,k6_supported_scene,2377,P00|P10|P01|P11
569,2,edge,14,4,0.025196433067321777,421024,supported_k6,6,0.5,10.04,frozen_v11_actual_weight,task,2,3,k6_supported_scene,2377,P00|P10|P01|P11
570,2,edge,14,4,0.025196433067321777,421024,supported_k6,6,0.5,9.96,frozen_v11_actual_weight,task,3,3,k6_supported_scene,2377,P00|P10|P01|P11
571,2,edge,14,4,0.025196433067321777,421024,supported_k6,6,0.5,10.0,frozen_v11_actual_weight,task,3,3,k6_supported_scene,2377,P00|P10|P01|P11
