candidate_index,sample_index,sample_id,scene_id,source_dataset,source_sample_index,selection_role,k,ratio,active_count,large_scan,min_target_separation_deg,eep_psll_db,hfss_psll_db,delta_psll_db,eep_nearest_iso_db,hfss_nearest_iso_db,delta_nearest_iso_db,eep_local_iso_db,hfss_local_iso_db,delta_local_iso_db,eep_mainlobe_gain_db,hfss_mainlobe_gain_db,delta_mainlobe_gain_db,eep_target_spread_db,hfss_target_spread_db,eep_pointing_error_deg,hfss_pointing_error_deg,all_case_worst_active_rl_db,all_case_worst_total_rl_db,gate15,strict_gate20,mainlobe_gate,active_RL_gate,strict_engineering_gate,eep_gate15,hard_negative,hard_positive,fullwave_complete,near_boundary,training_priority
55,55,tv055_s055_k6_r0.5,scene_055_33034ce44ba97044f6a5,task_level_run02,1834,proxy_near_boundary,6,0.5,107,1,17.667423248291016,-1.4804840087890625,-1.4804763793945312,7.62939453125e-06,21.759227752685547,21.75918960571289,-3.814697265625e-05,14.621627807617188,14.621612548828125,-1.52587890625e-05,75.08993530273438,75.08992767333984,-7.62939453125e-06,3.523406982421875,3.5233993530273438,3.040162770462887,3.040162770462887,1.4349185691374402,7.959655829020961,0,0,0,0,0,0,0,0,1,1,3
56,56,tv056_s056_k6_r0.5,scene_056_0a3fff1c134eb4a2bf15,task_level_run02,1878,proxy_large_scan_risk,6,0.5,96,1,12.149877548217773,-1.863739013671875,-1.863739013671875,0.0,21.594417572021484,21.59439468383789,-2.288818359375e-05,11.866485595703125,11.866477966308594,-7.62939453125e-06,72.32301330566406,72.32300567626953,-7.62939453125e-06,5.4102325439453125,5.410247802734375,1.8691117143513132,1.8691117143513132,0.17862772207910174,7.434876342949071,0,0,0,0,0,0,0,0,1,1,3
57,57,tv057_s057_k6_r0.6,scene_057_c42bc725cb4f4f85ac5b,task_level_run02,1977,proxy_joint_positive,6,0.6000000238418579,121,1,15.85890007019043,-5.8114471435546875,-5.8114471435546875,0.0,23.035995483398438,23.0360107421875,1.52587890625e-05,11.145339965820312,11.14532470703125,-1.52587890625e-05,75.58267211914062,75.58267211914062,0.0,3.70233154296875,3.70233154296875,1.1415191353078666,1.1415191353078666,0.9215931250945504,8.39255356666992,0,0,0,0,0,0,0,0,1,1,3
58,58,tv058_s058_k6_r0.6,scene_058_c6a22b5abd94796ea302,task_level_run02,1943,proxy_near_boundary,6,0.6000000238418579,121,1,14.846776962280273,-4.5281219482421875,-4.528114318847656,7.62939453125e-06,23.014041900634766,23.014022827148438,-1.9073486328125e-05,14.349311828613281,14.34930419921875,-7.62939453125e-06,75.30848693847656,75.30848693847656,0.0,3.8046722412109375,3.8046722412109375,1.459018435906682,1.459018435906682,2.718854614017752,8.16169551180683,0,0,0,0,0,0,0,0,1,1,3
59,59,tv059_s059_k6_r0.6,scene_059_92b92b314a12f417ff34,task_level_run02,1907,proxy_large_scan_risk,6,0.6000000238418579,128,1,18.34391975402832,-2.7676773071289062,-2.767669677734375,7.62939453125e-06,22.06573486328125,22.06574249267578,7.62939453125e-06,16.7921142578125,16.7921142578125,0.0,75.09162902832031,75.09162139892578,-7.62939453125e-06,4.261810302734375,4.261817932128906,3.9832250370243476,3.9832250370243476,-0.21236111084269538,7.304093629557972,0,0,0,0,0,0,0,0,1,1,3
60,60,tv060_s060_k6_r0.7,scene_060_ab9db79be4ac3f43ecdf,task_level_run02,2023,proxy_joint_positive,6,0.699999988079071,134,1,20.716144561767578,-6.414909362792969,-6.4149169921875,-7.62939453125e-06,23.456684112548828,23.45675277709961,6.866455078125e-05,15.954605102539062,15.954620361328125,1.52587890625e-05,76.36768341064453,76.36767578125,-7.62939453125e-06,3.4860916137695312,3.4860992431640625,0.9352186527245646,0.9352186527245646,3.1873575813157324,8.359974623177376,0,0,0,0,0,0,0,0,1,1,3
61,61,tv061_s061_k6_r0.7,scene_061_3dc82ca9251afe24b6ba,task_level_run02,2016,proxy_near_boundary,6,0.699999988079071,148,1,12.227208137512207,-2.5612258911132812,-2.5612411499023438,-1.52587890625e-05,22.602737426757812,22.602745056152344,7.62939453125e-06,17.642196655273438,17.642189025878906,-7.62939453125e-06,75.70545959472656,75.7054672241211,7.62939453125e-06,4.078399658203125,4.078399658203125,2.4440475974137614,2.4440475974137614,-6.773219197049588,8.29591387302726,0,0,0,0,0,0,0,0,1,1,3
62,62,tv062_s062_k6_r0.7,scene_062_77e22ed78d949ba5afe5,task_level_run02,2072,proxy_large_scan_risk,6,0.699999988079071,146,1,20.797767639160156,-3.2602081298828125,-3.2602005004882812,7.62939453125e-06,24.846561431884766,24.84658432006836,2.288818359375e-05,17.46605682373047,17.466064453125,7.62939453125e-06,75.78309631347656,75.78309631347656,0.0,3.722808837890625,3.7228012084960938,1.9578795908791025,1.9578795908791025,1.1344319038121853,8.709458315142903,0,0,0,0,0,0,0,0,1,1,3
63,63,tv063_s063_k6_r0.8,scene_063_32fc99feb3f1584e8b3f,task_level_run02,2128,proxy_joint_positive,6,0.800000011920929,159,1,24.461172103881836,-5.3999481201171875,-5.399955749511719,-7.62939453125e-06,23.422714233398438,23.422740936279297,2.6702880859375e-05,18.21697235107422,18.216941833496094,-3.0517578125e-05,76.67549133300781,76.67549896240234,7.62939453125e-06,3.3631210327148438,3.3631210327148438,0.9461882109125506,0.9461882109125506,-0.5689347855764215,9.21339049266535,0,0,0,0,0,0,0,0,1,1,3
64,64,tv064_s064_k6_r0.8,scene_064_a3da9ae2210115f2858e,task_level_run02,2189,proxy_near_boundary,6,0.800000011920929,171,1,12.309439659118652,-3.7440948486328125,-3.7441024780273438,-7.62939453125e-06,23.474578857421875,23.474590301513672,1.1444091796875e-05,17.13335418701172,17.13335418701172,0.0,76.70487213134766,76.70487213134766,0.0,2.072357177734375,2.0723495483398438,2.7024365363835217,2.7024365363835217,-1.1872101871956653,9.318052276591532,0,0,0,0,0,0,0,0,1,1,3
65,65,tv065_s065_k6_r0.8,scene_065_9aa54c6f3bb7b014dc09,task_level_run02,2127,proxy_large_scan_risk,6,0.800000011920929,154,1,13.17031192779541,-4.026939392089844,-4.026939392089844,0.0,24.76040267944336,24.760421752929688,1.9073486328125e-05,14.046928405761719,14.04693603515625,7.62939453125e-06,76.64144897460938,76.64143371582031,-1.52587890625e-05,3.2035140991210938,3.2035293579101562,2.703860854971738,2.703860854971738,1.8525525151969142,8.148663492034727,0,0,0,0,0,0,0,0,1,1,3
66,66,tv066_s066_k6_r0.9,scene_066_16372aa16653d71e5290,task_level_run02,2226,proxy_joint_positive,6,0.8999999761581421,185,1,13.747703552246094,-8.628463745117188,-8.628494262695312,-3.0517578125e-05,26.542327880859375,26.542346954345703,1.9073486328125e-05,14.171394348144531,14.171394348144531,0.0,78.9778823852539,78.9778823852539,0.0,0.9037017822265625,0.9037017822265625,1.2362831554207767,1.2362831554207767,0.17986485498768756,9.663535911105432,0,0,1,0,0,0,0,0,1,1,3
67,67,tv067_s067_k6_r0.9,scene_067_8ea704be5e44ac865670,task_level_run02,2201,proxy_near_boundary,6,0.8999999761581421,169,1,16.97910499572754,-2.4403533935546875,-2.4403457641601562,7.62939453125e-06,25.15802764892578,25.158035278320312,7.62939453125e-06,17.39080047607422,17.390777587890625,-2.288818359375e-05,77.00680541992188,77.00680541992188,0.0,3.4871063232421875,3.4871063232421875,1.9987825191291657,1.9987825191291657,1.7658419335952824,7.594432503838318,1,0,0,0,0,1,0,0,1,1,3
68,68,tv068_s068_k6_r0.9,scene_068_c38cca2dbf17bafba6f8,task_level_run02,2265,proxy_large_scan_risk,6,0.8999999761581421,150,1,10.474303245544434,-4.435234069824219,-4.43524169921875,-7.62939453125e-06,22.167709350585938,22.167709350585938,0.0,8.89678955078125,8.89678955078125,0.0,76.87008666992188,76.87008666992188,0.0,3.9244384765625,3.9244384765625,1.6994476293247154,1.6994476293247154,0.858543602182922,8.735053665880317,0,0,0,0,0,0,0,0,1,1,3
69,69,tv069_s069_k6_r1.0,scene_069_9dc39874ce772e971137,task_level_run02,2316,proxy_joint_positive,6,1.0,256,1,10.33251953125,-6.090644836425781,-6.090675354003906,-3.0517578125e-05,24.771759033203125,24.771717071533203,-4.1961669921875e-05,7.9490814208984375,7.9490814208984375,0.0,77.73301696777344,77.73302459716797,7.62939453125e-06,3.875396728515625,3.8753890991210938,1.9291657008474654,1.9291657008474654,-1.0860379834781129,11.252060870738951,0,0,0,0,0,0,0,0,1,1,3
70,70,tv070_s070_k6_r1.0,scene_070_cefe74029f1b7aa37302,task_level_run02,2328,proxy_near_boundary,6,1.0,256,1,11.964655876159668,-2.0523147583007812,-2.05230712890625,7.62939453125e-06,20.650527954101562,20.650489807128906,-3.814697265625e-05,13.87322998046875,13.873207092285156,-2.288818359375e-05,77.13429260253906,77.13429260253906,0.0,3.331329345703125,3.3313217163085938,1.5035534137135893,1.5035534137135893,0.6648258012717612,7.825726533633529,0,0,0,0,0,0,0,0,1,1,3
71,71,tv071_s071_k6_r1.0,scene_071_e881be29f0813fc5725f,task_level_run02,2310,proxy_large_scan_risk,6,1.0,256,1,19.30621910095215,-3.8436050415039062,-3.8435897827148438,1.52587890625e-05,25.532569885253906,25.532546997070312,-2.288818359375e-05,18.572128295898438,18.572166442871094,3.814697265625e-05,77.38359069824219,77.38358306884766,-7.62939453125e-06,3.8739700317382812,3.8739852905273438,2.653427909572964,2.653427909572964,-1.4312893758374365,9.718974681508803,1,0,0,0,0,1,0,0,1,1,3
72,72,tv072_s072_k6_r0.5,scene_072_8da61bbfe3ab060a2d93,paired_close_k6,444,k6_close_ratio_pair,6,0.5,128,0,7.932348728179932,1.3904190063476562,1.3904190063476562,0.0,29.381301879882812,29.38128662109375,-1.52587890625e-05,4.2119293212890625,4.211944580078125,1.52587890625e-05,76.41287994384766,76.41287994384766,0.0,1.6840286254882812,1.6840286254882812,1.6530011838464245,1.6530011838464245,-0.7212154192799887,10.984640854933707,0,0,0,0,0,0,0,0,1,1,4
73,72,tv073_s072_k6_r0.6,scene_072_8da61bbfe3ab060a2d93,paired_close_k6,445,k6_close_ratio_pair,6,0.6000000238418579,154,0,7.932348728179932,-0.1534881591796875,-0.1534881591796875,0.0,31.152645111083984,31.152606964111328,-3.814697265625e-05,3.8480453491210938,3.8480300903320312,-1.52587890625e-05,77.29840087890625,77.29840087890625,0.0,1.8964462280273438,1.8964385986328125,4.363146877284222,4.363146877284222,-6.007036038036576,10.754661200641625,0,0,0,0,0,0,0,0,1,1,4
74,72,tv074_s072_k6_r0.7,scene_072_8da61bbfe3ab060a2d93,paired_close_k6,446,k6_close_ratio_pair,6,0.699999988079071,179,0,7.932348728179932,-1.2750625610351562,-1.2750701904296875,-7.62939453125e-06,29.471996307373047,29.471981048583984,-1.52587890625e-05,3.6400604248046875,3.640045166015625,-1.52587890625e-05,77.89517211914062,77.89517974853516,7.62939453125e-06,2.0894622802734375,2.0894699096679688,4.363146877284222,4.363146877284222,-4.561638219290635,11.147827040299996,0,0,0,0,0,0,0,0,1,1,4
75,72,tv075_s072_k6_r0.8,scene_072_8da61bbfe3ab060a2d93,paired_close_k6,447,k6_close_ratio_pair,6,0.800000011920929,205,0,7.932348728179932,-2.7010879516601562,-2.7011032104492188,-1.52587890625e-05,29.27063751220703,29.270606994628906,-3.0517578125e-05,3.5662994384765625,3.5662994384765625,0.0,78.8014907836914,78.80149841308594,7.62939453125e-06,2.1291046142578125,2.12908935546875,4.363146877284222,4.363146877284222,-7.8337928869984665,11.40179872202041,0,0,0,0,0,0,0,0,1,1,4
76,72,tv076_s072_k6_r0.9,scene_072_8da61bbfe3ab060a2d93,paired_close_k6,448,k6_close_ratio_pair,6,0.8999999761581421,230,0,7.932348728179932,-6.302001953125,-6.3020172119140625,-1.52587890625e-05,29.081546783447266,29.081546783447266,0.0,3.5803985595703125,3.580413818359375,1.52587890625e-05,79.53990173339844,79.53990173339844,0.0,2.0872344970703125,2.0872344970703125,4.363146877284222,4.363146877284222,-11.301038290607547,11.208719342722839,0,0,0,0,0,0,0,0,1,1,4
77,72,tv077_s072_k6_r1.0,scene_072_8da61bbfe3ab060a2d93,paired_close_k6,449,k6_close_ratio_pair,6,1.0,256,0,7.932348728179932,-8.935882568359375,-8.935897827148438,-1.52587890625e-05,29.404464721679688,29.404476165771484,1.1444091796875e-05,3.6767959594726562,3.676788330078125,-7.62939453125e-06,80.24992370605469,80.24992370605469,0.0,1.96600341796875,1.96600341796875,4.363146877284222,4.363146877284222,-10.82908100767213,11.577018577897196,0,0,0,0,0,0,0,0,1,1,4
78,73,tv078_s073_k6_r0.5,scene_073_ee096497919b7b380867,paired_close_k6,540,k6_close_ratio_pair,6,0.5,128,0,9.35646915435791,1.24749755859375,1.24749755859375,0.0,32.771785736083984,32.7718620300293,7.62939453125e-05,6.131980895996094,6.131980895996094,0.0,76.86659240722656,76.86659240722656,0.0,1.3367462158203125,1.3367385864257812,1.888478923734471,1.888478923734471,-5.587726935220769,10.437543072494307,0,0,0,0,0,0,0,0,1,1,4
79,73,tv079_s073_k6_r0.6,scene_073_ee096497919b7b380867,paired_close_k6,541,k6_close_ratio_pair,6,0.6000000238418579,154,0,9.35646915435791,0.478973388671875,0.4789581298828125,-1.52587890625e-05,33.44438171386719,33.444435119628906,5.340576171875e-05,7.0183868408203125,7.018394470214844,7.62939453125e-06,77.43115234375,77.43116760253906,1.52587890625e-05,1.6007461547851562,1.6007308959960938,1.3741035879377352,1.3741035879377352,-5.74144198499118,10.807967686539389,0,0,1,0,0,0,0,0,1,1,4
80,73,tv080_s073_k6_r0.7,scene_073_ee096497919b7b380867,paired_close_k6,542,k6_close_ratio_pair,6,0.699999988079071,179,0,9.35646915435791,-0.06862640380859375,-0.06864166259765625,-1.52587890625e-05,37.14918899536133,37.14927673339844,8.7738037109375e-05,6.4809417724609375,6.480964660644531,2.288818359375e-05,78.21115112304688,78.2111587524414,7.62939453125e-06,1.4314804077148438,1.4314727783203125,1.1482678443054812,1.1482678443054812,-1.7816816560310367,11.021860820211131,0,0,1,0,0,0,0,0,1,1,4
81,73,tv081_s073_k6_r0.8,scene_073_ee096497919b7b380867,paired_close_k6,543,k6_close_ratio_pair,6,0.800000011920929,205,0,9.35646915435791,-1.7680206298828125,-1.7680282592773438,-7.62939453125e-06,35.512611389160156,35.51268768310547,7.62939453125e-05,6.075347900390625,6.0753631591796875,1.52587890625e-05,78.87188720703125,78.87188720703125,0.0,1.5574951171875,1.5574951171875,2.010510022533459,2.010510022533459,-2.1932347537871686,11.085522723906005,0,0,0,0,0,0,0,0,1,1,4
82,73,tv082_s073_k6_r0.9,scene_073_ee096497919b7b380867,paired_close_k6,544,k6_close_ratio_pair,6,0.8999999761581421,230,0,9.35646915435791,-3.6998214721679688,-3.6998291015625,-7.62939453125e-06,34.58729553222656,34.58728790283203,-7.62939453125e-06,5.9591827392578125,5.959197998046875,1.52587890625e-05,79.3883285522461,79.38833618164062,7.62939453125e-06,1.6986236572265625,1.6986160278320312,4.349434594279356,4.349434594279356,-9.137892515120091,11.182831575132084,0,0,0,0,0,0,0,0,1,1,4
83,73,tv083_s073_k6_r1.0,scene_073_ee096497919b7b380867,paired_close_k6,545,k6_close_ratio_pair,6,1.0,256,0,9.35646915435791,-7.962715148925781,-7.962699890136719,1.52587890625e-05,35.355445861816406,35.355438232421875,-7.62939453125e-06,6.0933380126953125,6.09332275390625,-1.52587890625e-05,80.2054672241211,80.2054672241211,0.0,1.5391464233398438,1.5391464233398438,4.349434594279356,4.349434594279356,-0.8145511831467338,11.35096863645604,0,0,0,0,0,0,0,0,1,1,4
84,74,tv084_s074_k6_r0.5,scene_074_99dcc23d73e3bcc48ede,paired_close_k6,408,k6_close_ratio_pair,6,0.5,128,1,9.55578899383545,5.972038269042969,5.9720611572265625,2.288818359375e-05,30.254486083984375,30.25450897216797,2.288818359375e-05,4.6450347900390625,4.645027160644531,-7.62939453125e-06,72.68265533447266,72.6826400756836,-1.52587890625e-05,5.967010498046875,5.967018127441406,2.4070538596397397,2.4070538596397397,0.7411523532044475,6.171771911904279,0,0,0,0,0,0,0,0,1,0,1
85,74,tv085_s074_k6_r0.6,scene_074_99dcc23d73e3bcc48ede,paired_close_k6,409,k6_close_ratio_pair,6,0.6000000238418579,154,1,9.55578899383545,5.327003479003906,5.326988220214844,-1.52587890625e-05,32.037689208984375,32.03775405883789,6.4849853515625e-05,5.949867248535156,5.9498443603515625,-2.288818359375e-05,73.2066421508789,73.20664978027344,7.62939453125e-06,5.737998962402344,5.738006591796875,2.4070538596397397,2.4070538596397397,-1.0161315847978583,5.680488502741985,0,0,0,0,0,0,0,0,1,0,1
86,74,tv086_s074_k6_r0.7,scene_074_99dcc23d73e3bcc48ede,paired_close_k6,410,k6_close_ratio_pair,6,0.699999988079071,179,1,9.55578899383545,4.154815673828125,4.154815673828125,0.0,34.40330505371094,34.40335464477539,4.9591064453125e-05,7.154327392578125,7.154289245605469,-3.814697265625e-05,73.6273193359375,73.6273193359375,0.0,5.7602386474609375,5.760246276855469,2.4070538596397397,2.4070538596397397,-1.7459469478705893,5.388180953638497,0,0,0,0,0,0,0,0,1,0,1
87,74,tv087_s074_k6_r0.8,scene_074_99dcc23d73e3bcc48ede,paired_close_k6,411,k6_close_ratio_pair,6,0.800000011920929,205,1,9.55578899383545,3.9043807983398438,3.9043960571289062,1.52587890625e-05,35.00179672241211,35.00189208984375,9.5367431640625e-05,7.6925048828125,7.692512512207031,7.62939453125e-06,74.3838882446289,74.38388061523438,-7.62939453125e-06,5.782966613769531,5.7829742431640625,3.4038887374521893,3.4038887374521893,-1.9228063542173834,5.137081706858787,0,0,0,0,0,0,0,0,1,0,1
88,74,tv088_s074_k6_r0.9,scene_074_99dcc23d73e3bcc48ede,paired_close_k6,412,k6_close_ratio_pair,6,0.8999999761581421,230,1,9.55578899383545,2.5191802978515625,2.5191879272460938,7.62939453125e-06,35.2108268737793,35.21092224121094,9.5367431640625e-05,7.294227600097656,7.294219970703125,-7.62939453125e-06,75.10266876220703,75.1026611328125,-7.62939453125e-06,5.734954833984375,5.734962463378906,3.4038887374521893,3.4038887374521893,-3.0937804385399668,4.813353848833018,0,0,0,0,0,0,0,0,1,1,4
89,74,tv089_s074_k6_r1.0,scene_074_99dcc23d73e3bcc48ede,paired_close_k6,413,k6_close_ratio_pair,6,1.0,256,1,9.55578899383545,-1.650634765625,-1.6506271362304688,7.62939453125e-06,36.298675537109375,36.29877471923828,9.918212890625e-05,7.141853332519531,7.141853332519531,0.0,76.0093765258789,76.00936126708984,-1.52587890625e-05,5.56494140625,5.5649566650390625,3.4038887374521893,3.4038887374521893,-2.6356526158960443,4.533962440008374,0,0,0,0,0,0,0,0,1,1,4
90,75,tv090_s075_k6_r0.5,scene_075_c9526935cf5f01e9109c,paired_close_k6,414,k6_close_ratio_pair,6,0.5,128,1,5.827727317810059,2.1110763549804688,2.1110687255859375,-7.62939453125e-06,11.427665710449219,11.427650451660156,-1.52587890625e-05,1.1703720092773438,1.1703643798828125,-7.62939453125e-06,73.00189971923828,73.00190734863281,7.62939453125e-06,5.418243408203125,5.418235778808594,4.468594913722082,4.468594913722082,-12.349158011322281,7.2106125602182995,0,0,0,0,0,0,0,0,1,1,4
91,75,tv091_s075_k6_r0.6,scene_075_c9526935cf5f01e9109c,paired_close_k6,415,k6_close_ratio_pair,6,0.6000000238418579,154,1,5.827727317810059,0.1491851806640625,0.14919281005859375,7.62939453125e-06,11.404586791992188,11.404571533203125,-1.52587890625e-05,1.263458251953125,1.263458251953125,0.0,74.46983337402344,74.46984100341797,7.62939453125e-06,4.827789306640625,4.827781677246094,4.468594913722082,4.468594913722082,-20.508369202622628,7.091881536895819,0,0,0,0,0,0,0,0,1,1,4
92,75,tv092_s075_k6_r0.7,scene_075_c9526935cf5f01e9109c,paired_close_k6,416,k6_close_ratio_pair,6,0.699999988079071,179,1,5.827727317810059,-0.06011962890625,-0.0601348876953125,-1.52587890625e-05,11.357170104980469,11.357170104980469,0.0,1.4511871337890625,1.4511871337890625,0.0,75.29629516601562,75.29629516601562,0.0,4.717041015625,4.717041015625,4.468594913722082,4.468594913722082,-15.452452798496756,6.9519843370395416,0,0,0,0,0,0,0,0,1,1,4
93,75,tv093_s075_k6_r0.8,scene_075_c9526935cf5f01e9109c,paired_close_k6,417,k6_close_ratio_pair,6,0.800000011920929,205,1,5.827727317810059,-0.3996734619140625,-0.399658203125,1.52587890625e-05,11.36871337890625,11.36871337890625,0.0,1.6722946166992188,1.67230224609375,7.62939453125e-06,75.78807067871094,75.7880630493164,-7.62939453125e-06,4.6089019775390625,4.608909606933594,4.468594913722082,4.468594913722082,-15.999959681344889,6.860667790038111,0,0,0,0,0,0,0,0,1,1,4
94,75,tv094_s075_k6_r0.9,scene_075_c9526935cf5f01e9109c,paired_close_k6,418,k6_close_ratio_pair,6,0.8999999761581421,230,1,5.827727317810059,-1.618560791015625,-1.618560791015625,0.0,11.3271484375,11.327140808105469,-7.62939453125e-06,1.9418487548828125,1.9418487548828125,0.0,76.46613311767578,76.46613311767578,0.0,4.522361755371094,4.522361755371094,4.468594913722082,4.468594913722082,-14.408128433094511,6.887304628271924,0,0,0,0,0,0,0,0,1,1,4
95,75,tv095_s075_k6_r1.0,scene_075_c9526935cf5f01e9109c,paired_close_k6,419,k6_close_ratio_pair,6,1.0,256,1,5.827727317810059,-2.0160064697265625,-2.0159912109375,1.52587890625e-05,11.306556701660156,11.306564331054688,7.62939453125e-06,2.2725067138671875,2.2725067138671875,0.0,77.39125061035156,77.39124298095703,-7.62939453125e-06,4.407066345214844,4.407073974609375,4.468594913722082,4.468594913722082,-11.683117359608667,7.021199466849586,0,0,0,0,0,0,0,0,1,1,4
