sample_index,base_sample_index,operator_profile,operator_family,drift_intensity,split,k_value,candidate_count
1601001,421021,patch_length_low_x0.20,patch_length_low,0.2,train,6,4
1601002,421022,patch_length_low_x0.20,patch_length_low,0.2,train,6,4
1601003,421023,patch_length_low_x0.20,patch_length_low,0.2,train,6,4
1601004,421024,patch_length_low_x0.20,patch_length_low,0.2,train,6,4
1601005,421025,patch_length_low_x0.20,patch_length_low,0.2,test,6,4
1601006,421026,patch_length_low_x0.20,patch_length_low,0.2,test,6,4
1601007,421029,patch_length_low_x0.20,patch_length_low,0.2,val,6,4
1601008,421030,patch_length_low_x0.20,patch_length_low,0.2,train,6,4
1601009,421031,patch_length_low_x0.20,patch_length_low,0.2,train,6,4
1601010,421033,patch_length_low_x0.20,patch_length_low,0.2,test,6,4
1601011,421035,patch_length_low_x0.20,patch_length_low,0.2,train,6,4
1601012,421036,patch_length_low_x0.20,patch_length_low,0.2,val,6,4
1601013,421037,patch_length_low_x0.20,patch_length_low,0.2,train,6,4
1601014,421039,patch_length_low_x0.20,patch_length_low,0.2,train,6,4
1601015,422000,patch_length_low_x0.20,patch_length_low,0.2,train,2,4
1601016,422003,patch_length_low_x0.20,patch_length_low,0.2,val,2,4
1601017,422005,patch_length_low_x0.20,patch_length_low,0.2,train,2,4
1601018,422006,patch_length_low_x0.20,patch_length_low,0.2,train,2,4
1601019,422007,patch_length_low_x0.20,patch_length_low,0.2,train,2,4
1601020,422009,patch_length_low_x0.20,patch_length_low,0.2,train,2,4
1601021,422010,patch_length_low_x0.20,patch_length_low,0.2,val,2,4
1601022,422011,patch_length_low_x0.20,patch_length_low,0.2,test,2,4
1601023,422012,patch_length_low_x0.20,patch_length_low,0.2,train,2,4
1601024,422014,patch_length_low_x0.20,patch_length_low,0.2,train,2,4
1601025,422015,patch_length_low_x0.20,patch_length_low,0.2,train,2,4
1601026,422016,patch_length_low_x0.20,patch_length_low,0.2,test,2,4
1601027,422017,patch_length_low_x0.20,patch_length_low,0.2,train,2,4
1601028,422018,patch_length_low_x0.20,patch_length_low,0.2,test,2,4
1601029,422019,patch_length_low_x0.20,patch_length_low,0.2,train,2,4
1601030,423000,patch_length_low_x0.20,patch_length_low,0.2,test,4,4
1601031,423002,patch_length_low_x0.20,patch_length_low,0.2,train,4,4
1601032,423003,patch_length_low_x0.20,patch_length_low,0.2,test,4,4
1601033,423005,patch_length_low_x0.20,patch_length_low,0.2,train,4,4
1601034,423006,patch_length_low_x0.20,patch_length_low,0.2,train,4,4
1601035,423007,patch_length_low_x0.20,patch_length_low,0.2,train,4,4
1601036,423008,patch_length_low_x0.20,patch_length_low,0.2,val,4,4
1601037,423009,patch_length_low_x0.20,patch_length_low,0.2,train,4,4
1601038,423010,patch_length_low_x0.20,patch_length_low,0.2,val,4,4
1601039,423011,patch_length_low_x0.20,patch_length_low,0.2,train,4,4
1601040,423012,patch_length_low_x0.20,patch_length_low,0.2,train,4,4
1601041,423013,patch_length_low_x0.20,patch_length_low,0.2,train,4,4
1601042,423014,patch_length_low_x0.20,patch_length_low,0.2,test,4,4
1601043,423015,patch_length_low_x0.20,patch_length_low,0.2,train,4,4
1601044,423018,patch_length_low_x0.20,patch_length_low,0.2,train,4,4
1602000,421020,patch_length_low_x0.50,patch_length_low,0.5,train,6,4
1602001,421021,patch_length_low_x0.50,patch_length_low,0.5,train,6,4
1602002,421022,patch_length_low_x0.50,patch_length_low,0.5,train,6,4
1602003,421023,patch_length_low_x0.50,patch_length_low,0.5,train,6,4
1602004,421024,patch_length_low_x0.50,patch_length_low,0.5,train,6,4
1602005,421025,patch_length_low_x0.50,patch_length_low,0.5,test,6,4
1602006,421026,patch_length_low_x0.50,patch_length_low,0.5,test,6,4
1602007,421029,patch_length_low_x0.50,patch_length_low,0.5,val,6,4
1602008,421030,patch_length_low_x0.50,patch_length_low,0.5,train,6,4
1602009,421031,patch_length_low_x0.50,patch_length_low,0.5,train,6,4
1602010,421033,patch_length_low_x0.50,patch_length_low,0.5,test,6,4
1602011,421035,patch_length_low_x0.50,patch_length_low,0.5,train,6,4
1602012,421036,patch_length_low_x0.50,patch_length_low,0.5,val,6,4
1602013,421037,patch_length_low_x0.50,patch_length_low,0.5,train,6,4
1602014,421039,patch_length_low_x0.50,patch_length_low,0.5,train,6,4
1602015,422000,patch_length_low_x0.50,patch_length_low,0.5,train,2,4
1602016,422003,patch_length_low_x0.50,patch_length_low,0.5,val,2,4
1602017,422005,patch_length_low_x0.50,patch_length_low,0.5,train,2,4
1602018,422006,patch_length_low_x0.50,patch_length_low,0.5,train,2,4
1602019,422007,patch_length_low_x0.50,patch_length_low,0.5,train,2,4
1602020,422009,patch_length_low_x0.50,patch_length_low,0.5,train,2,4
1602021,422010,patch_length_low_x0.50,patch_length_low,0.5,val,2,4
1602022,422011,patch_length_low_x0.50,patch_length_low,0.5,test,2,4
1602023,422012,patch_length_low_x0.50,patch_length_low,0.5,train,2,4
1602024,422014,patch_length_low_x0.50,patch_length_low,0.5,train,2,4
1602025,422015,patch_length_low_x0.50,patch_length_low,0.5,train,2,4
1602026,422016,patch_length_low_x0.50,patch_length_low,0.5,test,2,4
1602027,422017,patch_length_low_x0.50,patch_length_low,0.5,train,2,4
1602028,422018,patch_length_low_x0.50,patch_length_low,0.5,test,2,4
1602029,422019,patch_length_low_x0.50,patch_length_low,0.5,train,2,4
1602030,423000,patch_length_low_x0.50,patch_length_low,0.5,test,4,4
1602031,423002,patch_length_low_x0.50,patch_length_low,0.5,train,4,4
1602032,423003,patch_length_low_x0.50,patch_length_low,0.5,test,4,4
1602033,423005,patch_length_low_x0.50,patch_length_low,0.5,train,4,4
1602034,423006,patch_length_low_x0.50,patch_length_low,0.5,train,4,4
1602035,423007,patch_length_low_x0.50,patch_length_low,0.5,train,4,4
1602036,423008,patch_length_low_x0.50,patch_length_low,0.5,val,4,4
1602037,423009,patch_length_low_x0.50,patch_length_low,0.5,train,4,4
1602038,423010,patch_length_low_x0.50,patch_length_low,0.5,val,4,4
1602039,423011,patch_length_low_x0.50,patch_length_low,0.5,train,4,4
1602040,423012,patch_length_low_x0.50,patch_length_low,0.5,train,4,4
1602041,423013,patch_length_low_x0.50,patch_length_low,0.5,train,4,4
1602042,423014,patch_length_low_x0.50,patch_length_low,0.5,test,4,4
1602043,423015,patch_length_low_x0.50,patch_length_low,0.5,train,4,4
1602044,423018,patch_length_low_x0.50,patch_length_low,0.5,train,4,4
1603000,421020,patch_length_low_x1.00,patch_length_low,1.0,train,6,4
1603001,421021,patch_length_low_x1.00,patch_length_low,1.0,train,6,4
1603002,421022,patch_length_low_x1.00,patch_length_low,1.0,train,6,4
1603003,421023,patch_length_low_x1.00,patch_length_low,1.0,train,6,4
1603004,421024,patch_length_low_x1.00,patch_length_low,1.0,train,6,4
1603005,421025,patch_length_low_x1.00,patch_length_low,1.0,test,6,4
1603006,421026,patch_length_low_x1.00,patch_length_low,1.0,test,6,4
1603007,421029,patch_length_low_x1.00,patch_length_low,1.0,val,6,4
1603008,421030,patch_length_low_x1.00,patch_length_low,1.0,train,6,4
1603009,421031,patch_length_low_x1.00,patch_length_low,1.0,train,6,4
1603010,421033,patch_length_low_x1.00,patch_length_low,1.0,test,6,4
1603011,421035,patch_length_low_x1.00,patch_length_low,1.0,train,6,4
1603012,421036,patch_length_low_x1.00,patch_length_low,1.0,val,6,4
1603013,421037,patch_length_low_x1.00,patch_length_low,1.0,train,6,4
1603014,421039,patch_length_low_x1.00,patch_length_low,1.0,train,6,4
1603015,422000,patch_length_low_x1.00,patch_length_low,1.0,train,2,4
1603016,422003,patch_length_low_x1.00,patch_length_low,1.0,val,2,4
1603017,422005,patch_length_low_x1.00,patch_length_low,1.0,train,2,4
1603018,422006,patch_length_low_x1.00,patch_length_low,1.0,train,2,4
1603019,422007,patch_length_low_x1.00,patch_length_low,1.0,train,2,4
1603020,422009,patch_length_low_x1.00,patch_length_low,1.0,train,2,4
1603021,422010,patch_length_low_x1.00,patch_length_low,1.0,val,2,4
1603022,422011,patch_length_low_x1.00,patch_length_low,1.0,test,2,4
1603023,422012,patch_length_low_x1.00,patch_length_low,1.0,train,2,4
1603024,422014,patch_length_low_x1.00,patch_length_low,1.0,train,2,4
1603025,422015,patch_length_low_x1.00,patch_length_low,1.0,train,2,4
1603026,422016,patch_length_low_x1.00,patch_length_low,1.0,test,2,4
1603027,422017,patch_length_low_x1.00,patch_length_low,1.0,train,2,4
1603028,422018,patch_length_low_x1.00,patch_length_low,1.0,test,2,4
1603029,422019,patch_length_low_x1.00,patch_length_low,1.0,train,2,4
1603030,423000,patch_length_low_x1.00,patch_length_low,1.0,test,4,4
1603031,423002,patch_length_low_x1.00,patch_length_low,1.0,train,4,4
1603032,423003,patch_length_low_x1.00,patch_length_low,1.0,test,4,4
1603033,423005,patch_length_low_x1.00,patch_length_low,1.0,train,4,4
1603034,423006,patch_length_low_x1.00,patch_length_low,1.0,train,4,4
1603035,423007,patch_length_low_x1.00,patch_length_low,1.0,train,4,4
1603036,423008,patch_length_low_x1.00,patch_length_low,1.0,val,4,4
1603037,423009,patch_length_low_x1.00,patch_length_low,1.0,train,4,4
1603038,423010,patch_length_low_x1.00,patch_length_low,1.0,val,4,4
1603039,423011,patch_length_low_x1.00,patch_length_low,1.0,train,4,4
1603040,423012,patch_length_low_x1.00,patch_length_low,1.0,train,4,4
1603041,423013,patch_length_low_x1.00,patch_length_low,1.0,train,4,4
1603042,423014,patch_length_low_x1.00,patch_length_low,1.0,test,4,4
1603043,423015,patch_length_low_x1.00,patch_length_low,1.0,train,4,4
1603044,423018,patch_length_low_x1.00,patch_length_low,1.0,train,4,4
1700000,421020,patch_length_high_x0.05,patch_length_high,0.05,train,6,4
1700001,421021,patch_length_high_x0.05,patch_length_high,0.05,train,6,4
1700002,421022,patch_length_high_x0.05,patch_length_high,0.05,train,6,4
1700003,421023,patch_length_high_x0.05,patch_length_high,0.05,train,6,4
1700004,421024,patch_length_high_x0.05,patch_length_high,0.05,train,6,4
1700005,421025,patch_length_high_x0.05,patch_length_high,0.05,test,6,4
1700006,421026,patch_length_high_x0.05,patch_length_high,0.05,test,6,4
1700007,421029,patch_length_high_x0.05,patch_length_high,0.05,val,6,4
1700008,421030,patch_length_high_x0.05,patch_length_high,0.05,train,6,4
1700009,421031,patch_length_high_x0.05,patch_length_high,0.05,train,6,4
1700010,421033,patch_length_high_x0.05,patch_length_high,0.05,test,6,4
1700011,421035,patch_length_high_x0.05,patch_length_high,0.05,train,6,4
1700012,421036,patch_length_high_x0.05,patch_length_high,0.05,val,6,4
1700013,421037,patch_length_high_x0.05,patch_length_high,0.05,train,6,4
1700014,421039,patch_length_high_x0.05,patch_length_high,0.05,train,6,4
1700015,422000,patch_length_high_x0.05,patch_length_high,0.05,train,2,4
1700016,422003,patch_length_high_x0.05,patch_length_high,0.05,val,2,4
1700017,422005,patch_length_high_x0.05,patch_length_high,0.05,train,2,4
1700018,422006,patch_length_high_x0.05,patch_length_high,0.05,train,2,4
1700019,422007,patch_length_high_x0.05,patch_length_high,0.05,train,2,4
1700020,422009,patch_length_high_x0.05,patch_length_high,0.05,train,2,4
1700021,422010,patch_length_high_x0.05,patch_length_high,0.05,val,2,4
1700022,422011,patch_length_high_x0.05,patch_length_high,0.05,test,2,4
1700023,422012,patch_length_high_x0.05,patch_length_high,0.05,train,2,4
1700024,422014,patch_length_high_x0.05,patch_length_high,0.05,train,2,4
1700025,422015,patch_length_high_x0.05,patch_length_high,0.05,train,2,4
1700026,422016,patch_length_high_x0.05,patch_length_high,0.05,test,2,4
1700027,422017,patch_length_high_x0.05,patch_length_high,0.05,train,2,4
1700028,422018,patch_length_high_x0.05,patch_length_high,0.05,test,2,4
1700029,422019,patch_length_high_x0.05,patch_length_high,0.05,train,2,4
1700030,423000,patch_length_high_x0.05,patch_length_high,0.05,test,4,4
1700031,423002,patch_length_high_x0.05,patch_length_high,0.05,train,4,4
1700032,423003,patch_length_high_x0.05,patch_length_high,0.05,test,4,4
1700033,423005,patch_length_high_x0.05,patch_length_high,0.05,train,4,4
1700034,423006,patch_length_high_x0.05,patch_length_high,0.05,train,4,4
1700035,423007,patch_length_high_x0.05,patch_length_high,0.05,train,4,4
1700036,423008,patch_length_high_x0.05,patch_length_high,0.05,val,4,4
1700037,423009,patch_length_high_x0.05,patch_length_high,0.05,train,4,4
1700038,423010,patch_length_high_x0.05,patch_length_high,0.05,val,4,4
1700039,423011,patch_length_high_x0.05,patch_length_high,0.05,train,4,4
1700040,423012,patch_length_high_x0.05,patch_length_high,0.05,train,4,4
1700041,423013,patch_length_high_x0.05,patch_length_high,0.05,train,4,4
1700042,423014,patch_length_high_x0.05,patch_length_high,0.05,test,4,4
1700043,423015,patch_length_high_x0.05,patch_length_high,0.05,train,4,4
1700044,423018,patch_length_high_x0.05,patch_length_high,0.05,train,4,4
1701000,421020,patch_length_high_x0.20,patch_length_high,0.2,train,6,4
1701001,421021,patch_length_high_x0.20,patch_length_high,0.2,train,6,4
1701002,421022,patch_length_high_x0.20,patch_length_high,0.2,train,6,4
1701003,421023,patch_length_high_x0.20,patch_length_high,0.2,train,6,4
1701004,421024,patch_length_high_x0.20,patch_length_high,0.2,train,6,4
1701005,421025,patch_length_high_x0.20,patch_length_high,0.2,test,6,4
1701006,421026,patch_length_high_x0.20,patch_length_high,0.2,test,6,4
1701007,421029,patch_length_high_x0.20,patch_length_high,0.2,val,6,4
1701008,421030,patch_length_high_x0.20,patch_length_high,0.2,train,6,4
1701009,421031,patch_length_high_x0.20,patch_length_high,0.2,train,6,4
1701010,421033,patch_length_high_x0.20,patch_length_high,0.2,test,6,4
1701011,421035,patch_length_high_x0.20,patch_length_high,0.2,train,6,4
1701012,421036,patch_length_high_x0.20,patch_length_high,0.2,val,6,4
1701013,421037,patch_length_high_x0.20,patch_length_high,0.2,train,6,4
1701014,421039,patch_length_high_x0.20,patch_length_high,0.2,train,6,4
1701015,422000,patch_length_high_x0.20,patch_length_high,0.2,train,2,4
1701016,422003,patch_length_high_x0.20,patch_length_high,0.2,val,2,4
1701017,422005,patch_length_high_x0.20,patch_length_high,0.2,train,2,4
1701018,422006,patch_length_high_x0.20,patch_length_high,0.2,train,2,4
1701019,422007,patch_length_high_x0.20,patch_length_high,0.2,train,2,4
1701020,422009,patch_length_high_x0.20,patch_length_high,0.2,train,2,4
1701021,422010,patch_length_high_x0.20,patch_length_high,0.2,val,2,4
1701022,422011,patch_length_high_x0.20,patch_length_high,0.2,test,2,4
1701023,422012,patch_length_high_x0.20,patch_length_high,0.2,train,2,4
1701024,422014,patch_length_high_x0.20,patch_length_high,0.2,train,2,4
1701025,422015,patch_length_high_x0.20,patch_length_high,0.2,train,2,4
1701026,422016,patch_length_high_x0.20,patch_length_high,0.2,test,2,4
1701027,422017,patch_length_high_x0.20,patch_length_high,0.2,train,2,4
1701028,422018,patch_length_high_x0.20,patch_length_high,0.2,test,2,4
1701029,422019,patch_length_high_x0.20,patch_length_high,0.2,train,2,4
1701030,423000,patch_length_high_x0.20,patch_length_high,0.2,test,4,4
1701031,423002,patch_length_high_x0.20,patch_length_high,0.2,train,4,4
1701032,423003,patch_length_high_x0.20,patch_length_high,0.2,test,4,4
1701033,423005,patch_length_high_x0.20,patch_length_high,0.2,train,4,4
1701034,423006,patch_length_high_x0.20,patch_length_high,0.2,train,4,4
1701035,423007,patch_length_high_x0.20,patch_length_high,0.2,train,4,4
1701036,423008,patch_length_high_x0.20,patch_length_high,0.2,val,4,4
1701037,423009,patch_length_high_x0.20,patch_length_high,0.2,train,4,4
1701038,423010,patch_length_high_x0.20,patch_length_high,0.2,val,4,4
1701039,423011,patch_length_high_x0.20,patch_length_high,0.2,train,4,4
1701040,423012,patch_length_high_x0.20,patch_length_high,0.2,train,4,4
1701041,423013,patch_length_high_x0.20,patch_length_high,0.2,train,4,4
1701042,423014,patch_length_high_x0.20,patch_length_high,0.2,test,4,4
1701043,423015,patch_length_high_x0.20,patch_length_high,0.2,train,4,4
1701044,423018,patch_length_high_x0.20,patch_length_high,0.2,train,4,4
1702000,421020,patch_length_high_x0.50,patch_length_high,0.5,train,6,4
1702001,421021,patch_length_high_x0.50,patch_length_high,0.5,train,6,4
1702002,421022,patch_length_high_x0.50,patch_length_high,0.5,train,6,4
1702003,421023,patch_length_high_x0.50,patch_length_high,0.5,train,6,4
1702004,421024,patch_length_high_x0.50,patch_length_high,0.5,train,6,4
1702005,421025,patch_length_high_x0.50,patch_length_high,0.5,test,6,4
1702006,421026,patch_length_high_x0.50,patch_length_high,0.5,test,6,4
1702007,421029,patch_length_high_x0.50,patch_length_high,0.5,val,6,4
1702008,421030,patch_length_high_x0.50,patch_length_high,0.5,train,6,4
1702009,421031,patch_length_high_x0.50,patch_length_high,0.5,train,6,4
1702010,421033,patch_length_high_x0.50,patch_length_high,0.5,test,6,4
1702011,421035,patch_length_high_x0.50,patch_length_high,0.5,train,6,4
1702012,421036,patch_length_high_x0.50,patch_length_high,0.5,val,6,4
1702013,421037,patch_length_high_x0.50,patch_length_high,0.5,train,6,4
1702014,421039,patch_length_high_x0.50,patch_length_high,0.5,train,6,4
1702015,422000,patch_length_high_x0.50,patch_length_high,0.5,train,2,4
1702016,422003,patch_length_high_x0.50,patch_length_high,0.5,val,2,4
1702017,422005,patch_length_high_x0.50,patch_length_high,0.5,train,2,4
1702018,422006,patch_length_high_x0.50,patch_length_high,0.5,train,2,4
1702019,422007,patch_length_high_x0.50,patch_length_high,0.5,train,2,4
1702020,422009,patch_length_high_x0.50,patch_length_high,0.5,train,2,4
1702021,422010,patch_length_high_x0.50,patch_length_high,0.5,val,2,4
1702022,422011,patch_length_high_x0.50,patch_length_high,0.5,test,2,4
1702023,422012,patch_length_high_x0.50,patch_length_high,0.5,train,2,4
1702024,422014,patch_length_high_x0.50,patch_length_high,0.5,train,2,4
1702025,422015,patch_length_high_x0.50,patch_length_high,0.5,train,2,4
1702026,422016,patch_length_high_x0.50,patch_length_high,0.5,test,2,4
1702027,422017,patch_length_high_x0.50,patch_length_high,0.5,train,2,4
1702028,422018,patch_length_high_x0.50,patch_length_high,0.5,test,2,4
1702029,422019,patch_length_high_x0.50,patch_length_high,0.5,train,2,4
1702030,423000,patch_length_high_x0.50,patch_length_high,0.5,test,4,4
1702031,423002,patch_length_high_x0.50,patch_length_high,0.5,train,4,4
1702032,423003,patch_length_high_x0.50,patch_length_high,0.5,test,4,4
1702033,423005,patch_length_high_x0.50,patch_length_high,0.5,train,4,4
1702034,423006,patch_length_high_x0.50,patch_length_high,0.5,train,4,4
1702035,423007,patch_length_high_x0.50,patch_length_high,0.5,train,4,4
1702036,423008,patch_length_high_x0.50,patch_length_high,0.5,val,4,4
1702037,423009,patch_length_high_x0.50,patch_length_high,0.5,train,4,4
1702038,423010,patch_length_high_x0.50,patch_length_high,0.5,val,4,4
1702039,423011,patch_length_high_x0.50,patch_length_high,0.5,train,4,4
1702040,423012,patch_length_high_x0.50,patch_length_high,0.5,train,4,4
1702041,423013,patch_length_high_x0.50,patch_length_high,0.5,train,4,4
1702042,423014,patch_length_high_x0.50,patch_length_high,0.5,test,4,4
1702043,423015,patch_length_high_x0.50,patch_length_high,0.5,train,4,4
1702044,423018,patch_length_high_x0.50,patch_length_high,0.5,train,4,4
1703000,421020,patch_length_high_x1.00,patch_length_high,1.0,train,6,4
1703001,421021,patch_length_high_x1.00,patch_length_high,1.0,train,6,4
1703002,421022,patch_length_high_x1.00,patch_length_high,1.0,train,6,4
1703003,421023,patch_length_high_x1.00,patch_length_high,1.0,train,6,4
1703004,421024,patch_length_high_x1.00,patch_length_high,1.0,train,6,4
1703005,421025,patch_length_high_x1.00,patch_length_high,1.0,test,6,4
1703006,421026,patch_length_high_x1.00,patch_length_high,1.0,test,6,4
1703007,421029,patch_length_high_x1.00,patch_length_high,1.0,val,6,4
1703008,421030,patch_length_high_x1.00,patch_length_high,1.0,train,6,4
1703009,421031,patch_length_high_x1.00,patch_length_high,1.0,train,6,4
1703010,421033,patch_length_high_x1.00,patch_length_high,1.0,test,6,4
1703011,421035,patch_length_high_x1.00,patch_length_high,1.0,train,6,4
1703012,421036,patch_length_high_x1.00,patch_length_high,1.0,val,6,4
1703013,421037,patch_length_high_x1.00,patch_length_high,1.0,train,6,4
1703014,421039,patch_length_high_x1.00,patch_length_high,1.0,train,6,4
1703015,422000,patch_length_high_x1.00,patch_length_high,1.0,train,2,4
1703016,422003,patch_length_high_x1.00,patch_length_high,1.0,val,2,4
1703017,422005,patch_length_high_x1.00,patch_length_high,1.0,train,2,4
1703018,422006,patch_length_high_x1.00,patch_length_high,1.0,train,2,4
1703019,422007,patch_length_high_x1.00,patch_length_high,1.0,train,2,4
1703020,422009,patch_length_high_x1.00,patch_length_high,1.0,train,2,4
1703021,422010,patch_length_high_x1.00,patch_length_high,1.0,val,2,4
1703022,422011,patch_length_high_x1.00,patch_length_high,1.0,test,2,4
1703023,422012,patch_length_high_x1.00,patch_length_high,1.0,train,2,4
1703024,422014,patch_length_high_x1.00,patch_length_high,1.0,train,2,4
1703025,422015,patch_length_high_x1.00,patch_length_high,1.0,train,2,4
1703026,422016,patch_length_high_x1.00,patch_length_high,1.0,test,2,4
1703027,422017,patch_length_high_x1.00,patch_length_high,1.0,train,2,4
1703028,422018,patch_length_high_x1.00,patch_length_high,1.0,test,2,4
1703029,422019,patch_length_high_x1.00,patch_length_high,1.0,train,2,4
1703030,423000,patch_length_high_x1.00,patch_length_high,1.0,test,4,4
1703031,423002,patch_length_high_x1.00,patch_length_high,1.0,train,4,4
1703032,423003,patch_length_high_x1.00,patch_length_high,1.0,test,4,4
1703033,423005,patch_length_high_x1.00,patch_length_high,1.0,train,4,4
1703034,423006,patch_length_high_x1.00,patch_length_high,1.0,train,4,4
1703035,423007,patch_length_high_x1.00,patch_length_high,1.0,train,4,4
1703036,423008,patch_length_high_x1.00,patch_length_high,1.0,val,4,4
1703037,423009,patch_length_high_x1.00,patch_length_high,1.0,train,4,4
1703038,423010,patch_length_high_x1.00,patch_length_high,1.0,val,4,4
1703039,423011,patch_length_high_x1.00,patch_length_high,1.0,train,4,4
1703040,423012,patch_length_high_x1.00,patch_length_high,1.0,train,4,4
1703041,423013,patch_length_high_x1.00,patch_length_high,1.0,train,4,4
1703042,423014,patch_length_high_x1.00,patch_length_high,1.0,test,4,4
1703043,423015,patch_length_high_x1.00,patch_length_high,1.0,train,4,4
1703044,423018,patch_length_high_x1.00,patch_length_high,1.0,train,4,4
1800000,421020,dielectric_low_x0.05,dielectric_low,0.05,train,6,4
1800001,421021,dielectric_low_x0.05,dielectric_low,0.05,train,6,4
1800002,421022,dielectric_low_x0.05,dielectric_low,0.05,train,6,4
1800003,421023,dielectric_low_x0.05,dielectric_low,0.05,train,6,4
1800004,421024,dielectric_low_x0.05,dielectric_low,0.05,train,6,4
1800005,421025,dielectric_low_x0.05,dielectric_low,0.05,test,6,4
1800006,421026,dielectric_low_x0.05,dielectric_low,0.05,test,6,4
1800007,421029,dielectric_low_x0.05,dielectric_low,0.05,val,6,4
1800008,421030,dielectric_low_x0.05,dielectric_low,0.05,train,6,4
1800009,421031,dielectric_low_x0.05,dielectric_low,0.05,train,6,4
1800010,421033,dielectric_low_x0.05,dielectric_low,0.05,test,6,4
1800011,421035,dielectric_low_x0.05,dielectric_low,0.05,train,6,4
1800012,421036,dielectric_low_x0.05,dielectric_low,0.05,val,6,4
1800013,421037,dielectric_low_x0.05,dielectric_low,0.05,train,6,4
1800014,421039,dielectric_low_x0.05,dielectric_low,0.05,train,6,4
1800015,422000,dielectric_low_x0.05,dielectric_low,0.05,train,2,4
1800016,422003,dielectric_low_x0.05,dielectric_low,0.05,val,2,4
1800017,422005,dielectric_low_x0.05,dielectric_low,0.05,train,2,4
1800018,422006,dielectric_low_x0.05,dielectric_low,0.05,train,2,4
1800019,422007,dielectric_low_x0.05,dielectric_low,0.05,train,2,4
1800020,422009,dielectric_low_x0.05,dielectric_low,0.05,train,2,4
1800021,422010,dielectric_low_x0.05,dielectric_low,0.05,val,2,4
1800022,422011,dielectric_low_x0.05,dielectric_low,0.05,test,2,4
1800023,422012,dielectric_low_x0.05,dielectric_low,0.05,train,2,4
1800024,422014,dielectric_low_x0.05,dielectric_low,0.05,train,2,4
1800025,422015,dielectric_low_x0.05,dielectric_low,0.05,train,2,4
1800026,422016,dielectric_low_x0.05,dielectric_low,0.05,test,2,4
1800027,422017,dielectric_low_x0.05,dielectric_low,0.05,train,2,4
1800028,422018,dielectric_low_x0.05,dielectric_low,0.05,test,2,4
1800029,422019,dielectric_low_x0.05,dielectric_low,0.05,train,2,4
1800030,423000,dielectric_low_x0.05,dielectric_low,0.05,test,4,4
1800031,423002,dielectric_low_x0.05,dielectric_low,0.05,train,4,4
1800032,423003,dielectric_low_x0.05,dielectric_low,0.05,test,4,4
1800033,423005,dielectric_low_x0.05,dielectric_low,0.05,train,4,4
1800034,423006,dielectric_low_x0.05,dielectric_low,0.05,train,4,4
1800035,423007,dielectric_low_x0.05,dielectric_low,0.05,train,4,4
1800036,423008,dielectric_low_x0.05,dielectric_low,0.05,val,4,4
1800037,423009,dielectric_low_x0.05,dielectric_low,0.05,train,4,4
1800038,423010,dielectric_low_x0.05,dielectric_low,0.05,val,4,4
1800039,423011,dielectric_low_x0.05,dielectric_low,0.05,train,4,4
1800040,423012,dielectric_low_x0.05,dielectric_low,0.05,train,4,4
1800041,423013,dielectric_low_x0.05,dielectric_low,0.05,train,4,4
1800042,423014,dielectric_low_x0.05,dielectric_low,0.05,test,4,4
1800043,423015,dielectric_low_x0.05,dielectric_low,0.05,train,4,4
1800044,423018,dielectric_low_x0.05,dielectric_low,0.05,train,4,4
1801000,421020,dielectric_low_x0.20,dielectric_low,0.2,train,6,4
1801001,421021,dielectric_low_x0.20,dielectric_low,0.2,train,6,4
1801002,421022,dielectric_low_x0.20,dielectric_low,0.2,train,6,4
1801003,421023,dielectric_low_x0.20,dielectric_low,0.2,train,6,4
1801004,421024,dielectric_low_x0.20,dielectric_low,0.2,train,6,4
1801005,421025,dielectric_low_x0.20,dielectric_low,0.2,test,6,4
1801006,421026,dielectric_low_x0.20,dielectric_low,0.2,test,6,4
1801007,421029,dielectric_low_x0.20,dielectric_low,0.2,val,6,4
1801008,421030,dielectric_low_x0.20,dielectric_low,0.2,train,6,4
1801009,421031,dielectric_low_x0.20,dielectric_low,0.2,train,6,4
1801010,421033,dielectric_low_x0.20,dielectric_low,0.2,test,6,4
1801011,421035,dielectric_low_x0.20,dielectric_low,0.2,train,6,4
1801012,421036,dielectric_low_x0.20,dielectric_low,0.2,val,6,4
1801013,421037,dielectric_low_x0.20,dielectric_low,0.2,train,6,4
1801014,421039,dielectric_low_x0.20,dielectric_low,0.2,train,6,4
1801015,422000,dielectric_low_x0.20,dielectric_low,0.2,train,2,4
1801016,422003,dielectric_low_x0.20,dielectric_low,0.2,val,2,4
1801017,422005,dielectric_low_x0.20,dielectric_low,0.2,train,2,4
1801018,422006,dielectric_low_x0.20,dielectric_low,0.2,train,2,4
1801019,422007,dielectric_low_x0.20,dielectric_low,0.2,train,2,4
1801020,422009,dielectric_low_x0.20,dielectric_low,0.2,train,2,4
1801021,422010,dielectric_low_x0.20,dielectric_low,0.2,val,2,4
1801022,422011,dielectric_low_x0.20,dielectric_low,0.2,test,2,4
1801023,422012,dielectric_low_x0.20,dielectric_low,0.2,train,2,4
1801024,422014,dielectric_low_x0.20,dielectric_low,0.2,train,2,4
1801025,422015,dielectric_low_x0.20,dielectric_low,0.2,train,2,4
1801026,422016,dielectric_low_x0.20,dielectric_low,0.2,test,2,4
1801027,422017,dielectric_low_x0.20,dielectric_low,0.2,train,2,4
